O	O	sy	O	o	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Estate	Estate	n1	Estate	estate	0
,	,	,	,	,	0
Like	Like	av-j	Like	like	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
knoweth	knoweth	vvz	knoweth	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
doe	doe	vdb	do	do	0
witnesse	witnesse	vvi	witness	witness	0
beare	beare	vvi	bear	bear	0
,	,	,	,	,	0
So	So	av	So	so	0
entyrely	entyrely	av-j	entirely	entire	0
me	me	pno11	me	i	0
meveth	meveth	vvz	moveth	move	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
algate	algate	av	algate	algates	0
Recorde	Recorde	vvb	Record	record	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
therein	therein	av	therein	therein	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
flatterer	flatterer	n1	flatterer	flatterer	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
here	here	av	here	here	0
,	,	,	,	,	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
humbly	humbly	av-j	humbly	humble	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
Great	Great	j	Great	great	0
Secretts	Secretts	n2-jn	Secrets	secret	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
farre	farre	j	far	far	0
Countryes	Countryes	n2	Countries	country	0
did	did	vdd	did	do	0
lert	lert	vvi	lert	lert	0
,	,	,	,	,	0
And	And	cc	And	and	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
most	most	av-ds	most	most	0
unworthy	unworthy	j	unworthy	unworthy	0
are	are	vbr	are	be	0
lent	lent	vvn	lent	lend	0
.	.	.	.	.	1
Once	Once	a-acp	Once	once	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
such	such	d	such	such	0
thyngs	thyngs	n2	things	thing	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
promise	promise	vvi	promise	promise	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
tyme	tyme	n1	time	time	0
ye	ye	pn22	you	you	0
did	did	vdd	did	do	0
command	command	vvi	command	command	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
;	;	;	;	;	0
And	And	cc	And	and	0
since	since	c-acp	since	since	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
wrote	wrote	vvd	wrote	write	0
in	in	p-acp	in	in	0
full	full	j	full	full	0
secret	secret	j-jn	secret	secret	0
wise	wise	n1	wise	wise	0
,	,	,	,	,	0
Unto	Unto	p-acp	Unto	unto	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Universitie	Universitie	n1	University	university	0
Of	Of	pp-f	Of	of	0
Lovayne	Lovayne	n1	Lovayne	lovayne	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
fortuned	fortuned	vvd	fortuned	fortune	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
Greater	Greater	jc	Greater	great	0
secretts	secretts	n2-jn	secrets	secret	0
and	and	cc	and	and	0
moch	moch	d	much	much	0
more	more	dc	more	more	0
profyte	profyte	n1	profit	profit	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
disclosed	disclosed	vvd	disclosed	disclose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
:	:	:	:	:	0
That	That	cst	That	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
great	great	j	great	great	0
Elixirs	Elixirs	n2	Elixirs	elixir	0
both	both	d	both	both	0
Red	Red	j-jn	Read	red	0
and	and	cc	and	and	0
White	White	j-jn	White	white	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
like	like	av-j	like	like	0
it	it	pn31	it	it	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
that	that	cst	that	that	0
trewlie	trewlie	av-j	truly	tru	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
The	The	dt	The	the	0
perfect	perfect	j	perfect	perfect	0
waye	waye	n1	way	way	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
secrete	secrete	j-jn	secret	secret	0
Alchimy	Alchimy	n1	Alchemy	alchemy	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
never	never	av-x	never	never	0
trwly	trwly	av-j	truly	tru	0
for	for	p-acp	for	for	0
Mrke	Mrke	n1	Mrke	mrke	0
ne	ne	ccx	ne	ne	0
for	for	p-acp	for	for	0
Pounde	Pounde	n1	Pound	pound	0
Make	Make	vvb	Make	make	0
common	common	j	common	common	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
conditionally	conditionally	av-j	conditionally	conditional	0
That	That	cst	That	that	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
keepe	keepe	vvi	keep	keep	0
it	it	pn31	it	it	0
full	full	j	full	full	0
secretly	secretly	av-jn	secretly	secret	0
,	,	,	,	,	0
And	And	cc	And	and	0
onely	onely	av-j	only	only	0
it	it	pn31	it	it	0
use	use	n1	use	use	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
Els	Els	av	Else	else	0
in	in	p-acp	in	in	0
tyme	tyme	n1	time	time	0
comming	comming	vvg	coming	come	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
abye	abye	vvi	aby	aby	0
For	For	p-acp	For	for	0
my	my	po11	my	my	0
discovering	discovering	vvg	discovering	discover	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
secrete	secrete	j-jn	secret	secret	0
treasure	treasure	n1	treasure	treasure	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
advise	advise	vvb	advice	advise	0
you	you	pn22	you	you	0
well	well	av	well	well	0
wyth	wyth	p-acp	with	with	0
good	good	j	good	good	0
delyberation	delyberation	n1	delyberation	deliberation	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Secrete	Secrete	j-jn	Secret	secret	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
none	none	pi	none	none	0
other	other	j-jn	other	other	0
Creature	Creature	n1	Creature	creature	0
But	But	cc-acp	But	but	0
onely	onely	av-j	only	only	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
faithfull	faithfull	j	faithful	faithful	0
Protestation	Protestation	n1	Protestation	protestation	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
tyme	tyme	n1	time	time	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
lyfe	lyfe	n1	life	life	0
endure	endure	vvi	endure	endure	0
:	:	:	:	:	0
Whereto	Whereto	c-crq	Whereto	whereto	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
ensure	ensure	vvi	ensure	ensure	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
my	my	po11	my	my	0
desyre	desyre	n1	desire	desire	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
by	by	p-acp	by	by	0
othe	othe	n-jn	other	other	0
to	to	pc-acp	to	to	0
agree	agree	vvi	agree	agree	0
,	,	,	,	,	0
Least	Least	cs	lest	lest	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
procure	procure	vvi	procure	procure	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
my	my	po11	my	my	0
revealing	revealing	n-vvg	revealing	reveal	0
his	his	po31	his	his	0
greate	greate	j	great	great	0
gift	gift	n1	gift	gift	0
and	and	cc	and	and	0
previtie	previtie	n1	previtie	previtie	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
moreover	moreover	av	moreover	moreover	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
your	your	po22	your	your	0
Hyghnes	Hyghnes	n1	Highness	highness	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
openly	openly	av-j	openly	open	0
wyth	wyth	p-acp	with	with	0
pen	pen	n1	pen	pen	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
it	it	pn31	it	it	0
never	never	av-x	never	never	0
wryte	wryte	vvi	write	write	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
when	when	c-crq	when	when	0
that	that	d	that	that	0
ye	ye	pn22	you	you	0
list	list	vvb	list	listen	0
by	by	p-acp	by	by	0
practice	practice	n1	practice	practice	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
se	se	vvi	see	see	0
;	;	;	;	;	0
By	By	p-acp	By	by	0
Mouth	Mouth	n1	Mouth	mouth	0
also	also	av	also	also	0
this	this	d	this	this	0
prtious	prtious	j	prtious	prtious	0
secret	secret	j-jn	secret	secret	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
delyght	delyght	n1	delight	delight	0
,	,	,	,	,	0
How	How	q-crq	How	how	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
Elixirs	Elixirs	n2	Elixirs	elixir	0
Red	Red	j-jn	Read	red	0
and	and	cc	and	and	0
Whyte	Whyte	np1	Whyte	Whyte	0
,	,	,	,	,	0
Playne	Playne	n1	Plain	plain	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Hyghnes	Hyghnes	n1	Highness	highness	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
declared	declared	vvn	declared	declare	0
be	be	vbi	be	be	0
,	,	,	,	,	0
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
please	please	vvb	please	please	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
easy	easy	j	easy	easy	0
expence	expence	n1	expense	expense	0
and	and	cc	and	and	0
respyte	respyte	n1	respite	respite	0
To	To	pc-acp	To	to	0
help	help	vvi	help	help	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
them	them	pno32	them	they	0
make	make	vvi	make	make	0
by	by	p-acp	by	by	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Trinitie	Trinitie	np1	Trinitie	Trinity	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
notwythstanding	notwythstanding	a-acp	notwithstanding	notwithstanding	0
for	for	p-acp	for	for	0
perill	perill	n1	peril	peril	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
befall	befall	vvi	befall	befall	0
,	,	,	,	,	0
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
here	here	av	here	here	0
plainly	plainly	av-j	plainly	plain	0
the	the	dt	the	the	0
knot	knot	n1	knot	knot	0
unbinde	unbinde	vvb	unbind	unbind	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
writeing	writeing	vvg	writing	write	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
so	so	av	so	so	0
Mysticall	Mysticall	j	Mystical	mystical	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
by	by	p-acp	by	by	0
studie	studie	vvi	study	study	0
the	the	dt	the	the	0
knowleige	knowleige	vvi	knowleige	knowleige	0
finde	finde	vvi	find	find	0
:	:	:	:	:	0
How	How	c-crq	How	how	0
that	that	d	that	that	0
eche	eche	d	eke	each	0
thing	thing	n1	thing	thing	0
multiplicable	multiplicable	j	multiplicable	multiplicable	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
hys	hys	po31	his	his	0
kinde	kinde	n1	kind	kind	0
,	,	,	,	,	0
And	And	cc	And	and	0
that	that	d	that	that	0
likenes	likenes	n1	likeness	likeness	0
of	of	pp-f	of	of	0
bodies	bodies	n2	bodies	body	0
Metalline	Metalline	j	Metalline	metalline	0
be	be	vbb	be	be	0
transmutable	transmutable	j	transmutable	transmutable	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
deelare	deelare	vvi	deelare	deelare	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
feele	feele	vvb	feel	feel	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
Ye	Ye	pn22	You	you	0
shall	shall	vmb	shall	shall	0
prove	prove	vvi	prove	prove	0
my	my	po11	my	my	0
wryting	wryting	n1	writing	writing	0
true	true	j	true	true	0
and	and	cc	and	and	0
noe	noe	dx	no	no	0
fayned	fayned	j-vvn	feigned	feign	0
fable	fable	n1	fable	fable	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
God	God	np1	God	God	0
graunt	graunt	vvb	grant	grant	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
wynne	wynne	vvi	win	win	0
thys	thys	d	this	this	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
Serve	Serve	vvb	Serve	serve	0
him	him	pno31	him	he	0
devoutly	devoutly	av-j	devoutly	devout	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
Laud	Laud	n1	Laud	laud	0
and	and	cc	and	and	0
thanking	thanking	vvg	thanking	thank	0
,	,	,	,	,	0
Praying	Praying	vvg	Praying	pray	0
his	his	po31	his	his	0
Godhead	Godhead	n1	Godhead	godhead	0
in	in	p-acp	in	in	0
lyfe	lyfe	n1	life	life	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
so	so	av	so	so	0
endure	endure	vvi	endure	endure	0
,	,	,	,	,	0
His	His	po31	His	his	0
gifts	gifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fortune	fortune	n1	fortune	fortune	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
pleasing	pleasing	j-vvg	pleasing	please	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
specially	specially	av-j	specially	special	0
intending	intending	vvg	intending	intend	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
your	your	po22	your	your	0
power	power	n1	power	power	0
and	and	cc	and	and	0
connyng	connyng	vvg	conning	con	0
his	his	po31	his	his	0
precepts	precepts	n2	precepts	precept	0
tenne	tenne	crd	tenne	ten	0
So	So	av	So	so	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
,	,	,	,	,	0
that	that	cst	that	that	0
into	into	p-acp	into	into	0
no	no	dx	no	no	0
daunger	daunger	n1	danger	danger	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
ye	ye	pn22	you	you	0
bring	bring	vvb	bring	bring	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
glorie	glorie	n1	glory	glory	0
see	see	vvi	see	see	0
him	him	pno31	him	he	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
boke	boke	n1	book	book	0
of	of	pp-f	of	of	0
Meteors	Meteors	n2	Meteors	meteor	0
doth	doth	vdz	does	do	0
wryte	wryte	vvi	write	write	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
lykenesse	lykenesse	n1	likeness	likeness	0
of	of	pp-f	of	of	0
bodyes	bodyes	n2	bodies	body	0
Metalline	Metalline	j	Metalline	metalline	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
transmutable	transmutable	j	transmutable	transmutable	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
added	added	vvd	added	add	0
theis	theis	d	these	these	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
delyte	delyte	n1	delight	delight	0
,	,	,	,	,	0
Without	Without	p-acp	Without	without	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
reduced	reduced	vvn	reduced	reduce	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
beginning	beginning	n1	beginning	beginning	0
materiable	materiable	j	materiable	materiable	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
such	such	d	such	such	0
bodies	bodies	n2	bodies	body	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
nature	nature	n1	nature	nature	0
be	be	vbb	be	be	0
liquable	liquable	vvb	liquable	liquable	0
,	,	,	,	,	0
Minerall	Minerall	n1	Mineral	mineral	0
and	and	cc	and	and	0
Mettaline	Mettaline	np1	Mettaline	Mettaline	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
Mercurizate	Mercurizate	vvn	Mercurizate	mercurizate	0
,	,	,	,	,	0
Conceave	Conceave	vvb	Conceive	conceive	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
that	that	d	that	that	0
this	this	d	this	this	0
Scyence	Scyence	n1	Science	science	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
opinable	opinable	j	opinable	opinable	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
very	very	av	very	very	0
true	true	j	true	true	0
by	by	p-acp	by	by	0
Raymond	Raymond	np1	Raymond	Raymond	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
determynate	determynate	vvb	determynate	determynate	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Boke	Boke	n1	Book	book	0
the	the	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
speaketh	speaketh	vvz	speaks	speak	0
also	also	av	also	also	0
,	,	,	,	,	0
Therein	Therein	av	Therein	therein	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
please	please	vvb	please	please	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
divers	divers	j	diverse	diverse	0
Sulphurs	Sulphurs	np1	Sulphurs	Sulphurs	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
especially	especially	av-j	especially	especial	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
;	;	;	;	;	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
Mercuryes	Mercuryes	np2	Mercuryes	mercurye	0
Joyned	Joyned	vvn	Joined	join	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
indede	indede	av	indeed	indeed	0
:	:	:	:	:	0
Whereby	Whereby	c-crq	Whereby	whereby	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
true	true	j	true	true	0
understanders	understanders	n2	understanders	understander	0
leade	leade	vvi	lead	lead	0
To	To	p-acp	To	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principles	principles	n2	principles	principle	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
true	true	j	true	true	0
;	;	;	;	;	0
Both	Both	d	Both	both	0
Red	Red	j-jn	Read	red	0
most	most	av-ds	most	most	0
pure	pure	j	pure	pure	0
,	,	,	,	,	0
and	and	cc	and	and	0
White	White	j-jn	White	white	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
spede	spede	n1	speed	speed	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
be	be	vbb	be	be	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
founden	founden	fw-mi	founden	find	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
right	right	j-jn	right	right	0
few	few	d	few	few	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
best	best	av-js	best	best	0
he	he	pns31	he	he	0
addeth	addeth	vvz	adds	add	0
anone	anone	av	anon	anon	0
For	For	p-acp	For	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
worketh	worketh	vvz	works	work	0
the	the	dt	the	the	0
Alchimy	Alchimy	n1	Alchemy	alchemy	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
,	,	,	,	,	0
