YOU	YOU	pn22	YOU	you	0
inquiry	inquiry	n1	inquiry	inquiry	0
:	:	:	:	:	0
Do	Do	vdb	Do	do	0
but	but	p-acp	but	but	0
think	think	vvi	think	think	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
how	how	c-crq	how	how	0
others	others	n2-jn	others	other	0
might	might	vmd	might	may	0
attain	attain	vvi	attain	attain	0
it	it	pn31	it	it	0
.	.	.	.	.	1
A	A	dt	A	a	0
Jew	Jew	np1	Jew	Jew	0
,	,	,	,	,	0
a	a	dt	a	a	0
Turk	Turk	np1	Turk	Turk	0
,	,	,	,	,	0
a	a	dt	a	a	0
Papist	Papist	njp	Papist	papist	0
,	,	,	,	,	0
an	an	dt	and	a	0
Inde	Inde	np1	Inde	Ind	0
∣	∣	sy	∣	∣	0
pendant	pendant	fw-fr	pendant	pendant	0
,	,	,	,	,	0
a	a	dt	a	a	0
Presbyterian	Presbyterian	j	Presbyterian	presbyterian	0
,	,	,	,	,	0
an	an	dt	and	a	0
Anabaptist	Anabaptist	np1	Anabaptist	Anabaptist	0
;	;	;	;	;	0
If	If	cs	If	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
say	say	vvi	say	say	0
,	,	,	,	,	0
our	our	po12	our	our	0
present	present	j	present	present	0
perswasion	perswasion	n1	persuasion	persuasion	0
is	is	vbz	is	be	0
undeceiving	undeceiving	vvg	undeceiving	undeceive	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
assure	assure	vvb	assure	assure	0
us	us	pno12	us	we	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
or	or	cc	or	or	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
Teachers	Teachers	n2	Teachers	teacher	0
do	do	vdb	do	do	0
so	so	av	so	so	0
instruct	instruct	vvi	instruct	instruct	0
us	us	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	vvb	cause	cause	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
an	an	dt	and	a	0
infallible	infallible	j	infallible	infallible	0
spirit	spirit	n1	spirit	spirit	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
your	your	po22	your	your	0
Light	Light	n1	Light	light	0
would	would	vmd	would	will	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
they	they	pns32	they	they	0
took	took	vvd	took	take	0
not	not	xx	not	not	0
a	a	av	a	a	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
looking	looking	vvg	looking	look	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
illumination	illumination	n1	illumination	illumination	0
and	and	cc	and	and	0
earch	earch	n1	earch	earch	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
examine	examine	vvi	examine	examine	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
Opinions	Opinions	n2	Opinions	opinion	0
;	;	;	;	;	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
upon	upon	p-acp	upon	upon	0
good	good	j	good	good	0
grounds	grounds	n2	grounds	ground	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
embrace	embrace	vvb	embrace	embrace	0
,	,	,	,	,	0
whoever	whoever	r-crq	whoever	whoever	0
rejects	rejects	vvz	rejects	reject	0
it	it	pn31	it	it	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
upon	upon	p-acp	upon	upon	0
good	good	j	good	good	0
ground	ground	n1	ground	ground	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
error	error	n1	error	error	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
cast	cast	vvd	cast	cast	0
aside	aside	av	aside	aside	0
,	,	,	,	,	0
whoever	whoever	r-crq	whoever	whoever	0
countenanceth	countenanceth	vvz	countenanceth	countenance	0
it	it	pn31	it	it	0
;	;	;	;	;	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Light	Light	n1	Light	light	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
this	this	d	this	this	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
better	better	jc	better	better	0
and	and	cc	and	and	0
a	a	dt	a	a	0
safer	safer	jc	safer	safe	0
course	course	n1	course	course	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
be	be	vbb	be	be	0
your	your	po22	your	your	0
own	own	d	own	own	0
Judges	Judges	n2	Judges	judge	0
;	;	;	;	;	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
that	that	d	that	that	0
a	a	dt	a	a	0
good	good	j	good	good	0
and	and	cc	and	and	0
a	a	dt	a	a	0
safe	safe	j	safe	safe	0
course	course	n1	course	course	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
others	others	n2-jn	others	other	0
?	?	?	?	?	1
You	You	pn22	You	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
then	then	av	then	then	0
say	say	vvi	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
impossible	impossible	j	impossible	impossible	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
deceived	deceived	vvn	deceived	deceive	0
touching	touching	vvg	touching	touch	0
my	my	po11	my	my	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
perswades	perswades	vvz	persuades	persuade	0
me	me	pno11	me	i	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
right	right	j-jn	right	right	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
a	a	dt	a	a	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
pist	pist	vvn	pist	piss	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
thus	thus	av	thus	thus	0
argue	argue	vvi	argue	argue	0
,	,	,	,	,	0
so	so	av	so	so	0
neither	neither	dx	neither	neither	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Heart	Heart	n1	Heart	heart	0
is	is	vbz	is	be	0
deceitful	deceitful	j	deceitful	deceitful	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
things	things	n2	things	thing	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
trusts	trusts	vvz	trusts	trust	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
own	own	d	own	own	0
Heart	Heart	n1	Heart	heart	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Fool.	Fool.	n1	Fool.	fool	1
Lean	Lean	j	Lean	lean	0
not	not	xx	not	not	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
understanding	understanding	n1	understanding	understanding	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
mistaken	mistaken	vvn	mistaken	mistake	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
such	such	d	such	such	0
and	and	cc	and	and	0
such	such	d	such	such	0
have	have	vhb	have	have	0
taught	taught	vvn	taught	teach	0
it	it	pn31	it	it	0
.	.	.	.	.	1
A	A	dt	A	a	0
Turk	Turk	np1	Turk	Turk	0
,	,	,	,	,	0
a	a	dt	a	a	0
Socinian	Socinian	np1	Socinian	Socinian	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
thus	thus	av	thus	thus	0
pin	pin	vvi	pin	pin	0
his	his	po31	his	his	0
Faith	Faith	n1	Faith	faith	0
on	on	p-acp	on	on	0
anothers	anothers	ng1-jn	another's	another	0
sleeve	sleeve	n1	sleeve	sleeve	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
deceitful	deceitful	j	deceitful	deceitful	0
workers	workers	n2	workers	worker	0
transform	transform	vvb	transform	transform	0
themselves	themselves	px32	themselves	themselves	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
neither	neither	dx	neither	neither	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Our	Our	po12	Our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
cautions	cautions	n2	cautions	caution	0
you	you	pn22	you	you	0
;	;	;	;	;	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Man	Man	n1	Man	man	0
deceive	deceive	vvi	deceive	deceive	0
you	you	pn22	you	you	0
:	:	:	:	:	0
commands	commands	vvz	commands	command	0
you	you	pn22	you	you	0
,	,	,	,	,	0
call	call	vvb	call	call	0
no	no	dx	no	no	0
man	man	n1	man	man	0
Master	Master	n1	Master	master	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
:	:	:	:	:	0
and	and	cc	and	and	0
threatens	threatens	vvz	threatens	threaten	0
too	too	av	too	too	0
,	,	,	,	,	0
Cursed	Cursed	j-vvn	Cursed	curse	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
man	man	n1	man	man	0
that	that	cst	that	that	0
trusteth	trusteth	vvz	trusteth	trust	0
in	in	p-acp	in	in	0
man	man	n1	man	man	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
impossible	impossible	j	impossible	impossible	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
out	out	av	out	out	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
an	an	dt	and	a	0
infallible	infallible	j	infallible	infallible	0
spirit	spirit	n1	spirit	spirit	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
erre	erre	vvi	err	err	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
a	a	dt	a	a	0
Presbyterian	Presbyterian	j	Presbyterian	presbyterian	0
,	,	,	,	,	0
an	an	dt	and	a	0
Independant	Independant	j-jn	Independent	independent	0
,	,	,	,	,	0
an	an	dt	and	a	0
Anabaptist	Anabaptist	np1	Anabaptist	Anabaptist	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
thus	thus	av	thus	thus	0
build	build	vvi	built	build	0
his	his	po31	his	his	0
considence	considence	n1	confidence	confidence	0
;	;	;	;	;	0
so	so	av	so	so	0
neither	neither	dx	neither	neither	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
incumbent	incumbent	vvn	incumbent	incumbent	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
work	work	n1	work	work	0
then	then	av	then	then	0
is	is	vbz	is	be	0
,	,	,	,	,	0
looking	looking	vvg	looking	look	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
special	special	j	special	special	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
examine	examine	vvi	examine	examine	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
hold	hold	vvb	hold	hold	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
hold	hold	vvi	hold	hold	0
fast	fast	av-j	fast	fast	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
a	a	dt	a	a	0
well	well	av	well	well	0
grounded	grounded	j-vvn	grounded	ground	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	j	very	very	0
choice	choice	n1	choice	choice	0
mercy	mercy	n1	mercy	mercy	0
.	.	.	.	.	1
Wisdome	Wisdome	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
God	God	np1	God	God	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Stability	Stability	n1	Stability	stability	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
times	times	n2	times	time	0
and	and	cc	and	and	0
Strength	Strength	n1	Strength	strength	0
of	of	pp-f	of	of	0
Salvation	Salvation	n1	Salvation	salvation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
furtherance	furtherance	n1	furtherance	furtherance	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shall	shall	vmb	shall	shall	0
adde	adde	vvi	add	add	0
his	his	po31	his	his	0
blessing	blessing	n1	blessing	blessing	0
;	;	;	;	;	0
I	I	pns11	I	i	0
put	put	vvd	put	put	0
this	this	d	this	this	0
small	small	j	small	small	0
book	book	n1	book	book	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
It	It	pn31	It	it	0
will	will	vmb	will	will	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
your	your	po22	your	your	0
Teachers	Teachers	n2	Teachers	teacher	0
hold	hold	vvb	hold	hold	0
for	for	p-acp	for	for	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
hold	hold	vvb	hold	hold	0
,	,	,	,	,	0
Read	Read	vvb	Read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
Judge	Judge	vvb	Judge	judge	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
clearest	clearest	js	clearest	clear	0
reason	reason	n1	reason	reason	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
hold	hold	vvb	hold	hold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
Scripture	Scripture	n1	Scripture	scripture	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
true	true	j	true	true	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	p-acp	as	as	0
Elijah	Elijah	np1	Elijah	Elijah	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
If	If	cs	If	if	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
follow	follow	vvb	follow	follow	0
him	him	pno31	him	he	0
;	;	;	;	;	0
if	if	cs	if	if	0
Baal	Baal	np1	Baal	Baal	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
follow	follow	vvb	follow	follow	0
him	him	pno31	him	he	0
.	.	.	.	.	1
So	So	av	So	so	0
say	say	vvb	say	say	0
I	I	pns11	I	i	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
If	If	cs	If	if	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
teach	teach	vvb	teach	teach	0
be	be	vbb	be	be	0
well	well	av	well	well	0
built	built	vvn	built	build	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
sure	sure	j	sure	sure	0
foundation	foundation	n1	foundation	foundation	0
,	,	,	,	,	0
embrace	embrace	vvb	embrace	embrace	0
it	it	pn31	it	it	0
.	.	.	.	.	1
If	If	cs	If	if	0
what	what	r-crq	what	what	0
yours	yours	png22	yours	you	0
teach	teach	vvi	teach	teach	0
be	be	vbb	be	be	0
rightly	rightly	av-jn	rightly	right	0
drawn	drawn	vvn	drawn	draw	0
from	from	p-acp	from	from	0
sound	sound	j	found	sound	0
Principles	Principles	n2	Principles	principle	0
,	,	,	,	,	0
cleave	cleave	vvb	cleave	cleave	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
member	member	n1	member	member	0
it	it	pn31	it	it	0
speaks	speaks	vvz	speaks	speak	0
a	a	dt	a	a	0
Generous	Generous	j	Generous	generous	0
and	and	cc	and	and	0
a	a	dt	a	a	0
free	free	j	free	free	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
able	able	j	able	able	0
with	with	p-acp	with	with	0
Candor	Candor	n1	Candor	candour	0
and	and	cc	and	and	0
Impartiality	Impartiality	n1	Impartiality	impartiality	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
an	an	dt	and	a	0
Adversary	Adversary	n1	Adversary	adversary	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
unless	unless	cs	unless	unless	0
Gods	Gods	ng1	Gods	god	0
spirit	spirit	n1	spirit	spirit	0
enlightens	enlightens	vvz	enlightens	enlighten	0
your	your	po22	your	your	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
perceive	perceive	vvi	perceive	perceive	0
;	;	;	;	;	0
it	it	pn31	it	it	0
unless	unless	cs	unless	unless	0
he	he	pns31	he	he	0
sanctifies	sanctifies	vvz	sanctifies	sanctify	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
perceive	perceive	vvi	perceive	perceive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
embrace	embrace	vvi	embrace	embrace	0
or	or	cc	or	or	0
practise	practise	vvi	practise	practise	0
it	it	pn31	it	it	0
:	:	:	:	:	0
You	You	pn22	You	you	0
must	must	vmb	must	must	0
therefore	therefore	av	therefore	therefore	0
needs	needs	av	needs	needs	0
beg	beg	vvi	beg	beg	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
bene	bene	vbi	be	be	0
∣	∣	sy	∣	∣	0
fit	fit	vvb	fit	fit	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
.	.	.	.	.	1
Examine	Examine	vvb	Examine	examine	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
also	also	av	also	also	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
Love	Love	n1	Love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
a	a	dt	a	a	0
Readiness	Readiness	n1	Readiness	readiness	0
to	to	pc-acp	to	to	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
and	and	cc	and	and	0
close	close	vvi	close	close	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
own	own	d	own	own	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
or	or	cc	or	or	0
ours	ours	png12	ours	we	0
?	?	?	?	?	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
resolved	resolved	vvn	resolved	resolve	0
in	in	p-acp	in	in	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
away	away	av	away	away	0
our	our	po12	our	our	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
never	never	av-x	never	never	0
so	so	av	so	so	0
clearly	clearly	av-j	clearly	clear	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
retain	retain	vvi	retain	retain	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Teachers	Teachers	n2	Teachers	teacher	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
