WHosoever	WHosoever	r-crq	WHosoever	whosoever	0
this	this	d	this	this	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
.	.	.	.	.	0
p.	p.	n1	p.	p.	0
39	39	crd	39	39	0
II.	II.	crd	II	ii	1
Your	Your	po22	Your	your	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
are	are	vbr	are	be	0
,	,	,	,	,	0
1	1	vvn	1	encage	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
.	.	.	.	.	0
p.	p.	n1	p.	p.	0
43	43	crd	43	43	0
2.	2.	crd	2.	2.	1
Chastity	Chastity	n1	Chastity	chastity	0
.	.	.	.	.	1
49	49	crd	49	49	0
3.	3.	crd	3.	3.	1
Contētment	Contētment	n1	Contentment	contentment	0
.	.	.	.	.	1
53	53	crd	53	53	0
III	III	crd	III	three	0
.	.	.	.	.	1
The	The	dt	The	the	0
duties	duties	n2	duties	duty	0
you	you	pn22	you	you	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Master	Master	n1	Master	master	0
and	and	cc	and	and	0
Mistresse	Mistresse	n1	Mistress	mistress	0
,	,	,	,	,	0
are	are	vbr	are	be	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Reverence	Reverence	n1	Reverence	reverence	0
.	.	.	.	.	1
57	57	crd	57	57	0
2.	2.	crd	2.	2.	1
Feare	Feare	n1	Fear	fear	0
.	.	.	.	.	1
60	60	crd	60	60	0
3.	3.	crd	3.	3.	1
Subjection	Subjection	n1	Subjection	subjection	0
.	.	.	.	.	1
62	62	crd	62	62	0
4.	4.	crd	4.	4.	1
Faithfulnes	Faithfulnes	n1	Faithfulness	faithfulness	0
.	.	.	.	.	1
66	66	crd	66	66	0
5.	5.	crd	5.	5.	1
Obedience	Obedience	n1	Obedience	obedience	0
.	.	.	.	.	1
73	73	crd	73	73	0
IV.	IV.	np1	IV.	IV.	0
Your	Your	po22	Your	your	0
duties	duties	n2	duties	duty	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
your	your	po22	your	your	0
Masters	Masters	ng1	Master's	master	0
children	children	n2	children	child	0
,	,	,	,	,	0
are	are	vbr	are	be	0
,	,	,	,	,	0
75	75	crd	75	75	0
,	,	,	,	,	0
76	76	crd	76	76	0
1.	1.	crd	1.	1.	1
Sincere	Sincere	j	Sincere	sincere	0
love	love	n1	love	love	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Circumspect	Circumspect	j	Circumspect	circumspect	0
carriage	carriage	n1	carriage	carriage	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
presence	presence	n1	presence	presence	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Discreete	Discreete	j	Discreet	discreet	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
proofe	proofe	n1	proof	proof	0
.	.	.	.	.	1
V.	V.	np1	V.	V.	1
Towards	Towards	p-acp	Towards	towards	0
your	your	po22	your	your	0
fellow-servants	fellow-servants	n2	fellow-servants	fellow-servant	0
you	you	pn22	you	you	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
true	true	j	true	true	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
nifest	nifest	j	nifest	nife	0
the	the	dt	the	the	0
same	same	d	same	same	0
by	by	p-acp	by	by	0
indeavoring	indeavoring	vvg	endeavouring	endeavour	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
thē	thē	pno32	them	they	0
the	the	dt	the	the	0
best	best	js	best	best	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
good	good	j	good	good	0
p.	p.	n1	p.	p.	0
78	78	crd	78	78	0
VI	VI	crd	VI	vi	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
sters	sters	ng1	sters	sters	0
chapmen	chapmen	n2	chapmen	chapman	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
deale	deale	vvi	deal	deal	0
upright	upright	av-j	upright	upright	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
justly	justly	av-j	justly	just	0
.	.	.	.	.	0
p.	p.	n1	p.	p.	0
83	83	crd	83	83	0
VII	VII	crd	VII	seven	0
.	.	.	.	.	1
Towards	Towards	p-acp	Towards	towards	0
your	your	po22	your	your	0
neighbours	neighbours	n2	neighbours	neighbour	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quaintance	quaintance	n1	quaintance	quaintance	0
,	,	,	,	,	0
your	your	po22	your	your	0
cōversation	cōversation	n1	conversation	conversation	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
harmlesse	harmlesse	j	harmless	harmless	0
,	,	,	,	,	0
discreet	discreet	j	discreet	discreet	0
,	,	,	,	,	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
peaceable	peaceable	j	peaceable	peaceable	0
,	,	,	,	,	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
and	and	cc	and	and	0
modest	modest	j	modest	modest	0
p.	p.	n1	p.	p.	0
86	86	crd	86	86	0
VIII	VIII	np1	VIII	Viii	0
.	.	.	.	.	1
Towards	Towards	p-acp	Towards	towards	0
your	your	po22	your	your	0
parents	parents	n2	parents	parent	0
and	and	cc	and	and	0
kins	kins	n2	kins	kin	0
∣	∣	sy	∣	∣	0
folkes	folkes	ng2	folks	folk	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
thankefull	thankefull	j	thankful	thankful	0
by	by	p-acp	by	by	0
orde	orde	n1	orde	orde	0
∣	∣	sy	∣	∣	0
ring	ring	vvb	ring	ring	0
your	your	po22	your	your	0
conversa	conversa	fw-la	conversa	conversa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
heare	heare	vvi	hear	hear	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
heare	heare	vvb	hear	hear	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
letters	letters	n2	letters	letter	0
.	.	.	.	.	1
p	p	sy	p	p	0
92	92	crd	92	92	0
Neither	Neither	d	Neither	neither	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
sufficient	sufficient	j	sufficient	sufficient	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
performe	performe	vvb	perform	perform	0
these	these	d	these	these	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
In	In	p-acp	In	in	0
Sinceritie	Sinceritie	n1	Sincerity	sincerity	0
.	.	.	.	.	0
p.	p.	n1	p.	p.	0
96	96	crd	96	96	0
2.	2.	crd	2.	2.	1
With	With	p-acp	With	with	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
stancie	stancie	n1	stancie	stancie	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
101	101	crd	101	101	0
3.	3.	crd	3.	3.	1
With	With	p-acp	With	with	0
Alacri	Alacri	fw-la	Alacri	alacri	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
103	103	crd	103	103	0
4.	4.	crd	4.	4.	1
With	With	p-acp	With	with	0
Pray	Pray	vvi	Pray	pray	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
104	104	crd	104	104	0
III	III	crd	III	three	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
complished	complished	vvd	complished	complish	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
apprenti	apprenti	fw-la	apprenti	apprenti	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
you	you	pn22	you	you	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
upon	upon	p-acp	upon	upon	0
se	se	vvi	see	see	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
deliberation	deliberation	n1	deliberation	deliberation	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
104	104	crd	104	104	0
IV.	IV.	np1	IV.	IV.	1
Fourthly	Fourthly	ord	Fourthly	four	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
here	here	av	here	here	0
the	the	dt	the	the	0
resolution	resolution	n1	resolution	resolution	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
doubts	doubts	n2	doubts	doubt	0
wch	wch	r-crq	which	which	0
may	may	vmb	may	may	0
,	,	,	,	,	0
perchance	perchance	av	perchance	perchance	0
,	,	,	,	,	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
some	some	d	some	some	0
occasions	occasions	n2	occasions	occasion	0
trouble	trouble	vvb	trouble	trouble	0
your	your	po22	your	your	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
,	,	,	,	,	0
p.	p.	n1	p.	p.	0
109	109	crd	109	109	0
Now	Now	av	Now	now	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
powred	powred	vvd	poured	pour	0
his	his	po31	his	his	0
blessings	blessings	n2	blessings	blessing	0
upon	upon	p-acp	upon	upon	0
Eliezer	Eliezer	np1	Eliezer	Eliezer	0
,	,	,	,	,	0
la	la	uh	la	la	0
∣	∣	sy	∣	∣	0
cob	cob	n1	cob	cob	0
and	and	cc	and	and	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
other	other	j-jn	other	other	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
&	&	cc	&	and	0
religious	religious	j	religious	religious	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
vants	vants	vvz	vaunts	vaunt	0
,	,	,	,	,	0
so	so	av	so	so	0
blesse	blesse	vvb	bless	bless	0
this	this	d	this	this	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
so	so	av	so	so	0
fill	fill	vvb	fill	fill	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
benedi	benedi	n1	benedi	benedi	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
;	;	;	;	;	0
so	so	av	so	so	0
guide	guide	vvb	guide	guide	0
,	,	,	,	,	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
rect	rect	vvb	rect	rect	0
,	,	,	,	,	0
protect	protect	vvb	protect	protect	0
,	,	,	,	,	0
and	and	cc	and	and	0
defend	defend	vvb	defend	defend	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
sters	sters	ng1	sters	sters	0
bussines	bussines	n1	bussines	bussines	0
may	may	vmb	may	may	0
prosper	prosper	vvi	prosper	prosper	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
;	;	;	;	;	0
