AFTER	AFTER	p-acp	AFTER	after	0
which	which	r-crq	which	which	0
occurred	occurred	vvd	occurred	occur	0
in	in	p-acp	in	in	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
those	those	d	those	those	0
seven	seven	crd	seven	seven	0
yeares	yeares	ng2	years	year	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
though	though	cs	though	though	0
a	a	dt	a	a	0
rude	rude	j	rude	rude	0
,	,	,	,	,	0
and	and	cc	and	and	0
ignorant	ignorant	j	ignorant	ignorant	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
pen	pen	n1	pen	pen	0
to	to	p-acp	to	to	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
a	a	dt	a	a	0
long	long	av-j	long	long	0
seven	seven	crd	seven	seven	0
yeares	yeares	n2	years	year	0
troublesome	troublesome	j	troublesome	troublesome	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
pedition	pedition	n1	pedition	pedition	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
Duties	Duties	n2	Duties	duty	0
and	and	cc	and	and	0
Observations	Observations	n2	Observations	observation	0
of	of	pp-f	of	of	0
service	service	n1	service	service	0
,	,	,	,	,	0
cōtaining	cōtaining	vvg	containing	contain	0
a	a	dt	a	a	0
true	true	j	true	true	0
&	&	cc	&	and	0
simple	simple	j	simple	simple	0
narration	narration	n1	narration	narration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
oc	oc	n1	oc	oc	0
∣	∣	sy	∣	∣	0
currences	currences	n2	currences	currence	0
which	which	r-crq	which	which	0
happened	happened	vvd	happened	happen	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
omitting	omitting	vvg	omitting	omit	0
one	one	crd	one	one	0
dayes	dayes	ng2	days	day	0
March	March	n1	March	march	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
three	three	crd	three	three	0
yeares	yeares	n2	years	year	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Magnanimous	Magnanimous	j	Magnanimous	magnanimous	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
foure	foure	crd	foure	four	0
yeares	yeares	n2	years	year	0
March	March	vvb	March	march	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Royall	Royall	j	Royal	royal	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
fortunate	fortunate	j	fortunate	fortunate	0
conduct	conduct	n1	conduct	conduct	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Maiesty	Maiesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
Sweden	Sweden	np1	Sweden	Sweden	0
of	of	pp-f	of	of	0
never	never	av	never	never	0
dying	dying	j-vvg	dying	die	0
memory	memory	n1	memory	memory	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
induced	induced	vvn	induced	induce	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
chiefely	chiefely	av-jn	chiefly	chief	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
respects	respects	n2	respects	respect	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
vowed	vowed	vvn	vowed	vow	0
my	my	po11	my	my	0
best	best	js	best	best	0
endeavours	endeavours	n2	endeavours	endeavour	0
of	of	pp-f	of	of	0
service	service	n1	service	service	0
:	:	:	:	:	0
next	next	ord	next	next	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
my	my	po11	my	my	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
country	country	n1	country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
deere	deere	j-jn	deer	dear	0
Camerades	Camerades	n2	Comrades	comrade	0
,	,	,	,	,	0
Britaines	Britaines	npg1	Britaines	Britain	0
,	,	,	,	,	0
Dutch	Dutch	np1	Dutch	Dutch	0
and	and	cc	and	and	0
Swedens	Swedens	fw-la	Swedens	swedens	0
,	,	,	,	,	0
(	(	(	(	(	0
companions	companions	n2	companions	companion	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
wants	wants	n2	wants	want	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
valour	valour	n1	valour	valour	0
)	)	)	)	)	0
eternizing	eternizing	n-vvg	eternizing	eternize	0
their	their	po32	their	their	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
after	after	p-acp	after	after	0
death	death	n1	death	death	0
,	,	,	,	,	0
like	like	j	like	like	0
Phœbean	Phœbean	np1	Phœbean	Phœbean	0
Champi	Champi	np1	Champi	Champi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
ride	ride	vvb	ride	ride	0
triumphing	triumphing	vvg	triumphing	triumph	0
in	in	p-acp	in	in	0
spite	spite	n1	spite	spite	0
of	of	pp-f	of	of	0
envy	envy	n1	envy	envy	0
,	,	,	,	,	0
being	being	vbg	being	be	0
praised	praised	vvn	praised	praise	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
having	having	vhg	having	have	0
valorously	valorously	av-j	valorously	valorous	0
resisted	resisted	vvn	resisted	resist	0
their	their	po32	their	their	0
as	as	c-acp	as	as	0
∣	∣	sy	∣	∣	0
saults	saults	n2	saults	fault	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
died	died	vvd	died	die	0
standing	standing	vvg	standing	stand	0
,	,	,	,	,	0
serving	serving	vvg	serving	serve	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
their	their	po32	their	their	0
great	great	j	great	great	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Royall	Royall	j	Royal	royal	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
Bohemia	Bohemia	np1	Bohemia	Bohemia	0
,	,	,	,	,	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
remnant	remnant	n1	remnant	remnant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Royall	Royall	j	Royal	royal	0
Issue	Issue	n1	Issue	issue	0
.	.	.	.	.	1
Hoping	Hoping	vvg	Hoping	hope	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sakes	sakes	n2	sakes	sake	0
departed	departed	vvn	departed	depart	0
of	of	pp-f	of	of	0
worthy	worthy	j	worthy	worthy	0
memo	memo	fw-la	memo	memo	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
)	)	)	)	)	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
acceptable	acceptable	j	acceptable	acceptable	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
High	High	j	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sakes	sakes	n2	sakes	sake	0
alive	alive	j	alive	alive	0
(	(	(	(	(	0
that	that	cst	that	that	0
long	long	av-j	long	long	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
new	new	j	new	new	0
Lea	Lea	n1	Lea	lea	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
Counsellours	Counsellours	n2	Counsellors	counselor	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
counsell	counsell	n1	counsel	counsel	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
being	being	vbg	being	be	0
most	most	av-ds	most	most	0
Heroicke	Heroicke	j	Heroic	heroic	0
and	and	cc	and	and	0
examplary	examplary	j	exemplary	exemplary	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
imita	imita	fw-la	imita	imita	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
going	going	vvg	going	go	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
new	new	j	new	new	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
Captaine	Captaine	n1	Captain	captain	0
and	and	cc	and	and	0
Leader	Leader	n1	Leader	leader	0
,	,	,	,	,	0
being	being	vbg	being	be	0
descended	descended	vvn	descended	descend	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
valiant	valiant	j	valiant	valiant	0
Bruce	Bruce	np1	Bruce	Bruce	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stewarts	Stewarts	np1	Stewarts	Stewarts	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Royall	Royall	j	Royal	royal	0
Mother	Mother	n1	Mother	mother	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
,	,	,	,	,	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
Bohemia	Bohemia	np1	Bohemia	Bohemia	0
,	,	,	,	,	0
Iewell	Iewell	n1	Jewel	jewel	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
sex	sex	n1	sex	sex	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
splendent	splendent	j	splendent	splendent	0
in	in	p-acp	in	in	0
brightnesse	brightnesse	n1	brightness	brightness	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
woman	woman	n1	woman	woman	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
doth	doth	vdz	does	do	0
afford	afford	vvi	afford	afford	0
.	.	.	.	.	1
That	That	cst	That	that	0
great	great	j	great	great	0
Monarch	Monarch	n1	Monarch	monarch	0
Alexander	Alexander	np1	Alexander	Alexander	0
the	the	dt	the	the	0
great	great	j	great	great	0
shewed	shewed	vvd	showed	show	0
his	his	po31	his	his	0
humanitie	humanitie	n1	humanity	humanity	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wants	wants	n2	wants	want	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
age	age	n1	age	age	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
and	and	cc	and	and	0
decrepite	decrepite	j	decrepit	decrepit	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
being	being	vbg	being	be	0
weary	weary	j	weary	weary	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
travell	travell	n1	travel	travel	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
&	&	cc	&	and	0
lent	lent	vvd	lent	lend	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
own	own	d	own	own	0
chare	chare	n1	chare	chare	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
warme	warme	vvi	warm	warm	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
:	:	:	:	:	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
death-bed	death-bed	n1	deathbed	deathbed	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
pangs	pangs	n2	pangs	pang	0
and	and	cc	and	and	0
paines	paines	n2	pains	pain	0
of	of	pp-f	of	of	0
Death	Death	n1	Death	death	0
)	)	)	)	)	0
he	he	pns31	he	he	0
disdained	disdained	vvd	disdained	disdain	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
shake	shake	vvi	shake	shake	0
hands	hands	n2	hands	hand	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
and	and	cc	and	and	0
poorest	poorest	js	poorest	poor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Soul	Soul	n1	Soul	soul	0
∣	∣	sy	∣	∣	0
diers	diers	zz	diers	diers	0
.	.	.	.	.	1
So	So	av	So	so	0
Mighty	Mighty	j	Mighty	mighty	0
and	and	cc	and	and	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
I	I	pns11	I	i	0
,	,	,	,	,	0
though	though	cs	though	though	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
these	these	d	these	these	0
my	my	po11	my	my	0
dutifull	dutifull	j	dutiful	dutiful	0
Observations	Observations	n2	Observations	observation	0
and	and	cc	and	and	0
Expeditions	Expeditions	n2	Expeditions	expedition	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
being	being	vbg	being	be	0
eminent	eminent	j	eminent	eminent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
dignity	dignity	n1	dignity	dignity	0
high	high	j	high	high	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
presume	presume	vvi	presume	presume	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
is	is	vbz	is	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
pardons	pardons	n2	pardons	pardon	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
,	,	,	,	,	0
that	that	cst	that	that	0
reve	reve	n1	reve	reve	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
person	person	n1	person	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
.	.	.	.	.	1
That	That	cst	That	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
prefixed	prefixed	vvn	prefixed	prefix	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
name	name	n1	name	name	0
,	,	,	,	,	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Patron	Patron	n1	Patron	patron	0
&	&	cc	&	and	0
Superiour	Superiour	j-jn	Superior	superior	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
ever	ever	av	ever	ever	0
most	most	av-ds	most	most	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
discharging	discharging	vvg	discharging	discharge	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
Neither	Neither	av-dx	Neither	neither	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
pay	pay	vvi	pay	pay	0
this	this	d	this	this	0
tribute	tribute	n1	tribute	tribute	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
being	being	vbg	being	be	0
already	already	av	already	already	0
inriched	inriched	vvn	enriched	enrich	0
with	with	p-acp	with	with	0
notable	notable	j	notable	notable	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
my	my	po11	my	my	0
love	love	n1	love	love	0
and	and	cc	and	and	0
dearest	dearest	js-jn	dearest	dear	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
humility	humility	n1	humility	humility	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
vowed	vowed	vvn	vowed	vow	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
(	(	(	(	(	0
if	if	cs	if	if	0
my	my	po11	my	my	0
breath	breath	n1	breath	breath	0
may	may	vmb	may	may	0
last	last	vvi	last	last	0
so	so	av	so	so	0
long	long	av-j	long	long	0
)	)	)	)	)	0
till	till	p-acp	till	till	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
enemies	enemies	n2	enemies	enemy	0
be	be	vbb	be	be	0
overcome	overcome	vvn	overcome	overcome	0
.	.	.	.	.	1
Daigne	Daigne	vvb	Deign	deign	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
and	and	cc	and	and	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
passe	passe	vvi	pass	pass	0
this	this	d	this	this	0
my	my	po11	my	my	0
tedious	tedious	j	tedious	tedious	0
expedition	expedition	n1	expedition	expedition	0
,	,	,	,	,	0
and	and	cc	and	and	0
shallow	shallow	j	shallow	shallow	0
obser	obser	n1	obser	obser	0
∣	∣	sy	∣	∣	0
vations	vations	n2	vations	vation	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
the	the	dt	the	the	0
Roman	Roman	njp	Roman	roman	0
Empire	Empire	n1	Empire	empire	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
possession	possession	n1	possession	possession	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
extended	extended	vvn	extended	extend	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
River	River	n1	River	river	0
Euphrates	Euphrates	np1	Euphrates	Euphrates	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
East	East	n1	East	east	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
VVest	VVest	n1	VVest	west	0
,	,	,	,	,	0
the	the	dt	the	the	0
fertillest	fertillest	js	fertilest	fertile	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Asrica	Asrica	np1	Asrica	Asrica	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
South	South	n1	South	south	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rhine	Rhine	np1	Rhine	Rhine	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Danube	Danube	n1	Danube	danube	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
North	North	n1	North	north	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
possesse	possesse	vvi	possess	possess	0
,	,	,	,	,	0
come	come	vvb	come	come	0
,	,	,	,	,	0
No	No	uh-dx	No	no	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
field	field	n1	field	field	0
,	,	,	,	,	0
and	and	cc	and	and	0
fight	fight	vvi	fight	fight	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Britaines	Britaines	npg1	Britaines	Britain	0
,	,	,	,	,	0
J	J	pns11	J	i	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
and	and	cc	and	and	0
Dutch	Dutch	jp	Dutch	dutch	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
lucke	lucke	n1	luck	luck	0
and	and	cc	and	and	0
victory	victory	n1	victory	victory	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
wisdome	wisdome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
against	against	p-acp	against	against	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Royall	Royall	j	Royal	royal	0
Mo	Mo	zz	Mo	mo	0
