Dearely	Dearely	av-jn	Dearly	dear	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sad	sad	j	sad	sad	0
distresses	distresses	n2	distresses	distress	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
onely	onely	j	only	only	0
weapons	weapons	n2	weapons	weapon	0
were	were	vbdr	were	be	0
prayers	prayers	n2	prayers	prayer	0
and	and	cc	and	and	0
teares	teares	n2	tears	tear	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
city	city	n1	city	city	0
was	was	vbds	was	be	0
environed	environed	vvn	environed	environ	0
round	round	av-j	round	round	0
by	by	p-acp	by	by	0
hostile	hostile	j	hostile	hostile	0
forces	forces	n2	forces	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
danger	danger	n1	danger	danger	0
by	by	p-acp	by	by	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
of	of	pp-f	of	of	0
intestine	intestine	j	intestine	intestine	0
foes	foes	n2	foes	foe	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
ene	ene	fw-mi	ene	ene	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
were	were	vbdr	were	be	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
dayly	dayly	av-j	daily	daily	0
sup	sup	vvb	sup	sup	0
∣	∣	sy	∣	∣	0
plies	plies	vvz	plies	ply	0
of	of	pp-f	of	of	0
choise	choise	n1	choice	choice	0
Commanders	Commanders	n2	Commanders	commander	0
and	and	cc	and	and	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
forrein	forrein	j	foreign	foreign	0
parts	parts	n2	parts	part	0
by	by	p-acp	by	by	0
popish	popish	j	popish	popish	0
adherents	adherents	n2	adherents	adherent	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
all	all	d	all	all	0
help	help	n1	help	help	0
(	(	(	(	(	0
except	except	c-acp	except	except	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
only	only	av-j	only	only	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
thereby	thereby	av	thereby	thereby	0
rendred	rendred	vvn	rendered	render	0
more	more	dc	more	more	0
sig	sig	n1	sig	sig	0
∣	∣	sy	∣	∣	0
nal	nal	j	nal	nal	0
)	)	)	)	)	0
was	was	vbds	was	be	0
denied	denied	vvn	denied	deny	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
obstruction	obstruction	n1	obstruction	obstruction	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
continued	continued	j-vvn	continued	continue	0
contrary	contrary	j-jn	contrary	contrary	0
winds	winds	n2	winds	wind	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
;	;	;	;	;	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
implacable	implacable	j	implacable	implacable	0
dissentions	dissentions	n2	dissensions	dissension	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
juncture	juncture	n1	juncture	juncture	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
far	far	av-j	far	far	0
worse	worse	av-jc	worse	worse	0
)	)	)	)	)	0
falling	falling	vvg	falling	fall	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bowels	bowels	n2	bowels	bowel	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
native	native	j-jn	native	native	0
country	country	n1	country	country	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
only	only	av-j	only	only	0
expect	expect	vvi	expect	expect	0
reliefe	reliefe	n1	relief	relief	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
flockings	flockings	n2	flockings	flocking	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
then	then	av	then	then	0
dayly	dayly	av-j	daily	daily	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
house	house	n1	house	house	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
doves	doves	n2	doves	dove	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
windowes	windowes	n2	windows	window	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
abundance	abundance	n1	abundance	abundance	0
that	that	cst	that	that	0
diverse	diverse	j	diverse	diverse	0
knowing	knowing	j-vvg	knowing	know	0
men	men	n2	men	man	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
heard	heard	vvn	herd	hear	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
hardly	hardly	av	hardly	hardly	0
ever	ever	av	ever	ever	0
saw	saw	vvd	saw	see	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
concourse	concourse	n1	concourse	concourse	0
,	,	,	,	,	0
the	the	dt	the	the	0
number	number	n1	number	number	0
and	and	cc	and	and	0
quality	quality	n1	quality	quality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
consider	consider	vvb	consider	consider	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
?	?	?	?	?	1
And	And	cc	And	and	0
how	how	q-crq	how	how	0
often	often	av	often	often	0
have	have	vhb	have	have	0
we	we	pns12	we	we	0
seen	seen	vvn	seen	see	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mount	mount	n1	mount	mount	0
,	,	,	,	,	0
a	a	dt	a	a	0
present	present	j	present	present	0
help	help	n1	help	help	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
trouble	trouble	n1	trouble	trouble	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
blessed	blessed	j-vvn	blessed	bless	0
returns	returns	n2	returns	return	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
continually	continually	av-j	continually	continual	0
make	make	vvi	make	make	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
humble	humble	j	humble	humble	0
sup	sup	vvb	sup	sup	0
∣	∣	sy	∣	∣	0
plications	plications	n2	plications	plication	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
admiration	admiration	n1	admiration	admiration	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
great	great	j	great	great	0
successe	successe	n1	success	success	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
then	then	av	then	then	0
graciously	graciously	av-j	graciously	gracious	0
give	give	vvi	give	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
converting	converting	vvg	converting	convert	0
some	some	d	some	some	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
strengthening	strengthening	vvg	strengthening	strengthen	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
comfort	comfort	n1	comfort	comfort	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
all	all	d	all	all	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
great	great	j	great	great	0
violence	violence	n1	violence	violence	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
suffer	suffer	vvi	suffer	suffer	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
?	?	?	?	?	0
so	so	av	so	so	0
that	that	cst	that	that	0
God	God	np1	God	God	0
heard	heard	vvd	herd	hear	0
your	your	po22	your	your	0
voice	voice	n1	voice	voice	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
hea	hea	zz	hea	hea	0
Gods	Gods	npg1	Gods	God	0
voice	voice	n1	voice	voice	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
he	he	pns31	he	he	0
admistred	admistred	vvd	admistred	admistre	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
many	many	d	many	many	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
publike	publike	j	public	public	0
thanksgivings	thanksgivings	n2-vvg	thanksgivings	thanksgiving	0
,	,	,	,	,	0
turning	turning	vvg	turning	turn	0
all	all	d	all	all	0
our	our	po12	our	our	0
prayers	prayers	n2	prayers	prayer	0
into	into	p-acp	into	into	0
praises	praises	n2	praises	praise	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
audience	audience	n1	audience	audience	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
wonderfull	wonderfull	j	wonderful	wonderful	0
deli	deli	fw-la	deli	deli	0
∣	∣	sy	∣	∣	0
verances	verances	n2	verances	verance	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
five	five	crd	five	five	0
to	to	p-acp	to	to	0
chase	chase	n1	chase	chase	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
thousands	thousands	crd	thousands	thousand	0
to	to	p-acp	to	to	0
flight	flight	n1	flight	flight	0
.	.	.	.	.	1
It	It	pn31	It	it	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
incredible	incredible	j	incredible	incredible	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
,	,	,	,	,	0
if	if	cs	if	if	0
one	one	pi	one	one	0
should	should	vmd	should	shall	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
late	late	j	late	late	0
to	to	pc-acp	to	to	0
them	them	pno32	them	they	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
half	half	n-jn	half	half	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
true	true	j	true	true	0
;	;	;	;	;	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
subscribe	subscribe	vvi	subscribe	subscribe	0
a	a	dt	a	a	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
batum	batum	fw-la	batum	batum	0
est	est	fw-la	est	est	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
soveraigne	soveraigne	j-jn	sovereign	sovereign	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
fasting	fasting	vvg	fasting	fast	0
&	&	cc	&	and	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
Israel-like	Israel-like	j	Israel-like	israel-like	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
power	power	n1	power	power	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
prevailed	prevailed	vvn	prevailed	prevail	0
,	,	,	,	,	0
Genes	Genes	np1	Genes	Genes	0
.	.	.	.	.	1
32.28	32.28	crd	32.28	32.28	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
now	now	av	now	now	0
Satan	Satan	np1	Satan	Satan	0
envying	envying	vvg	envying	envy	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
great	great	j	great	great	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
knew	knew	vvd	knew	know	0
his	his	po31	his	his	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
but	but	p-acp	but	but	0
short	short	j	short	short	0
,	,	,	,	,	0
found	found	vvd	found	find	0
out	out	av	out	out	0
new	new	j	new	new	0
stratagems	stratagems	n2	stratagems	stratagem	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
vantagious	vantagious	j	vantagious	vantagious	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
destructive	destructive	j	destructive	destructive	0
ends	ends	n2	ends	end	0
.	.	.	.	.	1
First	First	np1	First	First	0
now	now	av	now	now	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
new	new	j	new	new	0
court	court	n1	court	court	0
of	of	pp-f	of	of	0
delega	delega	vvd	delega	delega	0
∣	∣	sy	∣	∣	0
tes	tes	zz	tes	tes	0
erected	erected	vvn	erected	erect	0
by	by	p-acp	by	by	0
arbitrary	arbitrary	j-jn	arbitrary	arbitrary	0
power	power	n1	power	power	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
room	room	n1	room	room	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
high	high	j	high	high	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mission	mission	n1	mission	mission	0
formerly	formerly	av-j	formerly	former	0
by	by	p-acp	by	by	0
authority	authority	n1	authority	authority	0
deject	deject	vvi	deject	deject	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
former	former	j	former	former	0
(	(	(	(	(	0
and	and	cc	and	and	0
far	far	av-j	far	far	0
worse	worse	av-jc	worse	worse	0
)	)	)	)	)	0
the	the	dt	the	the	0
name	name	n1	name	name	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
being	being	vbg	being	be	0
altered	altered	vvn	altered	alter	0
,	,	,	,	,	0
and	and	cc	and	and	0
rightly	rightly	av-jn	rightly	right	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
termed	termed	vvn	termed	term	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
a	a	dt	a	a	0
spanish	spanish	jp	spanish	spanish	0
inquisi	inquisi	n1	inquisi	inquisi	0
¦	¦	sy	¦	¦	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
the	the	dt	the	the	0
Abomination	Abomination	n1	Abomination	abomination	0
of	of	pp-f	of	of	0
desolation	desolation	n1	desolation	desolation	0
.	.	.	.	.	1
The	The	dt	The	the	0
men	men	n2	men	man	0
authorized	authorized	vvd	authorized	authorize	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Judges	Judges	n2	Judges	judge	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
delicate	delicate	j	delicate	delicate	0
Court	Court	n1	Court	court	0
were	were	vbdr	were	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
