THESE	THESE	d	THESE	these	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
consequence	consequence	n1	consequence	consequence	0
and	and	cc	and	and	0
considerable	considerable	j	considerable	considerable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uernment	uernment	n1	uernment	uernment	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
proceeded	proceeded	vvd	proceeded	proceed	0
that	that	d	that	that	0
resolution	resolution	n1	resolution	resolution	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
embol	embol	n1	embol	embol	0
∣	∣	sy	∣	∣	0
dened	dened	j-vvn	dened	den	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
their	their	po32	their	their	0
writings	writings	n2	writings	write	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
their	their	po32	their	their	0
arguments	arguments	n2	arguments	argument	0
and	and	cc	and	and	0
propounded	propounded	vvd	propounded	propound	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
medies	medies	n2	medies	medy	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ballance	ballance	n1	balance	balance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
graue	graue	j	graven	grave	0
wisdome	wisdome	n1	wisdom	wisdom	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
weighed	weighed	vvn	weighed	weigh	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Replication	Replication	n1	Replication	replication	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
shewing	shewing	vvg	showing	show	0
how	how	c-crq	how	how	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
considered	considered	vvn	considered	consider	0
of	of	pp-f	of	of	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Honors	Honors	ng1	Honours	honour	0
iudgement	iudgement	n1	judgement	judgement	0
shall	shall	vmb	shall	shall	0
easily	easily	av-j	easily	easy	0
perceiue	perceiue	vvi	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Paradoxes	Paradoxes	n2	Paradoxes	paradox	0
are	are	vbr	are	be	0
opposite	opposite	j-jn	opposite	opposite	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
contra	contra	fw-la	contra	contra	0
∣	∣	sy	∣	∣	0
dict	dict	n1	dict	dict	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
slender	slender	j	slender	slender	0
and	and	cc	and	and	0
weake	weake	j	weak	weak	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
foundation	foundation	n1	foundation	foundation	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
that	that	cst	that	that	0
Maister	Maister	n1	Master	master	0
Bodine	Bodine	np1	Bodine	Bodine	0
hath	hath	vhz	hath	have	0
mistaken	mistaken	vvn	mistaken	mistake	0
the	the	dt	the	the	0
true	true	j	true	true	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
paring	paring	n-vvg	paring	pare	0
the	the	dt	the	the	0
prices	prices	n2	princes	price	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
within	within	p-acp	within	within	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
:	:	:	:	:	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
comparison	comparison	n1	comparison	comparison	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
home	home	n1-an	home	home	0
Commodities	Commodities	n2	Commodities	commodity	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
forraine	forraine	j	foreign	foreign	0
Commodities	Commodities	n2	Commodities	commodity	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
,	,	,	,	,	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
mutation	mutation	n1	mutation	mutation	0
of	of	pp-f	of	of	0
Commodities	Commodities	n2	Commodities	commodity	0
for	for	p-acp	for	for	0
Commo	Commo	j	Common	common	0
∣	∣	sy	∣	∣	0
dities	dities	n2	dities	dity	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
Commodities	Commodities	n2	Commodities	commodity	0
for	for	p-acp	for	for	0
money	money	n1	money	money	0
in	in	p-acp	in	in	0
specie	specie	fw-la	specie	specie	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
exchange	exchange	n1	exchange	exchange	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Commodities	Commodities	n2	Commodities	commodity	0
,	,	,	,	,	0
Money	Money	n1	Money	money	0
,	,	,	,	,	0
and	and	cc	and	and	0
Exchange	Exchange	n1	Exchange	exchange	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
essentiall	essentiall	j	essential	essential	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
trade	trade	n1	trade	trade	0
and	and	cc	and	and	0
trafficke	trafficke	n1	traffic	traffic	0
.	.	.	.	.	1
Wherein	Wherein	q-crq	Wherein	wherein	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
conside	conside	av-an	conside	conside	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Gaine	Gaine	n1	Gain	gain	0
and	and	cc	and	and	0
profite	profite	n1	profit	profit	0
:	:	:	:	:	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
scope	scope	n1	scope	scope	0
they	they	pns32	they	they	0
ayme	ayme	vvb	aim	aim	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
profession	profession	n1	profession	profession	0
and	and	cc	and	and	0
practise	practise	n1	practice	practice	0
;	;	;	;	;	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
Commodities	Commodities	n2	Commodities	commodity	0
,	,	,	,	,	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
Money	Money	n1	Money	money	0
,	,	,	,	,	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
Exchange	Exchange	n1	Exchange	exchange	0
,	,	,	,	,	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
three	three	crd	three	three	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
yeeldeth	yeeldeth	vvz	yields	yield	0
them	them	pno32	them	they	0
most	most	av-ds	most	most	0
gaine	gaine	vvi	gain	gain	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
money	money	n1	money	money	0
doth	doth	vdz	does	do	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Commodities	Commodities	n2	Commodities	commodity	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
exchange	exchange	n1	exchange	exchange	0
for	for	p-acp	for	for	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
doth	doth	vdz	does	do	0
both	both	d	both	both	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
moneys	moneys	n2	moneys	money	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commodities	Commodities	n2	Commodities	commodity	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
disorder	disorder	n1	disorder	disorder	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
happeneth	happeneth	vvz	happeneth	happen	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mon-wealth	mon-wealth	n1	monwealth	monwealth	0
doth	doth	vdz	does	do	0
so	so	av	so	so	0
much	much	av-d	much	much	0
decrease	decrease	vvi	decrease	decrease	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
managing	managing	n-vvg	managing	manage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gouerne	gouerne	vvi	govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
banish	banish	vvi	banish	banish	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
obey	obey	vvb	obey	obey	0
the	the	dt	the	the	0
tempest	tempest	n1	tempest	tempest	0
and	and	cc	and	and	0
strike	strike	vvi	strike	strike	0
sailes	sailes	n2	sails	sail	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
cast	cast	vvn	cast	cast	0
ouer	ouer	p-acp	over	over	0
boord	boord	n1	board	board	0
some	some	d	some	some	0
precious	precious	j	precious	precious	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
saue	saue	vvi	save	save	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
safe	safe	j	safe	safe	0
port	port	n1	port	port	0
:	:	:	:	:	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
by	by	p-acp	by	by	0
degrees	degrees	n2	degrees	degree	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
come	come	zz	come	come	0
greater	greater	jc	greater	great	0
things	things	n2	things	thing	0
,	,	,	,	,	0
changing	changing	vvg	changing	change	0
the	the	dt	the	the	0
estate	estate	n1	estate	estate	0
thereof	thereof	av	thereof	thereof	0
from	from	p-acp	from	from	0
euill	euill	j-jn	evil	evil	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
better	better	vvi	better	better	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
otherwise	otherwise	av	otherwise	otherwise	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
bene	bene	vbn	be	be	0
preuented	preuented	vvn	prevented	prevent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
by	by	p-acp	by	by	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
mouing	mouing	n-vvg	moving	move	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
honorable	honorable	j	honourable	honourable	0
iudgement	iudgement	n1	judgement	judgement	0
I	I	pns11	I	i	0
referre	referre	vvb	refer	refer	0
the	the	dt	the	the	0
consi	consi	fw-la	consi	consi	0
∣	∣	sy	∣	∣	0
deration	deration	n1	deration	deration	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
:	:	:	:	:	0
and	and	cc	and	and	0
pray	pray	vvb	pray	pray	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
diuine	diuine	j-jn	divine	divine	0
prote	prote	n1	prote	prote	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
humility	humility	n1	humility	humility	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
leaue	leaue	vvi	leave	leave	0
.	.	.	.	.	1
London	London	np1	London	London	0
,	,	,	,	,	0
this	this	d	this	this	0
16.	16.	crd	16.	16.	0
of	of	pp-f	of	of	0
Ianuarie	Ianuarie	np1	Ianuarie	January	0
.	.	.	.	.	1
1603.	1603.	crd	1603.	1603.	1
