DEARE	DEARE	n1	DEARE	deer	0
tongue	tongue	n1	tongue	tongue	0
:	:	:	:	:	0
You	You	pn22	You	you	0
advertised	advertised	vvd	advertised	advertise	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
defect	defect	n1	defect	defect	0
,	,	,	,	,	0
and	and	cc	and	and	0
moved	moved	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
condescen	condescen	n1	condescen	condescen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
to	to	pc-acp	to	to	0
your	your	po22	your	your	0
motion	motion	n1	motion	motion	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
composed	composed	vvn	composed	compose	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
heere	heere	av	here	here	0
tender	tender	j	tender	tender	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
please	please	vvb	please	please	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hearty	hearty	j	hearty	hearty	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
joy	joy	n1	joy	joy	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
receive	receive	vvb	receive	receive	0
by	by	p-acp	by	by	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
serve	serve	vvb	serve	serve	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
plause	plause	n1	plause	plause	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
comfort	comfort	n1	comfort	comfort	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
amidst	amidst	p-acp	amid	amid	0
so	so	av	so	so	0
many	many	d	many	many	0
desolations	desolations	n2	desolations	desolation	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
God	God	np1	God	God	0
causeth	causeth	vvz	causeth	cause	0
to	to	pc-acp	to	to	0
spring	spring	vvi	spring	spring	0
up	up	a-acp	up	up	0
lights	lights	n2	lights	light	0
to	to	pc-acp	to	to	0
shine	shine	vvi	shine	shine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
darknesse	darknesse	n1	darkness	darkness	0
which	which	r-crq	which	which	0
grow	grow	vvb	grow	grow	0
thicker	thicker	jc	thicker	thick	0
from	from	p-acp	from	from	0
day	day	n1	day	day	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
seeing	seeing	vvg	seeing	see	0
God	God	np1	God	God	0
raiseth	raiseth	vvz	raiseth	raise	0
up	up	a-acp	up	up	0
good	good	j	good	good	0
work-men	work-men	n2	workmen	workman	0
and	and	cc	and	and	0
labourers	labourers	n2	labourers	labourer	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
signe	signe	n1	sign	sign	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
yet	yet	av	yet	yet	0
leave	leave	vvi	leave	leave	0
us	us	pno12	us	we	0
some	some	d	some	some	0
harvest	harvest	n1	harvest	harvest	0
.	.	.	.	.	1
Hee	Hee	pns31	He	he	0
who	who	r-crq	who	who	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
infancie	infancie	n1	infancy	infancy	0
hath	hath	vhz	hath	have	0
indued	indued	vvn	endued	endue	0
his	his	po31	his	his	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
apart	apart	av	apart	apart	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
service	service	n1	service	service	0
,	,	,	,	,	0
will	will	vmb	will	will	0
cloath	cloath	n1	cloth	cloth	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
courage	courage	n1	courage	courage	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
faint	faint	vvi	faint	faint	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
burthen	burthen	n1	burden	burden	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
entred	entred	vvn	entered	enter	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
double	double	j-jn	double	double	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
holy	holy	j	holy	holy	0
magnanimitie	magnanimitie	n1	magnanimity	magnanimity	0
:	:	:	:	:	0
It	It	pn31	It	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
honour	honour	n1	honour	honour	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
breach	breach	n1	breach	breach	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
shock	shock	n1	shock	shock	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
battle	battle	n1	battle	battle	0
:	:	:	:	:	0
and	and	cc	and	and	0
amidst	amidst	p-acp	amid	amid	0
the	the	dt	the	the	0
darknesse	darknesse	n1	darkness	darkness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
bea	bea	fw-mi	bea	bea	0
∣	∣	sy	∣	∣	0
rer	rer	n1	rer	rer	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
faire	faire	j	fair	fair	0
a	a	dt	a	a	0
light	light	n1	light	light	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
shall	shall	vmb	shall	shall	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
suc	suc	fw-fr	suc	suc	0
∣	∣	sy	∣	∣	0
cours	cours	n1	course	course	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	n1	God	god	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
miseth	miseth	vvz	miseth	mise	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
love	love	vvb	love	love	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	q-crq	who	who	0
e	e	uh	e	e	0
∣	∣	sy	∣	∣	0
steeme	steeme	vvb	steam	steam	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
great	great	j	great	great	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
gaine	gaine	vvi	gain	gain	0
to	to	pc-acp	to	to	0
loose	loose	vvi	lose	loose	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
or	or	cc	or	or	0
goods	goods	n2-j	goods	good	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
service	service	n1	service	service	0
.	.	.	.	.	1
He	He	pns31	He	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
grow	grow	vvb	grow	grow	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
tops	tops	n2	tops	top	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rocks	rocks	n2	rocks	rock	0
,	,	,	,	,	0
stronger	stronger	jc	stronger	strong	0
roots	roots	n2	roots	root	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
boisterous	boisterous	j	boisterous	boisterous	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
winds	winds	n2	winds	wind	0
,	,	,	,	,	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
also	also	av	also	also	0
strength	strength	n1	strength	strength	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
bats	bats	n2	bats	bat	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
expose	expose	vvi	expose	expose	0
you	you	pn22	you	you	0
.	.	.	.	.	1
The	The	dt	The	the	0
match	match	n1	match	match	0
indeed	indeed	av	indeed	indeed	0
seemeth	seemeth	vvz	seems	seem	0
very	very	av	very	very	0
unequall	unequall	j	unequal	unequal	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
enter	enter	vvi	enter	enter	0
∣	∣	sy	∣	∣	0
prise	prise	fw-fr	prise	prise	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
difficult	difficult	j	difficult	difficult	0
,	,	,	,	,	0
e	e	uh	e	e	0
∣	∣	sy	∣	∣	0
ven	ven	c-crq	ven	when	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
with	with	p-acp	with	with	0
pinnes	pinnes	n2	pins	pin	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
supplant	supplant	vvi	supplant	supplant	0
a	a	dt	a	a	0
rocke	rocke	n1	rock	rock	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
remember	remember	vvi	remember	remember	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
defend	defend	vvb	defend	defend	0
Gods	Gods	ng1	Gods	god	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
wea	wea	zz	wea	wea	0
∣	∣	sy	∣	∣	0
kest	kest	zz	kest	kest	0
tooles	tooles	n2	tools	tool	0
or	or	cc	or	or	0
instru	instru	n2	instru	instru	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
effecting	effecting	vvg	effecting	effect	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
won	won	n1	wone	wone	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
:	:	:	:	:	0
that	that	cst	that	that	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tributed	tributed	vvn	tributed	tribute	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
strength	strength	n1	strength	strength	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
plunged	plunged	vvn	plunged	plunge	0
downe	downe	a-acp	down	down	0
unto	unto	p-acp	unto	unto	0
bottome	bottome	n1	bottom	bottom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bottomelesse	bottomelesse	j	bottomless	bottomless	0
deeps	deeps	n2-jn	deeps	deep	0
,	,	,	,	,	0
might	might	vmd	might	may	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
regaine	regaine	vvi	regain	regain	0
the	the	dt	the	the	0
upper	upper	jc	upper	upper	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
firme	firme	j	firm	firm	0
then	then	cs	then	than	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
world	world	n1	world	world	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
VVhereunto	VVhereunto	c-crq	Whereunto	whereunto	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
applied	applied	vvn	applied	apply	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cittie	cittie	n1	city	city	0
of	of	pp-f	of	of	0
Iericho	Iericho	np1	Iericho	Iericho	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
built	built	vvd	built	build	0
it	it	pn31	it	it	0
,	,	,	,	,	0
laid	laid	vvd	laid	lay	0
her	her	po31	her	her	0
foundation	foundation	n1	foundation	foundation	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
first	first	ord	first	first	0
borne	borne	vvn	born	bear	0
.	.	.	.	.	1
The	The	dt	The	the	0
same	same	d	same	same	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
Iosua's	Iosua's	npg1	Iosua's	iosua	0
trū	trū	n1	trun	trun	0
∣	∣	sy	∣	∣	0
pets	pets	n2	pets	pet	0
made	made	vvd	made	make	0
his	his	po31	his	his	0
enemies	enemies	ng1	enemies	enemy	0
walls	walls	n2	walls	wall	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
flat	flat	j	flat	flat	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
will	will	vmb	will	will	0
one	one	crd	one	one	0
day	day	n1	day	day	0
make	make	vvi	make	make	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
walls	walls	n2	walls	wall	0
of	of	pp-f	of	of	0
Babylon	Babylon	np1	Babylon	Babylon	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
blast	blast	n1	blast	blast	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trumpet	trumpet	n1	trumpet	trumpet	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
reasō	reasō	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ingratitude	ingratitude	n1	ingratitude	ingratitude	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
stiffe-neckt	stiffe-neckt	j	stiffnecked	stiffnecked	0
age	age	n1	age	age	0
,	,	,	,	,	0
God	God	np1	God	God	0
putteth	putteth	vvz	putteth	put	0
off	off	a-acp	off	off	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nother	nother	av-dx	neither	neither	0
time	time	n1	time	time	0
so	so	av	so	so	0
excellent	excellent	j	excellent	excellent	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
we	we	pns12	we	we	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
sowed	sowed	vvn	sowed	sow	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
with	with	p-acp	with	with	0
small	small	j	small	small	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
faile	faile	vvi	fail	fail	0
to	to	pc-acp	to	to	0
reape	reape	vvi	reap	reap	0
abundant	abundant	j	abundant	abundant	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
.	.	.	.	.	1
We	We	pns12	We	we	0
beare	beare	vvb	bear	bear	0
,	,	,	,	,	0
like	like	j	like	like	0
Gedeons	Gedeons	np1	Gedeons	Gedeons	0
souldiers	souldiers	n2	soldiers	soldier	0
,	,	,	,	,	0
this	this	d	this	this	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
earthen	earthen	j	earthen	earthen	0
ves	ves	zz	ves	ves	0
∣	∣	sy	∣	∣	0
sels	sels	vvz	sells	sell	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
weake	weake	j	weak	weak	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
the	the	dt	the	the	0
breaking	breaking	vvg	breaking	break	0
whereof	whereof	c-crq	whereof	whereof	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
happie	happie	j	happy	happy	0
and	and	cc	and	and	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
but	but	cc-acp	but	but	0
serve	serve	vvi	serve	serve	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
sight	sight	n1	sighed	sight	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
wee	wee	pns12	we	we	0
which	which	r-crq	which	which	0
preach	preach	vvb	preach	preach	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
we	we	pns12	we	we	0
be	be	vbi	be	be	0
exempted	exempted	vvn	exempted	exempt	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
?	?	?	?	?	1
VVe	VVe	pns12	We	we	0
that	that	d	that	that	0
beare	beare	vvb	bear	bear	0
this	this	d	this	this	0
arke	arke	n1	ark	ark	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
we	we	pns12	we	we	0
passe	passe	vvi	pass	pass	0
first	first	ord	first	first	0
thorow	thorow	p-acp	thorough	through	0
this	this	d	this	this	0
Iordan	Iordan	np1	Iordan	Jordan	0
?	?	?	?	?	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
patternes	patternes	n2	patterns	pattern	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
vertue	vertue	n1	virtue	virtue	0
?	?	?	?	?	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
having	having	vhg	having	have	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sently	sently	av-j	sently	sent	0
finished	finished	vvn	finished	finish	0
my	my	po11	my	my	0
course	course	n1	course	course	0
,	,	,	,	,	0
&	&	cc	&	and	0
heartily	heartily	av-j	heartily	hearty	0
brea	brea	vvb	brea	brea	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mised	mised	vvn	mised	miss	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
feare	feare	vvb	fear	fear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
reioyce	reioyce	vvb	rejoice	rejoice	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
behinde	behinde	p-acp	behind	behind	0
mee	mee	pno11	me	i	0
men	men	n2	men	man	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
dued	dued	vvn	dued	due	0
vvith	vvith	p-acp	with	with	0
his	his	po31	his	his	0
graces	graces	n2	graces	grace	0
in	in	p-acp	in	in	0
greater	greater	jc	greater	great	0
measure	measure	n1	measure	measure	0
:	:	:	:	:	0
and	and	cc	and	and	0
particularly	particularly	av-j	particularly	particular	0
a	a	dt	a	a	0
Nephew	Nephew	n1	Nephew	nephew	0
,	,	,	,	,	0
vvhom	vvhom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
loved	loved	vvn	loved	love	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fatherly	fatherly	j	fatherly	fatherly	0
affecti	affecti	n1	affection	affection	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
:	:	:	:	:	0
vvho	vvho	r-crq	who	who	0
treading	treading	vvg	treading	tread	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
steps	steps	n2	steps	step	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhose	vvhose	rg-crq	whose	who	0
memo	memo	fw-la	memo	memo	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
surpasse	surpasse	vvi	surpass	surpass	0
and	and	cc	and	and	0
much	much	d	much	much	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
strip	strip	vvi	strip	strip	0
his	his	po31	his	his	0
predecessors	predecessors	n2	predecessors	predecessor	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
example	example	n1	example	example	0
unto	unto	p-acp	unto	unto	0
posteritie	posteritie	n1	posterity	posterity	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
vvhilst	vvhilst	cs	whilst	while	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
temporall	temporall	j	temporal	temporal	0
abode	abode	n1	abided	abode	0
you	you	pn22	you	you	0
owe	owe	vvb	owe	owe	0
mee	mee	pno11	me	i	0
the	the	dt	the	the	0
releefe	releefe	n1	relief	relief	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
part	part	n1	part	part	0
doe	doe	vdb	do	do	0
beseech	beseech	vvi	beseech	beseech	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
