Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
redound	redound	vvi	redound	redound	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
to	to	p-acp	to	to	0
Merchants	Merchants	n2	Merchant's	merchant	0
;	;	;	;	;	0
I	I	pns11	I	i	0
resolv'd	resolv'd	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
cheer	cheer	vvb	cheer	cheer	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
willingly	willingly	av-j	willingly	willing	0
laid	laid	vvn	laid	lay	0
both	both	d	both	both	0
my	my	po11	my	my	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
shoulder	shoulder	n1	shoulder	shoulder	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
burthen	burthen	n1	burden	burden	0
,	,	,	,	,	0
collecting	collecting	vvg	collecting	collect	0
and	and	cc	and	and	0
gathering	gathering	vvg	gathering	gather	0
with	with	p-acp	with	with	0
laborious	laborious	j	laborious	laborious	0
industry	industry	n1	industry	industry	0
,	,	,	,	,	0
and	and	cc	and	and	0
indust	indust	j	indust	indust	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
all	all	d	all	all	0
those	those	d	those	those	0
principal	principal	j-jn	principal	principal	0
points	points	n2	points	point	0
and	and	cc	and	and	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
either	either	d	either	either	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
duce	duce	fw-la	duce	duce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
accomplishment	accomplishment	n1	accomplishment	accomplishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Building	Building	n1	Building	building	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
way	way	n1	way	way	0
further	further	av-jc	further	further	0
my	my	po11	my	my	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
tended	tended	vvn	tended	tend	0
Fabrick	Fabrick	n1	Fabric	fabric	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
continual	continual	j	continual	continual	0
toil	toil	n1	toil	toil	0
,	,	,	,	,	0
and	and	cc	and	and	0
search	search	vvi	search	search	0
after	after	p-acp	after	after	0
fit	fit	j	fit	fit	0
and	and	cc	and	and	0
apt	apt	j	apt	apt	0
materials	materials	n2-jn	materials	material	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hoped	hoped	vvd	hoped	hope	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
a	a	dt	a	a	0
good	good	j	good	good	0
issue	issue	n1	issue	issue	0
would	would	vmd	would	will	0
crown	crown	vvi	crown	crown	0
my	my	po11	my	my	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
vours	vours	n2	vours	vour	0
,	,	,	,	,	0
and	and	cc	and	and	0
finish	finish	vvi	finish	finish	0
this	this	d	this	this	0
my	my	po11	my	my	0
intended	intended	j-vvn	intended	intend	0
undertaken	undertaken	vvn	undertaken	undertake	0
task	task	n1	task	task	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
after	after	p-acp	after	after	0
long	long	j	long	long	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
inquisition	inquisition	n1	inquisition	inquisition	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
that	that	cst	that	that	0
the	the	dt	the	the	0
farther	farther	av-jc	farther	far	0
I	I	pns11	I	i	0
sailed	sailed	vvd	sailed	sail	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Ocean	Ocean	n1	Ocean	ocean	0
,	,	,	,	,	0
the	the	dt	the	the	0
vaster	vaster	jc	vaster	vast	0
were	were	vbdr	were	be	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fewer	fewer	dc	fewer	few	0
were	were	vbdr	were	be	0
my	my	po11	my	my	0
further	further	av-jc	further	further	0
∣	∣	sy	∣	∣	0
ances	ances	fw-fr	ances	ances	0
to	to	pc-acp	to	to	0
my	my	po11	my	my	0
wished	wished	j-vvn	wished	wish	0
Port	Port	n1	Port	port	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
perceiving	perceiving	vvg	perceiving	perceive	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
beyond	beyond	p-acp	beyond	beyond	0
my	my	po11	my	my	0
expectation	expectation	n1	expectation	expectation	0
and	and	cc	and	and	0
first	first	ord	first	first	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
constrained	constrained	vvn	constrained	constrain	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
wind-scanted	wind-scanted	j	wind-scanted	wind-scanted	0
Sea-man	Sea-man	n1	Seaman	seaman	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
about	about	a-acp	about	about	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
limit	limit	vvb	limit	limit	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
narrow	narrow	j	narrow	narrow	0
scantling	scantling	n1	scantling	scantling	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
punctual	punctual	j	punctual	punctual	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
required	required	vvd	required	require	0
,	,	,	,	,	0
was	was	vbds	was	be	0
far	far	av-j	far	far	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
reach	reach	n1	reach	reach	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
knowledge	knowledge	n1	knowledge	knowledge	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
resolved	resolved	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
gun	gun	n1	gun	gun	0
again	again	av	again	again	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
these	these	d	these	these	0
my	my	po11	my	my	0
first	first	ord	first	first	0
scatter'd	scatter'd	j-vvn	scattered	scatter	0
Collections	Collections	n2	Collections	collection	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
lesser	lesser	jc	lesser	lesser	0
mould	mould	n1	mould	mould	0
,	,	,	,	,	0
and	and	cc	and	and	0
reduce	reduce	vvi	reduce	reduce	0
my	my	po11	my	my	0
first	first	ord	first	first	0
thoughts	thoughts	n2	thoughts	thought	0
and	and	cc	and	and	0
observations	observations	n2	observations	observation	0
into	into	p-acp	into	into	0
such	such	d	such	such	0
a	a	dt	a	a	0
second	second	ord	second	second	0
limit	limit	n1	limit	limit	0
and	and	cc	and	and	0
order	order	n1	order	order	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
best	best	av-js	best	best	0
befit	befit	vvi	befit	befit	0
my	my	po11	my	my	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
compass	compass	n1	compass	compass	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
confin'd	confin'd	vvn	confined	confine	0
it	it	pn31	it	it	0
;	;	;	;	;	0
conceiving	conceiving	vvg	conceiving	conceive	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
intentions	intentions	n2	intentions	intention	0
(	(	(	(	(	0
joyn'd	joyn'd	vvn	joined	join	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
and	and	cc	and	and	0
pains	pains	n2	pains	pain	0
herein	herein	av	herein	herein	0
)	)	)	)	)	0
tended	tended	vvd	tended	tend	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
principally	principally	av-j	principally	principal	0
of	of	pp-f	of	of	0
Merchants	Merchants	n2	Merchant's	merchant	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Factors	Factors	n2	Factors	factor	0
,	,	,	,	,	0
that	that	cst	that	that	0
reside	reside	vvi	reside	reside	0
or	or	cc	or	or	0
negotiate	negotiate	vvi	negotiate	negotiate	0
in	in	p-acp	in	in	0
Foreign	Foreign	j	Foreign	foreign	0
Parts	Parts	n2	Parts	part	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
requital	requital	n1	requital	requital	0
be	be	vbi	be	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
Opinion	Opinion	n1	Opinion	opinion	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
redound	redound	vvi	redound	redound	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
excusing	excusing	vvg	excusing	excuse	0
those	those	d	those	those	0
errors	errors	n2	errors	error	0
which	which	r-crq	which	which	0
peradventure	peradventure	av	peradventure	peradventure	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
experienc'd	experienc'd	vvn	experienced	experience	0
may	may	vmb	may	may	0
by	by	p-acp	by	by	0
tryal	tryal	n1	trial	trial	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
perusal	perusal	n1	perusal	perusal	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
defects	defects	n2	defects	defect	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
ignorance	ignorance	n1	ignorance	ignorance	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
forc'd	forc'd	j-vvn	forced	force	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
pass	pass	vvi	pass	pass	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
diversity	diversity	n1	diversity	diversity	0
and	and	cc	and	and	0
rarity	rarity	n1	rarity	rarity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
the	the	dt	the	the	0
same	same	d	same	same	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
subject	subject	j-jn	subject	subject	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
constrain'd	constrain'd	vvn	constrained	constrain	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Desert	Desert	n1	Desert	desert	0
to	to	pc-acp	to	to	0
travel	travel	vvi	travel	travel	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
seldom	seldom	av	seldom	seldom	0
to	to	pc-acp	to	to	0
Navigate	Navigate	vvi	Navigate	navigate	0
by	by	p-acp	by	by	0
anothers	anothers	ng1-jn	another's	another	0
Compass	Compass	n1	Compass	compass	0
,	,	,	,	,	0
having	having	vhg	having	have	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Language	Language	n1	Language	language	0
or	or	cc	or	or	0
Country	Country	n1	Country	country	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
either	either	d	either	either	0
totally	totally	av-j	totally	total	0
conduct	conduct	vvb	conduct	conduct	0
me	me	pno11	me	i	0
,	,	,	,	,	0
or	or	cc	or	or	0
truly	truly	av-j	truly	true	0
rectifie	rectifie	vvi	rectify	rectify	0
my	my	po11	my	my	0
steps	steps	n2	steps	step	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
went	went	vvd	went	go	0
astray	astray	av	astray	astray	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confess	confess	vvi	confess	confess	0
I	I	pns11	I	i	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
that	that	cst	that	that	0
shot	shot	vvd	shot	shoot	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
mark	mark	n1	mark	mark	0
I	I	pns11	I	i	0
aimed	aimed	vvd	aimed	aim	0
at	at	p-acp	at	at	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
random	random	av-an	random	random	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
home	home	av-an	home	home	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
purposed	purposed	j-vvn	purposed	purpose	0
blank	blank	n1	blank	blank	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
who	who	r-crq	who	who	0
took	took	vvd	took	take	0
up	up	a-acp	up	up	0
stuff	stuff	n1	stuff	stuff	0
upon	upon	p-acp	upon	upon	0
trust	trust	n1	trust	trust	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
further'd	further'd	vvd	furthered	further	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Star	Star	n1	Star	star	0
led	led	vvd	led	lead	0
me	me	pno11	me	i	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
benighted	benighted	j-vvn	benighted	benight	0
,	,	,	,	,	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
Candle	Candle	n1	Candle	candle	0
lighted	lighted	vvd	lighted	light	0
me	me	pno11	me	i	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
stumbled	stumbled	vvn	stumbled	stumble	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
means	means	n2	means	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
own	own	d	own	own	0
Twelve	Twelve	crd	Twelve	twelve	0
Years	Years	n2	Years	year	0
Collections	Collections	n2	Collections	collection	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
my	my	po11	my	my	0
abode	abode	n1	abided	abode	0
and	and	cc	and	and	0
imployment	imployment	n1	employment	employment	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
by	by	p-acp	by	by	0
due	due	j-jn	due	due	0
sounding	sounding	n-vvg	sounding	sound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Channel	Channel	n1	Channel	channel	0
,	,	,	,	,	0
safely	safely	av-j	safely	safe	0
sailed	sailed	vvd	sailed	sail	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
fore-mentioned	fore-mentioned	j	forementioned	forementioned	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
my	my	po11	my	my	0
Bark	Bark	n1	Bark	bark	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Anchor	Anchor	n1	Anchor	anchor	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
desired	desired	j-vvn	desired	desire	0
Harbour	Harbour	n1	Harbour	harbour	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
so	so	av	so	so	0
well	well	av	well	well	0
observed	observed	vvn	observed	observe	0
the	the	dt	the	the	0
Depths	Depths	n2	Depths	depth	0
,	,	,	,	,	0
Shoals	Shoals	n2	Shoals	shoal	0
,	,	,	,	,	0
Rocks	Rocks	n2	Rocks	rock	0
and	and	cc	and	and	0
Sands	Sands	n2	Sands	sand	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
Navigates	Navigates	vvz	Navigates	navigate	0
after	after	p-acp	after	after	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
my	my	po11	my	my	0
Map	Map	n1	Map	map	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
secured	secured	vvn	secured	secure	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
dangers	dangers	n2	dangers	danger	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
bring	bring	vvb	bring	bring	0
his	his	po31	his	his	0
accompts	accompts	n2	accounts	account	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
wished	wished	j-vvn	wished	wish	0
Port	Port	n1	Port	port	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
both	both	d	both	both	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
own	own	d	own	own	0
Profit	Profit	n1	Profit	profit	0
and	and	cc	and	and	0
Commodity	Commodity	n1	Commodity	commodity	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
having	having	vhg	having	have	0
thus	thus	av	thus	thus	0
then	then	av	then	then	0
understood	understood	vvn	understood	understand	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
Industry	Industry	n1	Industry	industry	0
and	and	cc	and	and	0
Care	Care	vvb	Care	care	0
the	the	dt	the	the	0
materials	materials	n2-jn	materials	material	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Edifice	Edifice	n1	Edifice	edifice	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
collected	collected	vvn	collected	collect	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
pains	pains	n2	pains	pain	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
used	used	vvn	used	use	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
conclusion	conclusion	n1	conclusion	conclusion	0
and	and	cc	and	and	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
tru	tru	av-j	true	true	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
weighed	weighed	vvn	weighed	weigh	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
arising	arising	vvg	arising	arise	0
thereby	thereby	av	thereby	thereby	0
;	;	;	;	;	0
all	all	d	all	all	0
these	these	d	these	these	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
are	are	vbr	are	be	0
effectual	effectual	j	effectual	effectual	0
inducements	inducements	n2	inducements	inducement	0
to	to	pc-acp	to	to	0
challenge	challenge	vvi	challenge	challenge	0
a	a	dt	a	a	0
fair	fair	j	fair	fair	0
acceptance	acceptance	n1	acceptance	acceptance	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
notwithstand	notwithstand	vvi	notwithstand	notwithstand	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
all	all	d	all	all	0
these	these	d	these	these	0
real	real	j	real	real	0
arguments	arguments	n2	arguments	argument	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
deny	deny	vvi	deny	deny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
suffer	suffer	vvi	suffer	suffer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
censorious	censorious	j	censorious	censorious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
be	be	vbi	be	be	0
also	also	av	also	also	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
verdict	verdict	n1	verdict	verdict	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
judicious	judicious	j	judicious	judicious	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
certain	certain	j	certain	certain	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
Geography	Geography	np1	Geography	Geography	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
Maps	Maps	n2	Maps	map	0
and	and	cc	and	and	0
Sea-Cards	Sea-Cards	n2	Sea-Cards	sea-card	0
in	in	p-acp	in	in	0
General	General	n1	General	general	0
:	:	:	:	:	0
So	So	av	So	so	0
delightful	delightful	j	delightful	delightful	0
,	,	,	,	,	0
profitable	profitable	j	profitable	profitable	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Mer	Mer	n1	Mere	mere	0
∣	∣	sy	∣	∣	0
chant	chant	vvb	chant	chant	0
,	,	,	,	,	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
neglected	neglected	vvn	neglected	neglect	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
