FOR	FOR	p-acp	FOR	for	0
I	I	pns11	I	i	0
beth	beth	zz	beth	beth	0
oughte	oughte	vmd	ought	ought	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
worthye	worthye	j	worthy	worthy	0
patrone	patrone	n1	patron	patron	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
moughte	moughte	vmd	mought	mought	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
effecte	effecte	n1	effect	effect	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
smale	smale	j	small	small	0
trauayle	trauayle	n1	travail	travail	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
and	and	cc	and	and	0
discoursynge	discoursynge	vvg	discoursing	discourse	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
dyuerse	dyuerse	j	diverse	diverse	0
men	men	n2	men	man	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thoughte	thoughte	vvd	thought	think	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
a	a	dt	a	a	0
very	very	j	very	very	0
meete	meete	j	meet	meet	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
accepte	accepte	vvi	accept	accept	0
my	my	po11	my	my	0
symple	symple	j	simple	simple	0
present	present	n1	present	present	0
,	,	,	,	,	0
not	not	xx	not	not	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
your	your	po22	your	your	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
lorde	lorde	n1	lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
Maister	Maister	n1	Master	master	0
but	but	p-acp	but	but	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respecte	respecte	n1	respect	respect	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
rare	rare	j	rare	rare	0
vertues	vertues	n2	virtues	virtue	0
whyche	whyche	r-crq	which	which	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
to	to	p-acp	to	to	0
reste	reste	n1	rest	rest	0
.	.	.	.	.	1
Wherfore	Wherfore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
request	request	n1	request	request	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
lordshyppe	lordshyppe	n1	lordship	lordship	0
wyll	wyll	vmb	will	will	0
take	take	vvi	take	take	0
this	this	d	this	this	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
trauaile	trauaile	n1	travail	travail	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
beinge	beinge	vbg	being	be	0
graunted	graunted	vvn	granted	grant	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
occasyon	occasyon	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
styrre	styrre	vvi	stir	stir	0
me	me	pno11	me	i	0
vp	vp	a-acp	up	up	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
here	here	av	here	here	0
after	after	p-acp	after	after	0
,	,	,	,	,	0
some	some	d	some	some	0
greatter	greatter	jc	greater	great	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Bokes	Bokes	n2	Books	book	0
is	is	vbz	is	be	0
writen	writen	vvn	written	write	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Italian	Italian	jp	Italian	italian	0
by	by	p-acp	by	by	0
Mai	Mai	zz	Mai	mai	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
Andre	Andre	np1	Andre	Andre	0
Cambine	Cambine	np1	Cambine	Cambina	0
:	:	:	:	:	0
a	a	dt	a	a	0
Citizen	Citizen	n1	Citizen	citizen	0
of	of	pp-f	of	of	0
Florence	Florence	np1	Florence	Florence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
declareth	declareth	vvz	declareth	declare	0
frō	frō	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
the	the	dt	the	the	0
Turckes	Turckes	np1	Turckes	Turckes	0
came	came	vvd	came	come	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
fyrste	fyrste	ord	fyrste	first	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
condition	condition	n1	condition	condition	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
made	made	vvd	made	make	0
and	and	cc	and	and	0
vpō	vpō	p-acp	upon	upon	0
what	what	r-crq	what	what	0
nations	nations	n2	nations	nation	0
they	they	pns32	they	they	0
made	made	vvd	made	make	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
victories	victories	n2	victories	victory	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
obtayned	obtayned	vvd	obtained	obtain	0
:	:	:	:	:	0
and	and	cc	and	and	0
howe	howe	c-crq	how	how	0
they	they	pns32	they	they	0
vsed	vsed	vvd	used	use	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
meanes	meanes	n2	means	mean	0
wherby	wherby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
attained	attained	vvd	attained	attain	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
mightie	mightie	j	mighty	mighty	0
seate	seate	n1	seat	seat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
they	they	pns32	they	they	0
nowe	nowe	av	now	now	0
sytte	sytte	j	fit	fit	0
and	and	cc	and	and	0
commaunde	commaunde	vvi	command	command	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
dishonor	dishonor	n1	dishonour	dishonour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
princes	princes	n2	princes	prince	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Commentarie	Commentarie	n1	Commentary	commentary	0
wrytē	wrytē	vvn	written	write	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Italian	Italian	jp	Italian	italian	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
auctor	auctor	fw-la	auctor	auctor	0
is	is	vbz	is	be	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
pressed	pressed	vvn	pressed	press	0
but	but	p-acp	but	but	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
that	that	cst	that	that	0
dyd	dyd	vdd	did	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hathe	hathe	vhz	hath	have	0
deserued	deserued	vvn	deserved	deserve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
well	well	av	well	well	0
thoughte	thoughte	vvn	thought	think	0
of	of	pp-f	of	of	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
trauayle	trauayle	n1	travail	travail	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
worthe	worthe	j	worth	worth	0
the	the	dt	the	the	0
redding	redding	vvg	redding	red	0
.	.	.	.	.	1
It	It	pn31	It	it	0
intrea	intrea	zz	intrea	intrea	0
¦	¦	sy	¦	¦	0
tethe	tethe	n2	teeth	tooth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
betwene	betwene	p-acp	between	between	0
Amorathe	Amorathe	n1	Amorathe	amorathe	0
the	the	dt	the	the	0
seconde	seconde	ord	seconde	second	0
,	,	,	,	,	0
Mahomethe	Mahomethe	vvz	Mahomethe	mahomethe	0
the	the	dt	the	the	0
se	se	zz	se	se	0
¦	¦	sy	¦	¦	0
cond	cond	zz	cond	cond	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
Emperours	Emperours	n2	Emperors	emperor	0
of	of	pp-f	of	of	0
Turckye	Turckye	n1	Turckye	turckye	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
worthye	worthye	j	worthy	worthy	0
prince	prince	n1	prince	prince	0
George	George	np1	George	George	0
Castrioth	Castrioth	np1	Castrioth	Castrioth	0
:	:	:	:	:	0
otherwvse	otherwvse	vvb	otherwvse	otherwvse	0
named	named	vvd	nam	name	0
Scanderbeg	Scanderbeg	np1	Scanderbeg	Scanderbag	0
prince	prince	n1	prince	prince	0
of	of	pp-f	of	of	0
Albania	Albania	np1	Albania	Albania	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
Boke	Boke	n1	Book	book	0
is	is	vbz	is	be	0
euidently	euidently	av-j	evidently	evident	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
howe	howe	c-crq	how	how	0
great	great	j	great	great	0
purpose	purpose	n1	purpose	purpose	0
and	and	cc	and	and	0
effecte	effecte	n1	effect	effect	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
Captaine	Captaine	n1	Captain	captain	0
of	of	pp-f	of	of	0
perfect	perfect	j	perfect	perfect	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
ouldiour	ouldiour	n1	ouldiour	ouldiour	0
of	of	pp-f	of	of	0
tryid	tryid	j-vvn	tried	try	0
dis	dis	fw-fr	dis	dis	0
¦	¦	sy	¦	¦	0
ciplyne	ciplyne	n1	ciplyne	ciplyne	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
here	here	av	here	here	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
speke	speke	vvi	speak	speak	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
know	know	vvi	know	know	0
¦	¦	sy	¦	¦	0
ledge	ledge	n1	ledge	ledge	0
as	as	c-acp	as	as	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
souldiour	souldiour	n1	soldier	soldier	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
terme	terme	vvb	term	term	0
discipline	discipline	n1	discipline	discipline	0
I	I	pns11	I	i	0
thincke	thincke	vvb	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
encou	encou	av	encou	encou	0
∣	∣	sy	∣	∣	0
uenient	uenient	j	venient	venient	0
some	some	d	some	some	0
thinge	thinge	n1	thing	thing	0
to	to	pc-acp	to	to	0
saye	saye	vvi	say	say	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wyll	wyll	vmb	will	will	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
ciently	ciently	av-j	ciently	cient	0
fyll	fyll	n1	fill	fill	0
a	a	dt	a	a	0
great	great	j	great	great	0
volume	volume	n1	volume	volume	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
briefely	briefely	av-j	briefly	brief	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
maye	maye	vmb	may	may	0
of	of	a-acp	of	off	0
so	so	av	so	so	0
weightie	weightie	j	weighty	weighty	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
disci	disci	fw-la	disci	disci	0
∣	∣	sy	∣	∣	0
pline	pline	n1	pline	pline	0
and	and	cc	and	and	0
wherin	wherin	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
concisteth	concisteth	vvz	concisteth	concist	0
This	This	d	This	this	0
disciplyne	disciplyne	n1	discipline	discipline	0
conteyneth	conteyneth	vvz	containeth	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
the	the	dt	the	the	0
roote	roote	n1	root	root	0
therof	therof	av	thereof	thereof	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
perfecte	perfecte	vvi	perfect	perfect	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
the	the	dt	the	the	0
braunches	braunches	n2	branches	branch	0
are	are	vbr	are	be	0
these	these	d	these	these	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
newe	newe	j	new	new	0
souldiours	souldiours	n2	soldiers	soldier	0
,	,	,	,	,	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
¦	¦	sy	¦	¦	0
diour	diour	n1	diour	diour	0
,	,	,	,	,	0
the	the	dt	the	the	0
contynuall	contynuall	j	continual	continual	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
souldiour	souldiour	n1	soldier	soldier	0
,	,	,	,	,	0
order	order	n1	order	order	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
∣	∣	sy	∣	∣	0
diour	diour	n1	diour	diour	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
,	,	,	,	,	0
furniture	furniture	n1	furniture	furniture	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
souldiour	souldiour	n1	soldier	soldier	0
must	must	vmb	must	must	0
both	both	av-d	both	both	0
defend	defend	vvi	defend	defend	0
and	and	cc	and	and	0
offend	offend	vvi	offend	offend	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
seueritie	seueritie	n1	severity	severity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
in	in	p-acp	in	in	0
seinge	seinge	vvg	sing	sing	0
this	this	d	this	this	0
discipline	discipline	n1	discipline	discipline	0
truely	truely	av-j	truly	true	0
obserued	obserued	vvn	observed	observe	0
and	and	cc	and	and	0
kept	kept	vvd	kept	keep	0
A.	A.	np1	A.	A.	0
worthye	worthye	j	worthy	worthy	0
generall	generall	n1	general	general	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fection	fection	n1	fection	fection	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
cā	cā	vmb	can	can	0
vse	vse	vvi	use	use	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
kinde	kinde	n1	kind	kind	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
desyre	desyre	vvi	desire	desire	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
that	that	cst	that	that	0
this	this	d	this	this	0
disciplyne	disciplyne	n1	discipline	discipline	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
knowen	knowen	vvn	known	know	0
in	in	p-acp	in	in	0
oure	oure	po12	our	our	0
countre	countre	n1	country	country	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
so	so	av	so	so	0
manye	manye	d	many	many	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
:	:	:	:	:	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
saye	saye	vvi	say	say	0
,	,	,	,	,	0
giue	giue	vvb	give	give	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
trayned	trayned	vvn	trained	train	0
souldiour	souldiour	n1	soldier	soldier	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
trayned	trayned	vvn	trained	train	0
that	that	cst	that	that	0
lyste	lyste	vvb	list	list	0
,	,	,	,	,	0
The	The	dt	The	the	0
trai	trai	fw-fr	trai	trai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
soul	soul	n1	soul	soul	0
∣	∣	sy	∣	∣	0
diour	diour	n1	diour	diour	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prefar	prefar	av	prefar	prefar	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vnskilful	vnskilful	j	unskilful	unskilful	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
whose	whose	rg-crq	whose	who	0
opinion	opinion	n1	opinion	opinion	0
I	I	pns11	I	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
parte	parte	n1	part	part	0
nether	nether	av-dx	neither	neither	0
am	am	vbm	am	be	0
ne	ne	ccx	ne	ne	0
wylbe	wylbe	zz	wylbe	wylbe	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
muche	muche	av-d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thincke	thincke	vvb	think	think	0
I	I	pns11	I	i	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
proue	proue	vvi	prove	prove	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
oure	oure	po12	our	our	0
daies	daies	n2	days	day	0
and	and	cc	and	and	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
worldes	worldes	n2	world's	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
disciplined	disciplined	vvn	disciplined	discipline	0
souldiour	souldiour	n1	soldier	soldier	0
hath	hath	vhz	hath	have	0
alwaye	alwaye	av	alway	always	0
acheuid	acheuid	vvn	acheuid	acheuid	0
the	the	dt	the	the	0
great	great	j	great	great	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
the	the	dt	the	the	0
vntrained	vntrained	j	untrained	untrained	0
hath	hath	vhz	hath	have	0
often	often	av	often	often	0
ben	ben	vbn	been	be	0
ouerthrowen	ouerthrowen	vvn	overthrown	overthrow	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
seldome	seldome	av	seldom	seldom	0
or	or	cc	or	or	0
neuer	neuer	av-x	never	never	0
hath	hath	vhz	hath	have	0
gy	gy	n1	gy	gy	0
∣	∣	sy	∣	∣	0
uen	uen	av	uen	uen	0
ouerthrowe	ouerthrowe	vvi	overthrown	overthrow	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
this	this	d	this	this	0
true	true	j	true	true	0
:	:	:	:	:	0
these	these	d	these	these	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
redie	redie	j	ready	ready	0
whose	whose	r-crq	whose	who	0
na	na	uh	nam	na	0
∣	∣	sy	∣	∣	0
mes	mes	fw-fr	mes	mes	0
doe	doe	vdi	do	do	0
here	here	av	here	here	0
folowe	folowe	vvi	follow	follow	0
(	(	(	(	(	0
besyde	besyde	p-acp	beside	beside	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
troupe	troupe	n1	troop	troop	0
of	of	pp-f	of	of	0
historiens	historiens	fw-la	historiens	historiens	0
els	els	av	else	else	0
)	)	)	)	)	0
Liuie	Liuie	np1	Liuie	Livy	0
,	,	,	,	,	0
Plutarcke	Plutarcke	n1	Plutarcke	plutarcke	0
Cesar	Cesar	np1	Cesar	Cesar	0
Appian	Appian	np1	Appian	Appian	0
Alexandrine	Alexandrine	np1	Alexandrine	Alexandrine	0
Valerius	Valerius	np1	Valerius	Valerius	0
Maximus	Maximus	np1	Maximus	Maximus	0
Vigetius	Vigetius	np1	Vigetius	Vigetius	0
,	,	,	,	,	0
Blondus	Blondus	np1	Blondus	Blondus	0
Herodian	Herodian	jp	Herodian	herodian	0
,	,	,	,	,	0
Paulus	Paulus	np1	Paulus	Paulus	0
Iouius	Iouius	np1	Iouius	Iouius	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Cōmentarie	Cōmentarie	n1	Commentary	commentary	0
of	of	pp-f	of	of	0
George	George	np1	George	George	0
Castrioth	Castrioth	np1	Castrioth	Castrioth	0
as	as	c-acp	as	as	0
here	here	av	here	here	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
more	more	av-dc	more	more	0
playnely	playnely	av-j	plainly	plain	0
shall	shall	vmb	shall	shall	0
appeare	appeare	vvi	appear	appear	0
.	.	.	.	.	1
I	I	pns11	I	i	0
thincke	thincke	vvb	think	think	0
these	these	d	these	these	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
anye	anye	d	any	any	0
man	man	n1	man	man	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
modest	modest	j	modest	modest	0
spirite	spirite	n1	spirit	spirit	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
muche	muche	av-d	much	much	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
disciplyne	disciplyne	n1	discipline	discipline	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
greate	greate	j	great	great	0
valewe	valewe	vvi	valve	value	0
I	I	pns11	I	i	0
thincke	thincke	vvb	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
vnitting	vnitting	vvg	vnitting	vnit	0
or	or	cc	or	or	0
vn	vn	zz	vn	vn	0
¦	¦	sy	¦	¦	0
frutfull	frutfull	j	fruitful	fruitful	0
to	to	pc-acp	to	to	0
touche	touche	vvi	touch	touch	0
euery	euery	d	every	every	0
braunche	braunche	n1	branch	branch	0
briefely	briefely	av-j	briefly	brief	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
and	and	cc	and	and	0
fyrst	fyrst	ord	fyrst	first	0
I	I	pns11	I	i	0
wyl	wyl	vmb	will	will	0
begynne	begynne	vvi	begin	begin	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
electiō	electiō	n1	election	election	0
&	&	cc	&	and	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
newe	newe	j	new	new	0
