ARachne	ARachne	np1	ARachne	ARachne	0
be	be	vbi	be	be	0
recounted	recounted	vvn	recounted	recount	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
Euphues	Euphues	np1	Euphues	Euphues	0
thinketh	thinketh	vvz	thinketh	think	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
hang	hang	vvi	hang	hang	0
at	at	p-acp	at	at	0
Venus	Venus	npg1	Venus	Venus	0
backe	backe	n1	back	back	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
budget	budget	n1	budget	budget	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
bicause	bicause	c-acp	because	because	0
hée	hée	pns31	he	he	0
can-not	can-not	j	cannot	cannot	0
sée	sée	vvb	see	see	0
,	,	,	,	,	0
hée	hée	pns31	he	he	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
discourses	discourses	vvz	discourses	discourse	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
clapt	clapt	vvn	clapped	clap	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
cluster	cluster	vvi	cluster	cluster	0
,	,	,	,	,	0
think	think	vvi	think	think	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
Ladies	Ladies	n2	Ladies	lady	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
be	be	vbi	be	be	0
sprinck	sprinck	n1	sprinck	sprinck	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
with	with	p-acp	with	with	0
swéete	swéete	j	sweet	sweet	0
water	water	n1	water	water	0
,	,	,	,	,	0
then	then	av	then	then	0
washed	washed	vvn	washed	wash	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
solved	solved	vvn	solved	solve	0
them	them	pno32	them	they	0
héere	héere	av	here	here	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
lyke	lyke	av-j	like	like	0
Strawberies	Strawberies	n2	Strawberries	strawberry	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
heapes	heapes	n2	heaps	heap	0
,	,	,	,	,	0
lyke	lyke	av-j	like	like	0
Hoppes	Hoppes	n2	Hops	hop	0
:	:	:	:	:	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
more	more	dc	more	more	0
delight	delight	n1	delight	delight	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
flowers	flowers	n2	flowers	flower	0
one	one	crd	one	one	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
gar	gar	uh	gar	gar	0
∣	∣	sy	∣	∣	0
den	den	n1	den	den	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
snatche	snatche	n1	snatch	snatch	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
handfulles	handfulles	n2	handfuls	handful	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Gar	Gar	uh	Gar	gar	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
.	.	.	.	.	1
It	It	pn31	It	it	0
resteth	resteth	vvz	rests	rest	0
Ladies	Ladies	n2	Ladies	lady	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
paines	paines	n2	pains	pain	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
times	times	n2	times	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
spend	spend	vvb	spend	spend	0
in	in	p-acp	in	in	0
playing	playing	vvg	playing	play	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
little	little	j	little	little	0
Dogges	Dogges	n2	Dogs	dog	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
pinch	pinch	vvi	pinch	pinch	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
pastime	pastime	n1	pastime	pastime	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
content	content	j	content	content	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Dogges	Dogges	n2	Dogs	dog	0
lye	lye	vvb	lie	lie	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
laps	laps	n2	laps	lap	0
,	,	,	,	,	0
so	so	av	so	so	0
Euphues	Euphues	np1	Euphues	Euphues	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
wearie	wearie	j	weary	weary	0
in	in	p-acp	in	in	0
reading	reading	vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
bée	bée	vbi	been	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
sport	sport	vvi	sport	sport	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
or	or	cc	or	or	0
handle	handle	vvi	handle	handle	0
him	him	pno31	him	he	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
your	your	po22	your	your	0
Iunckets	Iunckets	n2	Junkets	junket	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
eate	eate	vvi	eat	eat	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
you	you	pn22	you	you	0
tye	tye	vvb	tie	tie	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
napkin	napkin	n1	napkin	napkin	0
for	for	p-acp	for	for	0
children	children	n2	children	child	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
bée	bée	vbi	been	be	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
,	,	,	,	,	0
put	put	vvb	put	put	0
the	the	dt	the	the	0
seconde	seconde	ord	seconde	second	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
pocket	pocket	n1	pocket	pocket	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
wayting	wayting	j-vvg	waiting	wait	0
maydes	maydes	n2	maids	maid	0
:	:	:	:	:	0
Euphues	Euphues	np1	Euphues	Euphues	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
lye	lye	vvb	lie	lie	0
shut	shut	vvn	shut	shut	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Ladies	Ladies	ng1	Ladies	lady	0
casket	casket	n1	casket	casket	0
,	,	,	,	,	0
then	then	av	then	then	0
open	open	j	open	open	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Schollers	Schollers	ng1	Scholars	scholar	0
studie	studie	n1	study	study	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
after	after	p-acp	after	after	0
dinner	dinner	n1	dinner	dinner	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
ouerlooke	ouerlooke	vvi	overlook	overlook	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
kéepe	kéepe	vvi	keep	keep	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
sléepe	sléepe	n1	sleep	sleep	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
hauie	hauie	vhb	hauie	have	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
sléepe	sléepe	n1	sleep	sleep	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
vpon	vpon	p-acp	upon	upon	0
a	a	dt	a	a	0
full	full	j	full	full	0
stomacke	stomacke	n1	stomach	stomach	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
Phisike	Phisike	n1	Physic	physic	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
better	better	vvi	better	better	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
Euphues	Euphues	np1	Euphues	Euphues	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
winke	winke	vvi	wink	wink	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
sowe	sowe	vvi	sow	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
clout	clout	n1	clout	clout	0
,	,	,	,	,	0
and	and	cc	and	and	0
pricke	pricke	vvb	prick	prick	0
your	your	po22	your	your	0
fin	fin	n1	fin	fin	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
nod	nod	vvi	nod	nod	0
.	.	.	.	.	1
What-soeuer	What-soeuer	j	Whatsoever	whatsoev	0
hée	hée	pns31	he	he	0
hath	hath	vhz	hath	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
flatter	flatter	vvi	flatter	flatter	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
reaped	reaped	vvd	reaped	reap	0
anye	anye	d	any	any	0
rewarde	rewarde	n1	reward	reward	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
sexe	sexe	n1	sex	sex	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
repentaunce	repentaunce	n1	repentance	repentance	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
canne	canne	vmb	can	can	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
to	to	pc-acp	to	to	0
mocke	mocke	vvi	mock	mock	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
knewe	knewe	vvd	knew	know	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
sexe	sexe	n1	sex	sex	0
but	but	p-acp	but	but	0
righteous	righteous	j	righteous	righteous	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
no	no	dx	no	no	0
anger	anger	n1	anger	anger	0
for	for	p-acp	for	for	0
saying	saying	vvg	saying	say	0
well	well	av	well	well	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
thinketh	thinketh	vvz	thinketh	think	0
she	she	pns31	she	she	0
deserueth	deserueth	vvz	deserves	deserve	0
better	better	av-jc	better	better	0
.	.	.	.	.	1
She	She	pns31	She	she	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
glasse	glasse	n1	glass	glass	0
to	to	pc-acp	to	to	0
dresse	dresse	vvi	dress	dress	0
hir	hir	png31	his	he	0
heade	heade	n1	head	head	0
,	,	,	,	,	0
will	will	vmb	will	will	0
vse	vse	vvi	use	use	0
a	a	dt	a	a	0
hole	hole	n1	hold	hole	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
shée	shée	pns31	she	she	0
that	that	cst	that	that	0
wanteth	wanteth	vvz	wants	want	0
a	a	dt	a	a	0
sléeke-stone	sléeke-stone	n1	sleek-stone	sleek-stone	0
to	to	pc-acp	to	to	0
smooth	smooth	vvi	smooth	smooth	0
hir	hir	png31	his	he	0
linnen	linnen	n1	linen	linen	0
,	,	,	,	,	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
pebble	pebble	n1	pebble	pebble	0
:	:	:	:	:	0
the	the	dt	the	the	0
country	country	n1	country	country	0
dame	dame	n1	dame	dame	0
girdeth	girdeth	vvz	girdeth	gird	0
hir	hir	png31	his	he	0
selfe	selfe	n1	self	self	0
as	as	c-acp	as	as	0
straight	straight	av-j	straight	straight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wast	wast	n1	waste	waste	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
course	course	n1	course	course	0
caddis	caddis	fw-la	caddis	caddis	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Madame	Madame	n1	Madame	madam	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
court	court	n1	court	court	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
silke	silke	n1	silk	silk	0
ri	ri	zz	ri	ri	0
∣	∣	sy	∣	∣	0
band	band	n1	band	band	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
séeing	séeing	vvg	seeing	see	0
euerye	euerye	d	every	every	0
one	one	crd	one	one	0
so	so	av	so	so	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
pran	pran	n1	pran	pran	0
∣	∣	sy	∣	∣	0
ked	ked	j	ked	ked	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
any	any	d	any	any	0
one	one	crd	one	one	0
vnwilling	vnwilling	j	unwilling	unwilling	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
pray	pray	vvn	pray	pray	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
.	.	.	.	.	1
One	One	crd	One	one	0
hand	hand	n1	hand	hand	0
washeth	washeth	vvz	washes	wash	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
both	both	d	both	both	0
wash	wash	vvi	wash	wash	0
the	the	dt	the	the	0
face	face	n1	face	face	0
,	,	,	,	,	0
one	one	crd	one	one	0
foote	foote	n1	foot	foot	0
goeth	goeth	vvz	goes	go	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
both	both	d	both	both	0
carrye	carrye	vvi	carry	carry	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
Euphues	Euphues	np1	Euphues	Euphues	0
and	and	cc	and	and	0
Philautus	Philautus	np1	Philautus	Phylautus	0
praise	praise	n1	praise	praise	0
one	one	crd	one	one	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
both	both	d	both	both	0
extoll	extoll	vvi	extol	extol	0
women	women	n2	women	woman	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
minde	minde	n1	mind	mind	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
beholding	beholding	vvg	beholding	behold	0
to	to	p-acp	to	to	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
coulours	coulours	n2	colours	colour	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Painters	Painters	n2	Painters	painter	0
,	,	,	,	,	0
that	that	cst	that	that	0
drawe	drawe	vvb	draw	draw	0
your	your	po22	your	your	0
coun	coun	fw-mi	coun	coun	0
∣	∣	sy	∣	∣	0
terfaites	terfaites	n2-jn	terfaites	terfaite	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
Appelles	Appelles	fw-la	Appelles	appelles	0
cunning	cunning	n-jn	cunning	cunning	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
if	if	cs	if	if	0
hée	hée	pns31	he	he	0
paint	paint	vvb	paint	paint	0
with	with	p-acp	with	with	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
beautie	beautie	n1	beauty	beauty	0
of	of	pp-f	of	of	0
women	women	n2	women	woman	0
not	not	xx	not	not	0
much	much	av-d	much	much	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
go	go	vvb	go	go	0
vnpraised	vnpraised	j-vvn-u	unpraised	unpraise	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
this	this	d	this	this	0
loue	loue	n1	love	love	0
dreamed	dreamed	vvd	dreamed	dream	0
,	,	,	,	,	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
mée	mée	pno11	me	i	0
thinketh	thinketh	vvz	thinketh	think	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
like	like	av-j	like	like	0
that	that	d	that	that	0
loue	loue	n1	love	love	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
penned	penned	vvn	penned	pen	0
and	and	cc	and	and	0
not	not	xx	not	not	0
practised	practised	vvn	practised	practise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
flower	flower	n1	flower	flower	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
wrought	wrought	vvn	wrought	wrought	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
néedle	néedle	n1	needle	needle	0
,	,	,	,	,	0
and	and	cc	and	and	0
groweth	groweth	vvz	grows	grow	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
you	you	pn22	you	you	0
weare	weare	vvb	wear	wear	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
heades	heades	n2	heads	head	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
faire	faire	j	fair	fair	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
sauour	sauour	n1	savour	savour	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
reade	reade	vvi	read	read	0
for	for	p-acp	for	for	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
bring	bring	vvb	bring	bring	0
small	small	j	small	small	0
pastime	pastime	n1	pastime	pastime	0
.	.	.	.	.	1
You	You	pn22	You	you	0
chuse	chuse	vvb	choose	choose	0
cloth	cloth	n1	cloth	cloth	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
weare	weare	vvi	wear	wear	0
whitest	whitest	js-jn	whitest	white	0
,	,	,	,	,	0
not	not	xx	not	not	0
that	that	d	that	that	0
will	will	vmb	will	will	0
last	last	vvi	last	last	0
longest	longest	js	longest	long	0
,	,	,	,	,	0
coulours	coulours	n2	colours	colour	0
that	that	cst	that	that	0
looke	looke	vvb	look	look	0
freshest	freshest	js	freshest	fresh	0
,	,	,	,	,	0
not	not	xx	not	not	0
that	that	cst	that	that	0
endure	endure	vvb	endure	endure	0
soundest	soundest	js	soundest	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
woulde	woulde	vmd	would	will	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
reade	reade	vvi	read	read	0
bookes	bookes	n2	books	book	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
more	more	dc	more	more	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
then	then	cs	then	than	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
then	then	av	then	then	0
should	should	vmd	should	shall	0
