MOSTE	MOSTE	ds	MOST	most	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
:	:	:	:	:	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
present	present	vvb	present	present	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
this	this	d	this	this	0
Scepter	Scepter	n1	Sceptre	sceptre	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Psalmes	Psalmes	n2	Psalms	psalm	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
,	,	,	,	,	0
his	his	po31	his	his	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
&	&	cc	&	and	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
service	service	n1	service	service	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
fear	fear	n1	fear	fear	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
fear	fear	n1	fear	fear	0
,	,	,	,	,	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
&	&	cc	&	and	0
Scepters	Scepters	n2	Sceptres	sceptre	0
to	to	p-acp	to	to	0
whom	whom	r-crq	whom	who	0
Scepters	Scepters	n2	Sceptres	sceptre	0
belong	belong	vvb	belong	belong	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
an	an	dt	and	a	0
instrument	instrument	n1	instrument	instrument	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
sharp	sharp	j	sharp	sharp	0
&	&	cc	&	and	0
provident	provident	j	provident	provident	0
&	&	cc	&	and	0
fitt	fitt	j	fit	fit	0
for	for	p-acp	for	for	0
gouvernment	gouvernment	n1	government	government	0
,	,	,	,	,	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
looking	looking	vvg	looking	look	0
on	on	p-acp	on	on	0
it	it	pn31	it	it	0
.	.	.	.	.	1
That	That	d	That	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
never	never	av-x	never	never	0
bee	bee	vbi	be	be	0
weary	weary	j	weary	weary	0
of	of	pp-f	of	of	0
beholding	beholding	vvg	beholding	behold	0
it	it	pn31	it	it	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
shall	shall	vmb	shall	shall	0
perceive	perceive	vvi	perceive	perceive	0
how	how	c-crq	how	how	0
potentiall	potentiall	j	potential	potential	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
sweet	sweet	j	sweet	sweet	0
invitation	invitation	n1	invitation	invitation	0
of	of	pp-f	of	of	0
skorners	skorners	n2	scorners	scorner	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
revelation	revelation	n1	revelation	revelation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
solution	solution	n1	solution	solution	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
straitened	straitened	vvn	straitened	straiten	0
.	.	.	.	.	1
How	How	uh-crq	How	how	0
therby	therby	av	thereby	thereby	0
,	,	,	,	,	0
the	the	dt	the	the	0
wisdom	wisdom	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
great	great	j	great	great	0
congregation	congregation	n1	congregation	congregation	0
and	and	cc	and	and	0
Allowance	Allowance	n1	Allowance	allowance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
&	&	cc	&	and	0
crowning	crowning	vvg	crowning	crown	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
keep	keep	vvb	keep	keep	0
the	the	dt	the	the	0
law	law	n1	law	law	0
&	&	cc	&	and	0
reprobation	reprobation	n1	reprobation	reprobation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contentious	contentious	j	contentious	contentious	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
all	all	d	all	all	0
reprochers	reprochers	n2	reproachers	reproacher	0
:	:	:	:	:	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
heavenly	heavenly	j	heavenly	heavenly	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
,	,	,	,	,	0
that	that	cst	that	that	0
beareth	beareth	vvz	bears	bear	0
all	all	d	all	all	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
beatitude	beatitude	n1	beatitude	beatitude	0
,	,	,	,	,	0
is	is	vbz	is	be	0
brought	brought	vvn	brought	bring	0
to	to	pc-acp	to	to	0
light	light	vvi	light	light	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
dividing	dividing	vvg	dividing	divide	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
and	and	cc	and	and	0
making	making	vvg	making	make	0
a	a	dt	a	a	0
cleer	cleer	j	clear	clear	0
passage	passage	n1	passage	passage	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
depth	depth	n1	depth	depth	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
The	The	dt	The	the	0
rod	rod	n1	rod	rod	0
of	of	pp-f	of	of	0
government	government	n1	government	government	0
that	that	cst	that	that	0
ceaseth	ceaseth	vvz	ceases	cease	0
all	all	d	all	all	0
contention	contention	n1	contention	contention	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
melteth	melteth	vvz	melts	melt	0
the	the	dt	the	the	0
hard	hard	j	hard	hard	0
rocks	rocks	n2	rocks	rock	0
&	&	cc	&	and	0
bringeth	bringeth	vvz	brings	bring	0
liquor	liquor	n1	liquour	liquor	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Considering	Considering	vvg	Considering	consider	0
the	the	dt	the	the	0
heighth	heighth	n1	height	height	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
and	and	cc	and	and	0
depth	depth	n1	depth	depth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
invention	invention	n1	invention	invention	0
;	;	;	;	;	0
the	the	dt	the	the	0
reach	reach	n1	reach	reach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
largenes	largenes	n1	largeness	largeness	0
of	of	pp-f	of	of	0
Matter	Matter	n1	Matter	matter	0
,	,	,	,	,	0
becaus	becaus	c-acp	because	because	0
the	the	dt	the	the	0
world	world	n1	world	world	0
(	(	(	(	(	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
)	)	)	)	)	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
such	such	d	such	such	0
piles	piles	n2	piles	pile	0
:	:	:	:	:	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
the	the	dt	the	the	0
Pillar	Pillar	n1	Pillar	pillar	0
and	and	cc	and	and	0
stay	stay	n1	stay	stay	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
deliverance	deliverance	n1	deliverance	deliverance	0
is	is	vbz	is	be	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
knees	knees	n2	knees	knee	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
Dominion	Dominion	n1	Dominion	dominion	0
:	:	:	:	:	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
susteined	susteined	vvn	sustained	sustain	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
my	my	po11	my	my	0
live	live	n1	live	life	0
eternally	eternally	av-j	eternally	eternal	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
bee	bee	vbi	be	be	0
ever	ever	av	ever	ever	0
blessed	blessed	vvn	blessed	bless	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
sanc	sanc	fw-fr	sanc	sanc	0
∣	∣	sy	∣	∣	0
tify	tify	vvb	tify	tify	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
sanctify	sanctify	vvi	sanctify	sanctify	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
.	.	.	.	.	1
That	That	d	That	that	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
name	name	n1	name	name	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
their	their	po32	their	their	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
to	to	pc-acp	to	to	0
extoll	extoll	vvi	extol	extol	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
sunn	sunn	n1	sun's	sun	0
and	and	cc	and	and	0
moon	moon	n1	moon	moon	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
steth	steth	vvz	steth	st	0
.	.	.	.	.	1
That	That	cst	That	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
night	night	n1	night	night	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
clowdynes	clowdynes	n1	clowdynes	clowdynes	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
time	time	n1	time	time	0
:	:	:	:	:	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
may	may	vmb	may	may	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
may	may	vmb	may	may	0
,	,	,	,	,	0
walk	walk	vvb	walk	walk	0
safe	safe	j	safe	safe	0
&	&	cc	&	and	0
untouched	untouched	j	untouched	untouched	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Enimy	Enimy	n1	Enemy	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
Conquer	Conquer	vvi	Conquer	conquer	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Seeing	Seeing	vvg	Seeing	see	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
rule	rule	n1	rule	rule	0
and	and	cc	and	and	0
art	art	n1	art	art	0
&	&	cc	&	and	0
government	government	n1	government	government	0
&	&	cc	&	and	0
regularity	regularity	n1	regularity	regularity	0
is	is	vbz	is	be	0
conteined	conteined	vvn	contained	contain	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
wanting	wanting	vvg	wanting	want	0
.	.	.	.	.	1
That	That	d	That	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
like	like	av-j	like	like	0
David	David	np1	David	David	0
may	may	vmb	may	may	0
lead	lead	vvi	led	lead	0
yours	yours	png22	yours	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
skillfull	skillfull	j	skilful	skilful	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
&	&	cc	&	and	0
feed	feed	vvi	feed	feed	0
them	them	pno32	them	they	0
hartily	hartily	av-j	heartily	hearty	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
have	have	vhb	have	have	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
entrance	entrance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
invincible	invincible	j	invincible	invincible	0
citty	citty	n1	city	city	0
of	of	pp-f	of	of	0
Da	Da	n1	Dam	dam	0
∣	∣	sy	∣	∣	0
vid	vid	fw-fr	vid	vid	0
,	,	,	,	,	0
the	the	dt	the	the	0
fort	fort	n1	fort	fort	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
all	all	d	all	all	0
the	the	dt	the	the	0
blinde	blinde	j	blind	blind	0
and	and	cc	and	and	0
lame	lame	j	lame	lame	0
are	are	vbr	are	be	0
smitten	smitten	vvn	smitten	smite	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
venly	venly	j	venly	venly	0
pile	pile	n1	pile	pile	0
of	of	pp-f	of	of	0
cleernes	cleernes	n1	clearness	clearness	0
and	and	cc	and	and	0
uprightnes	uprightnes	n1	uprightness	uprightness	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
erected	erected	vvn	erected	erect	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
Principles	Principles	n2	Principles	principle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
divinity	divinity	n1	divinity	divinity	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
letter	letter	n1	letter	letter	0
and	and	cc	and	and	0
figure	figure	n1	figure	figure	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
it	it	pn31	it	it	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
strength	strength	n1	strength	strength	0
&	&	cc	&	and	0
glory	glory	n1	glory	glory	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defendour	defendour	n1	defendor	defendor	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
work	work	n1	work	work	0
.	.	.	.	.	1
The	The	dt	The	the	0
work	work	n1	work	work	0
is	is	vbz	is	be	0
so	so	av	so	so	0
well	well	av	well	well	0
knitt	knitt	vvi	knit	knit	0
together	together	av	together	together	0
from	from	p-acp	from	from	0
Psalme	Psalme	n1	Psalm	psalm	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Psalme	Psalme	n1	Psalm	psalm	0
,	,	,	,	,	0
&	&	cc	&	and	0
one	one	crd	one	one	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
:	:	:	:	:	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
sundred	sundred	vvn	sundered	sunder	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
and	and	cc	and	and	0
perceive	perceive	vvb	perceive	perceive	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
stile	stile	n1	style	stile	0
is	is	vbz	is	be	0
lifted	lifted	vvn	lifted	lift	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
understandíng	understandíng	n1	understandíng	understandíng	0
is	is	vbz	is	be	0
overcovered	overcovered	vvn	overcovered	over-cover	0
with	with	p-acp	with	with	0
cloudes	cloudes	n2	clouds	cloud	0
:	:	:	:	:	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	j	present	present	0
a	a	dt	a	a	0
revelation	revelation	n1	revelation	revelation	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
naturall	naturall	j	natural	natural	0
Arguments	Arguments	n2	Arguments	argument	0
rising	rising	vvg	rising	rise	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
lean	lean	vvi	lean	lean	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
while	while	cs	while	while	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
ministreth	ministreth	vvz	ministereth	minister	0
just	just	j	just	just	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
&	&	cc	&	and	0
giveth	giveth	vvz	gives	give	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
people	people	n1	people	people	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
on	on	a-acp	on	on	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majestyes	Majestyes	ng1	Majesties	majesties	0
endes	endes	n2	ends	end	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
ever	ever	av	ever	ever	0
blessed	blessed	vvn	blessed	bless	0
:	:	:	:	:	0
that	that	cst	that	that	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
bee	bee	n1	bee	bee	0
Cutt	Cutt	vvi	Cut	cut	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
just	just	j	just	just	0
may	may	vmb	may	may	0
ever	ever	av	ever	ever	0
possess	possess	vvi	possess	possess	0
the	the	dt	the	the	0
land	land	n1	land	land	0
&	&	cc	&	and	0
peace	peace	n1	peace	peace	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
delight	delight	vvi	delight	delight	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
the	the	dt	the	the	0
vail	vail	n1	vail	vail	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
is	is	vbz	is	be	0
drawen	drawen	vvn	drawn	draw	0
&	&	cc	&	and	0
the	the	dt	the	the	0
light	light	n1	light	light	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
:	:	:	:	:	0
I	I	pns11	I	i	0
moste	moste	av-ds	most	most	0
humblely	humblely	av-j	humbly	humble	0
submit	submit	vvi	submit	submit	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
the	the	dt	the	the	0
Shield	Shield	n1	Shield	shield	0
of	of	pp-f	of	of	0
Truthe	Truthe	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
end	end	vvi	end	end	0
with	with	p-acp	with	with	0
Iob.	Iob.	zz	Iob.	iob.	1
No	No	dx	No	no	0
