LYke	LYke	j	Like	like	0
to	to	pc-acp	to	to	0
gette	gette	vvi	get	get	0
ome	ome	zz	ome	ome	0
good	good	j	good	good	0
Physycke	Physycke	n1	Physycke	physycke	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thintent	thintent	n1	intent	intent	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
deliuered	deliuered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
disease	disease	n1	disease	disease	0
,	,	,	,	,	0
and	and	cc	and	and	0
restored	restored	vvn	restored	restore	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
helth	helth	n1	health	health	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
muche	muche	av-d	much	much	0
more	more	av-dc	more	more	0
all	all	d	all	all	0
those	those	d	those	those	0
,	,	,	,	,	0
that	that	cst	that	that	0
loue	loue	vvb	love	love	0
their	their	po32	their	their	0
countrye	countrye	n1	country	country	0
&	&	cc	&	and	0
the	the	dt	the	the	0
cōmon	cōmon	j	common	common	0
welthe	welthe	n1	wealth	wealth	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
whensoeuer	whensoeuer	c-crq	whensoever	whensoever	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
anye	anye	d	any	any	0
troublesome	troublesome	j	troublesome	troublesome	0
sicknesse	sicknesse	n1	sickness	sickness	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
noyed	noyed	vvd	noyed	noy	0
,	,	,	,	,	0
ought	ought	vmd	ought	ought	0
earnestly	earnestly	av-j	earnestly	earnest	0
to	to	pc-acp	to	to	0
tra	tra	fw-la	tra	tra	0
∣	∣	sy	∣	∣	0
uayle	uayle	n1	vail	vail	0
:	:	:	:	:	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
sicknes	sicknes	n1	sickness	sickness	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
prouide	prouide	vvi	provide	provide	0
some	some	d	some	some	0
holsome	holsome	j	wholesome	wholesome	0
medicines	medicines	n2	medicines	medicine	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
away	away	av	away	away	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
seke	seke	vvi	seek	seek	0
al	al	d	all	all	0
meanes	meanes	n2	means	mean	0
possible	possible	j	possible	possible	0
clearely	clearely	av-j	clearly	clear	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
¦	¦	sy	¦	¦	0
luer	luer	zz	luer	luer	0
their	their	po32	their	their	0
countrye	countrye	n1	country	country	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
perill	perill	n1	peril	peril	0
&	&	cc	&	and	0
daunger	daunger	n1	danger	danger	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
We	We	pns12	We	we	0
reade	reade	vvb	read	read	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
excellent	excellent	j	excellent	excellent	0
Histori	Histori	np1	Histori	Histori	0
∣	∣	sy	∣	∣	0
ographer	ographer	n1	ographer	ographer	0
Herodotus	Herodotus	np1	Herodotus	Herodotus	0
,	,	,	,	,	0
Herodot	Herodot	np1	Herodot	Herodot	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
e	e	sy	e	e	0
called	called	vvn	called	call	0
Clio	Clio	np1	Clio	Clio	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
firste	firste	ord	firste	first	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
story	story	n1	story	story	0
.	.	.	.	.	0
howe	howe	c-crq	how	how	0
that	that	d	that	that	0
the	the	dt	the	the	0
Babilonians	Babilonians	njp2	Babylonians	babylonians	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
that	that	cst	that	that	0
whensoeuer	whensoeuer	c-crq	whensoever	whensoever	0
anye	anye	d	any	any	0
man	man	n1	man	man	0
fell	fell	vvd	fell	fall	0
sicke	sicke	j	sick	sick	0
amonges	amonges	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
into	into	p-acp	into	into	0
ye	ye	pn22	you	you	0
mar	mar	vvi	mar	mar	0
∣	∣	sy	∣	∣	0
ket	ket	n1	ket	ket	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
lye	lye	vvi	lie	lie	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thin	thin	j	thin	thin	0
¦	¦	sy	¦	¦	0
tent	tent	n1	tent	tent	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
demaunde	demaunde	vvi	demand	demand	0
of	of	pp-f	of	of	0
euerye	euerye	d	every	every	0
one	one	crd	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
repayred	repayred	vvd	repaired	repair	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
hadde	hadde	vhd	had	have	0
bene	bene	vbn	be	be	0
troubled	troubled	vvn	troubled	trouble	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
like	like	j	like	like	0
di	di	zz	di	di	0
¦	¦	sy	¦	¦	0
sease	sease	vvi	seize	seize	0
,	,	,	,	,	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
cured	cured	vvn	cured	cure	0
&	&	cc	&	and	0
made	made	vvn	made	make	0
hole	hole	n1	hold	hole	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
man	man	n1	man	man	0
lying	lying	vvg	lying	lie	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
might	might	vmd	might	may	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
be	be	vbb	be	be	0
deliuered	deliuered	vvn	delivered	deliver	0
frō	frō	p-acp	from	from	0
his	his	po31	his	his	0
sick	sick	j	sick	sick	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
recouer	recouer	vvi	recover	recover	0
his	his	po31	his	his	0
helth	helth	n1	health	health	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gayne	gayne	n1	gain	gain	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
lawe	lawe	n1	law	law	0
also	also	av	also	also	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
was	was	vbds	was	be	0
bounde	bounde	vvn	bound	bind	0
bothe	bothe	av-d	both	both	0
to	to	pc-acp	to	to	0
aske	aske	vvi	ask	ask	0
the	the	dt	the	the	0
man	man	n1	man	man	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
sicknes	sicknes	n1	sickness	sickness	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
him	him	pno31	him	he	0
.	.	.	.	.	0
yf	yf	cs	if	if	0
he	he	pns31	he	he	0
knewe	knewe	vvd	knew	know	0
any	any	d	any	any	0
remedye	remedye	n1	remedy	remedy	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
example	example	n1	example	example	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
hartelye	hartelye	av-j	heartily	hearty	0
lo	lo	uh	lo	lo	0
∣	∣	sy	∣	∣	0
ueth	ueth	vvz	ueth	u	0
his	his	po31	his	his	0
countrie	countrie	n1	country	country	0
,	,	,	,	,	0
&	&	cc	&	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
tendereth	tendereth	vvz	tendereth	tender	0
the	the	dt	the	the	0
helth	helth	n1	health	health	0
&	&	cc	&	and	0
welthe	welthe	n1	wealth	wealth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
whensoeuer	whensoeuer	c-crq	whensoever	whensoever	0
he	he	pns31	he	he	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
the	the	dt	the	the	0
body	body	n1	body	body	0
thereof	thereof	av	thereof	thereof	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
li	li	n1	li	livre	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
open	open	j	open	open	0
before	before	p-acp	before	before	0
al	al	d	all	all	0
mens	mens	ng2	men's	man	0
eyes	eyes	n2	eyes	eye	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
disease	disease	n1	disease	disease	0
infec	infec	fw-fr	infec	infec	0
∣	∣	sy	∣	∣	0
ted	ted	n-vvn	ted	t	0
▪	▪	▪	▪	▪	0
&	&	cc	&	and	0
hathe	hathe	vhz	hath	have	0
learned	learned	vvn	learned	learn	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
sicknesse	sicknesse	n1	sickness	sickness	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
eyther	eyther	d	either	either	0
by	by	p-acp	by	by	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
,	,	,	,	,	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
can	can	vmb	can	can	0
tel	tel	vvi	tell	tell	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
in	in	p-acp	in	in	0
conscience	conscience	n1	conscience	conscience	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thende	thende	n1	th'end	end	0
that	that	cst	that	that	0
his	his	po31	his	his	0
coūtry	coūtry	n1	country	country	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
so	so	av	so	so	0
vexed	vexed	vvn	vexed	vex	0
,	,	,	,	,	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
some	some	d	some	some	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
liefe	liefe	av-j	lief	lief	0
,	,	,	,	,	0
and	and	cc	and	and	0
fare	fare	vvb	fare	fare	0
the	the	dt	the	the	0
better	better	jc	better	better	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
muste	muste	vmb	must	must	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
relieuing	relieuing	vvg	relieving	relieve	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
he	he	pns31	he	he	0
relieueth	relieueth	vvz	relieveth	relieve	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
beyng	beyng	vbg	being	be	0
a	a	dt	a	a	0
membre	membre	n1	member	member	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
lyke	lyke	av-j	like	like	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
body	body	n1	body	body	0
is	is	vbz	is	be	0
sicke	sicke	j	sick	sick	0
all	all	d	all	all	0
the	the	dt	the	the	0
members	members	n2	members	member	0
be	be	vbb	be	be	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
griefe	griefe	n1	grief	grief	0
and	and	cc	and	and	0
payne	payne	n1	pain	pain	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
suf	suf	vvb	suf	suf	0
∣	∣	sy	∣	∣	0
freth	freth	j	freth	fresh	0
:	:	:	:	:	0
So	So	av	So	so	0
agayne	agayne	av	again	again	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
body	body	n1	body	body	0
findeth	findeth	vvz	finds	find	0
any	any	d	any	any	0
ease	ease	n1	ease	ease	0
,	,	,	,	,	0
the	the	dt	the	the	0
mē	mē	n2	men	man	0
∣	∣	sy	∣	∣	0
bres	bres	fw-fr	bres	bres	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
great	great	j	great	great	0
reliefe	reliefe	n1	relief	relief	0
ther	ther	zz	ther	ther	0
¦	¦	sy	¦	¦	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
parte	parte	n1	part	part	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
playnlye	playnlye	av-j	plainly	plain	0
se	se	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
bodye	bodye	n1	body	body	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
countrye	countrye	n1	country	country	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
greatlye	greatlye	av-j	greatly	great	0
lamente	lamente	vvi	lament	lament	0
)	)	)	)	)	0
hathe	hathe	vhz	hath	have	0
bene	bene	vbn	be	be	0
lately	lately	av-j	lately	late	0
sore	sore	av-j	soar	sore	0
troubled	troubled	vvn	troubled	trouble	0
with	with	p-acp	with	with	0
ye	ye	pn22	you	you	0
greuus	greuus	fw-la	greuus	greuus	0
sicknes	sicknes	n1	sickness	sickness	0
of	of	pp-f	of	of	0
rebelliō	rebelliō	n1	rebellion	rebellion	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
perhappes	perhappes	av	perhaps	perhaps	0
hathe	hathe	vhz	hath	have	0
some	some	d	some	some	0
seditiouse	seditiouse	j	seditious	seditious	0
folkes	folkes	n2	folks	folk	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
moste	moste	av-ds	most	most	0
bounden	bounden	vvn	bounden	bind	0
duetie	duetie	n1	duty	duty	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
writynge	writynge	vvg	writing	write	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
medicine	medicine	n1	medicine	medicine	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
relieuing	relieuing	vvg	relieving	relieve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
disease	disease	n1	disease	disease	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
iudged	iudged	vvd	judged	judge	0
mete	mete	j	meet	meet	0
&	&	cc	&	and	0
cōuenient	cōuenient	j	convenient	convenient	0
therefore	therefore	av	therefore	therefore	0
.	.	.	.	.	1
And	And	cc	And	and	0
albeit	albeit	cs	albeit	albeit	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
many	many	d	many	many	0
remedies	remedies	n2	remedies	remedy	0
▪	▪	▪	▪	▪	0
which	which	q-crq	which	which	0
be	be	vbb	be	be	0
no	no	xx	not	not	0
∣	∣	sy	∣	∣	0
ted	ted	n-vvn	ted	t	0
of	of	pp-f	of	of	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
&	&	cc	&	and	0
good	good	j	good	good	0
wri	wri	fw-mi	wri	wri	0
¦	¦	sy	¦	¦	0
ters	ters	fw-mi	ters	ters	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
this	this	d	this	this	0
grieuouse	grieuouse	j	grieuouse	grieuouse	0
disease	disease	n1	disease	disease	0
is	is	vbz	is	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cured	cured	vvn	cured	cure	0
:	:	:	:	:	0
Remedi	Remedi	n1	Remedi	remedy	0
∣	∣	sy	∣	∣	0
es	es	zz	es	es	0
against	against	p-acp	against	against	0
rebellion	rebellion	n1	rebellion	rebellion	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
diligent	diligent	j	diligent	diligent	0
inquisition	inquisition	n1	inquisition	inquisition	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
vnlawful	vnlawful	j	unlawful	unlawful	0
assembles	assembles	vvz	assembles	assemble	0
be	be	vbb	be	be	0
gathe	gathe	j	gathe	gathe	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
graue	graue	j	graven	grave	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
seile	seile	n1	seile	seile	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
such	such	d	such	such	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
shortly	shortly	av-j	shortly	short	0
by	by	p-acp	by	by	0
policie	policie	n1	policy	policy	0
dissolued	dissolued	vvn	dissolved	dissolve	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
reasonable	reasonable	j	reasonable	reasonable	0
cōdi	cōdi	n1	condi	condi	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
dissoluing	dissoluing	vvg	dissolving	dissolve	0
therof	therof	av	thereof	thereof	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
offred	offred	vvn	offered	offer	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
armes	armes	n2	arms	arm	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
meanes	meanes	n2	means	mean	0
wil	wil	vmb	will	will	0
serue	serue	vvi	serve	serve	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
due	due	j-jn	due	due	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
iu	iu	j-jn	ju	junior	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
vpon	vpon	p-acp	upon	upon	0
all	all	d	all	all	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
offen	offen	vvb	offen	offen	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
therin	therin	av	therein	therein	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
taking	taking	vvg	taking	take	0
awaye	awaye	av	away	away	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
rebelli	rebelli	n2	rebelli	rebelli	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
commonlye	commonlye	av-j	commonly	common	0
groweth	groweth	vvz	grows	grow	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
al	al	d	all	all	0
suche	suche	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
