MOst	MOst	ds	MOst	most	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
passage	passage	n1	passage	passage	0
to	to	p-acp	to	to	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
it	it	pn31	it	it	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
humblie	humblie	av-j	humbly	humble	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
plicate	plicate	vvi	plicate	plicate	0
)	)	)	)	)	0
please	please	vvb	please	please	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
allowance	allowance	n1	allowance	allowance	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
ende	ende	n1	end	end	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
and	and	cc	and	and	0
drift	drift	n1	drift	drift	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
my	my	po11	my	my	0
slips	slips	n2	slips	slip	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
borrow	borrow	vvi	borrow	borrow	0
helpe	helpe	n1	help	help	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
purposes	purposes	n2	purposes	purpose	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
reioycing	reioycing	vvg	rejoicing	rejoice	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
people	people	n1	people	people	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
Churches	Churches	ng1	Churches	church	0
heart	heart	n1	heart	heart	0
is	is	vbz	is	be	0
comforted	comforted	vvn	comforted	comfort	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
desiring	desiring	vvg	desiring	desire	0
the	the	dt	the	the	0
lineall	lineall	j	lineal	lineal	0
descent	descent	n1	descent	descent	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
royall	royall	j	royal	royal	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
comming	comming	n-vvg	coming	come	0
obscure	obscure	vvi	obscure	obscure	0
all	all	d	all	all	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
holie	holie	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
keepe	keepe	vvb	keep	keep	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
end	end	n1	end	end	0
.	.	.	.	.	1
