Sirs	Sirs	np1	Sirs	Sirs	0
crutches	crutches	n2	crutches	crutch	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mise	mise	n2	mice	mouse	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
settlement	settlement	n1	settlement	settlement	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
signet	signet	n1	signet	signet	0
upon	upon	p-acp	upon	upon	0
Gods	Gods	ng1	Gods	god	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
pull	pull	vvi	pull	pull	0
you	you	pn22	you	you	0
thence	thence	av	thence	thence	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
revenge	revenge	vvi	revenge	revenge	0
the	the	dt	the	the	0
quarrel	quarrel	n1	quarrel	quarrel	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
venant	venant	n1	venant	venant	0
upon	upon	p-acp	upon	upon	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
send	send	vvi	send	send	0
a	a	dt	a	a	0
sword	sword	n1	sword	sword	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
revenge	revenge	vvi	revenge	revenge	0
it	it	pn31	it	it	0
,	,	,	,	,	0
both	both	av-d	both	both	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
coldness	coldness	n1	coldness	coldness	0
and	and	cc	and	and	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
tiality	tiality	n1	tiality	tiality	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
changeable	changeable	j	changeable	changeable	0
,	,	,	,	,	0
your	your	po22	your	your	0
change	change	n1	change	change	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
ridi	ridi	fw-fr	ridi	ridi	0
∣	∣	sy	∣	∣	0
culous	culous	j	culous	culous	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
still	still	av	still	still	0
go	go	vvi	go	go	0
on	on	a-acp	on	on	0
to	to	pc-acp	to	to	0
neglect	neglect	vvi	neglect	neglect	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
essence	essence	n1	essence	essence	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
your	your	po22	your	your	0
changes	changes	n2	changes	change	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
fear	fear	vvi	fear	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
leave	leave	vvi	leave	leave	0
emptying	emptying	vvg	emptying	empty	0
Hodie	Hodie	fw-la	Hodie	hodie	0
mih	mih	uh	mih	mih	0
Ju	Ju	np1	Ju	Ju	0
∣	∣	sy	∣	∣	0
piter	piter	n1	piter	piter	0
esto	esto	fw-la	esto	esto	0
,	,	,	,	,	0
Cras	Cras	fw-la	Cras	cras	0
mihi	mihi	fw-la	mihi	mihi	0
truncus	truncus	fw-la	truncus	truncus	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ris	ris	zz	ris	ris	0
.	.	.	.	.	0
you	you	pn22	you	you	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
hee	hee	pns31	he	he	0
have	have	vhb	have	have	0
changed	changed	vvn	changed	change	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
clouds	clouds	n2	clouds	cloud	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
clods	clods	n2	clods	clod	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dung-hill	dung-hill	n1	dunghill	dunghill	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
temporary	temporary	j	temporary	temporary	0
Authority	Authority	n1	Authority	authority	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
eternal	eternal	j	eternal	eternal	0
calamity	calamity	n1	calamity	calamity	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
seasonably	seasonably	av-j	seasonably	seasonable	0
prevented	prevented	vvn	prevented	prevent	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
Gods	Gods	n2	Gods	god	0
,	,	,	,	,	0
may	may	vmb	may	may	0
become	become	vvi	become	become	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
Sons	Sons	n2	Sons	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
High	High	j	High	high	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fruition	fruition	n1	fruition	fruition	0
of	of	pp-f	of	of	0
eternal	eternal	j	eternal	eternal	0
Crowns	Crowns	n2	Crowns	crown	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sole	sole	j	sole	sole	0
intend	intend	vvb	intend	intend	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
printed	printed	j-vvn	printed	print	0
pains	pains	n2	pains	pain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinuall	tinuall	j	tinuall	tinuall	0
breathing	breathing	n-vvg	breathing	breathe	0
of	of	pp-f	of	of	1
