Friends	Friends	ng1	Friends	friend	0
he	he	pns31	he	he	0
permits	permits	vvz	permits	permit	0
and	and	cc	and	and	0
suffers	suffers	vvz	suffers	suffer	0
this	this	d	this	this	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sick	sick	j	sick	sick	0
by	by	p-acp	by	by	0
secondary	secondary	j	secondary	secondary	0
Cau	Cau	vvd	Caused	cause	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
happen	happen	vvb	happen	happen	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
directly	directly	av-j	directly	direct	0
as	as	c-acp	as	as	0
irregularly	irregularly	av-j	irregularly	irregular	0
,	,	,	,	,	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
Nature	Nature	n1	Nature	nature	0
of	of	pp-f	of	of	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
seases	seases	vvz	seizes	seize	0
are	are	vbr	are	be	0
various	various	j	various	various	0
;	;	;	;	;	0
so	so	av	so	so	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
endu	endu	fw-fr	endu	endu	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
with	with	p-acp	with	with	0
various	various	j	various	various	0
and	and	cc	and	and	0
sundry	sundry	j	sundry	sundry	0
Medicinal	Medicinal	j	Medicinal	medicinal	0
Vertues	Vertues	n2	Virtues	virtue	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
likewise	likewise	av	likewise	likewise	0
called	called	vvn	called	call	0
and	and	cc	and	and	0
ordained	ordained	vvn	ordained	ordain	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
administer	administer	vvi	administer	administer	0
and	and	cc	and	and	0
apply	apply	vvi	apply	apply	0
such	such	d	such	such	0
suitable	suitable	j	suitable	suitable	0
and	and	cc	and	and	0
fit	fit	j	fit	fit	0
means	means	n2	means	mean	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
seases	seases	vvz	seizes	seize	0
do	do	vdb	do	do	0
require	require	vvi	require	require	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
great	great	j	great	great	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ficulties	ficulties	n2	ficulties	ficulty	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
invisibility	invisibility	n1	invisibility	invisibility	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Disease	Disease	n1	Disease	disease	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
great	great	j	great	great	0
obscu	obscu	n1	obscu	obscu	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Medicine	Medicine	n1	Medicine	medicine	0
have	have	vhb	have	have	0
frustrated	frustrated	vvn	frustrated	frustrate	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
expe	expe	n1	expe	expe	0
∣	∣	sy	∣	∣	0
ctation	ctation	n1	ctation	ctation	0
.	.	.	.	.	1
All	All	av-d	All	all	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Sciences	Sciences	n2	Sciences	science	0
(	(	(	(	(	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
Physick	Physick	n1	Physic	physic	0
)	)	)	)	)	0
have	have	vhb	have	have	0
grown	grown	vvn	grown	grow	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
pitch	pitch	n1	pitch	pitch	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
rather	rather	av	rather	rather	0
gone	gone	vvn	gone	go	0
backward	backward	av-j	backward	backward	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
within	within	p-acp	within	within	0
some	some	d	some	some	0
late	late	j	late	late	0
years	years	n2	years	year	0
,	,	,	,	,	0
famous	famous	j	famous	famous	0
Helmont	Helmont	np1	Helmont	Helmont	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
stands	stands	vvz	stands	stand	0
much	much	d	much	much	0
obliged	obliged	vvn	obliged	oblige	0
)	)	)	)	)	0
and	and	cc	and	and	0
some	some	d	some	some	0
Renowned	Renowned	j-vvn	Renowned	renown	0
Physicians	Physicians	n2	Physicians	physician	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Native	Native	j-jn	Native	native	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
have	have	vhb	have	have	0
begun	begun	vvn	begun	begin	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
off	off	a-acp	off	off	0
that	that	d	that	that	0
black	black	j-jn	black	black	0
vail	vail	n1	vail	vail	0
of	of	pp-f	of	of	0
deceit	deceit	n1	deceit	deceit	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
cloathed	cloathed	vvn	clothed	clothe	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Theo	Theo	np1	Theo	Theo	0
∣	∣	sy	∣	∣	0
rems	rems	n2	rems	rem	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Heathens	Heathens	n2-jn	Heathens	heathens	0
.	.	.	.	.	1
Indeed	Indeed	np1	Indeed	Indeed	0
the	the	dt	the	the	0
gate	gate	n1	gate	gate	0
of	of	pp-f	of	of	0
healing	healing	j-vvg	healing	heal	0
hath	hath	vhz	hath	have	0
remained	remained	vvn	remained	remain	0
shut	shut	vvn	shut	shut	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Cradle	Cradle	n1	Cradle	cradle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Schooles	Schooles	n2	Schools	school	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeks	Greeks	np1	Greeks	Greeks	0
,	,	,	,	,	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
opening	opening	vvg	opening	open	0
it	it	pn31	it	it	0
shut	shut	vvd	shut	shut	0
it	it	pn31	it	it	0
closer	closer	av-jc	closer	close	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
mysterious	mysterious	j	mysterious	mysterious	0
than	than	cs	than	than	0
ever	ever	av	ever	ever	0
was	was	vbds	was	be	0
intended	intended	vvn	intended	intend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Creator	Creator	n1	Creator	creator	0
.	.	.	.	.	1
The	The	dt	The	the	0
natures	natures	n2	nature's	nature	0
,	,	,	,	,	0
causes	causes	n2	causes	cause	0
and	and	cc	and	and	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
Diseases	Diseases	n2	Diseases	disease	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
rightly	rightly	av-jn	rightly	right	0
understood	understood	vvn	understood	understand	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
failed	failed	vvd	failed	fail	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Remedies	Remedies	n2	Remedies	remedy	0
;	;	;	;	;	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
so	so	av	so	so	0
much	much	av-d	much	much	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
gard	gard	n1	guard	guard	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
neg	neg	n1	neg	neg	0
∣	∣	sy	∣	∣	0
lected	lected	j	lected	lected	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
pernicious	pernicious	j	pernicious	pernicious	0
and	and	cc	and	and	0
destructive	destructive	j	destructive	destructive	0
course	course	n1	course	course	0
is	is	vbz	is	be	0
practised	practised	vvn	practised	practise	0
still	still	av	still	still	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
wholly	wholly	av-jn	wholly	whole	0
led	led	vvn	led	lead	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Rules	Rules	n2	Rules	rule	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
small	small	j	small	small	0
Tract	Tract	n1	Tract	tract	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
undeceive	undeceive	vvi	undeceive	undeceive	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
deceived	deceived	vvn	deceived	deceive	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
lives	lives	n2	lives	life	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
erroneous	erroneous	j	erroneous	erroneous	0
preservers	preservers	n2	preservers	preserver	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
give	give	vvb	give	give	0
not	not	xx	not	not	0
your	your	po22	your	your	0
money	money	n1	money	money	0
for	for	p-acp	for	for	0
what's	what's	q-crq|vbz	what's	what|be	0
not	not	xx	not	not	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
buy	buy	vvi	buy	buy	0
a	a	dt	a	a	0
Snake	Snake	n1	Snake	snake	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Eele	Eele	n1	Eel	eel	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Artist-like	Artist-like	j	Artist-like	artist-like	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Porch	Porch	n1	Porch	porch	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
Fabrick	Fabrick	n1	Fabric	fabric	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
tend	tend	vvb	tend	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Owners	Owners	n2	Owners	owner	0
more	more	av-dc	more	more	0
conveniency	conveniency	n1	conveniency	conveniency	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dispensed	dispensed	vvn	dispensed	dispense	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
Indulge	Indulge	vvi	Indulge	indulge	0
me	me	pno11	me	i	0
therefore	therefore	av	therefore	therefore	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
thee	thee	pno21	thee	thou	0
some	some	d	some	some	0
cautions	cautions	n2	cautions	caution	0
;	;	;	;	;	0
(	(	(	(	(	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
Good	Good	j	Good	good	0
)	)	)	)	)	0
First	First	ord	First	first	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Disease	Disease	n1	Disease	disease	0
:	:	:	:	:	0
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Physician	Physician	n1	Physician	physician	0
.	.	.	.	.	1
Inasmuch	Inasmuch	av	Inasmuch	inasmuch	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
poysoned	poysoned	j-vvn	poisoned	poison	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Tree	Tree	n1	Tree	tree	0
of	of	pp-f	of	of	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
;	;	;	;	;	0
so	so	av	so	so	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Tree	Tree	n1	Tree	tree	0
could	could	vmd	could	can	0
we	we	pns12	we	we	0
fetch	fetch	vvi	fetch	fetch	0
an	an	dt	and	a	0
Antidote	Antidote	n1	Antidote	antidote	0
from	from	p-acp	from	from	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Tree	Tree	n1	Tree	tree	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
for	for	p-acp	for	for	0
healing	healing	vvg	healing	heal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
:	:	:	:	:	0
So	So	av	So	so	0
Diseases	Diseases	n2	Diseases	disease	0
are	are	vbr	are	be	0
only	only	av-j	only	only	0
cured	cured	vvn	cured	cure	0
by	by	p-acp	by	by	0
fit	fit	j	fit	fit	0
and	and	cc	and	and	0
suitable	suitable	j	suitable	suitable	0
means	means	n2	means	mean	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
mayst	mayst	vm2	mayest	may	0
be	be	vbi	be	be	0
kill'd	kill'd	vvn	killed	kill	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
bad	bad	j	bad	bad	0
means	means	n2	means	mean	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
stored	stored	vvn	stored	store	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
good	good	j	good	good	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
Suiter	Suiter	n1	Suitor	suitor	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
mayst	mayst	vm2	mayest	may	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
means	means	n2	means	mean	0
from	from	p-acp	from	from	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
benediction	benediction	n1	benediction	benediction	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
operate	operate	vvi	operate	operate	0
the	the	dt	the	the	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
means	means	vvz	means	mean	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
cure	cure	vvi	cure	cure	0
thy	thy	po21	thy	thy	0
Disease	Disease	n1	Disease	disease	0
,	,	,	,	,	0
so	so	av	so	so	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
special	special	j	special	special	0
care	care	n1	care	care	0
the	the	dt	the	the	0
Remedy	Remedy	n1	Remedy	remedy	0
come	come	vvb	come	come	0
not	not	xx	not	not	0
too	too	av	too	too	0
late	late	av-j	late	late	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
many	many	d	many	many	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
robbed	robbed	vvn	robbed	rob	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
score	score	n1	score	score	0
?	?	?	?	?	1
Opportunity	Opportunity	n1	Opportunity	opportunity	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
and	and	cc	and	and	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
Physick	Physick	n1	Physic	physic	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
lose	lose	vvi	loose	lose	0
that	that	d	that	that	0
opportunity	opportunity	n1	opportunity	opportunity	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
,	,	,	,	,	0
Post	Post	fw-la	Post	post	0
est	est	fw-la	est	est	0
occasio	occasio	fw-la	occasio	occasio	0
calva	calva	fw-la	calva	calva	0
.	.	.	.	.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
cannot	cannot	vmbx	cannot	can	0
procure	procure	vvi	procure	procure	0
thee	thee	pno21	thee	thou	0
to	to	p-acp	to	to	0
morrow	morrow	n1	morrow	morrow	0
:	:	:	:	:	0
take	take	vvb	take	take	0
time	time	n1	time	time	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fore	fore	a-acp	before	fore	0
top	top	n1	top	top	0
lest	lest	cs	lest	lest	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
bald	bald	j	bald	bald	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
hind	hind	zz	hind	hind	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
great	great	j	great	great	0
Obstacles	Obstacles	n2	Obstacles	obstacle	0
which	which	r-crq	which	which	0
commonly	commonly	av-j	commonly	common	0
make	make	vvi	make	make	0
many	many	d	many	many	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
advantages	advantages	n2	advantages	advantage	0
;	;	;	;	;	0
the	the	dt	the	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
perswasion	perswasion	n1	persuasion	persuasion	0
of	of	pp-f	of	of	0
Friends	Friends	n2	Friends	friend	0
;	;	;	;	;	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
flattery	flattery	n1	flattery	flattery	0
of	of	pp-f	of	of	0
Diseases	Diseases	n2	Diseases	disease	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
any	any	d	any	any	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
sick	sick	j	sick	sick	0
,	,	,	,	,	0
one	one	crd	one	one	0
Friend	Friend	n1	Friend	friend	0
adviseth	adviseth	vvz	adviseth	advise	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
perswades	perswades	vvz	persuades	persuade	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
third	third	ord	third	three	0
another	another	j-jn	another	another	0
;	;	;	;	;	0
telling	telling	vvg	telling	tell	0
him	him	pno31	him	he	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
does	does	vdz	does	do	0
him	him	pno31	him	he	0
no	no	dx	no	no	0
good	good	j	good	good	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
do	do	vdi	do	do	0
him	him	pno31	him	he	0
no	no	dx	no	no	0
hurt	hurt	n1	hurt	hurt	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
such	such	d	such	such	0
Medi	Medi	fw-la	Medi	medi	0
∣	∣	sy	∣	∣	0
um	um	pno32	um	they	0
will	will	vmb	will	will	0
stand	stand	vvi	stand	stand	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
exas	exas	av	exas	exas	0
∣	∣	sy	∣	∣	0
perate	perate	j	perate	perate	0
the	the	dt	the	the	0
Disease	Disease	n1	Disease	disease	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
tard	tard	fw-fr	tard	tard	0
the	the	dt	the	the	0
Cure	Cure	vvb	Cure	cure	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
trying	trying	vvg	trying	try	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
certain	certain	j	certain	certain	0
means	means	n2	means	mean	0
,	,	,	,	,	0
you	you	pn22	you	you	0
loose	loose	vvb	lose	loose	0
the	the	dt	the	the	0
advan	advan	n1	advan	advan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sure	sure	j	sure	sure	0
Remedy	Remedy	n1	Remedy	remedy	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
The	The	dt	The	the	0
Deceit	Deceit	n1	Deceit	deceit	0
and	and	cc	and	and	0
Flattery	Flattery	n1	Flattery	flattery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Disease	Disease	n1	Disease	disease	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
Diseases	Diseases	n2	Diseases	disease	0
assault	assault	vvb	assault	assault	0
you	you	pn22	you	you	0
very	very	av	very	very	0
strongly	strongly	av-j	strongly	strong	0
in	in	p-acp	in	in	0
theQuanmvis	theQuanmvis	np1	theQuanmvis	theQuanmvis	0
non	non	fw-fr	non	non	0
nunquam	nunquam	fw-la	nunquam	nunquam	0
morbi	morbi	fw-la	morbi	morbi	0
in	in	p-acp	in	in	0
eorum	eorum	fw-la	eorum	eorum	0
princi	princi	fw-la	princi	princi	0
∣	∣	sy	∣	∣	0
piis	piis	fw-la	piis	piis	0
absque	absque	fw-la	absque	absque	0
peri	peri	fw-la	peri	peri	0
∣	∣	sy	∣	∣	0
culo	culo	fw-la	culo	culo	0
tibi	tibi	fw-la	tibi	tibi	0
videntur	videntur	fw-la	videntur	videntur	0
:	:	:	:	:	0
vires	vires	fw-la	vires	vires	0
&	&	cc	&	and	0
in	in	fw-la	in	in	0
mores	mores	fw-la	mores	mores	0
tamen	tamen	fw-la	tamen	tamen	0
sensim	sensim	fw-la	sensim	sensim	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
jicientur	jicientur	fw-la	jicientur	jicientur	0
&	&	cc	&	and	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
rampentur	rampentur	fw-la	rampentur	rampentur	0
ut	ut	fw-la	ut	ut	0
po	po	fw-la	po	po	0
∣	∣	sy	∣	∣	0
stea	stea	fw-la	stea	stea	0
nulla	nulla	fw-la	nulla	nulla	0
salutis	salutis	fw-la	salutis	salutis	0
spes	spes	fw-la	spes	spes	0
super	super	fw-la	super	super	0
fit	fit	n1	fit	fit	0
,	,	,	,	,	0
