NOble	NOble	j	NOble	noble	0
present	present	j	present	present	0
day	day	n1	day	day	0
)	)	)	)	)	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
veraignty	veraignty	n1	veraignty	veraignty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fairs	fairs	n2	fairs	fair	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
had	had	vhn	had	have	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
principall	principall	n-jn	principal	principal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
States	States	n2	States	state	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
the	the	dt	the	the	0
Battavers	Battavers	np1	Battavers	Battavers	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Hollanders	Hollanders	np2	Hollanders	Hollander	0
and	and	cc	and	and	0
the	the	dt	the	the	0
West	West	n1	West	west	0
Freises	Freises	vvz	Freises	freise	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
raignty	raignty	n1	raignty	raignty	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
long	long	j	long	long	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nuall	nuall	n1	nuall	nuall	0
consequent	consequent	j	consequent	consequent	0
Succession	Succession	n1	Succession	succession	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
esta	esta	fw-la	esta	esta	0
∣	∣	sy	∣	∣	0
blished	blished	vvn	blished	blish	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
.	.	.	.	.	1
This	This	d	This	this	0
Soveraignty	Soveraignty	n1	Sovereignty	sovereignty	0
and	and	cc	and	and	0
pow	pow	uh	pow	pow	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
States	States	n2	States	state	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
∣	∣	sy	∣	∣	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
the	the	dt	the	the	0
harbour	harbour	n1	harbour	harbour	0
of	of	pp-f	of	of	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
moderated	moderated	vvd	moderated	moderate	0
equity	equity	n1	equity	equity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
bridle	bridle	n1	bridle	bridle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Principalities	Principalities	n2	Principalities	principality	0
prodigality	prodigality	n1	prodigality	prodigality	0
.	.	.	.	.	1
This	This	d	This	this	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
times	times	n2	times	time	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
terror	terror	n1	terror	terror	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
Commanders	Commanders	n2	Commanders	commander	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
gents	gents	n2	gents	gent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
State	State	n1	State	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
have	have	vhb	have	have	0
willingly	willingly	av-j	willingly	willing	0
submitted	submitted	vvn	submitted	submit	0
their	their	po32	their	their	0
magnifience	magnifience	n1	magnifience	magnifience	0
thereunto	thereunto	av	thereunto	thereunto	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
or	or	cc	or	or	0
Generals	Generals	n2	Generals	general	0
,	,	,	,	,	0
or	or	cc	or	or	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
latest	latest	js	latest	late	0
times	times	n2	times	time	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Earles	Earles	n2	Earls	earl	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
The	The	dt	The	the	0
very	very	j	very	very	0
Lawes	Lawes	n2	Laws	law	0
and	and	cc	and	and	0
Privi	Privi	fw-la	Privi	privi	0
∣	∣	sy	∣	∣	0
ledges	ledges	n2	ledges	ledge	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
unviolable	unviolable	j	unviolable	unviolable	0
,	,	,	,	,	0
have	have	vhb	have	have	0
like	like	av-j	like	like	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
also	also	av	also	also	0
continually	continually	av-j	continually	continual	0
been	been	vbn	been	be	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
served	served	vvn	served	serve	0
safely	safely	av-j	safely	safe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
custody	custody	n1	custody	custody	0
and	and	cc	and	and	0
possession	possession	n1	possession	possession	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bosome	bosome	n1	bosom	bosom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
States	States	n2	States	state	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
resolutions	resolutions	n2	resolutions	resolution	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Lordships	Lordships	n2	Lordship's	lordship	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
times	times	n2	times	time	0
the	the	dt	the	the	0
Hollanders	Hollanders	np2	Hollanders	Hollander	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
now	now	av	now	now	0
againe	againe	av	again	again	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
famous	famous	j	famous	famous	0
)	)	)	)	)	0
sailed	sailed	vvd	sailed	sail	0
through	through	p-acp	through	through	0
those	those	d	those	those	0
mighty	mighty	j	mighty	mighty	0
raging	raging	j-vvg	raging	rage	0
tempests	tempests	n2	tempests	tempest	0
,	,	,	,	,	0
even	even	av	even	even	0
unto	unto	p-acp	unto	unto	0
these	these	d	these	these	0
happy	happy	j	happy	happy	0
dayes	dayes	n2	days	day	0
and	and	cc	and	and	0
times	times	n2	times	time	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	q-crq	what	what	0
greater	greater	jc	greater	great	0
dangers	dangers	n2	dangers	danger	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
hapned	hapned	vvn	happened	happen	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
hapned	hapned	vvn	happened	happen	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
?	?	?	?	?	0
as	as	c-acp	as	as	0
first	first	ord	first	first	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spanish	Spanish	jp	Spanish	spanish	0
power	power	n1	power	power	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
next	next	ord	next	next	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
according	according	vvg	according	accord	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
own	own	d	own	own	0
opinion	opinion	n1	opinion	opinion	0
farre	farre	av-j	far	far	0
greater	greater	jc	greater	great	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
,	,	,	,	,	0
power	power	n1	power	power	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
was	was	vbds	was	be	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
,	,	,	,	,	0
that	that	cst	that	that	0
Li	Li	crd	Li	li	0
∣	∣	sy	∣	∣	0
berty	berty	n1	berty	berty	0
hath	hath	vhz	hath	have	0
wrestled	wrestled	vvn	wrestled	wrestle	0
and	and	cc	and	and	0
strug	strug	n1	strug	strug	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
through	through	p-acp	through	through	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
hideous	hideous	j	hideous	hideous	0
dangers	dangers	n2	dangers	danger	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
enforced	enforced	vvn	inforced	enforce	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
Arms	Arms	n2	Arms	arm	0
,	,	,	,	,	0
They	They	pns32	They	they	0
first	first	ord	first	first	0
opposed	opposed	vvd	opposed	oppose	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
violence	violence	n1	violence	violence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Oppressors	Oppressors	ng2	Oppressors'	oppressor	0
,	,	,	,	,	0
the	the	dt	the	the	0
reasonable	reasonable	j	reasonable	reasonable	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
a	a	dt	a	a	0
good	good	j	good	good	0
politick	politick	j	politic	politic	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
invinci	invinci	fw-la	invinci	invinci	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
courage	courage	n1	courage	courage	0
.	.	.	.	.	1
The	The	dt	The	the	0
happy	happy	j	happy	happy	0
event	event	n1	event	event	0
thereof	thereof	av	thereof	thereof	0
hath	hath	vhz	hath	have	0
declared	declared	vvn	declared	declare	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
at	at	p-acp	at	at	0
two	two	crd	two	two	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
verall	verall	j	verall	verall	0
times	times	av	times	time	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
admira	admira	n1	admira	admira	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Warre	Warre	n1	War	war	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
fame	fame	n1	fame	fame	0
and	and	cc	and	and	0
power	power	n1	power	power	0
thereof	thereof	av	thereof	thereof	0
encreased	encreased	vvn	increased	increase	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
pleaseth	pleaseth	vvz	pleases	please	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
commonly	commonly	av-j	commonly	common	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
and	and	cc	and	and	0
assay	assay	vvi	assay	assay	0
those	those	d	those	those	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
travels	travels	n2	travels	travel	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
afterwards	afterwards	av	afterwards	afterward	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
vance	vance	n1	vance	vance	0
to	to	p-acp	to	to	0
great	great	j	great	great	0
honours	honours	n2	honours	honour	0
.	.	.	.	.	1
Under	Under	p-acp	Under	under	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
same	same	d	same	same	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
vernours	vernours	n2	vernours	vernour	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
appeared	appeared	vvn	appeared	appear	0
that	that	cst	that	that	0
great	great	j	great	great	0
fidelity	fidelity	n1	fidelity	fidelity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bat	Bat	n1	Bat	bat	0
∣	∣	sy	∣	∣	0
tavers	tavers	n2	tavers	taver	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
valiantnesse	valiantnesse	n1	valiantness	valiantness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
deeds	deeds	n2	deeds	deed	0
in	in	p-acp	in	in	0
Warre	Warre	n1	War	war	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
fide	fide	fw-la	fide	fide	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
can	can	vmb	can	can	0
suffici	suffici	fw-la	suffici	suffici	0
∣	∣	sy	∣	∣	0
ently	ently	av-j	ently	ent	0
testifie	testifie	vvb	testify	testify	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
Predeces	Predeces	fw-la	Predeces	predeces	0
∣	∣	sy	∣	∣	0
sors	sors	ng2	sors	sors	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
Neighbouring	Neighbouring	j-vvg	Neighbouring	neighbour	0
Kings	Kings	n2	Kings	king	0
doe	doe	vdb	do	do	0
now	now	av	now	now	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
:	:	:	:	:	0
And	And	cc	And	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
they	they	pns32	they	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
even	even	av	even	even	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
Antipodes	Antipodes	n2	Antipodes	antipode	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
behold	behold	vvb	behold	behold	0
another	another	j-jn	another	another	0
Firmament	Firmament	n1	Firmament	firmament	0
and	and	cc	and	and	0
Stars	Stars	n2	Stars	star	0
.	.	.	.	.	1
The	The	dt	The	the	0
recitation	recitation	n1	recitation	recitation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
things	things	n2	things	thing	0
according	according	vvg	according	accord	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
deserts	deserts	n2	deserts	desert	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
matter	matter	n1	matter	matter	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furnishing	furnishing	n-vvg	furnishing	furnish	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
great	great	j	great	great	0
Hi	Hi	pno31	Him	he	0
∣	∣	sy	∣	∣	0
story	story	n1	story	story	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
suffice	suffice	vvi	suffice	suffice	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
,	,	,	,	,	0
shortly	shortly	av-j	shortly	short	0
and	and	cc	and	and	0
summarily	summarily	av-j	summarily	summary	0
to	to	pc-acp	to	to	0
relate	relate	vvi	relate	relate	0
the	the	dt	the	the	0
Antiquity	Antiquity	n1	Antiquity	antiquity	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Government	Government	n1	Government	government	0
which	which	r-crq	which	which	0
hapned	hapned	vvd	happened	happen	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nobles	Nobles	n2-j	Nobles	noble	0
or	or	cc	or	or	0
States	States	n2	States	state	0
,	,	,	,	,	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
habitants	habitants	n2	habitants	habitant	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
acceptable	acceptable	j	acceptable	acceptable	0
unto	unto	p-acp	unto	unto	0
Strangers	Strangers	n2	Strangers	stranger	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
very	very	av	very	very	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
old	old	j	old	old	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
reported	reported	vvn	reported	report	0
of	of	pp-f	of	of	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
cibiades	cibiades	n2	cibiades	cibiade	0
and	and	cc	and	and	0
also	also	av	also	also	0
Augustus	Augustus	np1	Augustus	Augustus	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
That	That	cst	That	that	0
a	a	dt	a	a	0
good	good	j	good	good	0
Subject	Subject	j-jn	Subject	subject	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
present	present	j	present	present	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
seek	seek	vvi	seek	seek	0
for	for	p-acp	for	for	0
no	no	dx	no	no	0
Alteration	Alteration	n1	Alteration	alteration	0
▪	▪	▪	▪	▪	0
Yet	Yet	av	Yet	yet	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
,	,	,	,	,	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
earnestly	earnestly	av-j	earnestly	earnest	0
affect	affect	vvi	affect	affect	0
such	such	d	such	such	0
a	a	dt	a	a	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
enjoy	enjoy	vvi	enjoy	enjoy	0
,	,	,	,	,	0
and	and	cc	and	and	0
besides	besides	a-acp	beside	beside	0
we	we	pns12	we	we	0
perceive	perceive	vvb	perceive	perceive	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
fore-fathers	fore-fathers	n2	forefathers	forefather	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
best	best	js	best	best	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
convenient	convenient	j	convenient	convenient	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Fathers	Fathers	n2	Father's	father	0
have	have	vhb	have	have	0
main	main	j	main	main	0
∣	∣	sy	∣	∣	0
tained	tained	j	tained	tained	0
and	and	cc	and	and	0
defended	defended	vvd	defended	defend	0
even	even	av	even	even	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
dearest	dearest	js-jn	dearest	dear	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
left	left	vvn	left	leave	0
the	the	dt	the	the	0
same	same	d	same	same	0
as	as	p-acp	as	as	0
their	their	po32	their	their	0
own	own	d	own	own	0
proper	proper	j	proper	proper	0
inheritance	inheritance	n1	inheritance	inheritance	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
succeeding	succeeding	j-vvg	succeeding	succeed	0
posterity	posterity	n1	posterity	posterity	0
.	.	.	.	.	1
Hereunto	Hereunto	av	Hereunto	hereunto	0
may	may	vmb	may	may	0
also	also	av	also	also	0
be	be	vbb	be	be	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
matters	matters	n2	matters	matter	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
quity	quity	n1	quity	quity	0
is	is	vbz	is	be	0
much	much	av-d	much	much	0
respected	respected	vvn	respected	respect	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
worth	worth	n1	worth	worth	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
esteemed	esteemed	vvn	esteemed	esteem	0
