BFloved	BFloved	j-vvn	BFloved	bflove	0
whose	whose	rg-crq	whose	who	0
hands	hands	n2	hands	hand	0
and	and	cc	and	and	0
sight	sight	n1	sighed	sight	0
this	this	d	this	this	0
,	,	,	,	,	0
though	though	cs	though	though	0
a	a	dt	a	a	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
happen	happen	vvi	happen	happen	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
candid	candid	j	candid	candid	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
courteously	courteously	av-j	courteously	courteous	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
cost	cost	n1	cost	cost	0
,	,	,	,	,	0
published	published	vvn	published	publish	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
benefit	benefit	n1	benefit	benefit	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
betake	betake	vvb	betake	betake	0
you	you	pn22	you	you	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
supreme	supreme	j	supreme	supreme	0
Physiti	Physiti	n1	Physiti	physiti	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
and	and	cc	and	and	0
soule	soule	n1	soul	soul	0
:	:	:	:	:	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leave	leave	n1	leave	leave	0
.	.	.	.	.	1
