COnsidering	COnsidering	vvg	COnsidering	consider	0
whom	whom	ro-crq	whom	who	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
familiar	familiar	j-jn	familiar	familiar	0
,	,	,	,	,	0
and	and	cc	and	and	0
principally	principally	av-j	principally	principal	0
due	due	j-jn	due	due	0
.	.	.	.	.	1
It	It	pn31	It	it	0
grieues	grieues	vvz	grieves	grieve	0
not	not	xx	not	not	0
mee	mee	pno11	me	i	0
now	now	av	now	now	0
againe	againe	av	again	again	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
eies	eies	n2	eyes	eye	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
heeretofore	heeretofore	av	heretofore	heretofore	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
eares	eares	n2	ears	ear	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
mindes	mindes	n2	minds	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
;	;	;	;	;	0
and	and	cc	and	and	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
precisely	precisely	av-j	precisely	precise	0
say	say	vvi	say	say	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Peter	Peter	np1	Peter	Peter	0
did	did	vdd	did	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
lay	lay	vvi	lay	lay	0
downe	downe	a-acp	down	down	0
mine	mine	po11	mine	my	0
earthly	earthly	j	earthly	earthly	0
tabernacle	tabernacle	n1	tabernacle	tabernacle	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
that	that	d	that	that	0
time	time	n1	time	time	0
bee	bee	vbi	be	be	0
¦	¦	sy	¦	¦	0
ing	ing	zz	ing	ing	0
vncertaine	vncertaine	j-u	uncertain	certain	0
,	,	,	,	,	0
and	and	cc	and	and	0
hauing	hauing	vhg	having	have	0
had	had	vhn	had	have	0
many	many	d	many	many	0
times	times	n2	times	time	0
warning	warning	vvg	warning	warn	0
to	to	pc-acp	to	to	0
bethinke	bethinke	vvi	bethink	bethink	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
vncertaine	vncertaine	j	uncertain	uncertain	0
continuance	continuance	n1	continuance	continuance	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
sometimes	sometimes	av	sometime	sometime	0
recei	recei	vvi	recei	recei	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
the	the	dt	the	the	0
sentence	sentence	n1	sentence	sentence	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
trust	trust	vvi	trust	trust	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
God,2	God,2	np1	God,2	God,2	0
Cor.	Cor.	np1	Cor.	Cor.	1
1.9	1.9	crd	1.9	1.9	0
.	.	.	.	.	0
who	who	q-crq	who	who	0
raiseth	raiseth	vvz	raiseth	raise	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
;	;	;	;	;	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
meete	meete	vvi	meet	meet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ta	ta	fw-fr	ta	ta	0
∣	∣	sy	∣	∣	0
bernacle	bernacle	n1	barnacle	barnacle	0
to	to	p-acp	to	to	0
stirre	stirre	vvi	stir	stir	0
them	them	pno32	them	they	0
vp	vp	a-acp	up	up	0
by	by	p-acp	by	by	0
putting	putting	vvg	putting	put	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
membrance	membrance	n1	membrance	membrance	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
endeauour	endeauour	vvi	endeavour	endeavour	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
departing	departing	n-vvg	departing	depart	0
.	.	.	.	.	1
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	0
1.13.15	1.13.15	crd	1.13.15	1.13.15	0
In	In	n1	In	inn	0
the	the	dt	the	the	0
Epistles	Epistles	n2	Epistles	epistle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Apostle	Apostle	n1	Apostle	apostle	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
written	written	vvn	written	write	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Colossians	Colossians	njp2	Colossians	colossian	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
clearely	clearely	av-j	clearly	clear	0
and	and	cc	and	and	0
plainely	plainely	av-j	plainly	plain	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
heare	heare	vvb	hear	hear	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
saith	saith	vvz	says	say	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
requireth	requireth	vvz	requires	require	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
duties	duties	n2	duties	duty	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
reading	reading	vvg	reading	read	0
this	this	d	this	this	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
safe	safe	j	safe	safe	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
(	(	(	(	(	0
vnlearned	vnlearned	j	unlearned	unlearned	0
and	and	cc	and	and	0
vnstable	vnstable	j-u	unstable	unstable	0
soules	soules	n2	souls	soul	0
peruert	peruert	vvi	pervert	pervert	0
somethings	somethings	n2	somethings	something	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
destruction	destruction	n1	destruction	destruction	0
)	)	)	)	)	0
a	a	dt	a	a	0
guide	guide	n1	guide	guide	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Eunuch	Eunuch	n1	Eunuch	eunuch	0
confessed	confessed	vvd	confessed	confess	0
)	)	)	)	)	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
necessarie	necessarie	j	necessary	necessary	0
vse	vse	n1	use	use	0
.	.	.	.	.	1
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	0
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	1
Act.	Act.	n1	Act.	act	0
8.31	8.31	crd	8.31	8.31	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
shewed	shewed	vvd	showed	show	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
helpefull	helpefull	j	helpful	helpful	0
vnto	vnto	p-acp	unto	unto	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
dire	dire	j	dire	dire	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
and	and	cc	and	and	0
want	want	vvb	want	want	0
better	better	jc	better	better	0
guides	guides	n2	guides	guide	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
uoured	uoured	j	uoured	uoured	0
to	to	pc-acp	to	to	0
point	point	vvi	point	point	0
out	out	av	out	out	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
right	right	j-jn	right	right	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
and	and	cc	and	and	0
sauing	sauing	vvg	saving	save	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
heauenly	heauenly	j	heavenly	heavenly	0
truth	truth	n1	truth	truth	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
reuealed	reuealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
diuine	diuine	j-jn	divine	divine	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
ear	ear	n1	ear	ear	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
readers	readers	n2	readers	reader	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
,	,	,	,	,	0
would	would	vmd	would	will	0
bring	bring	vvi	bring	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
slender	slender	j	slender	slender	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
teachable	teachable	j	teachable	teachable	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
plyable	plyable	j	pliable	pliable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
lay	lay	vvi	lay	lay	0
aside	aside	av	aside	aside	0
all	all	d	all	all	0
preiudicate	preiudicate	j-vvn	prejudicate	prejudicate	0
and	and	cc	and	and	0
forestalled	forestalled	j-vvn	forestalled	forestall	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
all	all	d	all	all	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
Ehes	Ehes	n2	Ehes	ehe	0
.	.	.	.	.	1
4.15	4.15	crd	4.15	4.15	0
.	.	.	.	.	0
and	and	cc	and	and	0
set	set	vvi	set	set	0
themselues	themselues	px32	themselves	themselves	0
both	both	d	both	both	0
to	to	p-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
.	.	.	.	.	1
My	My	po11	My	my	0
method	method	n1	method	method	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
curious	curious	j	curious	curious	0
or	or	cc	or	or	0
hidden	hidden	j-vvn	hidden	hide	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
plaine	plaine	j	plain	plain	0
and	and	cc	and	and	0
open	open	j	open	open	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
the	the	dt	the	the	0
simplest	simplest	js	simplest	simple	0
reader	reader	n1	reader	reader	0
endued	endued	vvn	endued	endue	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
discretion	discretion	n1	discretion	discretion	0
,	,	,	,	,	0
may	may	vmb	may	may	0
obserue	obserue	vvi	observe	observe	0
that	that	d	that	that	0
the	the	dt	the	the	0
coherence	coherence	n1	coherence	coherence	0
,	,	,	,	,	0
and	and	cc	and	and	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
being	being	vbg	being	be	0
laid	laid	vvn	laid	lay	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
directed	directed	vvn	directed	direct	0
me	me	pno11	me	i	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
)	)	)	)	)	0
and	and	cc	and	and	0
then	then	av	then	then	0
doctrines	doctrines	n2	doctrines	doctrine	0
are	are	vbr	are	be	0
thence	thence	av	thence	thence	0
raised	raised	vvn	raised	raise	0
,	,	,	,	,	0
