ALthogh	ALthogh	cs	Although	although	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
emptie	emptie	j	empty	empty	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
fearing	fearing	vvg	fearing	fear	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
offered	offered	vvn	offered	offer	0
anie	anie	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
my	my	po11	my	my	0
barba	barba	fw-la	barba	barba	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
and	and	cc	and	and	0
incongruous	incongruous	j	incongruous	incongruous	0
speech	speech	n1	speech	speech	0
should	should	vmd	should	shall	0
rather	rather	av-c	rather	rather	0
haue	haue	vhi	have	have	0
moued	moued	vvn	moved	move	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
to	to	pc-acp	to	to	0
mis	mis	vvi	miss	miss	0
∣	∣	sy	∣	∣	0
like	like	vvb	like	like	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
homelines	homelines	n1	homeliness	homeliness	0
,	,	,	,	,	0
then	then	av	then	then	0
otherwise	otherwise	av	otherwise	otherwise	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
receiued	receiued	vvn	received	receive	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
fauour	fauour	n1	favour	favour	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
being	being	vbg	being	be	0
long	long	av-j	long	long	0
tosted	tosted	j-vvn	toasted	toast	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
two	two	crd	two	two	0
extremities	extremities	n2	extremities	extremity	0
,	,	,	,	,	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	n2	times	time	0
calling	calling	vvg	calling	call	0
to	to	pc-acp	to	to	0
minde	minde	vvi	mind	mind	0
the	the	dt	the	the	0
dewty	dewty	n1	duty	duty	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
bound	bound	vvn	bound	bind	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
membering	membering	vvg	membering	member	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
alwaies	alwaies	av	always	always	0
vnable	vnable	j-u	unable	able	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
manifold	manifold	j	manifold	manifold	0
defects	defects	n2	defects	defect	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
satisfied	satisfied	vvn	satisfied	satisfy	0
the	the	dt	the	the	0
least	least	ds	least	least	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worthie	worthie	j	worthy	worthy	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
end	end	n1	end	end	0
thoght	thoght	vvd	thought	think	0
better	better	av-jc	better	better	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rude	rude	j	rude	rude	0
then	then	av	then	then	0
vngrate	vngrate	j	ungrate	ungrate	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellency	cellency	n1	cellency	cellency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
theam	theam	n1	theam	theme	0
proposed	proposed	vvn	proposed	propose	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
favour	favour	n1	favour	favour	0
(	(	(	(	(	0
althogh	althogh	cs	although	although	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
learning	learning	n1	learning	learning	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
merite	merite	vvb	merit	merit	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
holines	holines	n1	holiness	holiness	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
requyres	requyres	vvz	requires	require	0
)	)	)	)	)	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
boldnes	boldnes	n1	boldness	boldness	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
acquaint	acquaint	vvi	acquaint	acquaint	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
mith	mith	ord	mith	mith	0
my	my	po11	my	my	0
small	small	j	small	small	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
speeke	speeke	vvi	speak	speak	0
a	a	dt	a	a	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
subiect	subiect	n-jn	subject	subject	0
concerning	concerning	vvg	concerning	concern	0
a	a	dt	a	a	0
troubled	troubled	j-vvn	troubled	trouble	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
comforts	comforts	n2	comforts	comfort	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
conflict	conflict	n1	conflict	conflict	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
prescrived	prescrived	vvn	prescribed	prescribe	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
agonie	agonie	n1	agony	agony	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
priuate	priuate	j-jn	private	private	0
content	content	n1	content	content	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
avoide	avoide	vvi	avoid	avoid	0
the	the	dt	the	the	0
tediousnes	tediousnes	n1	tediousness	tediousness	0
of	of	pp-f	of	of	0
ill	ill	j-jn	ill	ill	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
ployed	ployed	vvn	ployed	ploy	0
tyme	tyme	n1	time	time	0
)	)	)	)	)	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
great	great	j	great	great	0
interest	interest	n1	interest	interest	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
will	will	n1	will	will	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
this	this	d	this	this	0
little	little	j	little	little	0
scrole	scrole	n1	scroll	scroll	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
others	others	n2-jn	others	other	0
might	might	vmd	might	may	0
reape	reape	vvi	reap	reap	0
some	some	d	some	some	0
profite	profite	n1	profit	profit	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
fortified	fortified	vvn	fortified	fortify	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
and	and	cc	and	and	0
apprehension	apprehension	n1	apprehension	apprehension	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gilt	gilt	n1	gilded	gilt	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
certainly	certainly	av-j	certainly	certain	0
the	the	dt	the	the	0
worthines	worthines	n1	worthiness	worthiness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iect	iect	n1	iect	iect	0
mooued	mooued	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
easily	easily	av-j	easily	easy	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
desires	desires	n2	desires	desire	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
knowing	knowing	vvg	knowing	know	0
that	that	d	that	that	0
students	students	n2	students	student	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
beginning	beginning	n1	beginning	beginning	0
(	(	(	(	(	0
how	how	c-crq	how	how	0
worthie	worthie	j	worthy	worthy	0
so	so	av	so	so	0
ever	ever	av	ever	ever	0
)	)	)	)	)	0
haue	haue	vhb	have	have	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
cold	cold	j-jn	cold	cold	0
welcome	welcome	j-jn	welcome	welcome	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
forren	forren	j	foreign	foreign	0
land	land	n1	land	land	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
support	support	n1	support	support	0
and	and	cc	and	and	0
countenance	countenance	n1	countenance	countenance	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
great	great	j	great	great	0
&	&	cc	&	and	0
worthie	worthie	j	worthy	worthy	0
personage	personage	n1	personage	personage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
fearing	fearing	vvg	fearing	fear	0
my	my	po11	my	my	0
imperfections	imperfections	n2	imperfections	imperfection	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
handling	handling	vvg	handling	handle	0
this	this	d	this	this	0
sukiect	sukiect	n-jn	sukiect	sukiect	0
,	,	,	,	,	0
might	might	vmd	might	may	0
happely	happely	av-j	happily	happy	0
blemish	blemish	vvi	blemish	blemish	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
giue	giue	vvi	give	give	0
some	some	d	some	some	0
dstiaste	dstiaste	n1	dstiaste	dstiaste	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
curious	curious	j	curious	curious	0
reader	reader	n1	reader	reader	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
boldnes	boldnes	n1	boldness	boldness	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
rected	rected	vvn	rected	rect	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
patron	patron	n1	patron	patron	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
rather	rather	av-c	rather	rather	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
preses	preses	n2	preses	prese	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
fend	fend	vvb	fend	fend	0
my	my	po11	my	my	0
weaknes	weaknes	n1	weakness	weakness	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
cavell	cavell	vvb	cavell	cavil	0
or	or	cc	or	or	0
oppon	oppon	av	oppon	oppon	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
tender	tender	j	tender	tender	0
propositions	propositions	n2	propositions	proposition	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
since	since	p-acp	since	since	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
proceedes	proceedes	vvz	proceeds	proceed	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
bounden	bounden	vvn	bounden	bind	0
dewry	dewry	n1	dewry	dewry	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
santasticall	santasticall	j	santasticall	santasticall	0
toy	toy	n1	toy	toy	0
or	or	cc	or	or	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
renoun	renoun	n1	renown	renown	0
:	:	:	:	:	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
therefore	therefore	av	therefore	therefore	0
commit	commit	vvi	commit	commit	0
all	all	d	all	all	0
my	my	po11	my	my	0
slips	slips	n2	slips	slip	0
and	and	cc	and	and	0
ignorances	ignorances	n2	ignorances	ignorance	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
subsidie	subsidie	n1	subsidy	subsidy	0
,	,	,	,	,	0
looking	looking	vvg	looking	look	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acceptable	acceptable	j	acceptable	acceptable	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
loathed	loathed	vvn	loathed	loathe	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
quhilk	quhilk	n1	quhilk	quhilk	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
laiking	laiking	vvg	laiking	laik	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
thought	thought	vvd	thought	think	0
vnsavorie	vnsavorie	j	unsavoury	unsavoury	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
quhilk	quhilk	n1	quhilk	quhilk	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
affection	affection	n1	affection	affection	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
presumed	presumed	vvn	presumed	presume	0
to	to	p-acp	to	to	0
shrewd	shrewd	j	shrewd	shrewd	0
both	both	av-d	both	both	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
besceching	besceching	vvg	besceching	bescech	0
you	you	pn22	you	you	0
receaue	receaue	vvb	receive	receive	0
these	these	d	these	these	0
strangers	strangers	n2	strangers	stranger	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
vsually	vsually	av-j	usually	usual	0
do	do	vdb	do	do	0
all	all	d	all	all	0
men	men	n2	men	man	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
gratious	gratious	j	gracious	gracious	0
and	and	cc	and	and	0
a	a	dt	a	a	0
gentle	gentle	j	gentle	gentle	0
eie	eie	n1	eye	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
endevours	endevours	n2	endeavours	endeavour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
testimonie	testimonie	n1	testimony	testimony	0
and	and	cc	and	and	0
a	a	dt	a	a	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
dewty	dewty	n1	duty	duty	0
and	and	cc	and	and	0
service	service	n1	service	service	0
:	:	:	:	:	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
honourable	honourable	j	honourable	honourable	0
acceptance	acceptance	n1	acceptance	acceptance	0
and	and	cc	and	and	0
exemple	exemple	n1	exemple	example	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
drawne	drawne	vvn	drawn	draw	0
to	to	pc-acp	to	to	0
entertaine	entertaine	vvi	entertain	entertain	0
them	them	pno32	them	they	0
kindely	kindely	av-j	kindly	kind	0
,	,	,	,	,	0
and	and	cc	and	and	0
bid	bid	vvb	bid	bid	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
better	better	jc	better	better	0
welcome	welcome	n-jn	welcome	welcome	0
:	:	:	:	:	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
L	L	sy	L	l	0
,	,	,	,	,	0
incourage	incourage	vvi	encourage	encourage	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
stronger	stronger	jc	stronger	strong	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
and	and	cc	and	and	0
bind	bind	vvb	bind	bound	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
continew	continew	vvi	continue	continue	0
alwaies	alwaies	av	always	always	0
,	,	,	,	,	0
promising	promising	vvg	promising	promise	0
certemly	certemly	av-j	certemly	certem	0
if	if	cs	if	if	0
mymuse	mymuse	n1	mymuse	mymuse	0
shall	shall	vmb	shall	shall	0
afford	afford	vvi	afford	afford	0
any	any	d	any	any	0
better	better	jc	better	better	0
things	things	n2	things	thing	0
thereafter	thereafter	av	thereafter	thereafter	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
person	person	n1	person	person	0
nor	nor	ccx	nor	nor	0
your	your	po22	your	your	0
place	place	n1	place	place	0
be	be	vbi	be	be	0
forge	forge	n1	forge	forge	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
taient	taient	fw-fr	taient	taient	0
incresses	incresses	n2	incresses	incress	0
your	your	po22	your	your	0
L	L	sy	L	l	0
.	.	.	.	.	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
.	.	.	.	.	1
MY	MY	po11	MY	my	0
greatest	greatest	js	greatest	great	0
reverence	reverence	n1	reverence	reverence	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
halfe	halfe	av-jn	half	half	0
my	my	po11	my	my	0
dew	dew	n1	due	dew	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
more	more	n1	more	moor	0
nor	nor	ccx	nor	nor	0
all	all	d	all	all	0
my	my	po11	my	my	0
worth	worth	n1	worth	worth	0
thy	thy	po21	thy	thy	0
worth	worth	n1	worth	worth	0
requyres	requyres	vvz	requires	require	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
my	my	po11	my	my	0
attempt	attempt	n1	attempt	attempt	0
I	I	pns11	I	i	0
wishe	wishe	vvb	wish	wish	0
there	there	a-acp	there	there	0
might	might	vmd	might	may	0
ensew	ensew	vvi	ensue	ensue	0
But	But	p-acp	But	but	0
some	some	d	some	some	0
contentment	contentment	n1	contentment	contentment	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
hie	hie	j	high	high	0
desires	desires	n2	desires	desire	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
no	no	dx	no	no	0
darknes	darknes	n1	darkness	darkness	0
bides	bides	vvz	bides	bide	0
,	,	,	,	,	0
Thy	Thy	po21	Thy	thy	0
Sunnie	Sunnie	j	Sunny	sunny	0
cies	cies	n2	cies	eye	0
my	my	po11	my	my	0
imperfections	imperfections	n2	imperfections	imperfection	0
hides	hides	vvz	hides	hide	0
.	.	.	.	.	1
Vertue	Vertue	n1	Virtue	virtue	0
quhilk	quhilk	n1	quhilk	quhilk	0
dwels	dwels	vvz	dwells	dwell	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
thoght	thoght	vvd	thought	think	0
,	,	,	,	,	0
Makes	Makes	vvz	Makes	make	0
good	good	j	good	good	0
the	the	dt	the	the	0
seed	seed	n1	seed	seed	0
what	what	r-crq	what	what	0
ever	ever	av	ever	ever	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
smell	smell	n1	smell	smell	0
:	:	:	:	:	0
The	The	dt	The	the	0
outwarde	outwarde	j	outward	outward	0
glosse	glosse	n1	gloss	gloss	0
some	some	d	some	some	0
time	time	n1	time	time	0
doth	doth	vdz	does	do	0
seeme	seeme	vvi	seem	seem	0
but	but	p-acp	but	but	0
noght	noght	pix	nought	nought	0
,	,	,	,	,	0
Quhill	Quhill	np1	Quhill	Quhill	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
stuffe	stuffe	n1	stuff	stuff	0
doeth	doeth	vdz	doth	do	0
much	much	d	much	much	0
excell	excell	vvi	excel	excel	0
:	:	:	:	:	0
Gold	Gold	n1	Gold	gold	0
thogh	thogh	cs	though	though	0
not	not	xx	not	not	0
finde	finde	vvi	find	find	0
some	some	d	some	some	0
men	men	n2	men	man	0
do	do	vdb	do	do	0
well	well	av	well	well	0
esteeme	esteeme	vvi	esteem	esteem	0
,	,	,	,	,	0
I	I	pns11	I	i	0
rather	rather	av-c	rather	rather	0
loue	loue	vvb	love	love	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
then	then	av	then	then	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
seeme	seeme	vvi	seem	seem	0
.	.	.	.	.	1
