THe	THe	dt	THe	the	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
bosome	bosome	n1	bosom	bosom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
strayed	strayed	vvn	strayed	stray	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
sutable	sutable	j	suitable	suitable	0
,	,	,	,	,	0
and	and	cc	and	and	0
fitting	fitting	vvg	fitting	fit	0
for	for	p-acp	for	for	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
Servants	Servants	n2	Servants	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
as	as	c-acp	as	as	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Glory	Glory	n1	Glory	glory	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
proper	proper	j	proper	proper	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
Members	Members	n2	Members	member	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
Nursing-Fathers	Nursing-Fathers	n2	Nursing-Fathers	nursing-father	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
tends	tends	vvz	tends	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
gathering	gathering	n-vvg	gathering	gather	0
and	and	cc	and	and	0
Uniting	Uniting	n-vvg	Uniting	unite	0
together	together	av	together	together	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Body	Body	n1	Body	body	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
worthy	worthy	j	worthy	worthy	0
such	such	d	such	such	0
Eminent	Eminent	j	Eminent	eminent	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
sonages	sonages	n2	sonages	sonage	0
,	,	,	,	,	0
professing	professing	vvg	professing	profess	0
the	the	dt	the	the	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
opinions	opinions	n2	opinions	opinion	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
corresponding	corresponding	vvg	corresponding	correspond	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
Chistian	Chistian	njp	Christian	christian	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
intended	intended	vvn	intended	intend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reduction	reduction	n1	reduction	reduction	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
strayed	strayed	vvn	strayed	stray	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Sheepfold	Sheepfold	n1	Sheepfold	sheepfold	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Shepherd	Shepherd	n1	Shepherd	shepherd	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
They	They	pns32	They	they	0
should	should	vmd	should	shall	0
assist	assist	vvi	assist	assist	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Politicall	Politicall	j	Political	political	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
contributes	contributes	vvz	contributes	contribute	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
all	all	d	all	all	0
she	she	pns31	she	she	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
)	)	)	)	)	0
her	her	po31	her	her	0
best	best	js	best	best	0
Reasons	Reasons	n2	Reasons	reason	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
conviction	conviction	n1	conviction	conviction	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
further	further	jc	further	further	0
Grounds	Grounds	n2	Grounds	ground	0
and	and	cc	and	and	0
Motives	Motives	n2	Motives	motive	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Excellen	Excellen	j	Excellent	excellent	0
∣	∣	sy	∣	∣	0
cies	cies	n2	cies	eye	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
that	that	cst	that	that	0
You	You	pn22	You	you	0
represent	represent	vvi	represent	represent	0
here	here	av	here	here	0
the	the	dt	the	the	0
Persons	Persons	n2	Persons	person	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
High	High	j	High	high	0
and	and	cc	and	and	0
Mighty	Mighty	j	Mighty	mighty	0
States	States	n2	States	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
United	United	j-vvn	United	unite	0
Provinces	Provinces	n2	Provinces	province	0
;	;	;	;	;	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
whose	whose	r-crq	whose	who	0
Terri	Terri	np1	Terri	Terri	0
∣	∣	sy	∣	∣	0
tories	tories	n2-jn	tories	tory	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
are	are	vbr	are	be	0
infected	infected	vvn	infected	infect	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Venome	Venome	n1	Venom	venom	0
:	:	:	:	:	0
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
,	,	,	,	,	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
thanked	thanked	vvn	thanked	thank	0
,	,	,	,	,	0
it	it	pn31	it	it	0
gaines	gaines	vvz	gains	gain	0
not	not	xx	not	not	0
ground	ground	n1	ground	ground	0
so	so	av	so	so	0
fast	fast	av-j	fast	fast	0
there	there	a-acp	there	there	0
as	as	c-acp	as	as	0
here	here	av	here	here	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	av	the	then	0
Gan	Gan	vvd	Gan	begin	0
∣	∣	sy	∣	∣	0
green	green	j-jn	green	green	0
proves	proves	vvz	proves	prove	0
hitherto	hitherto	av	hitherto	hitherto	0
so	so	av	so	so	0
dangerous	dangerous	j	dangerous	dangerous	0
:	:	:	:	:	0
Concerns	Concerns	vvz	Concerns	concern	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
us	us	pns12	us	we	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
being	being	vbg	being	be	0
infested	infested	j-vvn	infested	infest	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
Malady	Malady	n1	Malady	malady	0
,	,	,	,	,	0
and	and	cc	and	and	0
Disease	Disease	n1	Disease	disease	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
testifie	testifie	vvi	testify	testify	0
our	our	po12	our	our	0
mutuall	mutuall	j	mutual	mutual	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
apprehension	apprehension	n1	apprehension	apprehension	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
appear	appear	vvi	appear	appear	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
however	however	c-acp	however	however	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
divided	divided	vvn	divided	divide	0
in	in	p-acp	in	in	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
strongly	strongly	av-j	strongly	strong	0
united	united	vvn	united	unite	0
in	in	p-acp	in	in	0
Heart	Heart	n1	Heart	heart	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
Harmony	Harmony	n1	Harmony	harmony	0
of	of	pp-f	of	of	0
Opinions	Opinions	n2	Opinions	opinion	0
:	:	:	:	:	0
You	You	pn22	You	you	0
labour	labour	vvb	labour	labour	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
You	You	pn22	You	you	0
may	may	vmb	may	may	0
Establish	Establish	vvb	Establish	establish	0
here	here	av	here	here	0
a	a	dt	a	a	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
State	State	n1	State	state	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
Means	Means	n2	Means	mean	0
,	,	,	,	,	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
ducing	ducing	vvg	ducing	duce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
former	former	j	former	former	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
:	:	:	:	:	0
You	You	pn22	You	you	0
endevour	endevour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
a	a	dt	a	a	0
Gene	Gene	zz	Gene	gene	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
Councell	Councell	n1	Council	council	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
maintaines	maintaines	vvz	maintains	maintain	0
the	the	dt	the	the	0
equity	equity	n1	equity	equity	0
,	,	,	,	,	0
and	and	cc	and	and	0
proves	proves	vvz	proves	prove	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
yet	yet	av	yet	yet	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
Reason	Reason	n1	Reason	reason	0
more	more	dc	more	more	0
which	which	r-crq	which	which	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
obliges	obliges	vvz	obliges	oblige	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
hand	hand	n1	hand	hand	0
passe	passe	vvi	pass	pass	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
incurring	incurring	vvg	incurring	incur	0
the	the	dt	the	the	0
Crime	Crime	n1	Crime	crime	0
of	of	pp-f	of	of	0
highest	highest	js	highest	high	0
Ingratitude	Ingratitude	n1	Ingratitude	ingratitude	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
That	That	cst	That	that	0
great	great	j	great	great	0
Honour	Honour	n1	Honour	honour	0
Your	Your	po22	Your	your	0
Famous	Famous	j	Famous	famous	0
University	University	n1	University	university	0
of	of	pp-f	of	of	0
Leyden	Leyden	np1	Leyden	Leyden	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	j	very	very	0
Athens	Athens	np1	Athens	Athens	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vouchsafing	vouchsafing	vvg	vouchsafing	vouchsafe	0
me	me	pno11	me	i	0
so	so	av	so	so	0
honorable	honorable	j	honourable	honourable	0
a	a	dt	a	a	0
Call	Call	n1	Call	call	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Members	Members	n2	Members	member	0
;	;	;	;	;	0
Truly	Truly	av-j	Truly	true	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Head	Head	n1	Head	head	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
admire	admire	vvi	admire	admire	0
Your	Your	po22	Your	your	0
great	great	j	great	great	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
Letters	Letters	n2	Letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
unparallel'd	unparallel'd	j	unparalleled	unparalleled	0
care	care	n1	care	care	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
advancing	advancing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Provinces	Provinces	n2	Provinces	province	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
alone	alone	av-j	alone	alone	0
they	they	pns32	they	they	0
flourish	flourish	vvb	flourish	flourish	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
perfect	perfect	j	perfect	perfect	0
Lustre	Lustre	n1	Lustre	lustre	0
and	and	cc	and	and	0
Beauty	Beauty	n1	Beauty	beauty	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
You	You	pn22	You	you	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
make	make	vvb	make	make	0
choice	choice	n1	choice	choice	0
and	and	cc	and	and	0
Election	Election	n1	Election	election	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Famous	Famous	j	Famous	famous	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Europe	Europe	np1	Europe	Europe	0
)	)	)	)	)	0
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
,	,	,	,	,	0
that	that	cst	that	that	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
able	able	j	able	able	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
You	You	pn22	You	you	0
meant	meant	vvd	meant	mean	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
Place	Place	n1	Place	place	0
all	all	d	all	all	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
radiant	radiant	j	radiant	radiant	0
Stars	Stars	n2	Stars	star	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Firmament	Firmament	n1	Firmament	firmament	0
;	;	;	;	;	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
You	You	pn22	You	you	0
de	de	vdb	de	do	0
∣	∣	sy	∣	∣	0
spoil	spoil	n1	spoil	spoil	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fairest	fairest	js	fairest	fair	0
flowers	flowers	n2	flowers	flower	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Crowns	Crowns	n2	Crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
sweet	sweet	j	sweet	sweet	0
violence	violence	n1	violence	violence	0
do	do	vdb	do	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
draw	draw	vvb	draw	draw	0
their	their	po32	their	their	0
Eyes	Eyes	n2	Eyes	eye	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Heads	Heads	n2	Heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
quite	quite	av	quite	quite	0
darken	darken	vvi	darken	darken	0
and	and	cc	and	and	0
eclipse	eclipse	vvi	eclipse	eclipse	0
their	their	po32	their	their	0
Lustre	Lustre	n1	Lustre	lustre	0
and	and	cc	and	and	0
shine	shine	n1	shine	shine	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
not	not	xx	not	not	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
rank	rank	vvi	rank	rank	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Great	Great	j	Great	great	0
and	and	cc	and	and	0
Eminent	Eminent	j	Eminent	eminent	0
Personages	Personages	n2	Personages	personage	0
:	:	:	:	:	0
I	I	pns11	I	i	0
