SOme	SOme	d	SOme	some	0
Honours	Honours	ng1	Honours	honour	0
happy	happy	j	happy	happy	0
government	government	n1	government	government	0
,	,	,	,	,	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Civill	Civill	j	Civil	civil	0
Broils	Broils	n2	Broils	broil	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
Royall	Royall	j	Royal	royal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
Walls	Walls	n2	Walls	wall	0
and	and	cc	and	and	0
Bulworks	Bulworks	n2	Bulwarks	bulwark	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
forraign	forraign	j	foreign	foreign	0
Invasion	Invasion	n1	Invasion	invasion	0
;	;	;	;	;	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
should	should	vmb	should	shall	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
mans	mans	ng1	men	man	0
writing	writing	n1	writing	writing	0
be	be	vbi	be	be	0
calumniated	calumniated	vvn	calumniated	calumniate	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
disaffected	disaffected	j-vvn	disaffected	disaffect	0
party	party	n1	party	party	0
here	here	av	here	here	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
;	;	;	;	;	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Royall	Royall	j	Royal	royal	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
(	(	(	(	(	0
formerly	formerly	av-j	formerly	former	0
so	so	av	so	so	0
formidable	formidable	j	formidable	formidable	0
)	)	)	)	)	0
become	become	vvb	become	become	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
temptible	temptible	j	temptible	temptible	0
to	to	pc-acp	to	to	0
forraign	forraign	j	foreign	foreign	0
States	States	n2	States	state	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
affairs	affairs	n2	affairs	affair	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
afford	afford	vvi	afford	afford	0
time	time	n1	time	time	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
examination	examination	n1	examination	examination	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
businesse	businesse	n1	business	business	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
folly	folly	n1	folly	folly	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
sperate	sperate	j	sperate	sperate	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Gentl	Gentl	n1	Gentl	gentleman	0
.	.	.	.	.	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
being	being	vbg	being	be	0
intrusted	intrusted	vvn	entrusted	entrust	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
government	government	n1	government	government	0
and	and	cc	and	and	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
Royall	Royall	j	Royal	royal	0
,	,	,	,	,	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Answer	Answer	n1	Answer	answer	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
Pamphlet	Pamphlet	n1	Pamphlet	pamphlet	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
the	the	dt	the	the	0
true	true	j	true	true	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
the	the	dt	the	the	0
destructive	destructive	j	destructive	destructive	0
effects	effects	n2	effects	effect	0
so	so	av	so	so	0
much	much	av-d	much	much	0
aimed	aimed	vvn	aimed	aim	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
and	and	cc	and	and	0
desired	desired	vvd	desired	desire	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Pam	Pam	np1	Pam	Pam	0
∣	∣	sy	∣	∣	0
phlet	phlet	n1	phlet	phlet	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stop	stop	vvi	stop	stop	0
the	the	dt	the	the	0
mouths	mouths	n2	mouths	mouth	0
of	of	pp-f	of	of	0
Enemies	Enemies	n2	Enemies	enemy	0
and	and	cc	and	and	0
ill-affected	ill-affected	j	ill-affected	ill-affected	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
well-affected	well-affected	j	well-affected	well-affected	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
whose	whose	qg-crq	whose	who	0
provi	provi	fw-la	provi	provi	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
and	and	cc	and	and	0
prudent	prudent	j	prudent	prudent	0
care	care	n1	care	care	0
for	for	p-acp	for	for	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
and	and	cc	and	and	0
guarding	guarding	vvg	guarding	guard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
exceed	exceed	vvi	exceed	exceed	0
all	all	d	all	all	0
former	former	j	former	former	0
Ages	Ages	n2	Ages	age	0
.	.	.	.	.	1
Master	Master	n1	Master	master	0
Burrell	Burrell	np1	Burrell	Burrell	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Preface	Preface	n1	Preface	preface	0
,	,	,	,	,	0
begins	begins	vvz	begins	begin	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
a	a	dt	a	a	0
Story	Story	n1	Story	story	0
,	,	,	,	,	0
That	That	cst	That	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
taking	taking	n-vvg	taking	take	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
pressed	pressed	vvn	pressed	press	0
every	every	d	every	every	0
Lords	Lords	n2	Lords	lord	0
day	day	n1	day	day	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
knew	knew	vvd	knew	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
advantageous	advantageous	j	advantageous	advantageous	0
or	or	cc	or	or	0
hurtfull	hurtfull	j	hurtful	hurtful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
indeed	indeed	av	indeed	indeed	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
was	was	vbds	was	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
contribute	contribute	vvi	contribute	contribute	0
little	little	j	little	little	0
or	or	cc	or	or	0
nothing	nothing	pix	nothing	nothing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
,	,	,	,	,	0
having	having	vhg	having	have	0
lived	lived	vvn	lived	live	0
here	here	av	here	here	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
obscurely	obscurely	av-j	obscurely	obscure	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
private	private	j	private	private	0
advantage	advantage	n1	advantage	advantage	0
and	and	cc	and	and	0
advance	advance	vvi	advance	advance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Fortunes	Fortunes	n2	Fortune's	fortune	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
Officer	Officer	n1	Officer	officer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
,	,	,	,	,	0
being	being	vbg	being	be	0
rowsed	rowsed	vvn	roused	rouse	0
up	up	a-acp	up	up	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
Church-men	Church-men	n2	Churchmen	churchman	0
,	,	,	,	,	0
he	he	pns31	he	he	0
complained	complained	vvd	complained	complain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Say	Say	vvb	Say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
was	was	vbds	was	be	0
sluggish	sluggish	j	sluggish	sluggish	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
sail	sail	vvi	sail	sail	0
so	so	av	so	so	0
sluggishly	sluggishly	av-j	sluggishly	sluggish	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
perform	perform	vvi	perform	perform	0
those	those	d	those	those	0
Services	Services	n2	Services	service	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
expected	expected	vvd	expected	expect	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
purpose	purpose	n1	purpose	purpose	0
presented	presented	vvd	presented	present	0
a	a	dt	a	a	0
paper	paper	n1	paper	paper	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
intituled	intituled	vvn	entitled	entitle	0
,	,	,	,	,	0
Observations	Observations	n2	Observations	observation	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Andrews	Andrews	np1	Andrews	Andrews	0
Burrell	Burrell	np1	Burrell	Burrell	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
paper	paper	n1	paper	paper	0
he	he	pns31	he	he	0
presented	presented	vvd	presented	present	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Warwick	Warwick	np1	Warwick	Warwick	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Lordship	Lordship	n1	Lordship	lordship	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
disputed	disputed	vvn	disputed	dispute	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
it	it	pn31	it	it	0
died	died	vvd	died	die	0
.	.	.	.	.	1
Answer	Answer	n1	Answer	answer	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
Houses	Houses	n2	Houses	house	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
we	we	pns12	we	we	0
received	received	vvd	received	receive	0
an	an	dt	and	a	0
Order	Order	n1	Order	order	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Warwick	Warwick	np1	Warwick	Warwick	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
Committee	Committee	n1	Committee	committee	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
for	for	p-acp	for	for	0
Master	Master	n1	Master	master	0
Burrell	Burrell	np1	Burrell	Burrell	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
his	his	po31	his	his	0
opinion	opinion	n1	opinion	opinion	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
reducing	reducing	vvg	reducing	reduce	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
better	better	jc	better	better	0
posture	posture	n1	posture	posture	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
pretended	pretended	vvd	pretended	pretend	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
sailing	sailing	vvg	sailing	sail	0
:	:	:	:	:	0
We	We	pns12	We	we	0
likewise	likewise	av	likewise	likewise	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
Shipwrights	Shipwrights	n2	Shipwrights	shipwright	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
Captain	Captain	n1	Captain	captain	0
Batten	Batten	np1	Batten	Batten	0
being	being	vbg	being	be	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
come	come	vvn	come	come	0
together	together	av	together	together	0
,	,	,	,	,	0
we	we	pns12	we	we	0
demanded	demanded	vvd	demanded	demand	0
of	of	pp-f	of	of	0
Master	Master	n1	Master	master	0
Burrell	Burrell	np1	Burrell	Burrell	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
manner	manner	n1	manner	manner	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
this	this	d	this	this	0
great	great	j	great	great	0
work	work	n1	work	work	0
:	:	:	:	:	0
His	His	png31	His	he	0
Answer	Answer	n1	Answer	answer	0
was	was	vbds	was	be	0
,	,	,	,	,	0
He	He	pns31	He	he	0
would	would	vmd	would	will	0
cut	cut	vvi	cut	cut	0
them	them	pno32	them	they	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
Tire	Tire	vvb	Tire	tire	0
of	of	pp-f	of	of	0
Ordnance	Ordnance	n1	Ordnance	ordnance	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
means	means	n2	means	mean	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
sail	sail	vvi	sail	sail	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
better	better	av-jc	better	better	0
.	.	.	.	.	1
We	We	pns12	We	we	0
demanded	demanded	vvd	demanded	demand	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
What	What	r-crq	What	what	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
quality	quality	n1	quality	quality	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
cutting	cutting	vvg	cutting	cut	0
them	them	pno32	them	they	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
doing	doing	vdg	doing	do	0
something	something	pi	something	something	0
under	under	p-acp	under	under	0
water	water	n1	water	water	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
small	small	j	small	small	0
purpose	purpose	n1	purpose	purpose	0
:	:	:	:	:	0
His	His	png31	His	he	0
Answer	Answer	n1	Answer	answer	0
was	was	vbds	was	be	0
,	,	,	,	,	0
That	That	cst	That	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
keep	keep	vvi	keep	keep	0
that	that	d	that	that	0
private	private	j	private	private	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
We	We	pns12	We	we	0
desired	desired	vvd	desired	desire	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
perform	perform	vvi	perform	perform	0
this	this	d	this	this	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
old	old	j	old	old	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
charge	charge	n1	charge	charge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
State	State	n1	State	state	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
