Beloved	Beloved	j-vvn	Beloved	belove	0
seen	seen	vvn	seen	see	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
my	my	po11	my	my	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
disregard	disregard	n1	disregard	disregard	0
these	these	d	these	these	0
reasonings	reasonings	n2-vvg	reasonings	reasoning	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
did	did	vdd	did	do	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
reluctancy	reluctancy	n1	reluctancy	reluctancy	0
,	,	,	,	,	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
further	further	av-jc	further	further	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
weakresse	weakresse	n1	weakresse	weakresse	0
would	would	vmd	would	will	0
provoke	provoke	vvi	provoke	provoke	0
some	some	d	some	some	0
to	to	p-acp	to	to	0
sleight	sleight	n1	sleight	sleight	0
the	the	dt	the	the	0
witnesse	witnesse	n1	witness	witness	0
born	born	vvn	born	bear	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
so	so	av	so	so	0
my	my	po11	my	my	0
plainnesse	plainnesse	n1	plainness	plainness	0
might	might	vmd	might	may	0
perhaps	perhaps	av	perhaps	perhaps	0
offend	offend	vvi	offend	offend	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
engage	engage	vvi	engage	engage	0
them	them	pno32	them	they	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
contentions	contentions	n2	contentions	contention	0
,	,	,	,	,	0
not	not	xx	not	not	0
which	which	r-crq	which	which	0
but	but	p-acp	but	but	0
their	their	po32	their	their	0
bettering	bettering	n-vvg	bettering	better	0
and	and	cc	and	and	0
profit	profit	n1	profit	profit	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
Gods	Gods	n2	Gods	god	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
fr	fr	j	fr	fr	0
agent	agent	n1	agent	agent	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
worketh	worketh	vvz	works	work	0
by	by	p-acp	by	by	0
most	most	ds	most	most	0
unlikely	unlikely	j	unlikely	unlikely	0
means	means	n2	means	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
most	most	av-ds	most	most	0
good	good	av-j	good	good	0
where	where	c-crq	where	where	0
least	least	ds	least	least	0
is	is	vbz	is	be	0
expected	expected	vvn	expected	expect	0
.	.	.	.	.	1
One	One	crd	One	one	0
talent	talent	n1	talon	talon	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
improvement	improvement	n1	improvement	improvement	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
second	second	ord	second	second	0
with	with	p-acp	with	with	0
is	is	vbz	is	be	0
blessing	blessing	n1	blessing	blessing	0
on	on	p-acp	on	on	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
some	some	d	some	some	0
may	may	vmb	may	may	0
hart	hart	n1	heart	hart	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
others	others	n2-jn	others	other	0
more	more	av-dc	more	more	0
sober	sober	j	sober	sober	0
minded	minded	vvn	minded	mind	0
may	may	vmb	may	may	0
happily	happily	av-j	happily	happy	0
pick	pick	vvi	pick	pick	0
something	something	pi	something	something	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
some	some	d	some	some	0
perhaps	perhaps	av	perhaps	perhaps	0
may	may	vmb	may	may	0
finde	finde	vvi	find	find	0
leisure	leisure	n1	leisure	leisure	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
a	a	dt	a	a	0
Paper	Paper	n1	Paper	paper	0
who	who	r-crq	who	who	0
either	either	d	either	either	0
want	want	vvb	want	want	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
or	or	cc	or	or	0
money	money	n1	money	money	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
larger	larger	jc	larger	large	0
volumes	volumes	n2	volumes	volume	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
sakes	sakes	n2	sakes	sake	0
then	then	av	then	then	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
theirs	theirs	png32	theirs	they	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
adventu	adventu	fw-la	adventu	adventu	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
publike	publike	j	public	public	0
censure	censure	n1	censure	censure	0
.	.	.	.	.	1
And	And	np1	And	And	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
his	his	po31	his	his	0
whose	whose	rg-crq	whose	who	0
furerall	furerall	n1	furerall	furerall	0
this	this	d	this	this	0
solemnized	solemnized	vvn	solemnized	solemnize	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
it's	it's	pn31|vbz	it's	it|be	0
meet	meet	vvi	meet	meet	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
portions	portions	n2	portions	portion	0
of	of	pp-f	of	of	0
himself	himself	px31	himself	himself	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
left	left	vvn	left	leave	0
surviving	surviving	vvg	surviving	survive	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
provoke	provoke	vvi	provoke	provoke	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
renewed	renewed	j-vvn	renewed	renew	0
gries	gries	n2	gries	gry	0
in	in	p-acp	in	in	0
thought	thought	n1	thought	thought	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
lesse	lesse	av-dc	less	less	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
stir	stir	vvi	stir	stir	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
his	his	po31	his	his	0
vertues	vertues	n2	virtues	virtue	0
in	in	p-acp	in	in	0
miding	miding	vvg	miding	mide	0
his	his	po31	his	his	0
gains	gains	n2	gains	gain	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
May	May	vmb	May	may	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
be	be	vbb	be	be	0
so	so	av	so	so	0
minded	minded	vvn	minded	mind	0
hereby	hereby	av	hereby	hereby	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
or	or	cc	or	or	0
those	those	d	those	those	0
forer	forer	jc	forer	fore	0
worthies	worthies	n2-jn	worthies	worthy	0
saith	saith	vvz	says	say	0
and	and	cc	and	and	0
walkings	walkings	n2-vvg	walkings	walking	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
stirred	stirred	vvn	stirred	stir	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
embrace	embrace	vvi	embrace	embrace	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
enbraced	enbraced	vvn	embraced	embrace	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
fast	fast	av-j	fast	fast	0
the	the	dt	the	the	0
word	word	n1	word	word	0
and	and	cc	and	and	0
premises	premises	n2	premises	premise	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
their	their	po32	their	their	0
vertuous	vertuous	j	virtuous	virtuous	0
footsteps	footsteps	n2	footsteps	footstep	0
in	in	p-acp	in	in	0
contempt	contempt	n1	contempt	contempt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
carnest	carnest	j	carnest	carne	0
pursuit	pursuit	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
rest	rest	n1	rest	rest	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
by	by	p-acp	by	by	0
saith	saith	vvz	says	say	0
and	and	cc	and	and	0
die	die	vvz	die	die	0
in	in	p-acp	in	in	0
saith	saith	vvz	says	say	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
thank	thank	vvi	thank	thank	0
y	y	pn22	y	you	0
labor	labor	n1	labour	labour	0
brciy	brciy	av-j	brciy	brciy	0
well	well	av	well	well	0
bestowed	bestowed	vvn	bestowed	bestow	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
hearty	hearty	j	hearty	hearty	0
prater	prater	n1	prater	prater	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
prosperities	prosperities	n2	prosperities	prosperity	0
,	,	,	,	,	0
subscribing	subscribing	vvg	subscribing	subscribe	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
,	,	,	,	,	1
