AGAINST	AGAINST	p-acp	AGAINST	against	0
whom	whom	ro-crq	whom	who	0
dayntie	dayntie	j	dainty	dainty	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
dedicate	dedicate	vvn	dedicate	dedicate	0
vnlesse	vnlesse	cs	unless	unless	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
deare	deare	j-jn	deer	dear	0
bought	bought	vvn	bought	buy	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
looke	looke	vvb	look	look	0
also	also	av	also	also	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
farre	farre	av-j	far	far	0
fetched	fetched	vvn	fetched	fetch	0
,	,	,	,	,	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
marble	marble	n1	marble	marble	0
thereof	thereof	av	thereof	thereof	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
the	the	dt	the	the	0
grauing	grauing	vvg	graving	grave	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
vtmost	vtmost	j	utmost	utmost	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
whither	whither	c-crq	whither	whither	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
satiable	satiable	j	satiable	satiable	0
hunger	hunger	n1	hunger	hunger	0
of	of	pp-f	of	of	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
(	(	(	(	(	0
sitting	sitting	vvg	sitting	sit	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
study	study	n1	study	study	0
)	)	)	)	)	0
trauailed	trauailed	vvn	travailed	travail	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
beginning	beginning	vvg	beginning	begin	0
at	at	p-acp	at	at	0
Rome	Rome	np1	Rome	Rome	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
and	and	cc	and	and	0
eloquent	eloquent	j	eloquent	eloquent	0
,	,	,	,	,	0
not	not	xx	not	not	0
this	this	d	this	this	0
barbarous	barbarous	j	barbarous	barbarous	0
Rome	Rome	n1	Room	room	0
)	)	)	)	)	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
taking	taking	vvg	taking	take	0
his	his	po31	his	his	0
iorne	iorne	vvi	iorne	iorne	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
Greece	Greece	np1	Greece	Greece	0
,	,	,	,	,	0
he	he	pns31	he	he	0
landed	landed	vvd	landed	land	0
in	in	p-acp	in	in	0
Canaan	Canaan	np1	Canaan	Canaan	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
gotten	gotten	vvn	got	get	0
not	not	xx	not	not	0
the	the	dt	the	the	0
bare	bare	j	bore	bare	0
&	&	cc	&	and	0
empty	empty	j	empty	empty	0
ake	ake	vvi	ache	ache	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
three	three	crd	three	three	0
,	,	,	,	,	0
the	the	dt	the	the	0
Latine	Latine	jp	Latin	latin	0
,	,	,	,	,	0
Greeke	Greeke	jp	Greek	greek	0
,	,	,	,	,	0
and	and	cc	and	and	0
Hebrue	Hebrue	njp	Hebrew	hebrew	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
good	good	j	good	good	0
marchandise	marchandise	n1	merchandise	merchandise	0
of	of	pp-f	of	of	0
arts	arts	n2	arts	art	0
&	&	cc	&	and	0
sciences	sciences	n2	sciences	science	0
contai	contai	fw-fr	contai	contai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
bare	bare	vvd	bore	bear	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
plaine	plaine	j	plain	plain	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
he	he	pns31	he	he	0
suppressed	suppressed	vvd	suppressed	suppress	0
the	the	dt	the	the	0
shewe	shewe	n1	show	show	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
faces	faces	n2	faces	face	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
continually	continually	av-j	continually	continual	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
tanned	tanned	vvn	tanned	tan	0
and	and	cc	and	and	0
slayned	slayned	vvn	slayned	slay	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
so	so	av	so	so	0
his	his	po31	his	his	0
speach	speach	n1	speech	speech	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
cary	cary	vvi	carry	carry	0
some	some	d	some	some	0
colour	colour	n1	colour	colour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
continu	continu	vvi	continue	continue	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
conuersant	conuersant	j	conversant	conversant	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
chaunge	chaunge	n1	change	change	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
good	good	j	good	good	0
death	death	n1	death	death	0
doe	doe	vdb	do	do	0
wash	wash	vvi	wash	wash	0
away	away	av	away	away	0
the	the	dt	the	the	0
filth	filth	n1	filth	filth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
life	life	n1	life	life	0
,	,	,	,	,	0
his	his	po31	his	his	0
death	death	n1	death	death	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
such	such	d	such	such	0
as	as	p-acp	as	as	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
wisheth	wisheth	vvz	wishes	wish	0
,	,	,	,	,	0
and	and	cc	and	and	0
hopeth	hopeth	vvz	hopeth	hope	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
like	like	j	like	like	0
)	)	)	)	)	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
set	set	vvi	set	set	0
a	a	dt	a	a	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
saunt	saunt	zz	saunt	saunt	0
gl	gl	n1	gl	gl	0
both	both	av-d	both	both	0
vppon	vppon	p-acp	upon	upon	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
holily	holily	av-j	holily	holy	0
led	led	vvn	led	lead	0
,	,	,	,	,	0
and	and	cc	and	and	0
vppon	vppon	p-acp	upon	upon	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thorough	thorough	p-acp	through	through	0
conscience	conscience	n1	conscience	conscience	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
great	great	j	great	great	0
dutie	dutie	n1	duty	duty	0
discharged	discharged	vvn	discharged	discharge	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
e	e	sy	e	e	0
ragiously	ragiously	av-j	ragiously	ragious	0
to	to	p-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
i	i	pns11	i	i	0
were	were	vbdr	were	be	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hande	hande	n1	hand	hand	0
or	or	cc	or	or	0
euer	euer	av	ever	ever	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Bring	Bring	vvb	Bring	bring	0
hither	hither	av	hither	hither	0
therefore	therefore	av	therefore	therefore	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
:	:	:	:	:	0
first	first	ord	first	first	0
,	,	,	,	,	0
indif	indif	n1	indif	indif	0
∣	∣	sy	∣	∣	0
ferent	ferent	j	ferent	ferent	0
to	to	pc-acp	to	to	0
iudge	iudge	vvi	judge	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sinceritie	sinceritie	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
▪	▪	▪	▪	▪	0
then	then	av	then	then	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
screte	screte	j-u	screte	screte	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
discerne	discerne	vvi	discern	discern	0
his	his	po31	his	his	0
spirite	spirite	n1	spirit	spirit	0
zelous	zelous	j	zealous	zealous	0
with	with	p-acp	with	with	0
iudgement	iudgement	n1	judgement	judgement	0
and	and	cc	and	and	0
earnest	earnest	n1	earnest	earnest	0
in	in	p-acp	in	in	0
waighty	waighty	j	weighty	weighty	0
matters	matters	n2	matters	matter	0
:	:	:	:	:	0
bring	bring	vvb	bring	bring	0
thirdly	thirdly	ord	thirdly	three	0
your	your	po22	your	your	0
learned	learned	j	learned	learned	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
peece	peece	n1	piece	piece	0
of	of	pp-f	of	of	0
tapestrie	tapestrie	n1	tapestry	tapestry	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
varietie	varietie	n1	variety	variety	0
of	of	pp-f	of	of	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
the	the	dt	the	the	0
diuersitie	diuersitie	n1	diversity	diversity	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knottes	knottes	n2	knots	knot	0
and	and	cc	and	and	0
flowers	flowers	n2	flowers	flower	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
out	out	av	out	out	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
like	like	j	like	like	0
.	.	.	.	.	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
profite	profite	n1	profit	profit	0
be	be	vbi	be	be	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sant	sant	zz	sant	sant	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
pleasure	pleasure	n1	pleasure	pleasure	0
profitable	profitable	j	profitable	profitable	0
,	,	,	,	,	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
losse	losse	n1	loss	loss	0
get	get	vvi	get	get	0
gayne	gayne	n1	gain	gain	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
payne	payne	n1	pain	pain	0
get	get	vvi	get	get	0
pleasure	pleasure	n1	pleasure	pleasure	0
:	:	:	:	:	0
finally	finally	av-j	finally	final	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
val	val	n1	val	val	0
∣	∣	sy	∣	∣	0
ley	ley	fw-fr	ley	ley	0
