Thrice	Thrice	av	Thrice	thrice	0
hills	hills	n2	hills	hill	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
heavens	heavens	n2	heavens	heaven	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
covered	covered	vvn	covered	cover	0
fifteene	fifteene	crd	fifteene	fifteen	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
bits	bits	n2	bits	bit	0
upward	upward	av-j	upward	upward	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
7.19	7.19	crd	7.19	7.19	0
,	,	,	,	,	0
20.	20.	crd	20.	20.	1
Where	Where	q-crq	Where	where	0
was	was	vbds	was	be	0
then	then	av	then	then	0
his	his	po31	his	his	0
safety	safety	n1	safety	safety	0
?	?	?	?	?	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
free	free	j	free	free	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
7.1	7.1	crd	7.1	7.1	0
.	.	.	.	.	1
Heb.	Heb.	np1	Heb.	Heb.	0
11.7	11.7	crd	11.7	11.7	0
.	.	.	.	.	1
So	So	av	So	so	0
thrice	thrice	av	thrice	thrice	0
Valiant	Valiant	j	Valiant	valiant	0
Worthies	Worthies	n2-jn	Worthies	worthy	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
safeties	safeties	n2	safeties	safety	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
temporals	temporals	n2	temporals	temporal	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
distres	distres	n1	distres	distress	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
and	and	cc	and	and	0
distracted	distracted	j-vvn	distracted	distract	0
times	times	n2	times	time	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
or	or	cc	or	or	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
?	?	?	?	?	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Camp	Camp	n1	Camp	camp	0
,	,	,	,	,	0
or	or	cc	or	or	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
?	?	?	?	?	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
or	or	cc	or	or	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
?	?	?	?	?	1
In	In	p-acp	In	in	0
City	City	n1	City	city	0
,	,	,	,	,	0
Campe	Campe	n1	Camp	camp	0
,	,	,	,	,	0
and	and	cc	and	and	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
uncleane	uncleane	j	unclean	unclean	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
clean	clean	j	clean	clean	0
;	;	;	;	;	0
the	the	dt	the	the	0
malignant	malignant	j	malignant	malignant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
true-hearted	true-hearted	j	truehearted	true-hearted	0
;	;	;	;	;	0
the	the	dt	the	the	0
accursed	accursed	j-vvn	accursed	accurse	0
Chams	Chams	ng1	Chams	cham	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
compassionate	compassionate	j	compassionate	compassionate	0
Shems	Shems	n2	Shems	shem	0
and	and	cc	and	and	0
Ia	Ia	zz	Ia	ia	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
;	;	;	;	;	0
the	the	dt	the	the	0
treacherous	treacherous	j	treacherous	treacherous	0
Ioabs	Ioabs	npg1	Ioabs	Joab	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
true-hearted	true-hearted	j	truehearted	true-hearted	0
Amasa's	Amasa's	npg1	Amasa's	amasa	0
:	:	:	:	:	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
no	no	dx	no	no	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
hee	hee	pns31	he	he	0
knoweth	knoweth	vvz	knoweth	know	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
knoweth	knoweth	vvz	knoweth	know	0
not	not	xx	not	not	0
this	this	d	this	this	0
,	,	,	,	,	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
earth	earth	n1	earth	earth	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
uproare	uproare	n1	uproar	uproar	0
:	:	:	:	:	0
and	and	cc	and	and	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
contendeth	contendeth	vvz	contendeth	contend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
hee	hee	pns31	he	he	0
have	have	vhb	have	have	0
an	an	dt	and	a	0
evidence	evidence	n1	evidence	evidence	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
borne	borne	vvn	born	bear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
1	1	crd	1	1	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
5.1	5.1	crd	5.1	5.1	0
.	.	.	.	.	1
)	)	)	)	)	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
countries	countries	n2	countries	country	0
and	and	cc	and	and	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Papall	Papall	j	Papal	papal	0
Government	Government	n1	Government	government	0
beareth	beareth	vvz	bears	bear	0
sway	sway	n1	sway	sway	0
:	:	:	:	:	0
Where	Where	q-crq	Where	where	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
safety	safety	n1	safety	safety	0
then	then	av	then	then	0
?	?	?	?	?	1
Onely	Onely	j	Only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
free	free	j	free	free	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
13.5	13.5	crd	13.5	13.5	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
conversation	conversation	n1	conversation	conversation	0
be	be	vbb	be	be	0
without	without	p-acp	without	without	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
vetousnesse	vetousnesse	n1	vetousnesse	vetousnesse	0
,	,	,	,	,	0
and	and	cc	and	and	0
bee	bee	vbi	be	be	0
content	content	j	content	content	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
faile	faile	vvi	fail	fail	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
forsake	forsake	vvi	forsake	forsake	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
v.	v.	n1	v.	v.	0
6.	6.	crd	6.	6.	1
So	So	av	So	so	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
boldly	boldly	av-j	boldly	bold	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
helper	helper	n1	helper	helper	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
feare	feare	vvi	fear	fear	0
what	what	r-crq	what	what	0
flesh	flesh	n1	flesh	flesh	0
can	can	vmb	can	can	0
doe	doe	vdi	do	do	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
the	the	av	the	then	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
liever	liever	fw-mi	liever	liever	0
triumpheth	triumpheth	vvz	triumpheth	triumph	0
,	,	,	,	,	0
Hab.	Hab.	np1	Hab.	Hab.	1
3.17	3.17	crd	3.17	3.17	0
.	.	.	.	.	1
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
the	the	dt	the	the	0
figtree	figtree	n1	figtree	figtree	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
blossome	blossome	vvi	blossom	blossom	0
,	,	,	,	,	0
nei	nei	fw-la	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
shall	shall	vmb	shall	shall	0
fruits	fruits	n2	fruits	fruit	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vine	vine	n1	vine	vine	0
;	;	;	;	;	0
the	the	dt	the	the	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
olive	olive	n1	olive	olive	0
shall	shall	vmb	shall	shall	0
faile	faile	vvi	fail	fail	0
,	,	,	,	,	0
the	the	dt	the	the	0
fields	fields	n2	fields	field	0
yeeld	yeeld	vvb	yield	yield	0
no	no	dx	no	no	0
meate	meate	n1	meat	meat	0
,	,	,	,	,	0
the	the	dt	the	the	0
flocks	flocks	n2	flocks	flock	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
folds	folds	n2	folds	fold	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
no	no	dx	no	no	0
herds	herds	n2	herds	herd	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
stals	stals	n2	stals	stall	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
joy	joy	vvb	joy	joy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
reioyce	reioyce	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
,	,	,	,	,	0
v.	v.	n1	v.	v.	0
18.	18.	crd	18.	18.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
demanded	demanded	vvn	demanded	demand	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Believers	Believers	n2	Believers	believer	0
safety	safety	n1	safety	safety	0
in	in	p-acp	in	in	0
spirituals	spirituals	n2	spirituals	spiritual	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Believer	Believer	n1	Believer	believer	0
,	,	,	,	,	0
or	or	cc	or	or	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
?	?	?	?	?	1
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
,	,	,	,	,	0
not	not	xx	not	not	0
within	within	p-acp	within	within	0
him	him	pno31	him	he	0
,	,	,	,	,	0
(	(	(	(	(	0
viz.	viz.	n1	viz.	viz.	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
or	or	cc	or	or	0
qualificati	qualificati	fw-la	qualificati	qualificati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
partly	partly	av	partly	partly	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
spirituall	spirituall	j	spiritual	spiritual	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
his	his	po31	his	his	0
best	best	js	best	best	0
workes	workes	n2	works	work	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
,	,	,	,	,	0
unclean	unclean	j	unclean	unclean	0
,	,	,	,	,	0
imperfect	imperfect	j	imperfect	imperfect	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Esay	Esay	np1	Esay	Easie	0
.	.	.	.	.	1
64.6	64.6	crd	64.6	64.6	0
.	.	.	.	.	1
)	)	)	)	)	0
the	the	dt	the	the	0
Believer	Believer	n1	Believer	believer	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledgeth	ledgeth	vvz	ledgeth	ledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
his	his	po31	his	his	0
best	best	js	best	best	0
works	works	n2	works	work	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
filthy	filthy	j	filthy	filthy	0
ragges	ragges	n2	rags	rag	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
stand	stand	vvi	stand	stand	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
steed	steed	n1	steed	steed	0
to	to	p-acp	to	to	0
justi	justi	n1	justi	justi	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
him	him	pno31	him	he	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ordinances	ordinances	n2	ordinances	ordinance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
hearing	hearing	vvg	hearing	hear	0
the	the	dt	the	the	0
word	word	n1	word	word	0
preached	preached	vvd	preached	preach	0
,	,	,	,	,	0
Baptisme	Baptisme	n1	Baptism	baptism	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Supper	Supper	n1	Supper	supper	0
?	?	?	?	?	1
These	These	np1	These	Theise	0
returne	returne	vvb	return	return	0
the	the	dt	the	the	0
same	same	d	same	same	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Belie	Belie	vvb	Belie	belie	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Iohn	Iohn	np1	Iohn	John	0
the	the	dt	the	the	0
Baptist	Baptist	np1	Baptist	Baptist	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pharises	Pharises	n2	Pharisees	pharisee	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
1.20	1.20	crd	1.20	1.20	0
.	.	.	.	.	1
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
then	then	av	then	then	0
?	?	?	?	?	1
Prayer	Prayer	n1	Prayer	prayer	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
thy	thy	po21	thy	thy	0
Orator	Orator	n1	Orator	orator	0
to	to	pc-acp	to	to	0
poure	poure	vvi	pour	pour	0
out	out	av	out	out	0
thy	thy	po21	thy	thy	0
humble	humble	j	humble	humble	0
request	request	n1	request	request	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
thou	thou	pns21	thou	thou	0
wantest	wantest	vv2	wantest	want	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
word	word	n1	word	word	0
preached	preached	vvd	preached	preach	0
do	do	n1	doe	do	0
?	?	?	?	?	1
Declare	Declare	vvb	Declare	declare	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
free	free	j	free	free	0
love	love	n1	love	love	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
beareth	beareth	vvz	bears	bear	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sonne	Sonne	n1	Son	son	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
will	will	vmb	will	will	0
Baptisme	Baptisme	n1	Baptism	baptism	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Supper	Supper	n1	Supper	supper	0
doe	doe	vdb	do	do	0
?	?	?	?	?	1
Exhibite	Exhibite	vvb	Exhibit	exhibit	0
outwardly	outwardly	av-j	outwardly	outward	0
those	those	d	those	those	0
mer	mer	n1	mere	mere	0
∣	∣	sy	∣	∣	0
cies	cies	n2	cies	eye	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
that	that	cst	that	that	0
faith	faith	n1	faith	faith	0
believeth	believeth	vvz	believeth	believe	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
inwardly	inwardly	av-j	inwardly	inward	0
witnesseth	witnesseth	vvz	witnesseth	witness	0
,	,	,	,	,	0
and	and	cc	and	and	0
sealeth	sealeth	vvz	sealeth	seal	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
free	free	j	free	free	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mise	mise	n2	mice	mouse	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
sinne	sinne	n1	sin	sin	0
is	is	vbz	is	be	0
pardo	pardo	n1	pardon	pardon	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
person	person	n1	person	person	0
accepted	accepted	vvn	accepted	accept	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Beloved	Beloved	j-vvn	Beloved	belove	0
one	one	pi	one	one	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
vote	vote	n1	vote	vote	0
they	they	pns32	they	they	0
deny	deny	vvb	deny	deny	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Where	Where	q-crq	Where	where	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
safety	safety	n1	safety	safety	0
then	then	av	then	then	0
?	?	?	?	?	1
Onely	Onely	j	Only	only	0
believing	believing	vvg	believing	believe	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
crucified	crucified	vvn	crucified	crucify	0
,	,	,	,	,	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
risen	risen	vvn	risen	rise	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
13.38	13.38	crd	13.38	13.38	0
,	,	,	,	,	0
39.	39.	crd	39.	39	1
Hence	Hence	av	Hence	hence	0
holy	holy	j	holy	holy	0
Paul	Paul	np1	Paul	Paul	0
glorieth	glorieth	vvz	glorieth	glory	0
,	,	,	,	,	0
I	I	pns11	I	i	0
live	live	vvb	live	live	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Christ	Christ	np1	Christ	Christ	0
liveth	liveth	vvz	lives	live	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
live	live	vvb	live	live	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
