Madame	Madame	n1	Madame	madam	0
will	will	vmb	will	will	0
receiue	receiue	vvi	receive	receive	0
a	a	dt	a	a	0
better	better	jc	better	better	0
welcome	welcome	n-jn	welcome	welcome	0
,	,	,	,	,	0
then	then	cs	then	than	0
those	those	d	those	those	0
boo	boo	n1	boo	boo	0
∣	∣	sy	∣	∣	0
kes	kes	uh	kes	kes	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
treate	treate	vvb	treat	treat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vaine	vaine	j	vain	vain	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
lights	lights	n2	lights	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
transi	transi	fw-fr	transi	transi	0
∣	∣	sy	∣	∣	0
tory	tory	n1	tory	tory	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
the	the	dt	the	the	0
bul	bul	n1	bull	bull	0
∣	∣	sy	∣	∣	0
ke	ke	wd	ke	ke	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
small	small	j	small	small	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
your	your	po22	your	your	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
and	and	cc	and	and	0
piety	piety	n1	piety	piety	0
,	,	,	,	,	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
prise	prise	vvi	prize	prize	0
it	it	pn31	it	it	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
yond	yond	d	yond	yond	0
its	its	vbz	its	be	0
worth	worth	j	worth	worth	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
that	that	cst	that	that	0
high	high	j	high	high	0
esteeme	esteeme	n1	esteem	esteem	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
smallest	smallest	js	smallest	small	0
treatise	treatise	n1	treatise	treatise	0
(	(	(	(	(	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
speaketh	speaketh	vvz	speaks	speak	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
this	this	d	this	this	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
you	you	pn22	you	you	0
beare	beare	vvb	bear	bear	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
diuine	diuine	j-jn	divine	divine	0
Maiesty	Maiesty	n1	Majesty	majesty	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Madame	Madame	n1	Madame	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
considered	considered	vvn	considered	consider	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
well	well	av	well	well	0
may	may	vmb	may	may	0
all	all	d	all	all	0
that	that	cst	that	that	0
knowes	knowes	vvz	knows	know	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
admire	admire	vvb	admire	admire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
so	so	av	so	so	0
many	many	d	many	many	0
vertues	vertues	n2	virtues	virtue	0
(	(	(	(	(	0
but	but	cc-acp	but	but	0
chiefely	chiefely	av-jn	chiefly	chief	0
so	so	av	so	so	0
great	great	j	great	great	0
humility	humility	n1	humility	humility	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
soul	soul	n1	soul	soul	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
worldly	worldly	j	worldly	worldly	0
an	an	dt	and	a	0
outward	outward	j	outward	outward	0
show	show	n1	show	show	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
confesse	confesse	vvi	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prerogatiue	prerogatiue	n1	prerogative	prerogative	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	p-acp	to	to	0
cloake	cloake	n1	cloak	cloak	0
and	and	cc	and	and	0
hyde	hyde	vvi	hide	hide	0
without	without	p-acp	without	without	0
note	note	n1	note	note	0
,	,	,	,	,	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
graces	graces	n2	graces	grace	0
and	and	cc	and	and	0
gifts	gifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
swee	swee	j	swee	swee	0
∣	∣	sy	∣	∣	0
test	test	n1	test	test	0
perfumes	perfumes	n2	perfumes	perfume	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
closely	closely	av-j	closely	close	0
shutvp	shutvp	j	shutvp	shutvp	0
,	,	,	,	,	0
being	being	vbg	being	be	0
openned	openned	vvn	opened	open	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
greater	greater	jc	greater	great	0
vigour	vigour	n1	vigour	vigour	0
and	and	cc	and	and	0
fragrancy	fragrancy	n1	fragrancy	fragrancy	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
odours	odours	n2	odours	odour	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
recreat	recreat	vvi	recreate	recreate	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
light	light	n1	light	light	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
present	present	j	present	present	0
,	,	,	,	,	0
euen	euen	av	even	even	0
so	so	av	so	so	0
those	those	d	those	those	0
sweet	sweet	j	sweet	sweet	0
hidden	hidden	j-vvn	hidden	hide	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
close	close	av-j	close	close	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
shutvp	shutvp	j	shutvp	shutvp	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
secret	secret	j-jn	secret	secret	0
cabinet	cabinet	n1	cabinet	cabinet	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
deuout	deuout	j	devout	devout	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
venting	venting	vvg	venting	vent	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	cst	that	that	0
spirituall	spirituall	j	spiritual	spiritual	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
very	very	av	very	very	0
much	much	d	much	much	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
and	and	cc	and	and	0
delight	delight	vvb	delight	delight	0
the	the	dt	the	the	0
hearers	hearers	n2	hearers	hearer	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
tell	tell	vvi	tell	tell	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
fire	fire	n1	fire	fire	0
that	that	d	that	that	0
smoake	smoake	n1	smoke	smoke	0
com's	com's	vvz	com's	come	0
from	from	p-acp	from	from	0
;	;	;	;	;	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
so	so	av	so	so	0
,	,	,	,	,	0
it	it	pn31	it	it	0
leaueth	leaueth	vvz	leaveth	leave	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
uerse	uerse	n1	verse	verse	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
no	no	dx	no	no	0
small	small	j	small	small	0
desire	desire	n1	desire	desire	0
to	to	p-acp	to	to	0
bur	bur	n1	burr	burr	0
∣	∣	sy	∣	∣	0
ne	ne	zz	ne	ne	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
fire	fire	n1	fire	fire	0
;	;	;	;	;	0
experience	experience	n1	experience	experience	0
teacheth	teacheth	vvz	teaches	teach	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
doe	doe	vdb	do	do	0
acknowledg	acknowledg	vvi	acknowledge	acknowledge	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
a	a	dt	a	a	0
motiue	motiue	n1	motive	motive	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
dayly	dayly	av-j	daily	daily	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
your	your	po22	your	your	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
diship	diship	n1	diship	diship	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
pra	pra	fw-la	pra	pra	0
∣	∣	sy	∣	∣	0
yers	yers	n2	years	year	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
addresse	addresse	vvi	address	address	0
this	this	d	this	this	0
litle	litle	j	little	little	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
treateth	treateth	vvz	treateth	treat	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
ne	ne	zz	ne	ne	0
to	to	p-acp	to	to	0
forvvard	forvvard	av-j	forward	forward	0
a	a	dt	a	a	0
soul	soul	n1	soul	soul	0
so	so	av	so	so	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
and	and	cc	and	and	0
amynd	amynd	vvd	amynd	amynd	0
so	so	av	so	so	0
vertuous	vertuous	j	virtuous	virtuous	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
true	true	j	true	true	0
perfe	perfe	n1	perfe	perfe	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
Accept	Accept	vvb	Accept	accept	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seech	seech	vvi	seech	seech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
its	its	po31	its	its	0
vvorth	vvorth	j	worth	worth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
affection	affection	n1	affection	affection	0
vvhe	vvhe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
revvith	revvith	av	revvith	revvith	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
,	,	,	,	,	0
and	and	cc	and	and	0
giue	giue	vvb	give	give	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
esteeme	esteeme	vvi	esteem	esteem	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Soul's	Soul's	ng1	Soul's	soul	0
delight	delight	n1	delight	delight	0
)	)	)	)	)	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
profit	profit	n1	profit	profit	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
ruse	ruse	n1	ruse	ruse	0
it	it	pn31	it	it	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
atten	atten	n1	atten	atten	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
then	then	av	then	then	0
vvith	vvith	p-acp	with	with	0
your	your	po22	your	your	0
vnderstan	vnderstan	fw-mi	vnderstan	vnderstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvill	vvill	vmb	will	will	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
serious	serious	j	serious	serious	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
,	,	,	,	,	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
vvalke	vvalke	vvb	walk	walk	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
hee	hee	pns31	he	he	0
∣	∣	sy	∣	∣	0
re	re	zz	re	re	0
laid	laid	vvn	laid	lay	0
dovvne	dovvne	a-acp	down	down	0
for	for	p-acp	for	for	0
each	each	d	each	each	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
li	li	n1	li	livre	0
∣	∣	sy	∣	∣	0
fe	fe	uh	fe	fe	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
alleyes	alleyes	n2	alleys	alley	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pleasant	pleasant	j	pleasant	pleasant	0
garden	garden	n1	garden	garden	0
,	,	,	,	,	0
delighting	delighting	vvg	delighting	delight	0
your	your	po22	your	your	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
varieties	varieties	n2	varieties	variety	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
nosegaies	nosegaies	n2	nosegays	nosegay	0
of	of	pp-f	of	of	0
vertuous	vertuous	j	virtuous	virtuous	0
flovvers	flovvers	n2	flowers	flower	0
as	as	p-acp	as	as	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
vvont	vvont	j	wont	wont	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
stovv	stovv	zz	stovv	stovv	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
suppose	suppose	vvb	suppose	suppose	0
,	,	,	,	,	0
that	that	cst	that	that	0
heere	heere	av	here	here	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
table	table	n1	table	table	0
set	set	vvn	set	set	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
many	many	d	many	many	0
diuersityes	diuersityes	n2	diversities	diversity	0
of	of	pp-f	of	of	0
ban	ban	n1	ban	ban	0
∣	∣	sy	∣	∣	0
queting	queting	vvg	queting	quete	0
stuff	stuff	n1	stuff	stuff	0
,	,	,	,	,	0
and	and	cc	and	and	0
dishes	dishes	n2	dishes	dish	0
of	of	pp-f	of	of	0
rare	rare	j	rare	rare	0
,	,	,	,	,	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
meates	meates	n2	meats	meat	0
;	;	;	;	;	0
taste	taste	vvb	taste	taste	0
novv	novv	av	now	now	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
then	then	av	then	then	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
onlly	onlly	av-j	onlly	onl	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
pallat	pallat	n1	palate	palate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
receiue	receiue	vvi	receive	receive	0
a	a	dt	a	a	0
