TVllie	TVllie	np1	TVllie	TVllie	0
the	the	dt	the	the	0
authors	authors	n2	authors	author	0
&	&	cc	&	and	0
fathers	fathers	n2	father's	father	0
thereof	thereof	av	thereof	thereof	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
therefore	therefore	av	therefore	therefore	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
made	made	vvn	made	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
brethren	brethren	n2	brothers	brethren	0
beloued	beloued	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
men	men	n2	men	man	0
most	most	av-ds	most	most	0
meet	meet	j	meet	meet	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
these	these	d	these	these	0
my	my	po11	my	my	0
writings	writings	n2	writings	write	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
haue	haue	vhi	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
deare	deare	j-jn	deer	dear	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
recompence	recompence	vvi	recompense	recompense	0
spiritual	spiritual	j	spiritual	spiritual	0
for	for	p-acp	for	for	0
temporall	temporall	j	temporal	temporal	0
things	things	n2	things	thing	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
sowne	sowne	vvn	sown	sow	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
might	might	vmd	might	may	0
(	(	(	(	(	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
)	)	)	)	)	0
receiue	receiue	vvb	receive	receive	0
from	from	p-acp	from	from	0
mee	mee	pno11	me	i	0
spirituall	spirituall	j	spiritual	spiritual	0
comforts	comforts	n2	comforts	comfort	0
:	:	:	:	:	0
that	that	cst	that	that	0
thus	thus	av	thus	thus	0
you	you	pn22	you	you	0
seeing	seeing	vvg	seeing	see	0
a	a	dt	a	a	0
har	har	zz	har	har	0
∣	∣	sy	∣	∣	0
uest	uest	n1	vest	vest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
corne	corne	n1	corn	corn	0
,	,	,	,	,	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
labor	labor	n1	labour	labour	0
,	,	,	,	,	0
comforts	comforts	vvz	comforts	comfort	0
to	to	p-acp	to	to	0
spring	spring	n1	spring	spring	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
&	&	cc	&	and	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
ri	ri	zz	ri	ri	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
opened	opened	vvn	opened	open	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
mercifull	mercifull	j	merciful	merciful	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
either	either	av-d	either	either	0
you	you	pn22	you	you	0
plowed	plowed	vvd	plowed	plow	0
the	the	dt	the	the	0
barren	barren	j	barren	barren	0
sand	sand	n1	sand	sand	0
,	,	,	,	,	0
or	or	cc	or	or	0
sowed	sowed	vvd	sowed	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
reproued	reproued	vvn	reproved	reprove	0
field	field	n1	field	field	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
bring	bring	vvb	bring	bring	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
forth	forth	n1	forth	fort	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
thorns	thorns	n2	thorns	thorn	0
or	or	cc	or	or	0
briars	briars	n2	briers	brier	0
,	,	,	,	,	0
is	is	vbz	is	be	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
thought	thought	n1	thought	thought	0
)	)	)	)	)	0
neere	neere	av-j	near	near	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
:	:	:	:	:	0
so	so	av	so	so	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
especiall	especiall	j	especial	especial	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
plentiful	plentiful	j	plentiful	plentiful	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
opened	opened	vvd	opened	open	0
the	the	dt	the	the	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hidden	hidden	j-vvn	hidden	hide	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
insomuch	insomuch	av	insomuch	insomuch	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
filled	filled	vvn	filled	fill	0
therwith	therwith	av	therewith	therewith	0
.	.	.	.	.	1
I	I	pns11	I	i	0
therefore	therefore	av	therefore	therefore	0
haue	haue	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
(	(	(	(	(	0
it	it	pn31	it	it	0
lieth	lieth	vvz	lies	lie	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
)	)	)	)	)	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
vaine	vaine	j	vain	vain	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
also	also	av	also	also	0
abound	abound	vvi	abound	abound	0
with	with	p-acp	with	with	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
inward	inward	j	inward	inward	0
comforts	comforts	n2	comforts	comfort	0
.	.	.	.	.	1
That	That	cst	That	that	0
thus	thus	av	thus	thus	0
you	you	pn22	you	you	0
being	being	vbg	being	be	0
comforted	comforted	vvn	comforted	comfort	0
in	in	p-acp	in	in	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
comforted	comforted	vvn	comforted	comfort	0
in	in	p-acp	in	in	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
comforted	comforted	vvn	comforted	comfort	0
outwardly	outwardly	av-j	outwardly	outward	0
,	,	,	,	,	0
and	and	cc	and	and	0
comforted	comforted	vvd	comforted	comfort	0
inwardly	inwardly	av-j	inwardly	inward	0
,	,	,	,	,	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bounding	bounding	vvg	bounding	bound	0
in	in	p-acp	in	in	0
heauenly	heauenly	j	heavenly	heavenly	0
and	and	cc	and	and	0
earthly	earthly	j	earthly	earthly	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
forts	forts	n2	forts	fort	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
honest	honest	j	honest	honest	0
comforts	comforts	n2	comforts	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
comforts	comforts	n2	comforts	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
might	might	vmd	might	may	0
want	want	vvi	want	want	0
nothing	nothing	pix	nothing	nothing	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
sound	sound	j	found	sound	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
spiritual	spiritual	j	spiritual	spiritual	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
earthlie	earthlie	j	earthly	earthly	0
comforts	comforts	n2	comforts	comfort	0
are	are	vbr	are	be	0
vaine	vaine	j	vain	vain	0
and	and	cc	and	and	0
fruitles	fruitles	j	fruitless	fruitless	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
it	it	pn31	it	it	0
profit	profit	vvi	profit	profit	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
in	in	p-acp	in	in	0
body	body	n1	body	body	0
,	,	,	,	,	0
&	&	cc	&	and	0
afflicted	afflicted	vvn	afflicted	afflict	0
in	in	p-acp	in	in	0
soule	soule	n1	soul	soul	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
comforts	comforts	n2	comforts	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
want	want	vvi	want	want	0
the	the	dt	the	the	0
comforts	comforts	n2	comforts	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
liue	liue	vvi	live	live	0
as	as	p-acp	as	as	0
Diues	Diues	fw-la	Diues	dives	0
deliciously	deliciously	av-j	deliciously	delicious	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
cloa	cloa	uh	cloa	cloa	0
∣	∣	sy	∣	∣	0
thed	thed	zz	thed	thed	0
in	in	p-acp	in	in	0
purple	purple	j-jn	purple	purple	0
,	,	,	,	,	0
if	if	cs	if	if	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
life	life	n1	life	life	0
hee	hee	pns31	he	he	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
tormented	tormented	vvn	tormented	torment	0
with	with	p-acp	with	with	0
Diues	Diues	fw-la	Diues	dives	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
flame	flame	n1	flame	flame	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
should	should	vmd	should	shall	0
it	it	pn31	it	it	0
benefit	benefit	vvi	benefit	benefit	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
eat	eat	vvi	eat	eat	0
the	the	dt	the	the	0
fat	fat	j	fat	fat	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinke	drinke	vvi	drink	drink	0
the	the	dt	the	the	0
sweet	sweet	j	sweet	sweet	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fed	fed	vvn	fed	feed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
kidneis	kidneis	n2	kidneys	kidney	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wheat	wheat	n1	wheat	wheat	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
eat	eat	vvi	eat	eat	0
the	the	dt	the	the	0
honie	honie	n1	honey	honey	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rocke	rocke	n1	rock	rock	0
,	,	,	,	,	0
the	the	dt	the	the	0
calfe	calfe	n1	calf	calf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stall	stall	n1	stall	stall	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lambe	Lambe	n1	Lamb	lamb	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fold	fold	n1	fold	fold	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
drinke	drinke	vvi	drink	drink	0
wine	wine	n1	wine	wine	0
in	in	p-acp	in	in	0
bowles	bowles	n2	bowls	bowl	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
instru	instru	fw-fr	instru	instru	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
musicke	musicke	n1	music	music	0
like	like	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
Dauid	Dauid	np1	Dauid	David	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stretch	stretch	vvi	stretch	stretch	0
himselfe	himselfe	px31	himself	himself	0
vpon	vpon	p-acp	upon	upon	0
his	his	po31	his	his	0
Iuorie	Iuorie	n1	Ivory	ivory	0
beds	beds	n2	beds	bed	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
fire	fire	n1	fire	fire	0
&	&	cc	&	and	0
brim	brim	n1	brim	brim	0
∣	∣	sy	∣	∣	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
storme	storme	n1	storm	storm	0
and	and	cc	and	and	0
tempest	tempest	n1	tempest	tempest	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
drink	drink	vvi	drink	drink	0
:	:	:	:	:	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
his	his	po31	his	his	0
portion	portion	n1	portion	portion	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
lake	lake	n1	lake	lake	0
that	that	cst	that	that	0
burneth	burneth	vvz	burns	burn	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
brimstone	brimstone	n1	brimstone	brimstone	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
second	second	ord	second	second	0
death	death	n1	death	death	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
shall	shall	vmb	shall	shall	0
it	it	pn31	it	it	0
profit	profit	vvi	profit	profit	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
Achabs	Achabs	n2	Ahab's	ahab	0
life	life	n1	life	life	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Achabs	Achabs	npg1	Achabs	achabs	0
death	death	n1	death	death	0
?	?	?	?	?	1
Hamans	Hamans	np1	Hamans	Hamans	0
glory	glory	n1	glory	glory	0
with	with	p-acp	with	with	0
Hāans	Hāans	ng1	Hanans	hanans	0
shame	shame	n1	shame	shame	0
?	?	?	?	?	1
Dauids	Dauids	npg1	Dauids	David	0
musicke	musicke	n1	music	music	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Saules	Saules	np1	Saules	Saules	0
misery	misery	n1	misery	misery	0
?	?	?	?	?	1
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
lomons	lomons	j	lomons	lomons	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Cains	Cains	np1	Cains	Cains	0
aduersity	aduersity	n1	adversity	adversity	0
?	?	?	?	?	1
Darius	Darius	np1	Darius	Darius	0
his	his	po31	his	his	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Iudas	Iudas	np1	Iudas	Judas	0
hellish	hellish	j	hellish	hellish	0
paines	paines	n2	pains	pain	0
?	?	?	?	?	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
how	how	q-crq	how	how	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
that	that	cst	that	that	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
much	much	d	much	much	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
none	none	pix	none	none	0
in	in	p-acp	in	in	0
soule	soule	n1	soul	soul	0
?	?	?	?	?	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
sound	sound	j	found	sound	0
comfort	comfort	n1	comfort	comfort	0
can	can	vmb	can	can	0
a	a	dt	a	a	0
man	man	n1	man	man	0
take	take	vvb	take	take	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
cheare	cheare	n1	cheer	cheer	0
,	,	,	,	,	0
his	his	po31	his	his	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
women	women	n2	women	woman	0
,	,	,	,	,	0
his	his	po31	his	his	0
vessels	vessels	n2	vessels	vessel	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
siluer	siluer	n1	silver	silver	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
with	with	p-acp	with	with	0
Bal	Bal	np1	Bal	Bal	0
∣	∣	sy	∣	∣	0
tasher	tasher	n1	tasher	tasher	0
,	,	,	,	,	0
Dan.	Dan.	np1	Dan.	Dan.	1
7.	7.	crd	7.	7.	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
wri	wri	fw-fr	wri	wri	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
fearfull	fearfull	j	fearful	fearful	0
sentence	sentence	n1	sentence	sentence	0
,	,	,	,	,	0
Mene	Mene	np1	Mene	Mene	0
,	,	,	,	,	0
Mene	Mene	np1	Mene	Mene	0
,	,	,	,	,	0
Tekel	Tekel	np1	Tekel	Tekel	0
,	,	,	,	,	0
Vphursin	Vphursin	np1	Vphursin	Vphursin	0
:	:	:	:	:	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
weighed	weighed	vvn	weighed	weigh	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ballance	ballance	n1	balance	balance	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
found	found	vvn	found	find	0
thee	thee	pno21	thee	thou	0
too	too	av	too	too	0
light	light	j	light	light	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
should	should	vmd	should	shall	0
hea	hea	vhi	hea	have	0
e	e	uh	e	e	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
