O	O	sy	O	o	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
truly	truly	av-j	truly	true	0
)	)	)	)	)	0
unfolded	unfolded	vvd	unfolded	unfold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
great	great	j	great	great	0
moment	moment	n1	moment	moment	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
wherein	wherein	c-crq	wherein	wherein	0
All	All	d	All	all	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
least	least	ds	least	least	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
,	,	,	,	,	0
are	are	vbr	are	be	0
less	less	av-dc	less	less	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
concerned	concerned	vvn	concerned	concern	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
wholesome	wholesome	j	wholesome	wholesome	0
Advice	Advice	n1	Advice	advice	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
Counsel	Counsel	n1	Counsel	counsel	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
ye	ye	pn22	you	you	0
ought	ought	vmd	ought	ought	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
rily	rily	av-jn	rily	ry	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
receive	receive	vvi	receive	receive	0
as	as	p-acp	as	as	0
such	such	d	such	such	0
)	)	)	)	)	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
flatter	flatter	vvi	flatter	flatter	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
begging	begging	vvg	begging	beg	0
a	a	dt	a	a	0
Passe-port	Passe-port	n1	Passport	passport	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
read	read	vvn	read	read	0
and	and	cc	and	and	0
received	received	vvd	received	receive	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
verity	verity	n1	verity	verity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
weight	weight	n1	weight	weight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
soundness	soundness	n1	soundness	soundness	0
of	of	pp-f	of	of	0
substance	substance	n1	substance	substance	0
demonstrated	demonstrated	vvn	demonstrated	demonstrate	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
plead	plead	vvi	plead	plead	0
its	its	po31	its	its	0
own	own	d	own	own	0
worth	worth	n1	worth	worth	0
for	for	p-acp	for	for	0
acceptation	acceptation	n1	acceptation	acceptation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Hearts	Hearts	n2	Hearts	heart	0
and	and	cc	and	and	0
Consciences	Consciences	n2	Consciences	conscience	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sincere	sincere	j	sincere	sincere	0
men	men	n2	men	man	0
.	.	.	.	.	1
The	The	dt	The	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Verity	Verity	n1	Verity	verity	0
,	,	,	,	,	0
Weight	Weight	n1	Weight	weight	0
and	and	cc	and	and	0
Substance	Substance	n1	Substance	substance	0
of	of	pp-f	of	of	0
Matter	Matter	n1	Matter	matter	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
These	These	d	These	these	0
Terms	Terms	n2	Terms	term	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
present	present	vvi	present	present	0
this	this	d	this	this	0
small	small	j	small	small	0
Piece	Piece	n1	Piece	piece	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
denomination	denomination	n1	denomination	denomination	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
True	True	j	True	true	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
study	study	vvi	study	study	0
pleasing	pleasing	vvg	pleasing	please	0
Stile	Stile	n1	Style	stile	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
clothe	clothe	vvi	cloth	clothe	0
and	and	cc	and	and	0
trim	trim	vvi	trim	trim	0
the	the	dt	the	the	0
Matter	Matter	n1	Matter	matter	0
with	with	p-acp	with	with	0
flattery	flattery	n1	flattery	flattery	0
,	,	,	,	,	0
curious	curious	j	curious	curious	0
tearms	tearms	n2	terms	term	0
,	,	,	,	,	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
man's	man's	ng1	man's	man	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
rare	rare	j	rare	rare	0
Method	Method	n1	Method	method	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
appear	appear	vvi	appear	appear	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
shew	shew	vvi	show	show	0
,	,	,	,	,	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
real	real	j	real	real	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
many	many	d	many	many	0
Writers	Writers	n2	Writers	writer	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
cases	cases	n2	cases	case	0
;	;	;	;	;	0
)	)	)	)	)	0
nor	nor	cc	nor	nor	0
do	do	vdb	do	do	0
I	I	pns11	I	i	0
promise	promise	vvb	promise	promise	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
the	the	dt	the	the	0
Worldly	Worldly	j	Worldly	worldly	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
in	in	p-acp	in	in	0
men	men	n2	men	man	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
delightful	delightful	j	delightful	delightful	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
sincere	sincere	j	sincere	sincere	0
Conscien	Conscien	n1	Conscien	conscien	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
by	by	p-acp	by	by	0
sound	sound	j	found	sound	0
Truths	Truths	n2	Truths	truth	0
,	,	,	,	,	0
declared	declared	vvd	declared	declare	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
homely	homely	j	homely	homely	0
,	,	,	,	,	0
broken	broken	j-vvn	broken	break	0
tearms	tearms	n2	terms	term	0
of	of	pp-f	of	of	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
rarity	rarity	n1	rarity	rarity	0
of	of	pp-f	of	of	0
Phrase	Phrase	n1	Phrase	phrase	0
,	,	,	,	,	0
or	or	cc	or	or	0
well-compact	well-compact	j	well-compact	well-compact	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
Rhetorick	Rhetorick	n1	Rhetoric	rhetoric	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
always	always	av	always	always	0
desired	desired	vvn	desired	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
and	and	cc	and	and	0
approved	approved	vvn	approved	approve	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
fear	fear	vvb	fear	fear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
sincerity	sincerity	n1	sincerity	sincerity	0
,	,	,	,	,	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
∣	∣	sy	∣	∣	0
right	right	av-jn	right	right	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
I	I	pns11	I	i	0
study	study	vvb	study	study	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
always	always	av	always	always	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
men	men	n2	men	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
'tis	'tis	pn31|vbz	it's	it|be	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
would	would	vmd	would	will	0
look	look	vvi	look	look	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
Method	Method	n1	Method	method	0
containing	containing	vvg	containing	contain	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Matter	Matter	n1	Matter	matter	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
eye	eye	n1	eye	eye	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
onely	onely	av-j	only	only	0
fixed	fixed	vvn	fixed	fix	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Substance	Substance	n1	Substance	substance	0
intended	intended	vvd	intended	intend	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
verily	verily	av-j	verily	very	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
That	That	cst	That	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
informed	informed	vvn	informed	inform	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
happiness	happiness	n1	happiness	happiness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
;	;	;	;	;	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
never	never	av-x	never	never	0
hereafter	hereafter	av	hereafter	hereafter	0
impose	impose	vvi	impose	impose	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
and	and	cc	and	and	0
violence	violence	n1	violence	violence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Consciences	Consciences	n2	Consciences	conscience	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
penalties	penalties	n2	penalties	penalty	0
and	and	cc	and	and	0
punishments	punishments	n2	punishments	punishment	0
upon	upon	p-acp	upon	upon	0
mens	mens	ng2	men's	man	0
Persons	Persons	n2	Persons	person	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
allow	allow	vvi	allow	allow	0
and	and	cc	and	and	0
tollerate	tollerate	vvi	tolerate	tolerate	0
freely	freely	av-j	freely	free	0
,	,	,	,	,	0
Liberty	Liberty	n1	Liberty	liberty	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Religious	Religious	j	Religious	religious	0
Mat	Mat	n1	Mat	mat	0
∣	∣	sy	∣	∣	0
ters	ters	fw-mi	ters	ters	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
cruelty	cruelty	n1	cruelty	cruelty	0
destroy	destroy	vvi	destroy	destroy	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Persons	Persons	n2	Persons	person	0
or	or	cc	or	or	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
being	being	vbg	being	be	0
supposed	supposed	vvn	supposed	suppose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
really	really	av-j	really	real	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
Judgement	Judgement	n1	Judgement	judgement	0
and	and	cc	and	and	0
Practice	Practice	n1	Practice	practice	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Matters	Matters	n2	Matters	matter	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
particulars	particulars	n2-jn	particulars	particular	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
substance	substance	n1	substance	substance	0
)	)	)	)	)	0
held	held	vvd	held	hold	0
forth	forth	av	forth	forth	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
judged	judged	vvn	judged	judge	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
proper	proper	j	proper	proper	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
these	these	d	these	these	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
to	to	pc-acp	to	to	0
your	your	po22	your	your	0
view	view	n1	view	view	0
and	and	cc	and	and	0
consideration	consideration	n1	consideration	consideration	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
most	most	av-ds	most	most	0
chief	chief	j-jn	chief	chief	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
(	(	(	(	(	0
though	though	cs	though	though	0
not	not	xx	not	not	0
wholly	wholly	av-jn	wholly	whole	0
)	)	)	)	)	0
concerned	concerned	vvd	concerned	concern	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
blame	blame	vvb	blame	blame	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ra	ra	uh	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
receive	receive	vvi	receive	receive	0
my	my	po11	my	my	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
though	though	cs	though	though	0
but	but	p-acp	but	but	0
little	little	j	little	little	0
in	in	p-acp	in	in	0
quantity	quantity	n1	quantity	quantity	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
real	real	j	real	real	0
in	in	p-acp	in	in	0
quality	quality	n1	quality	quality	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
one	one	crd	one	one	0
day	day	n1	day	day	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
ye	ye	pn22	you	you	0
have	have	vhb	have	have	0
truly	truly	av-j	truly	true	0
tried	tried	vvn	tried	try	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Cases	Cases	n2	Cases	case	0
plainly	plainly	av-j	plainly	plain	0
laid	laid	vvn	laid	lay	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
,	,	,	,	,	0
Impositi	Impositi	n1	Impositi	impositi	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
upon	upon	p-acp	upon	upon	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
Free	Free	j	Free	free	0
Liberty	Liberty	n1	Liberty	liberty	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
;	;	;	;	;	0
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Causes	Causes	n2	Causes	cause	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
their	their	po32	their	their	0
contrary	contrary	j-jn	contrary	contrary	0
and	and	cc	and	and	0
different	different	j	different	different	0
effects	effects	n2	effects	effect	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
the	the	dt	the	the	0
Rulers	Rulers	n2	Rulers	ruler	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
Blessings	Blessings	n2	Blessings	blessing	0
,	,	,	,	,	0
Prosperi	Prosperi	np1	Prosperi	Prosperi	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
and	and	cc	and	and	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
Cause	Cause	n1	Cause	cause	0
;	;	;	;	;	0
and	and	cc	and	and	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
Tribu	Tribu	np1	Tribu	Tribu	0
∣	∣	sy	∣	∣	0
lations	lations	n2	lations	lation	0
,	,	,	,	,	0
Contentions	Contentions	n2	Contentions	contention	0
,	,	,	,	,	0
Misery	Misery	n1	Misery	misery	0
,	,	,	,	,	0
Sorrow	Sorrow	n1	Sorrow	sorrow	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Curse	Curse	n1	Curse	curse	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	av	the	then	0
ef	ef	pp-f	ef	of	0
∣	∣	sy	∣	∣	0
fects	fects	vvz	fects	fect	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
unavoidably	unavoidably	av-j	avoidable	avoidable	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Cause	Cause	n1	Cause	cause	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
all	all	d	all	all	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
Time	Time	n1	Time	time	0
and	and	cc	and	and	0
Transactions	Transactions	n2	Transactions	transaction	0
,	,	,	,	,	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
to	to	p-acp	to	to	0
pass	pass	vvi	pass	pass	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
homely	homely	j	homely	homely	0
,	,	,	,	,	0
plain	plain	j	plain	plain	0
words	words	n2	words	word	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
manner	manner	n1	manner	manner	0
is	is	vbz	is	be	0
)	)	)	)	)	0
assert	assert	vvb	assert	assert	0
the	the	dt	the	the	0
Causes	Causes	n2	Causes	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Causes	Causes	n2	Causes	cause	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
again	again	av	again	again	0
and	and	cc	and	and	0
again	again	av	again	again	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
very	very	j	very	very	0
end	end	n1	end	end	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
inform	inform	vvi	inform	inform	0
you	you	pn22	you	you	0
,	,	,	,	,	0
advise	advise	vvb	advice	advise	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
warn	warn	vvb	warn	warn	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
