MY	MY	po11	MY	my	0
it	it	pn31	it	it	0
?	?	?	?	?	1
Shall	Shall	vmb	Shall	shall	0
we	we	pns12	we	we	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
made	made	vvd	made	make	0
our	our	po12	our	our	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
implanted	implanted	vvn	implanted	implant	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
these	these	d	these	these	0
vitious	vitious	j	vicious	vicious	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
clinations	clinations	n2	clinations	clination	0
?	?	?	?	?	1
No.	No.	uh-dx	No.	no	0
They	They	pns32	They	they	0
are	are	vbr	are	be	0
Motions	Motions	n2	Motions	motion	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Motions	Motions	n2	Motions	motion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
a	a	dt	a	a	0
Law	Law	n1	Law	law	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
they	they	pns32	they	they	0
formally	formally	av-j	formally	formal	0
oppose	oppose	vvi	oppose	oppose	0
his	his	po31	his	his	0
Sanctity	Sanctity	n1	Sanctity	sanctity	0
,	,	,	,	,	0
and	and	cc	and	and	0
contradict	contradict	vvi	contradict	contradict	0
him	him	pno31	him	he	0
,	,	,	,	,	0
speaking	speaking	vvg	speaking	speak	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
7.23	7.23	crd	7.23	7.23	0
.	.	.	.	.	1
They	They	pns32	They	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
then	then	av	then	then	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
else	else	av	else	else	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
known	known	vvn	known	know	0
,	,	,	,	,	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
Revelation	Revelation	n1	Revelation	revelation	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
we	we	pns12	we	we	0
following	following	vvg	following	follow	0
our	our	po12	our	our	0
Appetites	Appetites	n2	Appetites	appetite	0
have	have	vhb	have	have	0
worked	worked	vvn	worked	work	0
against	against	p-acp	against	against	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
Reason	Reason	n1	Reason	reason	0
tells	tells	vvz	tells	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
offended	offended	vvn	offended	offend	0
the	the	dt	the	the	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thor	thor	n1	thor	thor	0
or	or	cc	or	or	0
Giver	Giver	n1	Giver	giver	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gain	gain	n1	gain	gain	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
manner	manner	n1	manner	manner	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
amends	amends	n2	amends	amends	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
Revelation	Revelation	n1	Revelation	revelation	0
.	.	.	.	.	1
We	We	pns12	We	we	0
Christians	Christians	njpg2	Christians	christian	0
then	then	av	then	then	0
unanimously	unanimously	av-j	unanimously	unanimous	0
conceive	conceive	vvi	conceive	conceive	0
that	that	cst	that	that	0
God	God	np1	God	God	0
has	has	vhz	has	have	0
revealed	revealed	vvn	revealed	reveal	0
both	both	d	both	both	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
us	us	pno12	us	we	0
Believe	Believe	vvi	Believe	believe	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
us	us	pno12	us	we	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
serve	serve	vvi	serve	serve	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
hold	hold	vvb	hold	hold	0
that	that	cst	that	that	0
all	all	d	all	all	0
those	those	d	those	those	0
Divine	Divine	j-jn	Divine	divine	0
Truths	Truths	n2	Truths	truth	0
are	are	vbr	are	be	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
we	we	pns12	we	we	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
.	.	.	.	.	1
We	We	pns12	We	we	0
all	all	d	all	all	0
run	run	vvb	run	run	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
earnest	earnest	j	earnest	earnest	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Duty	Duty	n1	Duty	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
indeed	indeed	av	indeed	indeed	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
Man	Man	n1	Man	man	0
saies	saies	vvz	says	say	0
omnis	omnis	fw-la	omnis	omnis	0
Homo	Homo	fw-la	Homo	hominem	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
nihil	nihil	fw-la	nihil	nihil	0
est	est	fw-la	est	est	0
omnis	omnis	fw-la	omnis	omnis	0
Homo	Homo	fw-la	Homo	hominem	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
who	who	q-crq	who	who	0
shall	shall	vmb	shall	shall	0
Interpret	Interpret	vvi	Interpret	interpret	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
?	?	?	?	?	1
We	We	pns12	We	we	0
see	see	vvb	see	see	0
our	our	po12	our	our	0
greatest	greatest	js	greatest	great	0
Divines	Divines	n2-jn	Divines	divine	0
cannot	cannot	vmbx	cannot	can	0
agree	agree	vvi	agree	agree	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
how	how	q-crq	how	how	0
shall	shall	vmb	shall	shall	0
meaner	meaner	av-j	meaner	mean	0
Capacities	Capacities	n2	Capacities	capacity	0
hope	hope	vvb	hope	hope	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
it	it	pn31	it	it	0
?	?	?	?	?	1
When	When	c-crq	When	when	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
va	va	fw-fr	va	va	0
∣	∣	sy	∣	∣	0
riance	riance	n1	riance	riance	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Pas	Pas	n1	Pass	pass	0
∣	∣	sy	∣	∣	0
sage	sage	j-jn	sage	sage	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
misunderstood	misunderstood	vvd	misunderstood	misunderstand	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Destruction	Destruction	n1	Destruction	destruction	0
,	,	,	,	,	0
2	2	crd	2	2	0
Petr.	Petr.	np1	Petr.	Petr.	1
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
our	our	po12	our	our	0
Judge	Judge	n1	Judge	judge	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
wrong	wrong	j-jn	wrong	wrong	0
,	,	,	,	,	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
compose	compose	vvb	compose	compose	0
our	our	po12	our	our	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ference	ference	n1	ference	ference	0
?	?	?	?	?	1
The	The	dt	The	the	0
Scripture	Scripture	n1	Scripture	scripture	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
conference	conference	n1	conference	conference	0
of	of	pp-f	of	of	0
Passages	Passages	n2	Passages	passage	0
?	?	?	?	?	1
My	My	po11	My	my	0
LORDS	LORDS	ng1	LORDS	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
appeal	appeal	vvb	appeal	appeal	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Duty	Duty	n1	Duty	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Judge	Judge	n1	Judge	judge	0
or	or	cc	or	or	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Station	Station	n1	Station	station	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Judge	Judge	n1	Judge	judge	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
Sentence	Sentence	n1	Sentence	sentence	0
that	that	cst	that	that	0
all	all	d	all	all	0
present	present	j	present	present	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
who	who	r-crq	who	who	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Dissent	Dissent	vvb	Dissent	dissent	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
Parties	Parties	n2	Parties	party	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
or	or	cc	or	or	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Judg	Judg	n1	Judge	judge	0
∣	∣	sy	∣	∣	0
es	es	zz	es	es	0
Sentence	Sentence	n1	Sentence	sentence	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
has	has	vhz	has	have	0
said	said	vvn	said	say	0
all	all	d	all	all	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
learn	learn	vvb	learn	learn	0
∣	∣	sy	∣	∣	0
dest	dest	fw-la	dest	dest	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
conferred	conferred	vvn	conferred	confer	0
Passage	Passage	n1	Passage	passage	0
with	with	p-acp	with	with	0
Passage	Passage	n1	Passage	passage	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vulgar	Vulgar	j	Vulgar	vulgar	0
and	and	cc	and	and	0
Original	Original	j-jn	Original	original	0
Tongues	Tongues	n2	Tongues	tongue	0
,	,	,	,	,	0
Prayed	Prayed	vvd	Prayed	pray	0
&	&	cc	&	and	0
