BEloved	BEloved	j-vvn	BEloved	belove	0
20.	20.	crd	20.	20.	1
Hence	Hence	av	Hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
divided	divided	vvd	divided	divide	0
,	,	,	,	,	0
becometh	becometh	vvz	becometh	become	0
no	no	xx	not	not	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
vider	vider	n1	vider	vider	0
;	;	;	;	;	0
this	this	d	this	this	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Vulgar	Vulgar	j	Vulgar	vulgar	0
Latine	Latine	jp	Latin	latin	0
,	,	,	,	,	0
Solvere	Solvere	np1	Solvere	Solvere	0
Jesum	Jesum	np1	Jesum	Jesum	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dissolue	dissolue	vvi	dissolve	dissolve	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
him	him	pno31	him	he	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
opened	opened	vvd	opened	open	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
understan	understan	fw-mi	understan	understan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
and	and	cc	and	and	0
convicted	convicted	vvn	convicted	convict	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
abo	abo	zz	abo	abo	0
∣	∣	sy	∣	∣	0
minations	minations	n2	minations	mination	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
spirituall	spirituall	j	spiritual	spiritual	0
Captivity	Captivity	n1	Captivity	captivity	0
under	under	p-acp	under	under	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
crucified	crucified	vvn	crucified	crucify	0
Jesus	Jesus	np1	Jesus	Jesus	0
the	the	dt	the	the	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Members	Members	n2	Members	member	0
,	,	,	,	,	0
being	being	vbg	being	be	0
pricked	pricked	vvn	pricked	prick	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trembling	trembling	vvg	trembling	tremble	0
cryed	cryed	vvd	cried	cry	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
doe	doe	vdi	do	do	0
?	?	?	?	?	1
The	The	dt	The	the	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Bride	Bride	n1	Bride	bride	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lambes	Lambes	ng1	Lambs	lamb	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
said	said	vvd	said	say	0
;	;	;	;	;	0
Repent	Repent	vvb	Repent	repent	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
Baptized	Baptized	j-vvn	Baptised	baptise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Then	Then	cs	Then	than	0
I	I	pns11	I	i	0
gladly	gladly	av-j	gladly	glad	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
was	was	vbds	was	be	0
Baptized	Baptized	j-vvn	Baptised	baptise	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
2.	2.	crd	2.	2.	0
38	38	crd	38	38	0
,	,	,	,	,	1
39	39	crd	39	39	0
,	,	,	,	,	0
40	40	crd	40	40	0
,	,	,	,	,	0
41	41	crd	41	41	0
,	,	,	,	,	0
42.	42.	crd	42.	42.	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
now	now	av	now	now	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
;	;	;	;	;	0
And	And	cc	And	and	0
having	having	vhg	having	have	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
this	this	d	this	this	0
Learned	Learned	j	Learned	learned	0
Conference	Conference	n1	Conference	conference	0
,	,	,	,	,	0
kept	kept	vvd	kept	keep	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
mee	mee	pno11	me	i	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
precious	precious	j	precious	precious	0
Diamond	Diamond	n1	Diamond	diamond	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
great	great	j	great	great	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
did	did	vdd	did	do	0
reape	reape	vvi	reap	reap	0
much	much	d	much	much	0
spirituall	spirituall	j	spiritual	spiritual	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
And	And	cc	And	and	0
did	did	vdd	did	do	0
wait	wait	vvi	wait	wait	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
some	some	d	some	some	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
friends	friends	n2	friends	friend	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
would	would	vmd	would	will	0
long	long	vvi	long	long	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
goe	goe	vvb	go	go	0
have	have	vhb	have	have	0
Printed	Printed	vvn	Printed	print	0
a	a	dt	a	a	0
larger	larger	jc	larger	large	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
acter	acter	n1	acter	acter	0
Copy	Copy	n1	Copy	copy	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
finding	finding	vvg	finding	find	0
none	none	pix	none	none	0
,	,	,	,	,	0
(	(	(	(	(	0
I	I	pns11	I	i	0
that	that	cst	that	that	0
am	am	vbm	am	be	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Saints	Saints	n2	Saints	saint	0
)	)	)	)	)	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
any	any	d	any	any	0
longer	longer	av-jc	longer	long	0
conceale	conceale	vvi	conceal	conceal	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
thought	thought	vvd	thought	think	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
bound	bound	vvn	bound	bind	0
in	in	p-acp	in	in	0
Conscience	Conscience	n1	Conscience	conscience	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
so	so	av	so	so	0
much	much	d	much	much	0
enquiry	enquiry	n1	enquiry	enquiry	0
after	after	p-acp	after	after	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
hungry	hungry	j	hungry	hungry	0
,	,	,	,	,	0
empty	empty	j	empty	empty	0
,	,	,	,	,	0
selfe-denying	selfe-denying	j	self-denying	self-denying	0
Spirits	Spirits	n2	Spirits	spirit	0
;	;	;	;	;	0
rather	rather	av	rather	rather	0
then	then	cs	then	than	0
such	such	d	such	such	0
a	a	dt	a	a	0
Learned	Learned	j	Learned	learned	0
Tract	Tract	n1	Tract	tract	0
of	of	pp-f	of	of	0
heavenly	heavenly	j	heavenly	heavenly	0
light	light	n1	light	light	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
alwaies	alwaies	av	always	always	0
lye	lye	vvi	lie	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
unseene	unseene	j	unseen	unseen	0
,	,	,	,	,	0
and	and	cc	and	and	0
forgot	forgot	vvd	forgotten	forget	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tempted	tempted	n-vvn	tempted	tempt	0
(	(	(	(	(	0
Courteous	Courteous	j	Courteous	courteous	0
Reader	Reader	n1	Reader	reader	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
o	o	fw-la	o	o	0
thy	thy	po21	thy	thy	0
view	view	n1	view	view	0
this	this	d	this	this	0
Learned	Learned	j	Learned	learned	0
Treatise	Treatise	n1	Treatise	treatise	0
;	;	;	;	;	0
Not	Not	xx	Not	not	0
hat	hat	n1	hat	hat	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
any	any	d	any	any	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
Lear	Lear	np1	Lear	Lear	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
man	man	n1	man	man	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
command	command	n1	command	command	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
o	o	uh	oh	oh	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
his	his	po31	his	his	0
Learned	Learned	j	Learned	learned	0
Disputation	Disputation	n1	Disputation	disputation	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
uried	uried	vvn	uried	ury	0
in	in	p-acp	in	in	0
silence	silence	n1	silence	silence	0
.	.	.	.	.	1
Read	Read	n1	Read	read	0
it	it	pn31	it	it	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
loved	loved	vvd	loved	love	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sake	sake	n1	sake	sake	0
that	that	cst	that	that	0
publisheth	publisheth	vvz	publisheth	publish	0
it	it	pn31	it	it	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sake	sake	n1	sake	sake	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
he	he	pns31	he	he	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
God	God	np1	God	God	0
f	f	zz	f	f	0
Truths	Truths	ng1	Truths	truth	0
sake	sake	n1	sake	sake	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
whose	whose	rg-crq	whose	who	0
cause	cause	n1	cause	cause	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
Author	Author	n1	Author	author	0
contendeth	contendeth	vvz	contendeth	contend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
ell	ell	n1	ell	ell	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
hath	hath	vhz	hath	have	0
suffered	suffered	vvn	suffered	suffer	0
so	so	av	so	so	0
great	great	j	great	great	0
Ec	Ec	np1	Ec	Ec	0
∣	∣	sy	∣	∣	0
lipses	lipses	n2	lipses	lipse	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
rage	rage	n1	rage	rage	0
and	and	cc	and	and	0
tyranny	tyranny	n1	tyranny	tyranny	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
Prelates	Prelates	n2	Prelates	prelate	0
and	and	cc	and	and	0
Priests	Priests	n2	Priests	priest	0
.	.	.	.	.	1
