SIRS	SIRS	np1	SIRS	Sirs	0
reward	reward	n1	reward	reward	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
pains	pains	n2	pains	pain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
spiritual	spiritual	j	spiritual	spiritual	0
improvement	improvement	n1	improvement	improvement	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
Eternal	Eternal	j	Eternal	eternal	0
Salva	Salva	np1	Salva	Salva	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
The	The	dt	The	the	0
Truths	Truths	n2	Truths	truth	0
here	here	av	here	here	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
(	(	(	(	(	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
)	)	)	)	)	0
preached	preached	vvd	preached	preach	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
ears	ears	n2	ears	ear	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
knowing	knowing	vvg	knowing	know	0
how	how	c-crq	how	how	0
treacherous	treacherous	j	treacherous	treacherous	0
and	and	cc	and	and	0
weak	weak	j	weak	weak	0
our	our	po12	our	our	0
memories	memories	n2	memories	memory	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
apt	apt	j	apt	apt	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
slip	slip	vvi	slip	slip	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
hear	hear	vvb	hear	hear	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
fearing	fearing	vvg	fearing	fear	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Regeneration	Regeneration	n1	Regeneration	regeneration	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cernments	cernments	n2	cernments	cernment	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
might	might	vmd	might	may	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
time	time	n1	time	time	0
be	be	vbi	be	be	0
worn	worn	vvn	worn	wear	0
(	(	(	(	(	0
very	very	j	very	very	0
much	much	av-d	much	much	0
)	)	)	)	)	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
and	and	cc	and	and	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
necessary	necessary	j	necessary	necessary	0
and	and	cc	and	and	0
useful	useful	j	useful	useful	0
work	work	n1	work	work	0
to	to	pc-acp	to	to	0
provide	provide	vvi	provide	provide	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reviving	reviving	vvg	reviving	revive	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
fastening	fastening	vvg	fastening	fasten	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
writing	writing	vvg	writing	write	0
and	and	cc	and	and	0
composing	composing	vvg	composing	compose	0
the	the	dt	the	the	0
sum	sum	n1	sum	sum	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
preached	preached	vvd	preached	preach	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
contract	contract	vvi	contract	contract	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
within	within	p-acp	within	within	0
as	as	c-acp	as	as	0
narrow	narrow	j	narrow	narrow	0
a	a	dt	a	a	0
compass	compass	n1	compass	compass	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
forth	forth	av	forth	forth	0
great	great	j	great	great	0
Truths	Truths	n2	Truths	truth	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
plainness	plainness	n1	plainness	plainness	0
.	.	.	.	.	1
You	You	pn22	You	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
expect	expect	vvi	expect	expect	0
a	a	dt	a	a	0
large	large	j	large	large	0
Epistle	Epistle	n1	Epistle	epistle	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
want	want	vvb	want	want	0
opportunity	opportunity	n1	opportunity	opportunity	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
shall	shall	vmb	shall	shall	0
sum	sum	vvi	sum	sum	0
up	up	a-acp	up	up	0
all	all	d	all	all	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
few	few	d	few	few	0
words	words	n2	words	word	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
entreat	entreat	vvi	entreat	entreat	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
ponder	ponder	vvi	ponder	ponder	0
well	well	av	well	well	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
here	here	av	here	here	0
written	written	vvn	written	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
importune	importune	vvb	importune	importune	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
much	much	d	much	much	0
spiritual	spiritual	j	spiritual	spiritual	0
wisdom	wisdom	n1	wisdom	wisdom	0
and	and	cc	and	and	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
enabled	enabled	vvn	enabled	enable	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
judgment	judgment	n1	judgement	judgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
Truths	Truths	n2	Truths	truth	0
herein	herein	av	herein	herein	0
revealed	revealed	vvn	revealed	reveal	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Look	Look	n1	Look	look	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
great	great	j	great	great	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Regene	Regene	np1	Regene	Regene	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
weighty	weighty	j	weighty	weighty	0
and	and	cc	and	and	0
important	important	j	important	important	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
add	add	vvi	add	add	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
indispensably	indispensably	av-j	indispensably	indispensable	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
understand	understand	vvi	understand	understand	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
asserted	asserted	vvn	asserted	assert	0
and	and	cc	and	and	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
written	written	vvn	written	write	0
and	and	cc	and	and	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
mens	mens	ng2	men's	man	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Eternal	Eternal	j	Eternal	eternal	0
Glorification	Glorification	n1	Glorification	glorification	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
experience	experience	vvb	experience	experience	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
hearts	hearts	n2	hearts	heart	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Apply	Apply	np1	Apply	Apply	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
read	read	vvb	read	read	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
examine	examine	vvb	examine	examine	0
and	and	cc	and	and	0
prove	prove	vvi	prove	prove	0
your	your	po22	your	your	0
own	own	d	own	own	0
states	states	n2	states	state	0
and	and	cc	and	and	0
conditi	conditi	fw-la	conditi	conditi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
search	search	n1	search	search	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Regeneration	Regeneration	n1	Regeneration	regeneration	0
be	be	vbb	be	be	0
indeed	indeed	av	indeed	indeed	0
wrought	wrought	vvn	wrought	wrought	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
deceive	deceive	vvi	deceive	deceive	0
your	your	po22	your	your	0
Souls	Souls	n2	Souls	soul	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bare	bare	j	bore	bare	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
real	real	j	real	real	0
Regeneration	Regeneration	n1	Regeneration	regeneration	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
external	external	j	external	external	0
change	change	n1	change	change	0
only	only	av-j	only	only	0
,	,	,	,	,	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
internal	internal	j	internal	internal	0
.	.	.	.	.	1
Oh!	Oh!	uh	Oh!	oh	0
how	how	q-crq	how	how	0
many	many	d	many	many	0
poor	poor	j	poor	poor	0
Souls	Souls	n2	Souls	soul	0
are	are	vbr	are	be	0
here	here	av	here	here	0
among	among	p-acp	among	among	0
Great	Great	j	Great	great	0
Professors	Professors	n2	Professors	professor	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
bless	bless	vvb	bless	bless	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
peace	peace	n1	peace	peace	0
