AMong	AMong	p-acp	AMong	among	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
were	were	vbdr	were	be	0
preests	preests	n2	priests	priest	0
and	and	cc	and	and	0
philosophers	philosophers	n2	philosophers	philosopher	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
great	great	j	great	great	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
credit	credit	n1	credit	credit	0
,	,	,	,	,	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
posteritie	posteritie	n1	posterity	posterity	0
such	such	d	such	such	0
notable	notable	j	notable	notable	0
and	and	cc	and	and	0
good	good	j	good	good	0
acts	acts	n2	acts	act	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
woor	woor	j	woor	woor	0
∣	∣	sy	∣	∣	0
thie	thie	j-jn	thie	thie	0
the	the	dt	the	the	0
memorie	memorie	n1	memory	memory	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
had	had	vhd	had	have	0
such	such	d	such	such	0
men	men	n2	men	man	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
mote	mote	n1	mote	mote	0
Ilands	Ilands	n2	Lands	land	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
great	great	j	great	great	0
Ocean	Ocean	n1	Ocean	ocean	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Britaine	Britaine	np1	Britaine	Britain	0
,	,	,	,	,	0
now	now	av	now	now	0
conteining	conteining	vvg	containing	contain	0
England	England	np1	England	England	0
,	,	,	,	,	0
Scotland	Scotland	np1	Scotland	Scotland	0
and	and	cc	and	and	0
Wales	Wales	np1	Wales	Wales	0
,	,	,	,	,	0
had	had	vhd	had	have	0
The	The	dt	The	the	0
first	first	ord	first	first	0
chro	chro	fw-la	chro	chro	0
∣	∣	sy	∣	∣	0
nographers	nographers	n2	nographers	nographer	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
.	.	.	.	.	0
their	their	po32	their	their	0
Druides	Druides	n2	Druids	druid	0
and	and	cc	and	and	0
Bardos	Bardos	np1	Bardos	Bardos	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
had	had	vhd	had	have	0
their	their	po32	their	their	0
Odalies	Odalies	n2	Odalies	odaly	0
or	or	cc	or	or	0
Rimers	Rimers	n2	Rhymers	rhymer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
verie	verie	av	very	very	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
credit	credit	n1	credit	credit	0
,	,	,	,	,	0
did	did	vdd	did	do	0
deliuer	deliuer	vvi	deliver	deliver	0
all	all	d	all	all	0
their	their	po32	their	their	0
saiengs	saiengs	n2-vvg	sayings	saying	0
in	in	p-acp	in	in	0
meeter	meeter	jc	meeter	meet	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
therefore	therefore	av	therefore	therefore	0
called	called	vvn	called	call	0
Poets	Poets	n2	Poets	poet	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
alluring	alluring	j-vvg	alluring	allure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
attention	attention	n1	attention	attention	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
frame	frame	vvi	frame	frame	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
did	did	vdd	did	do	0
vse	vse	vvi	use	use	0
to	to	pc-acp	to	to	0
sing	sing	vvi	sing	sing	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
instrument	instrument	n1	instrument	instrument	0
such	such	d	such	such	0
les	les	av-dc	less	less	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
and	and	cc	and	and	0
instructions	instructions	n2	instructions	instruction	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
woont	woont	vvn	wont	wont	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
concerning	concerning	vvg	concerning	concern	0
manners	manners	n2	manners	manner	0
and	and	cc	and	and	0
common	common	j	common	common	0
conuer	conuer	n1	conuer	conuer	0
∣	∣	sy	∣	∣	0
sation	sation	n1	sation	sation	0
,	,	,	,	,	0
Poets	Poets	n2	Poets	poet	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
chro	chro	fw-la	chro	chro	0
∣	∣	sy	∣	∣	0
nographers	nographers	n2	nographers	nographer	0
in	in	p-acp	in	in	0
Britaine	Britaine	np1	Britaine	Britain	0
.	.	.	.	.	0
or	or	cc	or	or	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
policie	policie	n1	policy	policy	0
and	and	cc	and	and	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
prowesse	prowesse	n1	prowess	prowess	0
and	and	cc	and	and	0
martiall	martiall	j	martial	martial	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gests	gests	n2	gests	gest	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
ance	ance	n1	ance	ance	0
∣	∣	sy	∣	∣	0
stors	stors	n2	stors	stor	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
other	other	j-jn	other	other	0
thing	thing	n1	thing	thing	0
thought	thought	vvd	thought	think	0
meet	meet	vvi	meet	meet	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
woorthie	woorthie	j	worthy	worthy	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
meanes	meanes	n2	means	mean	0
they	they	pns32	they	they	0
made	made	vvd	made	make	0
men	men	n2	men	man	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
apt	apt	j	apt	apt	0
,	,	,	,	,	0
readie	readie	j	ready	ready	0
,	,	,	,	,	0
and	and	cc	and	and	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
applie	applie	vvi	apply	apply	0
themselues	themselues	px32	themselves	themselves	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
commendable	commendable	j	commendable	commendable	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
both	both	d	both	both	0
concerning	concerning	vvg	concerning	concern	0
God	God	np1	God	God	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
honored	honored	vvn	honoured	honour	0
,	,	,	,	,	0
the	the	dt	the	the	0
magistrate	magistrate	n1	magistrate	magistrate	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
obeied	obeied	vvd	obeyed	obey	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
common	common	j	common	common	0
soci	soci	fw-la	soci	soci	0
∣	∣	sy	∣	∣	0
etie	etie	n1	etie	etie	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
conserued	conserued	vvn	conserved	conserve	0
;	;	;	;	;	0
and	and	cc	and	and	0
finallie	finallie	av-j	finally	final	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
life	life	n1	life	life	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ordered	ordered	vvn	ordered	order	0
and	and	cc	and	and	0
directed	directed	vvn	directed	direct	0
.	.	.	.	.	1
The	The	dt	The	the	0
definition	definition	n1	definition	definition	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
historie	historie	n1	history	history	0
.	.	.	.	.	1
Cicero	Cicero	np1	Cicero	Cicero	0
de	de	fw-fr	de	de	0
oratore	oratore	fw-la	oratore	oratore	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
and	and	cc	and	and	0
manie	manie	d	many	many	0
other	other	j-jn	other	other	0
like	like	j	like	like	0
commodities	commodities	n2	commodities	commodity	0
when	when	c-crq	when	when	0
Cicero	Cicero	np1	Cicero	Cicero	0
had	had	vhd	had	have	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
did	did	vdd	did	do	0
grow	grow	vvi	grow	grow	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
means	means	n2	means	mean	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
verie	verie	j	very	very	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
historie	historie	n1	history	history	0
:	:	:	:	:	0
he	he	pns31	he	he	0
described	described	vvd	described	describe	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
witnesse	witnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
memorie	memorie	n1	memory	memory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
mistresse	mistresse	n1	mistress	mistress	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
:	:	:	:	:	0
willing	willing	j	willing	willing	0
and	and	cc	and	and	0
aduising	aduising	vvg	advising	advise	0
euerie	euerie	d	every	every	0
man	man	n1	man	man	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
matters	matters	n2	matters	matter	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
their	their	po32	their	their	0
recourse	recourse	n1	recourse	recourse	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
well	well	av	well	well	0
exercised	exercised	vvn	exercised	exercise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
past	past	j	past	past	0
are	are	vbr	are	be	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
doo	doo	vdi	do	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
Ecclesiast	Ecclesiast	j	Ecclesiast	ecclesiast	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
3.	3.	crd	3.	3.	0
new	new	j	new	new	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
past	past	p-acp	passed	past	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
taught	taught	vvn	taught	teach	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
saith	saith	vvz	says	say	0
Augustine	Augustine	np1	Augustine	Augustine	0
:	:	:	:	:	0
Historia	Historia	np1	Historia	Historia	0
magis	magis	fw-la	magis	magis	0
vel	vel	fw-la	vel	vel	0
certè	certè	fw-la	certè	certè	0
non	non	fw-fr	non	non	0
minùs	minùs	fw-fr	minùs	minùs	0
praenunciandis	praenunciandis	fw-fr	praenunciandis	praenunciandis	0
futuris	futuris	fw-la	futuris	futuris	0
,	,	,	,	,	0
quàm	quàm	fw-la	quàm	quàm	0
enunciandis	enunciandis	fw-la	enunciandis	enunciandis	0
August	August	np1	August	August	0
.	.	.	.	.	0
de	de	fw-fr	de	de	0
ciuit	ciuit	fw-la	ciuit	ciuit	0
.	.	.	.	.	1
Dei	Dei	fw-la	Dei	dei	0
.	.	.	.	.	1
Chronica	Chronica	np1	Chronica	Chronica	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
rionis	rionis	fw-la	rionis	rionis	0
.	.	.	.	.	1
Thucidides	Thucidides	np1	Thucidides	Thucydides	0
.	.	.	.	.	0
praeteritis	praeteritis	n2	praeteritis	praeteriti	0
inuenitur	inuenitur	fw-la	inuenitur	inuenitur	0
intenta	intenta	fw-la	intenta	intenta	0
:	:	:	:	:	0
Histories	Histories	n2	Histories	history	0
doo	doo	vdi	do	do	0
teach	teach	vvi	teach	teach	0
and	and	cc	and	and	0
aduertise	aduertise	vvi	advertise	advertise	0
vs	vs	pno12	us	we	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
past	past	j	past	past	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
thereof	thereof	av	thereof	thereof	0
is	is	vbz	is	be	0
so	so	av	so	so	0
no	no	dx	no	no	0
necessarie	necessarie	j	necessary	necessary	0
that	that	cst	that	that	0
Melancthon	Melancthon	np1	Melancthon	Melancthon	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
no	no	dx	no	no	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnlearned	vnlearned	j	unlearned	unlearned	0
in	in	p-acp	in	in	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
stories	stories	n2	stories	story	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
Sine	Sine	fw-la	Sine	sine	0
qua	qua	fw-la	qua	qua	0
nulla	nulla	fw-la	nulla	nulla	0
in	in	p-acp	in	in	0
re	re	fw-it	re	re	0
quispiam	quispiam	fw-la	quispiam	quispiam	0
lucem	lucem	fw-la	lucem	lucem	0
habet	habet	fw-la	habet	habet	0
.	.	.	.	.	1
And	And	cc	And	and	0
Thucidides	Thucidides	np1	Thucidides	Thucydides	0
the	the	dt	the	the	0
old	old	j	old	old	0
ancient	ancient	j	ancient	ancient	0
historiographer	historiographer	n1	historiographer	historiographer	0
of	of	pp-f	of	of	0
Grecia	Grecia	np1	Grecia	Grecia	0
would	would	vmd	would	will	0
that	that	d	that	that	0
euerie	euerie	d	every	every	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
histories	histories	n2	histories	history	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
most	most	av-ds	most	most	0
necessarie	necessarie	j	necessary	necessary	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
matters	matters	n2	matters	matter	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
did	did	vdd	did	do	0
he	he	pns31	he	he	0
draw	draw	vvi	draw	draw	0
and	and	cc	and	and	0
learne	learne	vvb	learn	learn	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
seeme	seeme	vvi	seem	seem	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
faithfullie	faithfullie	av-j	faithfully	faithful	0
and	and	cc	and	and	0
diligentlie	diligentlie	av-j	diligently	diligent	0
written	written	vvn	written	write	0
and	and	cc	and	and	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
woonderfull	woonderfull	j-vvn	wondered	wonder	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
necessarie	necessarie	j	necessary	necessary	0
precepts	precepts	n2	precepts	precept	0
and	and	cc	and	and	0
rules	rules	n2	rules	rule	0
for	for	p-acp	for	for	0
mans	mans	ng1	men	man	0
life	life	n1	life	life	0
,	,	,	,	,	0
either	either	d	either	either	0
concerning	concerning	vvg	concerning	concern	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
or	or	cc	or	or	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
ci	ci	fw-fr	ci	ci	0
∣	∣	sy	∣	∣	0
uill	uill	vmb	vill	vill	0
policies	policies	n2	policies	policy	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
common	common	j	common	common	0
societie	societie	n1	society	society	0
:	:	:	:	:	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
Iosua	Iosua	np1	Iosua	Joshua	0
assembling	assembling	vvg	assembling	assemble	0
all	all	d	all	all	0
the	the	dt	the	the	0
people	people	n1	people	people	0
togither	togither	av	together	together	0
,	,	,	,	,	0
did	did	vdd	did	do	0
deliuer	deliuer	vvi	deliver	deliver	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Pentatychon	Pentatychon	np1	Pentatychon	Pentatychon	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dailie	dailie	av-j	daily	daily	0
read	read	vvn	read	read	0
&	&	cc	&	and	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
commandement	commandement	n1	commandment	commandment	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
Deutero	Deutero	np1	Deutero	Deutero	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
Iosue	Iosue	np1	Iosue	Joshua	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
that	that	d	that	that	0
booke	booke	n1	book	book	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
alwaies	alwaies	av	always	always	0
their	their	po32	their	their	0
continuall	continuall	j	continual	continual	0
recourse	recourse	n1	recourse	recourse	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
life	life	n1	life	life	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
direction	direction	n1	direction	direction	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
causes	causes	n2	causes	cause	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
thing	thing	n1	thing	thing	0
they	they	pns32	they	they	0
