MASTER	MASTER	n1	MASTER	master	0
hold	hold	vvb	hold	hold	0
the	the	dt	the	the	0
negatiue	negatiue	j-jn	negative	negative	0
so	so	av	so	so	0
euident	euident	j	evident	evident	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
svvaded	svvaded	vvd	svvaded	svvade	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
vvithout	vvithout	p-acp	without	without	0
forfaiture	forfaiture	n1	forfeiture	forfeiture	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
determine	determine	vvb	determine	determine	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
hindred	hindred	vvn	hindered	hinder	0
the	the	dt	the	the	0
publication	publication	n1	publication	publication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
vvritten	vvritten	vvn	written	write	0
not	not	xx	not	not	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
agoe	agoe	av	ago	ago	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
subiect	subiect	n-jn	subject	subject	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
inter	inter	vvi	inter	inter	0
∣	∣	sy	∣	∣	0
cepting	cepting	vvg	cepting	cept	0
the	the	dt	the	the	0
vvritten	vvritten	j-vvn	written	write	0
copy	copy	n1	copy	copy	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
,	,	,	,	,	0
(	(	(	(	(	0
knovving	knovving	vvg	knowing	know	0
belike	belike	av	belike	belike	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
ansvvered	ansvvered	vvd	answered	answer	0
)	)	)	)	)	0
you	you	pn22	you	you	0
still	still	av	still	still	0
retaine	retaine	vvi	retain	retain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
and	and	cc	and	and	0
vvould	vvould	vmd	would	will	0
haue	haue	vhi	have	have	0
spared	spared	vvn	spared	spare	0
this	this	d	this	this	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
vvaies	vvaies	n2	ways	way	0
bestovved	bestovved	vvd	bestowed	bestow	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
content	content	j	content	content	0
,	,	,	,	,	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
discouery	discouery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
no	no	zz	no	no	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doe	doe	vdb	do	do	0
set	set	vvi	set	set	0
others	others	n2-jn	others	other	0
on	on	p-acp	on	on	0
vvorke	vvorke	n1	work	work	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
and	and	cc	and	and	0
bolster	bolster	vvi	bolster	bolster	0
it	it	pn31	it	it	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
preiudice	preiudice	n1	prejudice	prejudice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
iustly	iustly	av-j	justly	just	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
plaine	plaine	n1	plain	plain	0
,	,	,	,	,	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
laid	laid	vvn	laid	lay	0
open	open	j	open	open	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvorld	vvorld	n1	world	world	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
you	you	pn22	you	you	0
desire	desire	vvb	desire	desire	0
should	should	vmd	should	shall	0
remaine	remaine	vvi	remain	remain	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnknowne	vnknowne	j	unknown	unknown	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
finde	finde	vvb	find	find	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
proued	proued	vvd	proved	prove	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
Bishop	Bishop	n1	Bishop	bishop	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
Vsurper	Vsurper	n1	Usurper	usurper	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
title	title	n1	title	title	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvil	vvil	vmb	will	will	0
desire	desire	vvi	desire	desire	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
greatly	greatly	av-j	greatly	great	0
hope	hope	vvi	hope	hope	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
either	either	d	either	either	0
depose	depose	vvi	depose	depose	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
capable	capable	j	capable	capable	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
here	here	av	here	here	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvill	vvill	vmb	will	will	0
expect	expect	vvi	expect	expect	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
encourage	encourage	vvi	encourage	encourage	0
either	either	d	either	either	0
M.	M.	n1	M.	m.	0
Mason	Mason	n1	Mason	mason	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
heere	heere	av	here	here	0
proposed	proposed	vvn	proposed	propose	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
If	If	cs	If	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
your	your	po22	your	your	0
silence	silence	n1	silence	silence	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
interpre	interpre	j	interpre	interpre	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
an	an	dt	and	a	0
acknovvledgement	acknovvledgement	n1	acknowledgement	acknowledgement	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
vvhere	vvhere	c-crq	where	where	0
vvith	vvith	p-acp	with	with	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
here	here	av	here	here	0
charged	charged	vvn	charged	charge	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
no	no	dx	no	no	0
lavvfull	lavvfull	j	lawful	lawful	0
ministery	ministery	n1	ministry	ministry	0
and	and	cc	and	and	0
ordination	ordination	n1	ordination	ordination	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
no	no	zz	no	no	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
no	no	dx	no	no	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
no	no	dx	no	no	0
meane	meane	j	mean	mean	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
All	All	av-d	All	all	0
vvhich	vvhich	r-crq	which	which	0
important	important	j	important	important	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sequences	sequences	n2	sequences	sequence	0
euidently	euidently	av-j	evidently	evident	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vvant	vvant	n1	want	want	0
of	of	pp-f	of	of	0
lawfull	lawfull	j	lawful	lawful	0
calling	calling	n-vvg	calling	call	0
and	and	cc	and	and	0
ordination	ordination	n1	ordination	ordination	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
vvishing	vvishing	vvg	wishing	wish	0
you	you	pn22	you	you	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ctholike	Ctholike	jp	Ctholike	ctholike	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
vvithout	vvithout	p-acp	without	without	0
vvhich	vvhich	r-crq	which	which	0
your	your	po22	your	your	0
soule	soule	n1	soul	soul	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
see	see	vvi	see	see	0
vvith	vvith	p-acp	with	with	0
ioy	ioy	n1	joy	joy	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shevv	shevv	vvi	show	show	0
hatred	hatred	n1	hatred	hatred	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
;	;	;	;	;	0
I	I	pns11	I	i	0
leaue	leaue	vvb	leave	leave	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
all	all	d	all	all	0
men	men	n2	men	man	0
saued,1	saued,1	n1	saued,1	saued,1	0
.	.	.	.	.	1
Tim.	Tim.	np1	Tim.	Tim.	0
2.4	2.4	crd	2.4	2.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
