MAN	MAN	n1	MAN	man	0
be	be	vbi	be	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
membred	membred	vvn	membered	member	0
,	,	,	,	,	0
that	that	cst	that	that	0
old	old	j	old	old	0
men	men	n2	men	man	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
iust	iust	j	just	just	0
soeuer	soeuer	av	soever	soever	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
be	be	vbi	be	be	0
,	,	,	,	,	0
can	can	vmb	can	can	0
abyde	abyde	vvi	abide	abide	0
no	no	dx	no	no	0
reprehension	reprehension	n1	reprehension	reprehension	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
cannot	cannot	vmbx	cannot	can	0
endure	endure	vvi	endure	endure	0
the	the	dt	the	the	0
hearyng	hearyng	vvg	hearing	hear	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
faultes	faultes	n2	faults	fault	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
age	age	n1	age	age	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
so	so	av	so	so	0
foule	foule	j	foul	foul	0
,	,	,	,	,	0
so	so	av	so	so	0
filthy	filthy	j	filthy	filthy	0
,	,	,	,	,	0
so	so	av	so	so	0
nasty	nasty	j	nasty	nasty	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
loath	loath	vvb	loath	loathe	0
∣	∣	sy	∣	∣	0
some	some	n1	some	sum	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
our	our	po12	our	our	0
age	age	n1	age	age	0
is	is	vbz	is	be	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
,	,	,	,	,	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
cleane	cleane	j	clean	clean	0
and	and	cc	and	and	0
holsome	holsome	j	wholesome	wholesome	0
,	,	,	,	,	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
sweete	sweete	j	sweet	sweet	0
and	and	cc	and	and	0
sauery	sauery	j	savoury	savoury	0
,	,	,	,	,	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
wyse	wyse	j	wise	wise	0
that	that	cst	that	that	0
reprehende	reprehende	vvi	reprehend	reprehend	0
in	in	p-acp	in	in	0
age	age	n1	age	age	0
any	any	d	any	any	0
thyng	thyng	n1	thing	thing	0
.	.	.	.	.	1
Age	Age	n1	Age	age	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
is	is	vbz	is	be	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
howbeit	howbeit	cs	howbeit	howbeit	0
not	not	xx	not	not	0
that	that	d	that	that	0
age	age	n1	age	age	0
which	which	r-crq	which	which	0
Seneca	Seneca	np1	Seneca	Seneca	0
ad	ad	cc	and	and	0
Lucilium	Lucilium	np1	Lucilium	Lucilium	0
calleth	calleth	vvz	calls	call	0
Elementaria	Elementaria	fw-la	Elementaria	elementaria	0
senectus	senectus	fw-la	senectus	senectus	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
age	age	n1	age	age	0
whereof	whereof	c-crq	whereof	whereof	0
Tullie	Tullie	np1	Tullie	Tully	0
remembreth	remembreth	vvz	remember	remember	0
de	de	fw-la	de	de	0
senectute	senectute	fw-la	senectute	senectute	0
:	:	:	:	:	0
Remem	Remem	fw-la	Remem	remem	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
alwayes	alwayes	av	always	always	0
,	,	,	,	,	0
sayth	sayth	vvz	say	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
age	age	n1	age	age	0
whereof	whereof	c-crq	whereof	whereof	0
youth	youth	n1	youth	youth	0
hath	hath	vhz	hath	have	0
layde	layde	vvn	laid	lay	0
an	an	dt	and	a	0
honest	honest	j	honest	honest	0
foundation	foundation	n1	foundation	foundation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
or	or	cc	or	or	0
gray	gray	j-jn	grey	grey	0
hears	hears	vvz	hears	hear	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
wrinkles	wrinkles	n2	wrinkles	wrinkle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
browe	browe	n1	brow	brow	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
furrowes	furrowes	n2	furrows	furrow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
,	,	,	,	,	0
that	that	cst	that	that	0
bryngeth	bryngeth	vvz	bringeth	bring	0
reuerence	reuerence	n1	reverence	reverence	0
vnto	vnto	p-acp	unto	unto	0
age	age	n1	age	age	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
an	an	dt	and	a	0
honest	honest	j	honest	honest	0
life	life	n1	life	life	0
past	past	vvn	passed	pass	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
continueth	continueth	vvz	continueth	continue	0
with	with	p-acp	with	with	0
reuerence	reuerence	n1	reverence	reverence	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
.	.	.	.	.	1
An	An	dt	And	a	0
olde	olde	j	old	old	0
Ruffian	Ruffian	n1	Ruffian	ruffian	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
auncient	auncient	j-jn	ancient	ancient	0
Callet	Callet	n1	Callet	callet	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
theyr	theyr	po32	their	their	0
continuaunce	continuaunce	n1	continuance	continuance	0
in	in	p-acp	in	in	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
worthy	worthy	j	worthy	worthy	0
any	any	d	any	any	0
reuerence	reuerence	n1	reverence	reverence	0
.	.	.	.	.	1
A	A	dt	A	a	0
sleepie	sleepie	j	sleepy	sleepy	0
age	age	n1	age	age	0
geuen	geuen	vvn	given	give	0
to	to	p-acp	to	to	0
idlenesse	idlenesse	n1	idleness	idleness	0
,	,	,	,	,	0
that	that	cst	that	that	0
resteth	resteth	vvz	rests	rest	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
voyde	voyde	j	void	void	0
of	of	pp-f	of	of	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
seeking	seeking	vvg	seeking	seek	0
securi	securi	fw-la	securi	securi	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
pretendyng	pretendyng	vvg	pretending	pretend	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
best	best	js	best	best	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
quiet	quiet	j-jn	quiet	quiet	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
endure	endure	vvi	endure	endure	0
the	the	dt	the	the	0
troubles	troubles	n2	troubles	trouble	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
passe	passe	vvb	pass	pass	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
this	this	d	this	this	0
age	age	n1	age	age	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
honorable	honorable	j	honourable	honourable	0
.	.	.	.	.	1
And	And	cc	And	and	0
such	such	d	such	such	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
age	age	n1	age	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
like	like	av-j	like	like	0
altogeather	altogeather	av	altogether	altogether	0
vnto	vnto	p-acp	unto	unto	0
testy	testy	j	testy	testy	0
old	old	j	old	old	0
fro	fro	p-acp	from	from	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
age	age	n1	age	age	0
,	,	,	,	,	0
that	that	cst	that	that	0
how	how	c-crq	how	how	0
iust	iust	j	just	just	0
soeuer	soeuer	av	soever	soever	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
be	be	vbi	be	be	0
,	,	,	,	,	0
can	can	vmb	can	can	0
abide	abide	vvi	abide	abide	0
no	no	dx	no	no	0
reprehension	reprehension	n1	reprehension	reprehension	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
,	,	,	,	,	0
we	we	pns12	we	we	0
lyue	lyue	vvi	live	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
ages	ages	n2	ages	age	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
before	before	p-acp	before	before	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
end	end	n1	end	end	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
looked	looked	vvn	looked	look	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
wotteth	wotteth	vvz	wotteth	wit	0
howe	howe	c-crq	how	how	0
soone	soone	av	soon	soon	0
:	:	:	:	:	0
Shal	Shal	vmb	Shall	shall	0
not	not	xx	not	not	0
our	our	po12	our	our	0
punishment	punishment	n1	punishment	punishment	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
our	our	po12	our	our	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
demnation	demnation	n1	demnation	demnation	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
iust	iust	j	just	just	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
much	much	d	much	much	0
the	the	dt	the	the	0
more	more	dc	more	more	0
warninges	warninges	n2	warnings	warning	0
and	and	cc	and	and	0
examples	examples	n2	examples	example	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
geuen	geuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
we	we	pns12	we	we	0
take	take	vvb	take	take	0
no	no	dx	no	no	0
heede	heede	n1	heed	heed	0
thereby	thereby	av	thereby	thereby	0
?	?	?	?	?	1
And	And	cc	And	and	0
howe	howe	c-crq	how	how	0
muche	muche	av-d	much	much	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
we	we	pns12	we	we	0
profited	profited	vvn	profited	profit	0
?	?	?	?	?	1
Amongst	Amongst	p-acp	among	among	0
Gods	Gods	ng1	Gods	god	0
special	special	j	special	special	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
maundements	maundements	n2	maundements	maundement	0
,	,	,	,	,	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
honoured	honoured	vvn	honoured	honour	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
Gods	Gods	npg1	Gods	God	0
name	name	n1	name	name	0
reuerenced	reuerenced	vvn	reverenced	reverence	0
?	?	?	?	?	1
Was	Was	vbds	Was	be	0
euer	euer	av	ever	ever	0
any	any	d	any	any	0
age	age	n1	age	age	0
so	so	av	so	so	0
outragious	outragious	j	outrageous	outrageous	0
in	in	p-acp	in	in	0
Othes	Othes	n2	Oaths	oath	0
?	?	?	?	?	1
So	So	av	So	so	0
blasphemous	blasphemous	j	blasphemous	blasphemous	0
in	in	p-acp	in	in	0
railing	railing	vvg	railing	rail	0
?	?	?	?	?	1
So	So	np1	So	So	0
rooted	rooted	vvn	rooted	root	0
in	in	p-acp	in	in	0
periurie	periurie	n1	perjury	perjury	0
?	?	?	?	?	1
When	When	c-crq	When	when	0
God	God	np1	God	God	0
turned	turned	vvd	turned	turn	0
his	his	po31	his	his	0
gratious	gratious	j	gracious	gracious	0
counte	counte	vvb	count	count	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
to	to	p-acp	to	to	0
wardes	wardes	n2	wards	ward	0
vs	vs	pno12	us	we	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
renued	renued	vvd	renewed	renew	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
did	did	vdd	did	do	0
we	we	pns12	we	we	0
suspect	suspect	vvi	suspect	suspect	0
that	that	d	that	that	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
been	been	vbn	been	be	0
vnweeded	vnweeded	j	unweeded	unweeded	0
,	,	,	,	,	0
that	that	cst	that	that	0
blasphemie	blasphemie	n1	blasphemy	blasphemy	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
spred	spred	vvn	spread	spread	0
such	such	d	such	such	0
blossomes	blossomes	n2	blossoms	blossom	0
,	,	,	,	,	0
that	that	cst	that	that	0
common	common	j	common	common	0
swearing	swearing	n-vvg	swearing	swear	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
ben	ben	vbn	been	be	0
thus	thus	av	thus	thus	0
suffered	suffered	vvn	suffered	suffer	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
?	?	?	?	?	1
Thought	Thought	n1	Thought	thought	0
we	we	pns12	we	we	0
that	that	d	that	that	0
Papistes	Papistes	njp2	Papists	papist	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
had	had	vhn	had	have	0
any	any	d	any	any	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
aucthoritie	aucthoritie	n1	authority	authority	0
?	?	?	?	?	1
Thought	Thought	n1	Thought	thought	0
we	we	pns12	we	we	0
that	that	d	that	that	0
contenti	contenti	fw-la	contenti	contenti	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
ben	ben	vbn	been	be	0
so	so	av	so	so	0
common	common	j	common	common	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	d	that	that	0
consience	consience	n1	conscience	conscience	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
ben	ben	vbn	been	be	0
ruled	ruled	vvn	ruled	rule	0
by	by	p-acp	by	by	0
riches	riches	n2	riches	riches	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
veryly	veryly	av-j	verily	very	0
,	,	,	,	,	0
we	we	pns12	we	we	0
hoped	hoped	vvd	hoped	hope	0
for	for	p-acp	for	for	0
better	better	jc	better	better	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
wot	wot	vvb	wot	wot	0
not	not	xx	not	not	0
when	when	c-crq	when	when	0
any	any	d	any	any	0
age	age	n1	age	age	0
was	was	vbds	was	be	0
worse	worse	jc	worse	worse	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
that	that	cst	that	that	0
affliction	affliction	n1	affliction	affliction	0
and	and	cc	and	and	0
trouble	trouble	n1	trouble	trouble	0
tryeth	tryeth	vvz	trieth	tri	0
:	:	:	:	:	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
neuer	neuer	av-x	never	never	0
letter	letter	n1	letter	letter	0
serued	serued	vvd	served	serve	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
uersitie	uersitie	n1	uersitie	uersitie	0
.	.	.	.	.	1
Wealth	Wealth	n1	Wealth	wealth	0
maketh	maketh	vvz	makes	make	0
vs	vs	pno12	us	we	0
Wantons	Wantons	n2-jn	Wantons	wanton	0
,	,	,	,	,	0
peace	peace	n1	peace	peace	0
bre	bre	vvn	bre	breed	0
∣	∣	sy	∣	∣	0
deth	deth	n1	death	death	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
quite	quite	av	quite	quite	0
forgotten	forgotten	vvn	forgotten	forget	0
Mariana	Mariana	np1	Mariana	Mariana	0
tempora	tempora	fw-la	tempora	tempora	0
.	.	.	.	.	1
This	This	d	This	this	0
complaint	complaint	n1	complaint	complaint	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
truely	truely	av-j	truly	true	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
diuers	diuers	j	diverse	diverse	0
respectes	respectes	n2	respects	respect	0
,	,	,	,	,	0
so	so	av	so	so	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
Gods	Gods	n2	Gods	god	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
halowed	halowed	vvn	hallowed	hallow	0
nor	nor	ccx	nor	nor	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
noured	noured	vvn	noured	nour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vainly	vainly	av-j	vainly	vain	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
terribly	terribly	av-j	terribly	terrible	0
abused	abused	vvn	abused	abuse	0
,	,	,	,	,	0
&	&	cc	&	and	0
blas	blas	fw-es	blas	blas	0
∣	∣	sy	∣	∣	0
phemed	phemed	vvn	phemed	pheme	0
most	most	av-ds	most	most	0
outragiously	outragiously	av-j	outrageously	outrageous	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
faultes	faultes	n2	faults	fault	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
second	second	ord	second	second	0
table	table	n1	table	table	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
concerne	concerne	vvb	concern	concern	0
the	the	pno32	thee	they	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
are	are	vbr	are	be	0
somewhat	somewhat	av	somewhat	somewhat	0
duely	duely	av-jn	duly	due	0
executed	executed	vvn	executed	execute	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
boldly	boldly	av-j	boldly	bold	0
say	say	vvi	say	say	0
that	that	d	that	that	0
lawes	lawes	n2	laws	law	0
for	for	p-acp	for	for	0
haukes	haukes	ng1	hawks	hawk	0
egges	egges	n2	eggs	egg	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
couies	couies	n2	couies	couy	0
of	of	pp-f	of	of	0
Partriges	Partriges	n2	Partridges	partridge	0
,	,	,	,	,	0
and	and	cc	and	and	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
Phesantes	Phesantes	n2	Phesantes	phesante	0
,	,	,	,	,	0
are	are	vbr	are	be	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
diligence	diligence	n1	diligence	diligence	0
obserued	obserued	vvn	observed	observe	0
and	and	cc	and	and	0
looked	looked	vvn	looked	look	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
:	:	:	:	:	0
(	(	(	(	(	0
and	and	cc	and	and	0
good	good	j	good	good	0
cause	cause	n1	cause	cause	0
that	that	cst	that	that	0
so	so	av	so	so	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
)	)	)	)	)	0
But	But	p-acp	But	but	0
this	this	d	this	this	0
that	that	cst	that	that	0
concerneth	concerneth	vvz	concerns	concern	0
