Honorable	Honorable	j	Honourable	honourable	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
learn	learn	vvi	learn	learn	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
willingly	willingly	av-j	willingly	willing	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
livered	livered	vvn	livered	liver	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
pulpit	pulpit	n1	pulpit	pulpit	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
heard	heard	vvd	herd	hear	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
patience	patience	n1	patience	patience	0
.	.	.	.	.	1
And	And	cc	And	and	0
likewise	likewise	av	likewise	likewise	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
appointment	appointment	n1	appointment	appointment	0
)	)	)	)	)	0
I	I	pns11	I	i	0
now	now	av	now	now	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
liver	liver	n1	liver	liver	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
the	the	dt	the	the	0
world	world	n1	world	world	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
pray	pray	vvi	pray	pray	0
∣	∣	sy	∣	∣	0
er	er	c-acp	er	ere	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
both	both	d	both	both	0
or	or	cc	or	or	0
either	either	d	either	either	0
(	(	(	(	(	0
hearing	hearing	n1	hearing	hearing	0
or	or	cc	or	or	0
reading	reading	vvg	reading	read	0
)	)	)	)	)	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reach	reach	vvi	reach	reach	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
sent	sent	vvn	sent	send	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
cry	cry	n1	cry	cry	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
fasting	fasting	j-vvg	fasting	fast	0
day	day	n1	day	day	0
,	,	,	,	,	0
I	I	pns11	I	i	0
presented	presented	vvd	presented	present	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
eares	eares	n2	ears	ear	0
the	the	dt	the	the	0
cry	cry	n1	cry	cry	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thousand	thousand	crd	thousand	thousand	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
cry	cry	vvb	cry	cry	0
for	for	p-acp	for	for	0
food	food	n1	food	food	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
bread	bread	n1	bred	bread	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
willingly	willingly	av-j	willingly	willing	0
hearkened	hearkened	vvd	harkened	hearken	0
:	:	:	:	:	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
new	new	j	new	new	0
my	my	po11	my	my	0
motion	motion	n1	motion	motion	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Nehemiah	Nehemiah	np1	Nehemiah	Nehemiah	0
to	to	p-acp	to	to	0
Artaxerxes	Artaxerxes	np1	Artaxerxes	Artaxerxes	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
fathers	fathers	ng1	father's	father	0
Sepulchers	Sepulchers	n2	Sepulchers	sepulcher	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lieth	lieth	vvz	lies	lie	0
waste	waste	n1	waste	waste	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
high	high	j	high	high	0
importance	importance	n1	importance	importance	0
and	and	cc	and	and	0
difficulty	difficulty	n1	difficulty	difficulty	0
,	,	,	,	,	0
that	that	cst	that	that	0
none	none	pi	none	none	0
are	are	vbr	are	be	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
bring	bring	vvi	bring	bring	0
reliefe	reliefe	n1	relief	relief	0
(	(	(	(	(	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
repairers	repairers	n2	repairers	repairer	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
breaches	breaches	n2	breaches	breach	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
restorers	restorers	n2	restorers	restorer	0
of	of	pp-f	of	of	0
paths	paths	n2	paths	path	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
The	The	dt	The	the	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
Committee	Committee	n1	Committee	committee	0
for	for	p-acp	for	for	0
sending	sending	vvg	sending	send	0
Ministers	Ministers	n2	Ministers	minister	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Northern	Northern	j	Northern	northern	0
Counties	Counties	n2	Counties	county	0
,	,	,	,	,	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
long	long	av-j	long	long	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
darknesse	darknesse	n1	darkness	darkness	0
,	,	,	,	,	0
even	even	av	even	even	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
brake	brake	vvd	brake	break	0
forth	forth	av	forth	forth	0
gloriously	gloriously	av-j	gloriously	glorious	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
reformation	reformation	n1	reformation	reformation	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
though	though	cs	though	though	0
that	that	cst	that	that	0
honorable	honorable	j	honourable	honourable	0
Committee	Committee	n1	Committee	committee	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
zealous	zealous	j	zealous	zealous	0
and	and	cc	and	and	0
piously	piously	av-j	piously	pious	0
diligent	diligent	j	diligent	diligent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
trust	trust	n1	trust	trust	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
procured	procured	vvn	procured	procure	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
some	some	d	some	some	0
labourers	labourers	n2	labourers	labourer	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Vineyards	Vineyards	n2	Vineyards	vineyard	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
and	and	cc	and	and	0
Duresme	Duresme	fw-fr	Duresme	duresme	0
,	,	,	,	,	0
and	and	cc	and	and	0
Northum	Northum	np1	Northum	Northum	0
∣	∣	sy	∣	∣	0
berland	berland	n1	berland	berland	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
happy	happy	j	happy	happy	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
reformation	reformation	n1	reformation	reformation	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Parlia	Parlia	np1	Parlia	Parlia	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
)	)	)	)	)	0
some	some	d	some	some	0
Westmorland	Westmorland	np1	Westmorland	Westmorland	0
&	&	cc	&	and	0
Cumberland	Cumberland	np1	Cumberland	Cumberland	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
desolate	desolate	j	desolate	desolate	0
Counties	Counties	n2	Counties	county	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
tasted	tasted	vvn	tasted	taste	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
charity	charity	n1	charity	charity	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reap	reap	vvi	reap	reap	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
religious	religious	j	religious	religious	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
worthily	worthily	av-j	worthily	worthy	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
vided	vided	vvn	vided	vide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
godly	godly	j	godly	godly	0
Ministers	Ministers	n2	Ministers	minister	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
The	The	dt	The	the	0
scarcenesse	scarcenesse	n1	scarceness	scarceness	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
the	the	dt	the	the	0
remotenesse	remotenesse	n1	remoteness	remoteness	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
the	the	dt	the	the	0
smalnesse	smalnesse	n1	smallness	smallness	0
of	of	pp-f	of	of	0
Church-livings	Church-livings	j	Church-livings	church-livings	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
backwardnesse	backwardnesse	n1	backwardness	backwardness	0
in	in	p-acp	in	in	0
Ministers	Ministers	n2	Ministers	minister	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
into	into	p-acp	into	into	0
those	those	d	those	those	0
cold	cold	j-jn	cold	cold	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
are	are	vbr	are	be	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
obstructions	obstructions	n2	obstructions	obstruction	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
your	your	po22	your	your	0
wisdoms	wisdoms	n2	wisdoms	wisdom	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
out	out	av	out	out	0
a	a	dt	a	a	0
better	better	jc	better	better	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
dote	dote	vvb	dote	dote	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
scarcity	scarcity	n1	scarcity	scarcity	0
of	of	pp-f	of	of	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
then	then	cs	then	than	0
liberty	liberty	n1	liberty	liberty	0
of	of	pp-f	of	of	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phesying	phesying	j-vvg	phesying	phesy	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
plead	plead	vvb	plead	plead	0
for	for	p-acp	for	for	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
ground	ground	n1	ground	ground	0
)	)	)	)	)	0
:	:	:	:	:	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Ark	Ark	n1	Ark	ark	0
be	be	vbb	be	be	0
shaken	shaken	vvn	shaken	shake	0
,	,	,	,	,	0
Uzzah	Uzzah	np1	Uzzah	Uzzah	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
(	(	(	(	(	0
under	under	p-acp	under	under	0
that	that	d	that	that	0
pretence	pretence	n1	pretence	pretence	0
)	)	)	)	)	0
put	put	vvd	put	put	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Rather	Rather	av-c	Rather	rather	0
your	your	po22	your	your	0
Parliamentary	Parliamentary	j	Parliamentary	parliamentary	0
care	care	n1	care	care	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reduce	reduce	vvi	reduce	reduce	0
and	and	cc	and	and	0
reform	reform	vvi	reform	reform	0
our	our	po12	our	our	0
Universities	Universities	n2	Universities	university	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
view	view	vvi	view	view	0
all	all	d	all	all	0
publick	publick	j	public	public	0
Schools	Schools	n2	Schools	school	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
pregnant	pregnant	j	pregnant	pregnant	0
capacities	capacities	n2	capacities	capacity	0
,	,	,	,	,	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
brought	brought	vvn	brought	bring	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
incourage	incourage	vvi	encourage	encourage	0
the	the	dt	the	the	0
study	study	n1	study	study	0
