SVpposing	SVpposing	vvg	Supposing	suppose	0
the	the	dt	the	the	0
almighty	almighty	j-jn	almighty	almighty	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
direction	direction	n1	direction	direction	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirite	spirite	n1	spirit	spirit	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
stayed	stayed	vvn	stayed	stay	0
from	from	p-acp	from	from	0
straying	straying	vvg	straying	stray	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
euerlasting	euerlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
,	,	,	,	,	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
doo	doo	vdb	do	do	0
know	know	vvi	know	know	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
only	only	av-j	only	only	0
is	is	vbz	is	be	0
that	that	d	that	that	0
way	way	n1	way	way	0
:	:	:	:	:	0
if	if	cs	if	if	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
sort	sort	n1	sort	sort	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
plaine	plaine	av-j	plain	plain	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
popish	popish	j	popish	popish	0
Catholique	Catholique	jp	Catholic	catholique	0
church	church	n1	church	church	0
dooth	dooth	vdz	doth	do	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
then	then	av	then	then	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
leaue	leaue	vvi	leave	leave	0
that	that	d	that	that	0
way	way	n1	way	way	0
wherein	wherein	c-crq	wherein	wherein	0
wee	wee	pns12	we	we	0
protestants	protestants	n2	protestants	protestant	0
doo	doo	vdi	do	do	0
walk	walk	vvi	walk	walk	0
,	,	,	,	,	0
and	and	cc	and	and	0
runne	runne	vvi	run	run	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Bridgrome	Bridgrome	n1	Bridegroom	bridegroom	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
.	.	.	.	.	1
My	My	po11	My	my	0
pen	pen	n1	pen	pen	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
proceede	proceede	vvi	proceed	proceed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
paynting	paynting	vvg	painting	paint	0
my	my	po11	my	my	0
paper	paper	n1	paper	paper	0
with	with	p-acp	with	with	0
moe	moe	dc	more	more	0
sentences	sentences	n2	sentences	sentence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
like	like	j	like	like	0
effect	effect	n1	effect	effect	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
persuade	persuade	vvi	persuade	persuade	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
doo	doo	vdb	do	do	0
think	think	vvi	think	think	0
the	the	dt	the	the	0
time	time	n1	time	time	0
longe	longe	av-j	long	long	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	c-acp	before	fore	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
that	that	d	that	that	0
request	request	n1	request	request	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
herein	herein	av	herein	herein	0
made	made	vvn	made	make	0
.	.	.	.	.	1
Frare	Frare	zz	Frare	frare	0
you	you	pn22	you	you	0
well	well	av	well	well	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
my	my	po11	my	my	0
house	house	n1	house	house	0
at	at	p-acp	at	at	0
S.	S.	n1	S.	saint	0
Gyles	Gyles	np1	Gyles	Gyles	0
without	without	p-acp	without	without	0
Creplegate	Creplegate	np1	Creplegate	Creplegate	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
direct	direct	vvb	direct	direct	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
doo	doo	vdi	do	do	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
Ianuarie	Ianuarie	np1	Ianuarie	January	0
.	.	.	.	.	1
16.	16.	crd	16.	16.	1
An.	An.	np1	An.	An.	0
1587.	1587.	crd	1587.	1587.	1
