Most	Most	ds	Most	most	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
ebb	ebb	n1	ebb	ebb	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
and	and	cc	and	and	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
made	made	vvd	made	make	0
som	som	d	some	some	0
signal	signal	n1	signal	signal	0
evidences	evidences	n2	evidences	evidence	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Loyaltie	Loyaltie	n1	Loyalty	loyalty	0
and	and	cc	and	and	0
Fi	Fi	n2	Fi	fi	0
∣	∣	sy	∣	∣	0
delity	delity	n1	delity	delity	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
natural	natural	j	natural	natural	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
been	been	vbn	been	be	0
able	able	j	able	able	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
ere	ere	p-acp	ere	ere	0
this	this	d	this	this	0
exprest	exprest	vvn	expressed	express	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Gratu	Gratu	fw-la	Gratu	gratu	0
∣	∣	sy	∣	∣	0
lation	lation	n1	lation	lation	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
Thankfulness	Thankfulness	n1	Thankfulness	thankfulness	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turn	turn	n1	turn	turn	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Gracious	Gracious	j	Gracious	gracious	0
Majesty	Majesty	n1	Majesty	majesty	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
just	just	j	just	just	0
Rights	Rights	n2-jn	Rights	right	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
setting	setting	vvg	setting	set	0
Gods	Gods	npg1	Gods	God	0
Glory	Glory	n1	Glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
,	,	,	,	,	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
quiet	quiet	j-jn	quiet	quiet	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
doms	doms	n2	doms	dom	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
,	,	,	,	,	0
vindicated	vindicated	vvn	vindicated	vindicate	0
from	from	p-acp	from	from	0
contradiction	contradiction	n1	contradiction	contradiction	0
,	,	,	,	,	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
practised	practised	vvn	practised	practise	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Chappel	Chappel	n1	Chapel	chapel	0
Royal	Royal	j	Royal	royal	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
black-mouth'd	black-mouth'd	j	black-mouthed	black-mouthed	0
vulgar	vulgar	j	vulgar	vulgar	0
speak	speak	vvb	speak	speak	0
unworthily	unworthily	av-j	unworthily	unworthy	0
and	and	cc	and	and	0
basely	basely	av-j	basely	base	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Gracious	Gracious	j	Gracious	gracious	0
Maje	Maje	np1	Maje	Maje	0
∣	∣	sy	∣	∣	0
sties	sties	ng1	sties	sties	0
practice	practice	n1	practice	practice	0
:	:	:	:	:	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
none	none	pix	none	none	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
fit	fit	j	fit	fit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
becom	becom	vvi	become	become	0
Patron	Patron	n1	Patron	patron	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giv	giv	vvi	giv	giv	0
Protection	Protection	n1	Protection	protection	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
than	than	cs	than	than	0
Your	Your	po22	Your	your	0
royal	royal	j	royal	royal	0
Self	Self	n1	Self	self	0
.	.	.	.	.	1
It	It	pn31	It	it	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
my	my	po11	my	my	0
All	All	d	All	all	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
submit	submit	vvb	submit	submit	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Sovereign	Sovereign	j-jn	Sovereign	sovereign	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
Pleasure	Pleasure	n1	Pleasure	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
engage	engage	vvi	engage	engage	0
my	my	po11	my	my	0
self	self	n1	self	self	0
ever	ever	av	ever	ever	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
London	London	np1	London	London	0
,	,	,	,	,	0
Aug.	Aug.	np1	Aug.	Aug.	1
24	24	crd	24	24	0
1660.	1660.	crd	1660.	1660.	1
