FENCING	FENCING	vvg	FENCING	fence	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
honourable	honourable	j	honourable	honourable	0
)	)	)	)	)	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
Fencing	Fencing	vvg	Fencing	fence	0
:	:	:	:	:	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
desirous	desirous	j	desirous	desirous	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
hunts	hunts	vvz	hunt's	hunt	0
after	after	p-acp	after	after	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
hating	hating	vvg	hating	hate	0
falshood	falshood	n1	falsehood	falsehood	0
,	,	,	,	,	0
flies	flies	vvz	flies	fly	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
hauing	hauing	vhg	having	have	0
mis	mis	fw-fr	mis	mis	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
it	it	pn31	it	it	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
it	it	pn31	it	it	0
assayes	assayes	n2	assays	assay	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
:	:	:	:	:	0
if	if	cs	if	if	0
then	then	av	then	then	0
he	he	pns31	he	he	0
thriues	thriues	vvz	thrives	thrive	0
not	not	xx	not	not	0
,	,	,	,	,	0
he	he	pns31	he	he	0
tries	tries	vvz	tries	try	0
another	another	j-jn	another	another	0
way	way	n1	way	way	0
:	:	:	:	:	0
whē	whē	c-crq	when	when	0
that	that	d	that	that	0
hath	hath	vhz	hath	have	0
failed	failed	vvn	failed	fail	0
he	he	pno31	he	he	0
aduentures	aduentures	n2	adventures	adventure	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
third	third	ord	third	three	0
:	:	:	:	:	0
&	&	cc	&	and	0
if	if	cs	if	if	0
all	all	d	all	all	0
these	these	d	these	these	0
faile	faile	vvb	fail	fail	0
him	him	pno31	him	he	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
faileth	faileth	vvz	faileth	fail	0
to	to	pc-acp	to	to	0
chaunge	chaunge	vvi	change	change	0
his	his	po31	his	his	0
weapon	weapon	n1	weapon	weapon	0
,	,	,	,	,	0
his	his	po31	his	his	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
his	his	po31	his	his	0
ward	ward	n1	ward	ward	0
,	,	,	,	,	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
meanes	meanes	n2	means	mean	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
compasse	compasse	vvi	compass	compass	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
most	most	av-ds	most	most	0
affect	affect	vvb	affect	affect	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
because	because	c-acp	because	because	0
men	men	n2	men	man	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
out	out	av	out	out	0
a	a	dt	a	a	0
true	true	j	true	true	0
defence	defence	n1	defence	defence	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
seeke	seeke	vvb	seek	seek	0
it	it	pn31	it	it	0
dili	dili	fw-la	dili	dili	0
∣	∣	sy	∣	∣	0
gently	gently	av-j	gently	gentle	0
,	,	,	,	,	0
nature	nature	n1	nature	nature	0
hauing	hauing	vhg	having	have	0
taught	taught	vvn	taught	teach	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
Art	Art	n1	Art	art	0
teaching	teaching	vvg	teaching	teach	0
how	how	c-crq	how	how	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
misse	misse	vvb	miss	miss	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
way	way	n1	way	way	0
we	we	pns12	we	we	0
chaunge	chaunge	vvb	change	change	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
often	often	av	often	often	0
chop	chop	vvb	chop	chap	0
and	and	cc	and	and	0
change	change	n1	change	change	0
,	,	,	,	,	0
turne	turne	vvb	turn	turn	0
and	and	cc	and	and	0
returne	returne	vvi	return	return	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
ward	ward	n1	ward	ward	0
to	to	pc-acp	to	to	0
ward	ward	vvi	ward	ward	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
fight	fight	n1	fight	fight	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
vnconstant	vnconstant	j	unconstant	unconstant	0
search	search	n1	search	search	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
wee	wee	pns12	we	we	0
neuer	neuer	av-x	never	never	0
rest	rest	vvi	rest	rest	0
in	in	p-acp	in	in	0
anie	anie	d	any	any	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
neuer	neuer	av-x	never	never	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
English	English	np1	English	English	0
maisters	maisters	n2	masters	master	0
of	of	pp-f	of	of	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
are	are	vbr	are	be	0
profitable	profitable	j	profitable	profitable	0
mem	mem	n1	man	man	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
with	with	p-acp	with	with	0
ancient	ancient	j	ancient	ancient	0
English	English	jp	English	english	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
weight	weight	n1	weight	weight	0
and	and	cc	and	and	0
conuenient	conuenient	j	convenient	convenient	0
length	length	n1	length	length	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
statures	statures	n2	statures	stature	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
maketh	maketh	vvz	makes	make	0
them	them	pno32	them	they	0
safe	safe	j	safe	safe	0
,	,	,	,	,	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
valiant	valiant	j	valiant	valiant	0
,	,	,	,	,	0
hardie	hardie	j	hardy	hardy	0
,	,	,	,	,	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
healthfull	healthfull	j	healthful	healthful	0
,	,	,	,	,	0
and	and	cc	and	and	0
victoriou	victoriou	j	victoriou	victoriou	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
uice	uice	n1	vice	vice	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
friendes	friendes	n2	friends	friend	0
and	and	cc	and	and	0
countrey	countrey	n1	country	country	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Rapter	Rapter	n1	Rapter	rapter	0
in	in	p-acp	in	in	0
reason	reason	n1	reason	reason	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
suf	suf	vvb	suf	suf	0
∣	∣	sy	∣	∣	0
fred	fred	j	fred	fred	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
men	men	n2	men	man	0
feare	feare	vvb	fear	fear	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
and	and	cc	and	and	0
vnsafe	vnsafe	j-u	unsafe	safe	0
in	in	p-acp	in	in	0
single	single	j	single	single	0
combat	combat	n1	combat	combat	0
,	,	,	,	,	0
and	and	cc	and	and	0
weak	weak	j	weak	weak	0
,	,	,	,	,	0
&	&	cc	&	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
seruiceable	seruiceable	j	serviceable	serviceable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
.	.	.	.	.	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
we	we	pns12	we	we	0
neuer	neuer	av-x	never	never	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
neuer	neuer	av-x	never	never	0
seeke	seeke	vvb	seek	seek	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
weapon	weapon	n1	weapon	weapon	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
true	true	j	true	true	0
defence	defence	n1	defence	defence	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
vntrue	vntrue	j	untrue	untrue	0
weapon	weapon	n1	weapon	weapon	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
angle	angle	vvi	angle	angle	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
for	for	p-acp	for	for	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hunt	hunt	vvi	hunt	hunt	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
for	for	p-acp	for	for	0
Hares	Hares	n2	Hares	hare	0
:	:	:	:	:	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
ancient	ancient	j	ancient	ancient	0
though	though	c-acp	though	though	0
it	it	pn31	it	it	0
seeme	seeme	vvb	seem	seem	0
an	an	dt	and	a	0
vpstart	vpstart	n1	upstarted	upstart	0
:	:	:	:	:	0
our	our	po12	our	our	0
forefathers	forefathers	n2	forefathers	forefather	0
were	were	vbdr	were	be	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
though	though	cs	though	though	0
our	our	po12	our	our	0
age	age	n1	age	age	0
account	account	vvb	account	account	0
them	them	pno32	them	they	0
foolish	foolish	j	foolish	foolish	0
,	,	,	,	,	0
valiant	valiant	j	valiant	valiant	0
though	though	c-acp	though	though	0
we	we	pns12	we	we	0
repute	repute	vvb	repute	repute	0
them	them	pno32	them	they	0
cowardes	cowardes	n2	cowards	coward	0
:	:	:	:	:	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
out	out	av	out	out	0
the	the	dt	the	the	0
true	true	j	true	true	0
defence	defence	n1	defence	defence	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
bodies	bodies	n2	bodies	body	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
weapons	weapons	n2	weapons	weapon	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
they	they	pns32	they	they	0
defended	defended	vvd	defended	defend	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
and	and	cc	and	and	0
subdued	subdued	vvd	subdued	subdue	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
weapons	weapons	n2	weapons	weapon	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
valour	valour	n1	valour	valour	0
.	.	.	.	.	1
And	And	cc	And	and	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
hono	hono	fw-it	hono	hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
)	)	)	)	)	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
haue	haue	vhi	have	have	0
this	this	d	this	this	0
true	true	j	true	true	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
seeke	seeke	vvi	seek	seek	0
it	it	pn31	it	it	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
Swords	Swords	n2	Swords	sword	0
,	,	,	,	,	0
short	short	j	short	short	0
Staues	Staues	ng1	Staves	staff	0
the	the	dt	the	the	0
halfe	halfe	j-jn	half	half	0
Pike	Pike	n1	Pike	pike	0
,	,	,	,	,	0
Partisans	Partisans	n2	Partisans	partisan	0
,	,	,	,	,	0
Gloues	Gloues	n2	Gloves	glove	0
,	,	,	,	,	0
or	or	cc	or	or	0
such	such	d	such	such	0
like	like	j	like	like	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
perfect	perfect	j	perfect	perfect	0
lēgths	lēgths	n2	lengths	length	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
long	long	j	long	long	0
Swords	Swords	n2	Swords	sword	0
,	,	,	,	,	0
long	long	av-j	long	long	0
Rapiers	Rapiers	n2	Rapiers	rapier	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
frog	frog	n1	frog	frog	0
pricking	pricking	j-vvg	pricking	prick	0
Poiniards	Poiniards	n2	Poigniards	poigniard	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
certain	certain	j	certain	certain	0
grounds	grounds	n2	grounds	ground	0
for	for	p-acp	for	for	0
Defence	Defence	n1	Defence	defence	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
do	do	vdb	do	do	0
they	they	pns32	they	they	0
teach	teach	vvi	teach	teach	0
it	it	pn31	it	it	0
?	?	?	?	?	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
haue	haue	vhb	have	have	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
found	found	vvn	found	find	0
it	it	pn31	it	it	0
?	?	?	?	?	1
Not	Not	xx	Not	not	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
so	so	av	so	so	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
gainesay	gainesay	vvi	gainsay	gainsay	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
cer	cer	jc	cer	cer	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
weapons	weapons	n2	weapons	weapon	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
proue	proue	vvi	prove	prove	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
these	these	d	these	these	0
my	my	po11	my	my	0
Paradoxes	Paradoxes	n2	Paradoxes	paradox	0
,	,	,	,	,	0
different	different	j	different	different	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
current	current	n1	current	current	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
outlandish	outlandish	j	outlandish	outlandish	0
teachers	teachers	n2	teachers	teacher	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
agreeing	agreeing	vvg	agreeing	agree	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
tending	tending	vvg	tending	tend	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
nation	nation	n1	nation	nation	0
.	.	.	.	.	1
The	The	dt	The	the	0
reason	reason	n1	reason	reason	0
which	which	r-crq	which	which	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
aduenture	aduenture	vvi	adventure	adventure	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
taske	taske	n1	task	task	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
light	light	vvi	light	light	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
long	long	j	long	long	0
time	time	n1	time	time	0
lyen	lyen	vvn	lyen	lie	0
hidden	hidden	vvn	hidden	hide	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
caue	caue	n1	cave	cave	0
of	of	pp-f	of	of	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
tempt	tempt	vvb	tempt	tempt	0
,	,	,	,	,	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
like	like	vvb	like	like	0
degenerate	degenerate	j	degenerate	degenerate	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
forsaken	forsaken	vvn	forsaken	forsake	0
our	our	po12	our	our	0
forefathers	forefathers	n2	forefathers	forefather	0
vertues	vertues	n2	virtues	virtue	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
wea	wea	zz	wea	wea	0
∣	∣	sy	∣	∣	0
pons	pons	fw-la	pons	pons	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
lusted	lusted	vvn	lusted	lust	0
like	like	av-j	like	like	0
men	men	n2	men	man	0
sicke	sicke	j	sick	sick	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
ague	ague	n1	ague	ague	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
strange	strange	j	strange	strange	0
vices	vices	n2	vices	vice	0
and	and	cc	and	and	0
deuises	deuises	n2	devises	devise	0
of	of	pp-f	of	of	0
Ita	Ita	fw-la	Ita	ita	0
∣	∣	sy	∣	∣	0
lian	lian	n1	lian	lian	0
,	,	,	,	,	0
French	French	jp	French	french	0
and	and	cc	and	and	0
Spanish	Spanish	jp	Spanish	spanish	0
Fencers	Fencers	n2	Fencers	fencer	0
,	,	,	,	,	0
litle	litle	j	little	little	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
bring	bring	vvi	bring	bring	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
Apish	Apish	j	Apish	apish	0
toyes	toyes	n2	toys	toy	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
free	free	vvi	free	free	0
