RENOWMED	RENOWMED	j-vvn	RENOWNED	renown	0
Eccles.	Eccles.	np1	Eccles.	Eccles.	1
3.11	3.11	crd	3.11	3.11	0
.	.	.	.	.	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
or	or	cc	or	or	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
another	another	j-jn	another	another	0
:	:	:	:	:	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
exactly	exactly	av-j	exactly	exact	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
exquisite	exquisite	j	exquisite	exquisite	0
order	order	n1	order	order	0
obserued	obserued	vvn	observed	observe	0
among	among	p-acp	among	among	0
any	any	d	any	any	0
his	his	po31	his	his	0
different	different	j	different	different	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
perations	perations	n2	perations	peration	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
earth	earth	n1	earth	earth	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
first	first	ord	first	first	0
consider	consider	vvb	consider	consider	0
what	what	q-crq	what	what	0
an	an	dt	and	a	0
absolute	absolute	j	absolute	absolute	0
order	order	n1	order	order	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
obserued	obserued	vvn	observed	observe	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
the	the	dt	the	the	0
superior	superior	j-jn	superior	superior	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
(	(	(	(	(	0
more	more	av-dc	more	more	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
firmament	firmament	n1	firmament	firmament	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
the	the	dt	the	the	0
Celestiall	Celestiall	j	Celestial	celestial	0
orbes	orbes	n2	orbs	orb	0
)	)	)	)	)	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
same	same	d	same	same	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
Mathemati	Mathemati	np1	Mathemati	Mathemati	0
∣	∣	sy	∣	∣	0
call	call	vvb	call	call	0
demonstrations	demonstrations	n2	demonstrations	demonstration	0
)	)	)	)	)	0
made	made	vvd	made	make	0
apparently	apparently	av-j	apparently	apparent	0
manifest	manifest	j	manifest	manifest	0
to	to	p-acp	to	to	0
vs.	vs.	pno12	us	we	0
Then	Then	av	Then	then	0
next	next	ord	next	next	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
obserue	obserue	vvb	observe	observe	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
sort	sort	n1	sort	sort	0
)	)	)	)	)	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
most	most	av-ds	most	most	0
admirable	admirable	j	admirable	admirable	0
,	,	,	,	,	0
and	and	cc	and	and	0
absolute	absolute	j	absolute	absolute	0
order	order	n1	order	order	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
the	the	dt	the	the	0
inferiour	inferiour	j-jn	inferior	inferior	0
creatures	creatures	n2	creatures	creature	0
(	(	(	(	(	0
more	more	av-dc	more	more	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
Man	Man	n1	Man	man	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
purposely	purposely	av	purposely	purposely	0
made	made	vvn	made	make	0
a	a	av	a	a	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
an	an	dt	and	a	0
abstract	abstract	j-jn	abstract	abstract	0
epitome	epitome	n1	epitome	epitome	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
liuely	liuely	j	lively	lively	0
repre	repre	n2	repre	repre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
Physicall	Physicall	j	Physical	physical	0
obseruations	obseruations	n2	observations	observation	0
and	and	cc	and	and	0
sundry	sundry	j	sundry	sundry	0
Methodicall	Methodicall	j	Methodical	methodical	0
proportions	proportions	n2	proportions	proportion	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
apparent	apparent	j	apparent	apparent	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
)	)	)	)	)	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
but	but	p-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
point	point	n1	point	point	0
will	will	vmb	will	will	0
more	more	av-dc	more	more	0
plainly	plainly	av-j	plainly	plain	0
appeare	appeare	vvi	appear	appear	0
then	then	av	then	then	0
the	the	dt	the	the	0
Sun-shine	Sun-shine	n1	Sunshine	sunshine	0
at	at	p-acp	at	at	0
mid-day	mid-day	n1	midday	midday	0
:	:	:	:	:	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
simplest	simplest	js	simplest	simple	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
may	may	vmb	may	may	0
soundly	soundly	av-j	soundly	sound	0
conceiue	conceiue	vvi	conceive	conceive	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
one	one	crd	one	one	0
speciall	speciall	j	special	special	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
if	if	cs	if	if	0
(	(	(	(	(	0
besides	besides	p-acp	beside	beside	0
his	his	po31	his	his	0
admirable	admirable	j	admirable	admirable	0
creation	creation	n1	creation	creation	0
)	)	)	)	)	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
likewise	likewise	av	likewise	likewise	0
consider	consider	vvi	consider	consider	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
vniuersall	vniuersall	j	universal	universal	0
societies	societies	n2	societies	society	0
of	of	pp-f	of	of	0
mankind	mankind	n1	mankind	mankind	0
here	here	av	here	here	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
are	are	vbr	are	be	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
absolute	absolute	j	absolute	absolute	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
)	)	)	)	)	0
very	very	av	very	very	0
proportionably	proportionably	av-j	proportionably	proportionable	0
reduced	reduced	vvn	reduced	reduce	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
fourefold	fourefold	j	fourfold	fourfold	0
corpo	corpo	fw-it	corpo	corpo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
condition	condition	n1	condition	condition	0
.	.	.	.	.	1
Namely	Namely	av	Namely	namely	0
,	,	,	,	,	0
first	first	ord	first	first	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
naturall	naturall	j	natural	natural	0
bodie	bodie	n1	body	body	0
:	:	:	:	:	0
meane	meane	vvb	mean	mean	0
a	a	dt	a	a	0
corporall	corporall	j	corporal	corporal	0
substance	substance	n1	substance	substance	0
consisting	consisting	vvg	consisting	consist	0
ioyntly	ioyntly	av-j	jointly	joint	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
health	health	n1	health	health	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
particular	particular	j	particular	particular	0
members	members	n2	members	member	0
sympathically	sympathically	av-j	sympathically	sympathical	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
bined	bined	vbn	been	be	0
in	in	p-acp	in	in	0
one	one	pi	one	one	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
next	next	ord	next	next	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
Oeconomicall	Oeconomicall	j	Economical	economical	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
a	a	dt	a	a	0
domesticall	domesticall	j	domestical	domestical	0
,	,	,	,	,	0
or	or	cc	or	or	0
well	well	av	well	well	0
ordered	ordered	vvd	ordered	order	0
houshold	houshold	n1	household	household	0
condition	condition	n1	condition	condition	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
portionably	portionably	av-j	portionably	portionable	0
plotted	plotted	vvn	plotted	plot	0
together	together	av	together	together	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
next	next	ord	next	next	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
Politi	Politi	np1	Politi	Politi	0
∣	∣	sy	∣	∣	0
ticall	ticall	j	ticall	ticall	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
countries	countries	n2	countries	country	0
collaterally	collaterally	av-j	collaterally	collateral	0
compact	compact	vvn	compact	compact	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
mutuall	mutuall	j	mutual	mutual	0
consort	consort	n1	consort	consort	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
fourthly	fourthly	j	fourthly	fourthly	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
bodie	bodie	n1	body	body	0
:	:	:	:	:	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
that	that	cst	that	that	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
communion	communion	n1	communion	communion	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
which	which	r-crq	which	which	0
religiously	religiously	av-j	religiously	religious	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sisteth	sisteth	vvz	sisteth	sist	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
mutuall	mutuall	j	mutual	mutual	0
and	and	cc	and	and	0
ioynt	ioynt	j	joint	joint	0
societie	societie	n1	society	society	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Nationall	Nationall	j	National	national	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
disciplinated	disciplinated	vvn	disciplinated	disciplinate	0
and	and	cc	and	and	0
gouerned	gouerned	vvn	governed	govern	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
solemne	solemne	j	solemn	solemn	0
and	and	cc	and	and	0
sanctified	sanctified	j-vvn	sanctified	sanctify	0
order	order	n1	order	order	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
this	this	d	this	this	0
fourefold	fourefold	j	fourfold	fourfold	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
bodies	bodies	n2	bodies	body	0
doth	doth	vdz	does	do	0
comprehend	comprehend	vvi	comprehend	comprehend	0
,	,	,	,	,	0
and	and	cc	and	and	0
vphold	vphold	vvi	uphold	uphold	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
full	full	j	full	full	0
,	,	,	,	,	0
the	the	dt	the	the	0
seuerall	seuerall	j	several	several	0
conditions	conditions	n2	conditions	condition	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
here	here	av	here	here	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
so	so	av	so	so	0
surely	surely	av-j	surely	sure	0
,	,	,	,	,	0
the	the	dt	the	the	0
second	second	ord	second	second	0
and	and	cc	and	and	0
the	the	dt	the	the	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
foure	foure	crd	foure	four	0
seuerall	seuerall	j	several	several	0
estates	estates	n2	estates	estate	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
purposely	purposely	av	purposely	purposely	0
pretermit	pretermit	vvi	pretermit	pretermit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
present	present	j	present	present	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
heretofore	heretofore	av	heretofore	heretofore	0
in	in	p-acp	in	in	0
In	In	p-acp	In	in	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
household	household	n1	household	household	0
gouernment	gouernment	n1	government	government	0
couertly	couertly	av-j	covertly	covert	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
uayed	uayed	vvd	uayed	uay	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
orth	orth	av	orth	orth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
o	o	sy	oh	o	0
R.	R.	np1	R.	R.	0
C.	C.	np1	C.	C.	0
some	some	d	some	some	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
intending	intending	vvg	intending	intend	0
hereafter	hereafter	av	hereafter	hereafter	0
(	(	(	(	(	0
if	if	cs	if	if	0
God	God	np1	God	God	0
say	say	vvb	say	say	0
amen	amen	uh-n	amen	amen	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
bend	bend	vvi	bend	bend	0
my	my	po11	my	my	0
cogitations	cogitations	n2	cogitations	cogitation	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
that	that	cst	that	that	0
way	way	n1	way	way	0
.	.	.	.	.	0
hang	hang	vvb	hang	hang	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
states	states	n2	states	state	0
else	else	av	else	else	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
consent	consent	vvi	consent	consent	0
)	)	)	)	)	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
collaterally	collaterally	av-j	collaterally	collateral	0
become	become	vvi	become	become	0
very	very	av	very	very	0
crazie	crazie	j	crazy	crazy	0
and	and	cc	and	and	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
any	any	d	any	any	0
the	the	dt	the	the	0
dutifull	dutifull	j	dutiful	dutiful	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
pecu	pecu	n1	pecu	pecu	0
∣	∣	sy	∣	∣	0
liar	liar	n1	liar	liar	0
designements	designements	n2	designments	designment	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
example	example	n1	example	example	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
stomacke	stomacke	n1	stomach	stomach	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
husbandmen	husbandmen	n2	husbandmen	husbandman	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
fearefully	fearefully	av-j	fearfully	fearful	0
subiected	subiected	vvn	subjected	subject	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
intol	intol	n1	intol	intol	0
∣	∣	sy	∣	∣	0
lerable	lerable	j	lerable	lerable	0
feeblenesse	feeblenesse	n1	feebleness	feebleness	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
timely	timely	j	timely	timely	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
their	their	po32	their	their	0
appointed	appointed	j-vvn	appointed	appoint	0
functions	functions	n2	functions	function	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
offensiue	offensiue	j	offensive	offensive	0
yelkings	yelkings	n2-vvg	yelkings	yelking	0
,	,	,	,	,	0
and	and	cc	and	and	0
vomitings	vomitings	n2	vomitings	vomiting	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
sundrie	sundrie	j	sundry	sundry	0
discontentments	discontentments	n2	discontentments	discontentment	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
State	State	n1	State	state	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
immoderate	immoderate	j	immoderate	immoderate	0
thirsting	thirsting	vvg	thirsting	thirst	0
after	after	p-acp	after	after	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
places	places	n2	places	place	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
most	most	av-ds	most	most	0
bitter	bitter	j	bitter	bitter	0
heart-burnings	heart-burnings	n2	heartburnings	heartburning	0
,	,	,	,	,	0
gripings	gripings	n2-vvg	gripings	gripe	0
,	,	,	,	,	0
and	and	cc	and	and	0
gnawings	gnawings	n2-vvg	gnawings	gnawing	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
sodaine	sodaine	j	sudden	sudden	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnappeaseable	vnappeaseable	j	unappeasable	unappeasable	0
inflammations	inflammations	n2	inflammations	inflammation	0
of	of	pp-f	of	of	0
furie	furie	n1	fury	fury	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
vtter	vtter	j	utter	utter	0
loathing	loathing	n-vvg	loathing	loathe	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
appointed	appointed	j-vvn	appointed	appoint	0
ordinary	ordinary	j	ordinary	ordinary	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bours	bours	n2	bours	bour	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
dog-like	dog-like	j	doglike	doglike	0
appetite	appetite	n1	appetite	appetite	0
after	after	p-acp	after	after	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
profites	profites	n2	profits	profit	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
insatiable	insatiable	j	insatiable	insatiable	0
hunger	hunger	n1	hunger	hunger	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
speedie	speedie	j	speedy	speedy	0
supply	supply	n1	supply	supply	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sundrie	sundrie	j	sundry	sundry	0
vnsufferable	vnsufferable	j	unsufferable	unsufferable	0
wants	wants	n2	wants	want	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
very	very	j	very	very	0
bad	bad	j	bad	bad	0
digestion	digestion	n1	digestion	digestion	0
tou	tou	pns21	tou	thou	0
∣	∣	sy	∣	∣	0
ching	ching	j-vvg	ching	ch	0
their	their	po32	their	their	0
present	present	j	present	present	0
oppressions	oppressions	n2	oppressions	oppression	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
windie	windie	j	windy	windy	0
sufflations	sufflations	n2	sufflations	sufflation	0
,	,	,	,	,	0
and	and	cc	and	and	0
proud	proud	j	proud	proud	0
puffings	puffings	n2-vvg	puffings	puffing	0
vp	vp	p-acp	up	up	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
angrie	angrie	j	angry	angry	0
belchings	belchings	n2-vvg	belchings	belching	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
cholericke	cholericke	j	choleric	choleric	0
passions	passions	n2	passion	passion	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
vnnaturall	vnnaturall	j	unnatural	unnatural	0
fluxe	fluxe	n1	flux	flux	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
purse	purse	n1	purse	purse	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
many	many	d	many	many	0
their	their	po32	their	their	0
immoderate	immoderate	j	immoderate	immoderate	0
and	and	cc	and	and	0
superfluous	superfluous	j	superfluous	superfluous	0
dispendings	dispendings	n2-vvg	dispendings	dispending	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
inward	inward	j	inward	inward	0
heart-gripings	heart-gripings	j	heart-gripings	heart-gripings	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
sundry	sundry	j	sundry	sundry	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
like	like	j	like	like	0
feare	feare	n1	fear	fear	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
occurrents	occurrents	n2	occurrents	occurrent	0
as	as	p-acp	as	as	0
do	do	n1	doe	do	0
finally	finally	av-j	finally	final	0
disable	disable	vvi	disable	disable	0
their	their	po32	their	their	0
persons	persons	n2	persons	person	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
orderly	orderly	j	orderly	orderly	0
collecting	collecting	vvg	collecting	collect	0
,	,	,	,	,	0
and	and	cc	and	and	0
proportionable	proportionable	j	proportionable	proportionable	0
dispersing	dispersing	vvg	dispersing	disperse	0
of	of	pp-f	of	of	0
publike	publike	j	public	public	0
maintenance	maintenance	n1	maintenance	maintenance	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
estates	estates	n2	estates	estate	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
Politicall	Politicall	j	Political	political	0
body	body	n1	body	body	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
stomacke	stomacke	n1	stomach	stomach	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
husbandmen	husbandmen	n2	husbandmen	husbandman	0
,	,	,	,	,	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
estates	estates	n2	estates	estate	0
besides	besides	a-acp	beside	beside	0
are	are	vbr	are	be	0
likewise	likewise	av	likewise	likewise	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
common	common	j	common	common	0
consent	consent	n1	consent	consent	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
)	)	)	)	)	0
collaterally	collaterally	av-j	collaterally	collateral	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iected	iected	vvn	iected	iect	0
to	to	p-acp	to	to	0
sundry	sundry	j	sundry	sundry	0
most	most	av-ds	most	most	0
dangerous	dangerous	j	dangerous	dangerous	0
distempers	distempers	n2	distempers	distemper	0
:	:	:	:	:	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
consider	consider	vvb	consider	consider	0
the	the	dt	the	the	0
superiour	superiour	j-jn	superior	superior	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
the	the	dt	the	the	0
inferiour	inferiour	j-jn	inferior	inferior	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
liticall	liticall	j	liticall	liticall	0
body	body	n1	body	body	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
first	first	ord	first	first	0
,	,	,	,	,	0
(	(	(	(	(	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
superiour	superiour	j-jn	superior	superior	0
parts	parts	n2	parts	part	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
easily	easily	av-j	easily	easy	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
perceiue	perceiue	vvb	perceive	perceive	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
head	head	n1	head	head	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
