SYR	SYR	n1	SYR	sir	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
yovv	yovv	pn22	yovv	you	0
handled	handled	vvd	handled	handle	0
,	,	,	,	,	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
held	held	vvn	held	hold	0
in	in	p-acp	in	in	0
handling	handling	vvg	handling	handle	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
he	he	pns31	he	he	0
greatest	greatest	js	greatest	great	0
preiudice	preiudice	n1	prejudice	prejudice	0
,	,	,	,	,	0
vvrong	vvrong	j-jn	wrong	wrong	0
,	,	,	,	,	0
and	and	cc	and	and	0
disgrace	disgrace	n1	disgrace	disgrace	0
of	of	pp-f	of	of	0
Catholickes	Catholickes	njp2	Catholics	catholic	0
,	,	,	,	,	0
and	and	cc	and	and	0
Catholicke	Catholicke	jp	Catholic	catholic	0
religion	religion	n1	religion	religion	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
deuise	deuise	vvi	devise	devise	0
.	.	.	.	.	1
And	And	cc	And	and	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
person	person	n1	person	person	0
and	and	cc	and	and	0
place	place	n1	place	place	0
,	,	,	,	,	0
I	I	pns11	I	i	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
dered	dered	j-vvn	dered	dere	0
your	your	po22	your	your	0
facultie	facultie	n1	faculty	faculty	0
and	and	cc	and	and	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
lavves	lavves	n2	laws	law	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
your	your	po22	your	your	0
long	long	j	long	long	0
standing	standing	n-vvg	standing	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
speciall	speciall	j	special	special	0
preferment	preferment	n1	preferment	preferment	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
your	your	po22	your	your	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
and	and	cc	and	and	0
iudgemēt	iudgemēt	n1	judgement	judgement	0
gathered	gathered	vvd	gathered	gather	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
your	your	po22	your	your	0
estimation	estimation	n1	estimation	estimation	0
and	and	cc	and	and	0
credit	credit	n1	credit	credit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Common-vvealth	Common-vvealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thority	thority	n1	thority	thority	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
riches	riches	n2	riches	riches	0
ensuing	ensuing	vvg	ensuing	ensue	0
thervpon	thervpon	av	thereupon	thereupon	0
;	;	;	;	;	0
all	all	d	all	all	0
vvhich	vvhich	r-crq	which	which	0
drevv	drevv	vvd	drew	draw	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
principally	principally	av-j	principally	principal	0
your	your	po22	your	your	0
said	said	j-vvn	said	say	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Common	Common	j	Common	common	0
temporall	temporall	j	temporal	temporal	0
Municipall	Municipall	j	Municipal	municipal	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
science	science	n1	science	science	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
A	A	dt	A	a	0
strāge	strāge	j	strange	strange	0
attempt	attempt	n1	attempt	attempt	0
to	to	p-acp	to	to	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
pugne	pugne	vvi	pugne	pugne	0
Catho	Catho	np1	Catho	Catho	0
∣	∣	sy	∣	∣	0
licke	licke	vvi	lick	lick	0
religion	religion	n1	religion	religion	0
by	by	p-acp	by	by	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholicke	tholicke	j	tholicke	tholicke	0
Princes	Princes	ng2	Princes	prince	0
lawes	lawes	n2	laws	law	0
in	in	p-acp	in	in	0
Englād	Englād	np1	Englād	England	0
.	.	.	.	.	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
Diuinitie	Diuinitie	n1	Divinity	divinity	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
confirme	confirme	vvi	confirm	confirm	0
,	,	,	,	,	0
and	and	cc	and	and	0
conuince	conuince	vvi	convince	convince	0
vnto	vnto	p-acp	unto	unto	0
the	the	pno32	thee	they	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
standing	standing	vvg	standing	stand	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
English-man	English-man	np1	English-man	Englishman	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholicke	tholicke	j	tholicke	tholicke	0
Roman	Roman	np1	Roman	Roman	0
religion	religion	n1	religion	religion	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
very	very	j	very	very	0
first	first	ord	first	first	0
Christian	Christian	np1	Christian	Christian	0
Kings	Kings	n2	Kings	king	0
&	&	cc	&	and	0
Queenes	Queenes	n2	Queens	queen	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
must	must	vmb	must	must	0
nedes	nedes	av	needs	needs	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
origen	origen	n1	origen	origin	0
,	,	,	,	,	0
and	and	cc	and	and	0
beginning	beginning	n1	beginning	beginning	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christian	Christian	np1	Christian	Christian	0
common	common	j	common	common	0
lavves	lavves	n2	laws	law	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
raigne	raigne	n1	reign	reign	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
eight	eight	crd	eight	eight	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
then	then	cs	then	than	0
nyne	nyne	crd	nyne	nine	0
hundred	hundred	crd	hundred	hundred	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
people	people	n1	people	people	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholicke	tholicke	j	tholicke	tholicke	0
Roman	Roman	np1	Roman	Roman	0
religiō	religiō	n1	religion	religion	0
,	,	,	,	,	0
their	their	po32	their	their	0
lavves	lavves	n2	laws	law	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
be	be	vbi	be	be	0
presumed	presumed	vvn	presumed	presume	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
byn	byn	vbn	been	be	0
conforme	conforme	vvi	conform	conform	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
iudgment	iudgment	n1	judgement	judgement	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
lavvyers	lavvyers	n2	lawyers	lawyer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lavves	lavves	n2	laws	law	0
:	:	:	:	:	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
novv	novv	av	now	now	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
an	an	dt	and	a	0
English	English	jp	English	english	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
lavvyer	lavvyer	n1	lawyer	lawyer	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
impugne	impugne	vvi	impugn	impugn	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Catholicke	Catholicke	jp	Catholic	catholic	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
antiquity	antiquity	n1	antiquity	antiquity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
mon-lavves	mon-lavves	n2	mon-lavves	mon-lavve	0
,	,	,	,	,	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
tymes	tymes	n2	times	time	0
and	and	cc	and	and	0
raignes	raignes	vvz	reigns	reign	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
Protestāts	Protestāts	n2	Protestants	protestant	0
,	,	,	,	,	0
Luthera	Luthera	np1	Luthera	Luthera	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
Caluinistes	Caluinistes	np1	Caluinistes	Caluinistes	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
professors	professors	n2	professors	professor	0
not	not	xx	not	not	0
knovvne	knovvne	vvn	known	know	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
great	great	j	great	great	0
a	a	dt	a	a	0
nouelty	nouelty	n1	novelty	novelty	0
and	and	cc	and	and	0
vvonder	vvonder	n1	wonder	wonder	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
brought	brought	vvd	brought	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
Aristotles	Aristotles	npg1	Aristotles	Aristotle	0
schole	schole	n1	school	school	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
impugne	impugne	vvi	impugn	impugn	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
by	by	p-acp	by	by	0
Aristotles	Aristotles	npg1	Aristotles	Aristotle	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
Petrus	Petrus	np1	Petrus	Petrus	0
Ramus	Ramus	np1	Ramus	Ramus	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
such	such	d	such	such	0
nevv	nevv	j	new	new	0
aduersary	aduersary	n1	adversary	adversary	0
,	,	,	,	,	0
or	or	cc	or	or	0
lately	lately	av-j	lately	late	0
borne	borne	vvn	born	bear	0
Antagonist	Antagonist	n1	Antagonist	antagonist	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
an	an	dt	and	a	0
ancient	ancient	j	ancient	ancient	0
Phisitian	Phisitian	n1	Physician	physician	0
,	,	,	,	,	0
trayned	trayned	vvd	trained	train	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
Galens	Galens	np1	Galens	Galens	0
tents	tents	n2	tents	tent	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
against	against	p-acp	against	against	0
Galen	Galen	np1	Galen	Galen	0
and	and	cc	and	and	0
Galenistes	Galenistes	n2	Galenistes	galeniste	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
bul-vvarkes	bul-vvarkes	j	bulwarks	bulwarks	0
,	,	,	,	,	0
or	or	cc	or	or	0
fortresses	fortresses	n2	fortresses	fortress	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
ayde	ayde	n1	aid	aid	0
of	of	pp-f	of	of	0
Paracelsians	Paracelsians	njp2	Paracelsians	paracelsian	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
fresh	fresh	j	fresh	fresh	0
crevv	crevv	n1	crew	crew	0
of	of	pp-f	of	of	0
Alchimian	Alchimian	np1	Alchimian	Alchimian	0
doctors	doctors	n2	doctors	doctor	0
vvhatsoeuer	vvhatsoeuer	r-crq	whatsoever	whatsoever	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
This	This	d	This	this	0
first	first	ord	first	first	0
consideration	consideration	n1	consideration	consideration	0
then	then	av	then	then	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
person	person	n1	person	person	0
,	,	,	,	,	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
did	did	vdd	did	do	0
inuyte	inuyte	n1	inuyte	inuyte	0
me	me	pno11	me	i	0
strongly	strongly	av-j	strongly	strong	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvb	see	see	0
vvhat	vvhat	r-crq	what	what	0
you	you	pn22	you	you	0
said	said	vvd	said	say	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
argumēt	argumēt	n1	argument	argument	0
or	or	cc	or	or	0
subiect	subiect	n-jn	subject	subject	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
togeather	togeather	av	together	together	0
vvith	vvith	p-acp	with	with	0
your	your	po22	your	your	0
māner	māner	n1	manner	manner	0
of	of	pp-f	of	of	0
treating	treating	vvg	treating	treat	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
vvhich	vvhich	r-crq	which	which	0
tvvo	tvvo	crd	tvvo	two	0
points	points	n2	points	point	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
speake	speake	vvi	speak	speak	0
seuerally	seuerally	av-j	severally	several	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
seuerall	seuerall	j	several	several	0
ponderations	ponderations	n2	ponderations	ponderation	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
both	both	d	both	both	0
important	important	j	important	important	0
,	,	,	,	,	0
rare	rare	j	rare	rare	0
,	,	,	,	,	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
vvhat	vvhat	r-crq	what	what	0
more	more	dc	more	more	0
important	important	j	important	important	0
matter	matter	n1	matter	matter	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
of	of	pp-f	of	of	0
among	among	p-acp	among	among	0
Christiās	Christiās	np1	Christiās	Christiās	0
,	,	,	,	,	0
The	The	dt	The	the	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
portance	portance	n1	portance	portance	0
of	of	pp-f	of	of	0
M.	M.	n1	M.	m.	0
Attor	Attor	n1	Attor	attor	0
∣	∣	sy	∣	∣	0
neys	neys	ng1	neys	neys	0
Plea	Plea	n1	Plea	plea	0
.	.	.	.	.	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
treat	treat	vvi	treat	treat	0
of	of	pp-f	of	of	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
&	&	cc	&	and	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
kinges	kinges	ng1	kings	king	0
bench	bench	n1	bench	bench	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
the	the	dt	the	the	0
table	table	n1	table	table	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
scepter	scepter	n1	sceptre	sceptre	0
,	,	,	,	,	0
the	the	dt	the	the	0
tri	tri	fw-la	tri	tri	0
∣	∣	sy	∣	∣	0
bunall	bunall	n1	bunall	bunall	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
dominion	dominion	n1	dominion	dominion	0
&	&	cc	&	and	0
iurisdiction	iurisdiction	n1	jurisdiction	jurisdiction	0
,	,	,	,	,	0
vvhereof	vvhereof	c-crq	whereof	whereof	0
dependeth	dependeth	vvz	dependeth	depend	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
direction	direction	n1	direction	direction	0
of	of	pp-f	of	of	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
mission	mission	n1	mission	mission	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
the	the	dt	the	the	0
efficacy	efficacy	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
,	,	,	,	,	0
the	the	dt	the	the	0
lavvfulnes	lavvfulnes	n1	lawfulness	lawfulness	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
priesthoode	priesthoode	n1	priesthood	priesthood	0
and	and	cc	and	and	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
nistery	nistery	n1	nistery	nistery	0
,	,	,	,	,	0
the	the	dt	the	the	0
gouernment	gouernment	n1	government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
finally	finally	av-j	finally	final	0
the	the	dt	the	the	0
vigour	vigour	n1	vigour	vigour	0
,	,	,	,	,	0
frute	frute	n1	fruit	fruit	0
,	,	,	,	,	0
&	&	cc	&	and	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Chri	Chri	n1	Chri	chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
religion	religion	n1	religion	religion	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
importance	importance	n1	importance	importance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
gument	gument	n1	gument	gument	0
M.	M.	n1	M.	m.	0
Attorney	Attorney	n1	Attorney	attorney	0
,	,	,	,	,	0
and	and	cc	and	and	0
consider	consider	vvb	consider	consider	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
vvhether	vvhether	cs	whether	whether	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
vs	vs	pno12	us	we	0
not	not	xx	not	not	0
much	much	d	much	much	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
attentiue	attentiue	j	attentive	attentive	0
vvhat	vvhat	r-crq	what	what	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
hovv	hovv	c-crq	how	how	0
substantially	substantially	av-j	substantially	substantial	0
you	you	pn22	you	you	0
pleade	pleade	vvb	plead	plead	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
tvvo	tvvo	crd	tvvo	two	0
circumstances	circumstances	n2	circumstances	circumstance	0
of	of	pp-f	of	of	0
rarenes	rarenes	n1	rareness	rareness	0
,	,	,	,	,	0
and	and	cc	and	and	0
singularity	singularity	n1	singularity	singularity	0
,	,	,	,	,	0
vvhere	vvhere	q-crq	where	where	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
so	so	av	so	so	0
vveighty	vveighty	j	weighty	weighty	0
a	a	dt	a	a	0
case	case	n1	case	case	0
,	,	,	,	,	0
contey	contey	n1	contey	contey	0
∣	∣	sy	∣	∣	0
ning	ning	j	ning	ning	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
povver	povver	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
belongeth	belongeth	vvz	belongeth	belong	0
to	to	p-acp	to	to	0
remission	remission	n1	remission	remission	0
of	of	pp-f	of	of	0
sinnes	sinnes	n2	sins	sin	0
and	and	cc	and	and	0
gouernement	gouernement	n1	government	government	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
earthly	earthly	j	earthly	earthly	0
inheritance	inheritance	n1	inheritance	inheritance	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
is	is	vbz	is	be	0
heere	heere	av	here	here	0
handled	handled	vvn	handled	handle	0
and	and	cc	and	and	0
ouer-ruled	ouer-ruled	vvn	overruled	overrule	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
temporall	temporall	j	temporal	temporal	0
lavvyer	lavvyer	n1	lawyer	lawyer	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
temporall	temporall	j	temporal	temporal	0
Lady	Lady	n1	Lady	lady	0
and	and	cc	and	and	0
Queene	Queene	n1	Queen	queen	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
temporall	temporall	j	temporal	temporal	0
Statute	Statute	n1	Statute	statute	0
,	,	,	,	,	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
Parlamēt	Parlamēt	n1	Parliament	parliament	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
yeare	yeare	n1	year	year	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
raigne	raigne	n1	reign	reign	0
,	,	,	,	,	0
vvhereby	vvhereby	c-crq	whereby	whereby	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
Supremacy	Supremacy	n1	Supremacy	supremacy	0
vvas	vvas	vbds	was	be	0
