GReat	GReat	j	GReat	great	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sudden	sudden	j	sudden	sudden	0
dissolving	dissolving	vvg	dissolving	dissolve	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
gathered	gathered	vvn	gathered	gather	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Kingdomes	Kingdomes	ng1	Kingdoms	kingdom	0
foes	foes	n2	foes	foe	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
releasing	releasing	vvg	releasing	release	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
place	place	n1	place	place	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
contained	contained	vvd	contained	contain	0
the	the	dt	the	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
struments	struments	n2	struments	strument	0
of	of	pp-f	of	of	0
safety	safety	n1	safety	safety	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
was	was	vbds	was	be	0
done	done	vdn	done	do	0
so	so	av	so	so	0
suddenly	suddenly	av-j	suddenly	sudden	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
enemies	enemies	n2	enemies	enemy	0
and	and	cc	and	and	0
cruell	cruell	j	cruel	cruel	0
disposed	disposed	vvn	disposed	dispose	0
ones	ones	pi2	ones	one	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
State	State	n1	State	state	0
,	,	,	,	,	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
many	many	d	many	many	0
)	)	)	)	)	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
power	power	n1	power	power	0
to	to	p-acp	to	to	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
forme	forme	n1	form	form	0
their	their	po32	their	their	0
intents	intents	n2	intents	intent	0
in	in	p-acp	in	in	0
raising	raising	vvg	raising	raise	0
more	more	dc	more	more	0
forces	forces	n2	forces	force	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	pc-acp	to	to	0
their	their	po32	their	their	0
desires	desires	n2	desires	desire	0
;	;	;	;	;	0
either	either	d	either	either	0
to	to	pc-acp	to	to	0
obtaine	obtaine	vvi	obtain	obtain	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
longed	longed	vvd	longed	long	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
into	into	p-acp	into	into	0
subjection	subjection	n1	subjection	subjection	0
those	those	d	those	those	0
they	they	pns32	they	they	0
hated	hated	vvd	hated	hate	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
moment	moment	n1	moment	moment	0
had	had	vhd	had	have	0
all	all	d	all	all	0
their	their	po32	their	their	0
hopes	hopes	n2	hope's	hope	0
dashed	dashed	vvn	dashed	dash	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
called	called	vvn	called	call	0
away	away	av	away	away	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
expected	expected	vvd	expected	expect	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
bea	bea	fw-mi	bea	bea	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
good	good	j	good	good	0
will	will	n1	will	will	0
to	to	p-acp	to	to	0
Sion	Sion	np1	Sion	Zion	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
,	,	,	,	,	0
we	we	pns12	we	we	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
good	good	j	good	good	0
space	space	n1	space	space	0
,	,	,	,	,	0
only	only	av-j	only	only	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
and	and	cc	and	and	0
miseries	miseries	n2	misery's	misery	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
were	were	vbdr	were	be	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
remained	remained	vvn	remained	remain	0
,	,	,	,	,	0
if	if	cs	if	if	0
those	those	d	those	those	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Countreys	Countreys	ng2	Countries'	country	0
welfare	welfare	n1	welfare	welfare	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
trust	trust	n1	trust	trust	0
was	was	vbds	was	be	0
reposed	reposed	vvn	reposed	repose	0
,	,	,	,	,	0
had	had	vhd	had	have	0
as	as	a-acp	as	as	0
faithfully	faithfully	av-j	faithfully	faithful	0
dis	dis	vdd	dis	do	0
∣	∣	sy	∣	∣	0
charged	charged	vvd	charged	charge	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
ease	ease	n1	ease	ease	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
disposeth	disposeth	vvz	disposeth	dispose	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
knowes	knowes	vvz	knows	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
extract	extract	vvi	extract	extract	0
good	good	j	good	good	0
from	from	p-acp	from	from	0
evill	evill	j-jn	evil	evil	0
)	)	)	)	)	0
seeing	seeing	vvg	seeing	see	0
our	our	po12	our	our	0
wayes	wayes	n2	ways	way	0
and	and	cc	and	and	0
doings	doings	n2-vdg	doings	do	0
nothing	nothing	pix	nothing	nothing	0
answerable	answerable	j	answerable	answerable	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
benefits	benefits	n2	benefits	benefit	0
and	and	cc	and	and	0
favours	favours	n2	favours	favour	0
,	,	,	,	,	0
made	made	vvd	made	make	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
sharper	sharper	jc	sharper	sharp	0
correction	correction	n1	correction	correction	0
then	then	av	then	then	0
formerly	formerly	av-j	formerly	former	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
felt	felt	vvn	felt	feel	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
,	,	,	,	,	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
they	they	pns32	they	they	0
aimed	aimed	vvd	aimed	aim	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
own	own	d	own	own	0
ends	ends	n2	ends	end	0
then	then	av	then	then	0
his	his	po31	his	his	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
us	us	pno12	us	we	0
see	see	vvi	see	see	0
that	that	d	that	that	0
men	men	n2	men	man	0
trusting	trusting	vvg	trusting	trust	0
to	to	p-acp	to	to	0
carnal	carnal	j	carnal	carnal	0
wit	wit	n1	wit	wit	0
or	or	cc	or	or	0
policy	policy	n1	policy	policy	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
prosper	prosper	vvi	prosper	prosper	0
)	)	)	)	)	0
he	he	pns31	he	he	0
gave	gave	vvd	gave	give	0
our	our	po12	our	our	0
Go	Go	vvi	Go	go	0
∣	∣	sy	∣	∣	0
vernours	vernours	n2	vernours	vernour	0
over	over	a-acp	over	over	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seduced	seduced	vvn	seduced	seduce	0
to	to	pc-acp	to	to	0
betray	betray	vvi	betray	betray	0
the	the	dt	the	the	0
trust	trust	n1	trust	trust	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
reposed	reposed	vvd	reposed	repose	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
our	our	po12	our	our	0
Forts	Forts	n2	Forts	fort	0
,	,	,	,	,	0
Strong-holds	Strong-holds	j	Strongholds	strongholds	0
and	and	cc	and	and	0
Armies	Armies	n2	Armies	army	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
ands	ands	n2-cc	ands	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ene	ene	fw-mi	ene	ene	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
and	and	cc	and	and	0
abused	abused	vvn	abused	abuse	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
traiterous	traiterous	j	traitorous	traitorous	0
dealings	dealings	n2-vvg	dealings	deal	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
wrought	wrought	vvd	wrought	wrought	0
not	not	xx	not	not	0
so	so	av	so	so	0
effectually	effectually	av-j	effectually	effectual	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
sired	sired	vvn	sired	sire	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
sought	sought	vvd	sought	seek	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
did	did	vdd	did	do	0
they	they	pns32	they	they	0
make	make	vvi	make	make	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
dangers	dangers	n2	dangers	danger	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
deceitful	deceitful	j	deceitful	deceitful	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
oneScar	oneScar	np1	oneScar	oneScar	0
∣	∣	sy	∣	∣	0
brough	brough	n1	borough	borough	0
Castle	Castle	n1	Castle	castle	0
.	.	.	.	.	1
Hold	Hold	n1	Hold	hold	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
secured	secured	vvn	secured	secure	0
our	our	po12	our	our	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
)	)	)	)	)	0
that	that	cst	that	that	0
division	division	n1	division	division	0
which	which	r-crq	which	which	0
then	then	av	then	then	0
was	was	vbds	was	be	0
spred	spred	vvn	spread	spread	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
most	most	ds	most	most	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
broke	broke	vvn	broke	break	0
in	in	p-acp	in	in	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
one	one	crd	one	one	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
against	against	p-acp	against	against	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
danger	danger	n1	danger	danger	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
it	it	pn31	it	it	0
all	all	d	all	all	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
traiterous	traiterous	j	traitorous	traitorous	0
dealing	dealing	n-vvg	dealing	deal	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
*	*	*	*	*	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
party	party	n1	party	party	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
expected	expected	vvd	expected	expect	0
safety	safety	n1	safety	safety	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
John	John	np1	John	John	0
Hotham	Hotham	np1	Hotham	Hotham	0
our	our	po12	our	our	0
enemies	enemies	ng1	enemies	enemy	0
prevai	prevai	n1	prevai	prevai	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
and	and	cc	and	and	0
got	got	vvd	god	get	0
the	the	dt	the	the	0
upper	upper	jc	upper	upper	0
hands	hands	n2	hands	hand	0
afar	afar	av	afar	afar	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
confi	confi	n2	confi	confi	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
our	our	po12	our	our	0
Forces	Forces	n2	Forces	force	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
little	little	j	little	little	0
strong	strong	j	strong	strong	0
Hold	Hold	vvb	Hold	hold	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
alone	alone	av-j	alone	alone	0
was	was	vbds	was	be	0
left	left	vvn	left	leave	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
former	former	j	former	former	0
liberty	liberty	n1	liberty	liberty	0
.	.	.	.	.	1
Kingston	Kingston	np1	Kingston	Kingston	0
upon	upon	p-acp	upon	upon	0
Hul	Hul	np1	Hul	Hul	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
then	then	av	then	then	0
again	again	av	again	again	0
BesiegedAnd	BesiegedAnd	np1	BesiegedAnd	BesiegedAnd	0
here	here	av	here	here	0
againe	againe	av	again	again	0
begun	begun	vvn	begun	begin	0
our	our	po12	our	our	0
miseries	miseries	n2	misery's	misery	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
put	put	vvn	put	put	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
then	then	av	then	then	0
were	were	vbdr	were	be	0
we	we	pns12	we	we	0
left	left	vvn	left	leave	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
mercilesse	mercilesse	j	merciless	merciless	0
miscre	miscre	n1	miscre	miscre	0
∣	∣	sy	∣	∣	0
ants	ants	n2	ants	ant	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
tyrannicall	tyrannicall	j	tyrannical	tyrannical	0
exactions	exactions	n2	exactions	exaction	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
miseries	miseries	n2	misery's	misery	0
were	were	vbdr	were	be	0
unexpres	unexpres	j	unexpres	unexpres	0
∣	∣	sy	∣	∣	0
sable	sable	j-jn	sable	sable	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
woe	woe	n1	woe	woe	0
increased	increased	vvn	increased	increase	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
height	height	n1	height	height	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
which	which	r-crq	which	which	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
:	:	:	:	:	0
our	our	po12	our	our	0
condition	condition	n1	condition	condition	0
was	was	vbds	was	be	0
lamentable	lamentable	j	lamentable	lamentable	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
even	even	av	even	even	0
all	all	d	all	all	0
hope	hope	n1	hope	hope	0
almost	almost	av	almost	almost	0
of	of	pp-f	of	of	0
expecting	expecting	vvg	expecting	expect	0
deliverance	deliverance	n1	deliverance	deliverance	0
or	or	cc	or	or	0
safety	safety	n1	safety	safety	0
was	was	vbds	was	be	0
excluded	excluded	vvn	excluded	exclude	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
favour	favour	n1	favour	favour	0
see	see	vvb	see	see	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shewed	shewed	vvd	showed	show	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
entreated	entreated	vvn	entreated	entreat	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
then	then	av	then	then	0
againe	againe	av	again	again	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
low	low	j	low	low	0
∣	∣	sy	∣	∣	0
est	est	fw-fr	est	est	0
ebbe	ebbe	vvi	ebb	ebb	0
of	of	pp-f	of	of	0
adversity	adversity	n1	adversity	adversity	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
hope	hope	n1	hope	hope	0
left	left	vvn	left	leave	0
of	of	pp-f	of	of	0
recovery	recovery	n1	recovery	recovery	0
,	,	,	,	,	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
rowse	rowse	vvi	rouse	rouse	0
up	up	a-acp	up	up	0
himselfe	himselfe	px31	himself	himself	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Giant	Giant	n1	Giant	giant	0
new	new	j	new	new	0
awakened	awakened	vvn	awakened	awaken	0
from	from	p-acp	from	from	0
sleep	sleep	n1	sleep	sleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
even	even	av	even	even	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
enemies	enemies	n2	enemies	enemy	0
thought	thought	vvd	thought	think	0
they'd	they'd	pns32|vmd	they	they|will	0
had	had	vhn	had	have	0
all	all	d	all	all	0
things	things	n2	things	thing	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
wills	wills	n2	wills	will	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
power	power	n1	power	power	0
,	,	,	,	,	0
courage	courage	n1	courage	courage	0
,	,	,	,	,	0
and	and	cc	and	and	0
magnanimity	magnanimity	n1	magnanimity	magnanimity	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
handfull	handfull	n1	handful	handful	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
