Grace	Grace	n1	Grace	grace	0
deformitie	deformitie	n1	deformity	deformity	0
in	in	p-acp	in	in	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
and	and	cc	and	and	0
conuersation	conuersation	n1	conversation	conversation	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
that	that	d	that	that	0
beautie	beautie	n1	beauty	beauty	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
woulde	woulde	vmd	would	will	0
be	be	vbi	be	be	0
greatly	greatly	av-j	greatly	great	0
blemi	blemi	j	blemi	blemi	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
perceiued	perceiued	vvd	perceived	perceive	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
glasse	glasse	n1	glass	glass	0
any	any	d	any	any	0
defect	defect	n1	defect	defect	0
of	of	pp-f	of	of	0
comelinesse	comelinesse	n1	comeliness	comeliness	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
might	might	vmd	might	may	0
labour	labour	vvi	labour	labour	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
seriously	seriously	av-j	seriously	serious	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
inward	inward	j	inward	inward	0
graces	graces	n2	graces	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
recompence	recompence	vvi	recompense	recompense	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
wants	wants	n2	wants	want	0
&	&	cc	&	and	0
imperfections	imperfections	n2	imperfections	imperfection	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
respect	respect	n1	respect	respect	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
may	may	vmb	may	may	0
most	most	av-ds	most	most	0
fitly	fitly	av-j	fitly	fit	0
be	be	vbi	be	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
sembled	sembled	vvn	sembled	semble	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
glasse	glasse	n1	glass	glass	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
affoordeth	affoordeth	vvz	affordeth	afford	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
both	both	d	both	both	0
these	these	d	these	these	0
vses	vses	n2	uses	use	0
in	in	p-acp	in	in	0
farre	farre	av-j	far	far	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
maner	maner	n1	manner	manner	0
then	then	av	then	then	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
performed	performed	vvn	performed	perform	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
looking	looking	j-vvg	looking	look	0
glasse	glasse	n1	glass	glass	0
how	how	c-crq	how	how	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
surpassing	surpassing	vvg	surpassing	surpass	0
soeuer	soeuer	av	soever	soever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
kind	kind	n1	kind	kind	0
doth	doth	vdz	does	do	0
represent	represent	vvi	represent	represent	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
only	only	av-j	only	only	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
surface	surface	n1	surface	surface	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
own	own	d	own	own	0
bodies	bodies	n2	bodies	body	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
directly	directly	av-j	directly	direct	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hinder	hinder	jc	hinder	hinder	0
parts	parts	n2	parts	part	0
we	we	pns12	we	we	0
take	take	vvb	take	take	0
no	no	dx	no	no	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
glasse	glasse	n1	glass	glass	0
,	,	,	,	,	0
much	much	d	much	much	0
lesse	lesse	dc	less	less	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
vs	vs	pno12	us	we	0
a	a	dt	a	a	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
internall	internall	j	internal	internal	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
attaine	attaine	vvi	attain	attain	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
profitable	profitable	j	profitable	profitable	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
take	take	vvb	take	take	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
eies	eies	n2	eyes	eye	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
and	and	cc	and	and	0
mind	mind	n1	mind	mind	0
looke	looke	vvb	look	look	0
intentiuely	intentiuely	av-j	intentively	intentive	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
euident	euident	j	evident	evident	0
maner	maner	n1	manner	manner	0
represent	represent	vvi	represent	represent	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
not	not	xx	not	not	0
only	only	j	only	only	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
mās	mās	ng1	men	man	0
body	body	n1	body	body	0
both	both	av-d	both	both	0
before	before	p-acp	before	before	0
and	and	cc	and	and	0
behind	behind	a-acp	behind	behind	0
&	&	cc	&	and	0
on	on	p-acp	on	on	0
euery	euery	d	every	every	0
side	side	n1	side	side	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
hidden	hidden	j-vvn	hidden	hide	0
and	and	cc	and	and	0
inward	inward	j	inward	inward	0
parts	parts	n2	parts	part	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
otherwise	otherwise	av	otherwise	otherwise	0
before	before	p-acp	before	before	0
life	life	n1	life	life	0
haue	haue	vhb	have	have	0
left	left	vvn	left	leave	0
the	the	dt	the	the	0
body	body	n1	body	body	0
cannot	cannot	vmbx	cannot	can	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
man	man	n1	man	man	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
behold	behold	vvi	behold	behold	0
all	all	d	all	all	0
the	the	dt	the	the	0
bones	bones	n2	bones	bone	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
frame	frame	n1	frame	frame	0
and	and	cc	and	and	0
timberworke	timberworke	n1	timberwork	timberwork	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
body	body	n1	body	body	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
very	very	j	very	very	0
foundation	foundation	n1	foundation	foundation	0
vpon	vpon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
building	building	n1	building	building	0
is	is	vbz	is	be	0
laide	laide	vvn	laid	lay	0
.	.	.	.	.	1
Heere	Heere	av	Here	here	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
exquisite	exquisite	j	exquisite	exquisite	0
frame	frame	n1	frame	frame	0
and	and	cc	and	and	0
composition	composition	n1	composition	composition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
vpper	vpper	jc	upper	upper	0
lodging	lodging	n1	lodging	lodging	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
house	house	n1	house	house	0
,	,	,	,	,	0
the	the	dt	the	the	0
seuerall	seuerall	j	several	several	0
ventricles	ventricles	n2	ventricles	ventricle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
braine	braine	n1	brain	brain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
so	so	av	so	so	0
many	many	d	many	many	0
sundrie	sundrie	j	sundry	sundry	0
chambers	chambers	n2	chambers	chamber	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
intertainement	intertainement	n1	entertainment	entertainment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Animal	Animal	n1	Animal	animal	0
spirits	spirits	n2	spirits	spirit	0
:	:	:	:	:	0
the	the	dt	the	the	0
singuler	singuler	j	singular	singular	0
work	work	n1	work	work	0
∣	∣	sy	∣	∣	0
manshippe	manshippe	n1	manshippe	manshippe	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lights	lights	n2	lights	light	0
and	and	cc	and	and	0
windowes	windowes	n2	windows	window	0
appertaining	appertaining	vvg	appertaining	appertain	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
pal	pal	j-jn	pal	pal	0
∣	∣	sy	∣	∣	0
lace	lace	n1	lace	lace	0
of	of	pp-f	of	of	0
mans	mans	ng1	men	man	0
body	body	n1	body	body	0
:	:	:	:	:	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
fourme	fourme	n1	form	form	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
humors	humors	n2	humours	humour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
christall	christall	n1	crystal	crystal	0
glasse	glasse	n1	glass	glass	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
windowes	windowes	n2	windows	window	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
eye-liddes	eye-liddes	n2	eyelids	eyelid	0
as	as	p-acp	as	as	0
casemēts	casemēts	n2	casements	casement	0
to	to	pc-acp	to	to	0
opē	opē	vvi	open	open	0
&	&	cc	&	and	0
shut	shut	vvi	shut	shut	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
in	in	p-acp	in	in	0
or	or	cc	or	or	0
keepe	keepe	vvi	keep	keep	0
out	out	av	out	out	0
the	the	dt	the	the	0
light	light	j	light	light	0
as	as	c-acp	as	as	0
need	need	n1	need	need	0
requireth	requireth	vvz	requires	require	0
:	:	:	:	:	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
eyebrowes	eyebrowes	n2	eyebrows	eyebrow	0
as	as	p-acp	as	as	0
penthouses	penthouses	n2	penthouses	penthouse	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
those	those	d	those	those	0
windowes	windowes	n2	windows	window	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
vio	vio	np1	vio	Vio	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
of	of	pp-f	of	of	0
stormy	stormy	j	stormy	stormy	0
weather	weather	n1	weather	weather	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
high	high	j	high	high	0
watch	watch	n1	watch	watch	0
∣	∣	sy	∣	∣	0
towres	towres	n2	towers	tower	0
whereby	whereby	c-crq	whereby	whereby	0
warning	warning	n1	warning	warning	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
internal	internal	j	internal	internal	0
senses	senses	n2	senses	sense	0
so	so	av	so	so	0
often	often	av	often	often	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
aduer	aduer	av	aduer	aduer	0
∣	∣	sy	∣	∣	0
sary	sary	j	sary	sary	0
noyse	noyse	n1	noise	noise	0
giueth	giueth	vvz	gives	give	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
enemies	enemies	n2	enemies	enemy	0
approching	approching	vvg	approaching	approach	0
to	to	pc-acp	to	to	0
annoy	annoy	vvi	annoy	annoy	0
this	this	d	this	this	0
goodly	goodly	j	goodly	goodly	0
castle	castle	n1	castle	castle	0
?	?	?	?	?	1
The	The	dt	The	the	0
mouth	mouth	n1	mouth	mouth	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
doore	doore	n1	door	door	0
that	that	cst	that	that	0
receiueth	receiueth	vvz	receiveth	receive	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
prouision	prouision	n1	provision	provision	0
meete	meete	vvi	meet	meet	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reparation	reparation	n1	reparation	reparation	0
and	and	cc	and	and	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
great	great	j	great	great	0
building	building	n1	building	building	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
ueth	ueth	n1	ueth	ueth	0
?	?	?	?	?	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
what	what	r-crq	what	what	0
excellent	excellent	j	excellent	excellent	0
workmanshippe	workmanshippe	n1	workmanship	workmanship	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
voyce	voyce	n1	voice	voice	0
&	&	cc	&	and	0
tongue	tongue	n1	tongue	tongue	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
singuler	singuler	j	singular	singular	0
vses	vses	n2	uses	use	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
very	very	av	very	very	0
requisite	requisite	j	requisite	requisite	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
descend	descend	vvi	descend	descend	0
and	and	cc	and	and	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
contemplation	contemplation	n1	contemplation	contemplation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
breast	breast	n1	breast	breast	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
middle	middle	j-jn	middle	middle	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
building	building	n1	building	building	0
,	,	,	,	,	0
&	&	cc	&	and	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
goodly	goodly	j	goodly	goodly	0
houshold	houshold	n1	household	household	0
stuffe	stuffe	n1	stuff	stuff	0
those	those	d	those	those	0
roomes	roomes	n2	rooms	room	0
are	are	vbr	are	be	0
adorned	adorned	vvn	adorned	adorn	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
able	able	j	able	able	0
ei	ei	n1	ei	ei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
with	with	p-acp	with	with	0
tongue	tongue	n1	tongue	tongue	0
to	to	pc-acp	to	to	0
vtter	vtter	vvi	utter	utter	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
cōceiue	cōceiue	vvi	conceive	conceive	0
,	,	,	,	,	0
the	the	dt	the	the	0
rare	rare	j	rare	rare	0
deuises	deuises	n2	devises	devise	0
the	the	dt	the	the	0
preti	preti	n1	preti	preti	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
Iewels	Iewels	n2	Jewels	jewel	0
,	,	,	,	,	0
the	the	dt	the	the	0
singular	singular	j	singular	singular	0
art	art	n1	art	art	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
foūd	foūd	vvn	found	find	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
an	an	dt	and	a	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
faire	faire	j	fair	fair	0
roome	roome	n1	room	room	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
dining	dining	j-vvg	dining	dine	0
chamber	chamber	n1	chamber	chamber	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
the	the	dt	the	the	0
receptacle	receptacle	n1	receptacle	receptacle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wil	wil	n1	will	will	0
&	&	cc	&	and	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
the	the	dt	the	the	0
shop	shop	n1	shop	shop	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
vital	vital	j	vital	vital	0
spirits	spirits	n2	spirits	spirit	0
are	are	vbr	are	be	0
wrought	wrought	vvn	wrought	wrought	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
forge	forge	n1	forge	forge	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
is	is	vbz	is	be	0
deri	deri	fw-la	deri	deri	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
that	that	d	that	that	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
heate	heate	n1	heat	heat	0
which	which	r-crq	which	which	0
warmeth	warmeth	vvz	warmeth	warm	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
house	house	n1	house	house	0
?	?	?	?	?	1
And	And	cc	And	and	0
least	least	cs	lest	lest	0
this	this	d	this	this	0
fire	fire	n1	fire	fire	0
should	should	vmd	should	shall	0
breake	breake	vvi	break	break	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
such	such	d	such	such	0
a	a	dt	a	a	0
flame	flame	n1	flame	flame	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
bring	bring	vvi	bring	bring	0
perill	perill	n1	peril	peril	0
of	of	pp-f	of	of	0
burning	burning	vvg	burning	burn	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
goodly	goodly	j	goodly	goodly	0
building	building	n1	building	building	0
the	the	dt	the	the	0
chamber	chamber	n1	chamber	chamber	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
is	is	vbz	is	be	0
dayly	dayly	j	daily	daily	0
&	&	cc	&	and	0
continually	continually	av-j	continually	continual	0
refresh	refresh	vvi	refresh	refresh	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
with	with	p-acp	with	with	0
coole	coole	j	cool	cool	0
blastes	blastes	n2	blasts	blast	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
an	an	dt	and	a	0
outward	outward	j	outward	outward	0
roome	roome	n1	room	room	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
built	built	vvn	built	build	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
also	also	av	also	also	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seenethe	seenethe	vvz	seenethe	seenethe	0
Artery	Artery	n1	Artery	artery	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
liuely	liuely	j	lively	lively	0
conduite	conduite	n1	conduit	conduit	0
carieth	carieth	vvz	carrieth	carry	0
forth	forth	av	forth	forth	0
continually	continually	av-j	continually	continual	0
most	most	av-ds	most	most	0
christall	christall	n1	crystal	crystal	0
streams	streams	n2	streams	stream	0
of	of	pp-f	of	of	0
vital	vital	j	vital	vital	0
spirits	spirits	n2	spirits	spirit	0
into	into	p-acp	into	into	0
euery	euery	d	every	every	0
roome	roome	n1	room	room	0
and	and	cc	and	and	0
