CONSIDERYNG	CONSIDERYNG	vvg	CONSIDERING	considere	0
finde	finde	vvb	find	find	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
desyer	desyer	vvi	desire	desire	0
ye	ye	pn22	you	you	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
ostende	ostende	vvi	ostend	ostend	0
your	your	po22	your	your	0
fauour	fauour	n1	favour	favour	0
so	so	av	so	so	0
muche	muche	av-d	much	much	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
entelligence	entelligence	n1	entelligence	entelligence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
euer	euer	av	ever	ever	0
more	more	av-dc	more	more	0
submit	submit	vvi	submit	submit	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
counsell	counsell	n1	counsel	counsel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
:	:	:	:	:	0
and	and	cc	and	and	0
further	further	av-j	further	further	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
syer	syer	n1	syer	sire	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
meane	meane	vvb	mean	mean	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
teache	teache	vvi	teach	teach	0
any	any	d	any	any	0
man	man	n1	man	man	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
and	and	cc	and	and	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
what	what	q-crq	what	what	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
behaue	behaue	vvi	behave	behave	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
respect	respect	n1	respect	respect	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
alway	alway	av	always	always	0
stande	stande	vvi	stand	stand	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
correction	correction	n1	correction	correction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
hopyng	hopyng	vvg	hoping	hope	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
this	this	d	this	this	0
my	my	po11	my	my	0
trauayle	trauayle	n1	travail	travail	0
and	and	cc	and	and	0
good	good	j	good	good	0
wil	wil	n1	will	will	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
accusto	accusto	n1	accusto	accusto	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
curtesie	curtesie	n1	courtesy	courtesy	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
patrone	patrone	n1	patron	patron	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
worke	worke	n1	work	work	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
your	your	po22	your	your	0
curtesie	curtesie	n1	courtesy	courtesy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
my	my	po11	my	my	0
self	self	n1	self	self	0
frendable	frendable	j	frendable	frendable	0
towards	towards	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
lothe	lothe	j	loath	loath	0
to	to	pc-acp	to	to	0
trouble	trouble	vvi	trouble	trouble	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
▪	▪	▪	▪	▪	0
more	more	n1	more	moor	0
circumstance	circumstance	n1	circumstance	circumstance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wishyng	wishyng	vvg	wishing	wish	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
health	health	n1	health	health	0
,	,	,	,	,	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
felicitie	felicitie	n1	felicity	felicity	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
