SIR	SIR	n1	SIR	sir	0
glory	glory	n1	glory	glory	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
absolute	absolute	j	absolute	absolute	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Court	Court	n1	Court	court	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
King	King	n1	King	king	0
doth	doth	vdz	does	do	0
daily	daily	av-j	daily	daily	0
crowne	crowne	vvi	crown	crown	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
diuine	diuine	j-jn	divine	divine	0
exam	exam	n1	exam	exam	0
∣	∣	sy	∣	∣	0
ples	ples	fw-fr	ples	ples	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
Sub	Sub	np1	Sub	Sub	0
∣	∣	sy	∣	∣	0
iect	iect	j-jn	iect	iect	0
whose	whose	rg-crq	whose	who	0
practise	practise	n1	practice	practice	0
expresseth	expresseth	vvz	expresses	express	0
not	not	xx	not	not	0
the	the	dt	the	the	0
loyalty	loyalty	n1	loyalty	loyalty	0
of	of	pp-f	of	of	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
royall	royall	j	royal	royal	0
inclinations	inclinations	n2	inclinations	inclination	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
your	your	po22	your	your	0
Businesse	Businesse	n1	Business	business	0
to	to	pc-acp	to	to	0
transplant	transplant	vvi	transplant	transplant	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
remote	remote	j	remote	remote	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
and	and	cc	and	and	0
Courts	Courts	n2	Courts	court	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
admired	admired	vvn	admired	admire	0
the	the	dt	the	the	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Gouernment	Gouernment	n1	Government	government	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
and	and	cc	and	and	0
beleiued	beleiued	vvd	believed	believe	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Con	Con	fw-mi	Con	con	0
∣	∣	sy	∣	∣	0
uersation	uersation	n1	versation	versation	0
,	,	,	,	,	0
a	a	dt	a	a	0
Truth	Truth	n1	Truth	truth	0
which	which	r-crq	which	which	0
their	their	po32	their	their	0
Jmitation	Jmitation	n1	Jmitation	jmitation	0
hath	hath	vhz	hath	have	0
illustrated	illustrated	vvn	illustrated	illustrate	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Pirat	Pirat	n1	Pirate	pirate	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Infi	Infi	np1	Infi	Infi	0
∣	∣	sy	∣	∣	0
dell	dell	fw-it	dell	dell	0
hath	hath	vhz	hath	have	0
vnderstood	vnderstood	vvn	understood	understand	0
and	and	cc	and	and	0
beene	beene	vbn	been	be	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
taken	taken	vvn	taken	take	0
more	more	n1	more	moor	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
victorious	victorious	j	victorious	victorious	0
sweetnesse	sweetnesse	n1	sweetness	sweetness	0
o	o	uh	oh	oh	0
your	your	po22	your	your	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
insolence	insolence	n1	insolence	insolence	0
forgate	forgate	vvd	foregate	forget	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Turkes	Turkes	n2	Turks	turk	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
your	your	po22	your	your	0
Deliuerance	Deliuerance	n1	Deliverance	deliverance	0
as	as	c-acp	as	as	0
famous	famous	j	famous	famous	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Wisdome	Wisdome	n1	Wisdom	wisdom	0
.	.	.	.	.	1
You	You	pn22	You	you	0
haue	haue	vhb	have	have	0
enioyed	enioyed	vvn	enjoyed	enjoy	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
a	a	dt	a	a	0
reflecting	reflecting	vvg	reflecting	reflect	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
improued	improued	vvn	improved	improve	0
our	our	po12	our	our	0
Practice	Practice	n1	Practice	practice	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
studied	studied	j-vvn	studied	study	0
and	and	cc	and	and	0
an	an	dt	and	a	0
elaborate	elaborate	vvi	elaborate	elaborate	0
Example	Example	n1	Example	example	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
broad	broad	j	broad	broad	0
and	and	cc	and	and	0
teaching	teaching	vvg	teaching	teach	0
dispersed	dispersed	vvn	dispersed	disperse	0
Nations	Nations	n2	Nations	nation	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
World	World	n1	World	world	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
debted	debted	vvn	debted	debt	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Garlands	Garlands	n2	Garlands	garland	0
which	which	r-crq	which	which	0
doe	doe	vdb	do	do	0
crowne	crowne	vvi	crown	crown	0
your	your	po22	your	your	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
learning	learning	n1	learning	learning	0
doth	doth	vdz	does	do	0
perpetuate	perpetuate	vvi	perpetuate	perpetuate	0
&	&	cc	&	and	0
aduance	aduance	vvi	advance	advance	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
in	in	p-acp	in	in	0
excellence	excellence	n1	excellence	excellence	0
as	as	p-acp	as	as	0
number	number	n1	number	number	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
modest	modest	j	modest	modest	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
being	being	vbg	being	be	0
Compendious	Compendious	j	Compendious	compendious	0
alwaies	alwaies	av	always	always	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Panegyriks	Panegyriks	n2	Panegyriks	panegyrik	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
liuing	liuing	j-vvg	living	live	0
Benefactors	Benefactors	n2	Benefactors	benefactor	0
doth	doth	vdz	does	do	0
become	become	vvi	become	become	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
more	more	av-dc	more	more	0
absolute	absolute	j	absolute	absolute	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
iust	iust	j	just	just	0
by	by	p-acp	by	by	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Eternity	Eternity	n1	Eternity	eternity	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Obiect	Obiect	n1	Object	object	0
and	and	cc	and	and	0
the	the	dt	the	the	0
End	End	vvb	End	end	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
their	their	po32	their	their	0
Memory	Memory	n1	Memory	memory	0
must	must	vmb	must	must	0
rather	rather	av-c	rather	rather	0
be	be	vbi	be	be	0
her	her	po31	her	her	0
Subiect	Subiect	j-jn	Subject	subject	0
then	then	av	then	then	0
themselues	themselues	px32	themselves	themselves	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
vnto	vnto	p-acp	unto	unto	0
Religion	Religion	n1	Religion	religion	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
vnbounded	vnbounded	j	unbounded	unbounded	0
,	,	,	,	,	0
so	so	av	so	so	0
will	will	vmb	will	will	0
your	your	po22	your	your	0
Reward	Reward	n1	Reward	reward	0
be	be	vbi	be	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
inuited	inuited	vvn	invited	invite	0
Blessings	Blessings	n2	Blessings	blessing	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
scend	scend	vvb	scend	scend	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Blessings	Blessings	n2	Blessings	blessing	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
raise	raise	vvi	raise	raise	0
you	you	pn22	you	you	0
high	high	av-j	high	high	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Centre	Centre	n1	Centre	centre	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
they	they	pns32	they	they	0
flow	flow	vvb	flow	flow	0
,	,	,	,	,	0
and	and	cc	and	and	0
leauing	leauing	vvg	leaving	leave	0
your	your	po22	your	your	0
Story	Story	n1	Story	story	0
a	a	dt	a	a	0
mirrour	mirrour	n1	mirror	mirror	0
to	to	p-acp	to	to	0
Posterity	Posterity	n1	Posterity	posterity	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
giue	giue	vvi	give	give	0
life	life	n1	life	life	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Epitaph	Epitaph	n1	Epitaph	epitaph	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Ru	Ru	np1	Ru	Ru	0
∣	∣	sy	∣	∣	0
ines	ines	n-vvn	ines	ine	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Tombe	Tombe	n1	Tomb	tomb	0
can	can	vmb	can	can	0
remember	remember	vvi	remember	remember	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
presage	presage	vvi	presage	presage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
demonstrate	demonstrate	vvb	demonstrate	demonstrate	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Fame	Fame	n1	Fame	fame	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
herauld	herauld	n1	herald	herald	0
and	and	cc	and	and	0
the	the	dt	the	the	0
voice	voice	n1	voice	voice	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
Jmmortality	Jmmortality	n1	Jmmortality	jmmortality	0
rather	rather	av-c	rather	rather	0
a	a	dt	a	a	0
Debt	Debt	n1	Debt	debt	0
then	then	cs	then	than	0
a	a	dt	a	a	0
Reward	Reward	n1	Reward	reward	0
to	to	p-acp	to	to	0
Vertue	Vertue	n1	Virtue	virtue	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
forbeare	forbeare	vvb	forbear	forbear	0
to	to	pc-acp	to	to	0
afflict	afflict	vvi	afflict	afflict	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
vnwilling	vnwilling	j	unwilling	unwilling	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Pardon	Pardon	n1	Pardon	pardon	0
my	my	po11	my	my	0
imposed	imposed	vvn	imposed	impose	0
Errour	Errour	n1	Error	error	0
,	,	,	,	,	0
the	the	dt	the	the	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Ver	Ver	fw-la	Ver	ver	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
did	did	vdd	did	do	0
giue	giue	vvi	give	give	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
knowledge	knowledge	n1	knowledge	knowledge	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
sin	sin	n1	since	sin	0
to	to	pc-acp	to	to	0
conceale	conceale	vvi	conceal	conceal	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
my	my	po11	my	my	0
insufficiency	insufficiency	n1	insufficiency	insufficiency	0
to	to	p-acp	to	to	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
presse	presse	n1	press	press	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
my	my	po11	my	my	0
language	language	n1	language	language	0
as	as	c-acp	as	as	0
guilty	guilty	j	guilty	guilty	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
silence	silence	n1	silence	silence	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
these	these	d	these	these	0
few	few	d	few	few	0
leaues	leaues	n2	leaves	leaf	0
deliuered	deliuered	vvn	delivered	deliver	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
forme	forme	n1	form	form	0
soeuer	soeuer	av	soever	soever	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
beauty	beauty	n1	beauty	beauty	0
that	that	cst	that	that	0
this	this	d	this	this	0
rude	rude	j	rude	rude	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
can	can	vmb	can	can	0
lend	lend	vvi	lend	lend	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
primitiue	primitiue	j	primitive	primitive	0
excellence	excellence	n1	excellence	excellence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
meet	meet	vvb	meet	meet	0
as	as	c-acp	as	as	0
admirably	admirably	av-j	admirably	admirable	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
eloquence	eloquence	n1	eloquence	eloquence	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
differ	differ	vvb	differ	differ	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
sence	sence	n1	sense	sense	0
.	.	.	.	.	1
The	The	dt	The	the	0
smallnes	smallnes	n1	smallness	smallness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pre	Pre	fw-la	Pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
ennoble	ennoble	vvi	ennoble	ennoble	0
and	and	cc	and	and	0
crowne	crowne	vvi	crown	crown	0
your	your	po22	your	your	0
Ac	Ac	fw-la	Ac	ac	0
∣	∣	sy	∣	∣	0
ceptance	ceptance	n1	ceptance	ceptance	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sea	Sea	n1	Sea	sea	0
receiueth	receiueth	vvz	receiveth	receive	0
the	the	dt	the	the	0
smallest	smallest	js	smallest	small	0
drops	drops	n2	drops	drop	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Riuers	Riuers	n2	Rivers	river	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
liberality	liberality	n1	liberality	liberality	0
of	of	pp-f	of	of	0
entertainment	entertainment	n1	entertainment	entertainment	0
hath	hath	vhz	hath	have	0
renowned	renowned	vvn	renowned	renown	0
the	the	dt	the	the	0
Assyrian	Assyrian	jp	Assyrian	assyrian	0
Monarch	Monarch	n1	Monarch	monarch	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
deerd	deerd	vvn	deerd	deerd	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
Immortality	Immortality	n1	Immortality	immortality	0
then	then	cs	then	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Maiesty	Maiesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Em	Em	np1	Em	Em	0
∣	∣	sy	∣	∣	0
pires	pires	vvz	pires	pire	0
could	could	vmd	could	can	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
entertaine	entertaine	vvi	entertain	entertain	0
this	this	d	this	this	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
leasure	leasure	n1	leisure	leisure	0
and	and	cc	and	and	0
your	your	po22	your	your	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
lige	lige	vvi	lige	lige	0
mee	mee	pno11	me	i	0
ere	ere	p-acp	ere	ere	0
many	many	d	many	many	0
moneths	moneths	n2	months	month	0
be	be	vbb	be	be	0
expired	expired	vvn	expired	expire	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
larger	larger	jc	larger	large	0
volume	volume	n1	volume	volume	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
deuoted	deuoted	j-vvn	devoted	devote	0
euer	euer	av	ever	ever	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	1
