In	In	p-acp	In	in	0
Company	Company	n1	Company	company	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Your	Your	po22	Your	your	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Colony	Colony	n1	Colony	colony	0
:	:	:	:	:	0
We	We	pns12	We	we	0
now	now	av	now	now	0
humbly	humbly	av-j	humbly	humble	0
cast	cast	vvn	cast	cast	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
distressed	distressed	j-vvn	distressed	distress	0
Condition	Condition	n1	Condition	condition	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Wives	Wives	n2	Wives	wife	0
and	and	cc	and	and	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Feet	Feet	n2	Feet	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
conclude	conclude	vvi	conclude	conclude	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
Queen	Queen	n1	Queen	queen	0
Esther	Esther	np1	Esther	Esther	0
,	,	,	,	,	0
If	If	cs	If	if	0
we	we	pns12	we	we	0
Perish	Perish	vvb	Perish	perish	0
,	,	,	,	,	0
we	we	pns12	we	we	0
Perish	Perish	vvb	Perish	perish	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
that	that	cst	that	that	0
Petition	Petition	vvb	Petition	petition	0
.	.	.	.	.	1
