GREAT	GREAT	j	GREAT	great	0
such	such	d	such	such	0
Practices	Practices	n2	Practices	practice	0
are	are	vbr	are	be	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
abominates	abominates	vvz	abominates	abominate	0
all	all	d	all	all	0
Injustice	Injustice	n1	Injustice	injustice	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
Ways	Ways	n2	Ways	way	0
of	of	pp-f	of	of	0
Unrighteousness	Unrighteousness	n1	Unrighteousness	unrighteousness	0
,	,	,	,	,	0
so	so	av	so	so	0
doubtless	doubtless	av-j	doubtless	doubtless	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Excellent	Excellent	j	Excellent	excellent	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
allow	allow	vvi	allow	allow	0
Money	Money	n1	Money	money	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
Competition	Competition	n1	Competition	competition	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
jostle	jostle	vvi	jostle	jostle	0
Ju	Ju	np1	Ju	Ju	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
MAJESTY's	MAJESTY's	ng1	MAJESTY's	majesty	0
Government	Government	n1	Government	government	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
doubtless	doubtless	av-j	doubtless	doubtless	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
desires	desires	n2	desires	desire	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Righteous	Righteous	j	Righteous	righteous	0
Government	Government	n1	Government	government	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
therefore	therefore	av	therefore	therefore	0
hum	hum	vvi	hum	hum	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
make	make	n1	make	make	0
this	this	d	this	this	0
my	my	po11	my	my	0
most	most	ds	most	most	0
humble	humble	vvb	humble	humble	0
Petition	Petition	vvb	Petition	petition	0
of	of	pp-f	of	of	0
Appeal	Appeal	n1	Appeal	appeal	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Gracious	Gracious	j	Gracious	gracious	0
and	and	cc	and	and	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
cred	cred	j	cred	cred	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
relieved	relieved	vvn	relieved	relieve	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
manifold	manifold	j	manifold	manifold	0
Oppressions	Oppressions	n2	Oppressions	oppression	0
I	I	pns11	I	i	0
lie	lie	vvb	lie	lie	0
under	under	p-acp	under	under	0
by	by	p-acp	by	by	0
mine	mine	po11	mine	my	0
Unparallell'd	Unparallell'd	j	Unparalleled	unparalleled	0
Grievances	Grievances	n2	Grievances	grievance	0
,	,	,	,	,	0
now	now	av	now	now	0
shewed	shewed	vvd	showed	show	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
paid	paid	vvn	paid	pay	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
full	full	j	full	full	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Taxes	Taxes	n2	Taxes	tax	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
bin	bin	vbn	been	be	0
required	required	vvn	required	require	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
;	;	;	;	;	0
every	every	d	every	every	0
Penny	Penny	n1	Penny	penny	0
whereof	whereof	c-crq	whereof	whereof	0
being	being	vbg	being	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
gained	gained	vvn	gained	gain	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Year	Year	n1	Year	year	0
1690	1690	crd	1690	1690	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Moyer	Moyer	np1	Moyer	Moyer	0
most	most	av-ds	most	most	0
wrongfully	wrongfully	av-j	wrongfully	wrongful	0
and	and	cc	and	and	0
causelesly	causelesly	av-j	causelessly	causeless	0
took	took	vvd	took	take	0
out	out	av	out	out	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Statute	Statute	n1	Statute	statute	0
of	of	pp-f	of	of	0
Bankrupt	Bankrupt	j-jn	Bankrupt	bankrupt	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hope	hope	vvi	hope	hope	0
for	for	p-acp	for	for	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
Clemency	Clemency	n1	Clemency	clemency	0
from	from	p-acp	from	from	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
Christian	Christian	np1	Christian	Christian	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
and	and	cc	and	and	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Signior	Signior	n1	Signior	signior	0
shews	shews	vvz	shows	show	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
person	person	n1	person	person	0
,	,	,	,	,	0
Native	Native	j-jn	Native	native	0
or	or	cc	or	or	0
Foreigner	Foreigner	n1	Foreigner	foreigner	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Turkish	Turkish	jp	Turkish	turkish	0
Laws	Laws	n2	Laws	law	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
aggrieved	aggrieved	vvn	aggrieved	aggrieve	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Domi	Domi	fw-la	Domi	domi	0
∣	∣	sy	∣	∣	0
nions	nions	n2	nions	nion	0
:	:	:	:	:	0
It	It	pn31	It	it	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
Manner	Manner	n1	Manner	manner	0
and	and	cc	and	and	0
Custom	Custom	n1	Custom	custom	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Turky	Turky	np1	Turky	Turkey	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
person	person	n1	person	person	0
what	what	r-crq	what	what	0
∣	∣	sy	∣	∣	0
soever	soever	av	soever	soever	0
(	(	(	(	(	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Turkish	Turkish	jp	Turkish	turkish	0
Law	Law	n1	Law	law	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
aggrieved	aggrieved	vvn	aggrieved	aggrieve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
partiality	partiality	n1	partiality	partiality	0
and	and	cc	and	and	0
injustice	injustice	n1	injustice	injustice	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Unjust	Unjust	j-u	Unjust	just	0
Caddee	Caddee	n1	Caddee	caddee	0
or	or	cc	or	or	0
Judge	Judge	n1	Judge	judge	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
Fire	Fire	n1	Fire	fire	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
standing	standing	vvg	standing	stand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
or	or	cc	or	or	0
but	but	p-acp	but	but	0
in	in	p-acp	in	in	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sultan	Sultan	n1	Sultan	sultan	0
or	or	cc	or	or	0
Grand	Grand	j	Grand	grand	0
Signior	Signior	n1	Signior	signior	0
is	is	vbz	is	be	0
passing	passing	vvg	passing	pass	0
along	along	a-acp	along	along	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
rides	rides	vvz	rides	ride	0
abroad	abroad	av	abroad	abroad	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Signior	Signior	n1	Signior	signior	0
or	or	cc	or	or	0
Sultan	Sultan	n1	Sultan	sultan	0
espies	espies	vvz	espies	espy	0
the	the	dt	the	the	0
Fire	Fire	n1	Fire	fire	0
,	,	,	,	,	0
he	he	pns31	he	he	0
certainly	certainly	av-j	certainly	certain	0
and	and	cc	and	and	0
immediately	immediately	av-j	immediately	immediate	0
commands	commands	vvz	commands	command	0
the	the	dt	the	the	0
Man	Man	n1	Man	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
hearing	hearing	vvg	hearing	hear	0
his	his	po31	his	his	0
Complaint	Complaint	n1	Complaint	complaint	0
,	,	,	,	,	0
redresses	redresses	n2	redresses	redress	0
him	him	pno31	him	he	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
delay	delay	n1	delay	delay	0
;	;	;	;	;	0
and	and	cc	and	and	0
many	many	d	many	many	0
times	times	n2	times	time	0
the	the	dt	the	the	0
unjust	unjust	j	unjust	unjust	0
Judge	Judge	n1	Judge	judge	0
is	is	vbz	is	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
pounded	pounded	vvn	pounded	pound	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
Mash	Mash	n1	Mash	mash	0
,	,	,	,	,	0
and	and	cc	and	and	0
squobb'd	squobb'd	vvd	squobbed	squob	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Lump	Lump	n1	Lump	lump	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Mortar	Mortar	n1	Mortar	mortar	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
though	though	cs	though	though	0
such	such	d	such	such	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
used	used	vvn	used	use	0
here	here	av	here	here	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
hope	hope	vvb	hope	hope	0
this	this	d	this	this	0
my	my	po11	my	my	0
most	most	ds	most	most	0
humble	humble	vvb	humble	humble	0
Petition	Petition	vvb	Petition	petition	0
of	of	pp-f	of	of	0
Appeal	Appeal	n1	Appeal	appeal	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
MAJESTY	MAJESTY	n1	MAJESTY	majesty	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
approve	approve	vvi	approve	approve	0
my	my	po11	my	my	0
self	self	n1	self	self	0
Your	Your	po22	Your	your	0
MAJESTY's	MAJESTY's	ng1	MAJESTY's	majesty	0
most	most	av-ds	most	most	0
Loyal	Loyal	j	Loyal	loyal	0
and	and	cc	and	and	0
Obedient	Obedient	j	Obedient	obedient	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
so	so	av	so	so	0
,	,	,	,	,	0
Dread	Dread	j	Dread	dread	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
prostrate	prostrate	vvb	prostrate	prostrate	0
My	My	po11	My	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
my	my	po11	my	my	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
mine	mine	po11	mine	my	0
All	All	d	All	all	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
MAJESTY's	MAJESTY's	ng1	MAJESTY's	majesty	0
Feet	Feet	n2	Feet	foot	0
,	,	,	,	,	0
begging	begging	vvg	begging	beg	0
Pardon	Pardon	n1	Pardon	pardon	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
