¶	¶	¶	¶	¶	0
the	the	dt	the	the	0
force	force	n1	force	force	0
and	and	cc	and	and	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
such	such	d	such	such	0
arguments	arguments	n2	arguments	argument	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
reasons	reasons	n2	reasons	reason	0
and	and	cc	and	and	0
deuices	deuices	n2	devices	device	0
to	to	pc-acp	to	to	0
fortefie	fortefie	vvi	fortify	fortify	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
true	true	j	true	true	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
experience	experience	n1	experience	experience	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
refuse	refuse	vvi	refuse	refuse	0
the	the	dt	the	the	0
Cannon	Cannon	n1	Cannon	cannon	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ram	Ram	n1	Ram	ram	0
againe	againe	av	again	again	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
knowne	knowne	j-vvn	known	know	0
weapons	weapons	n2	weapons	weapon	0
more	more	av-dc	more	more	0
meeter	meeter	jc	meeter	meet	0
for	for	p-acp	for	for	0
Sauadge	Sauadge	j-jn	Savage	savage	0
people	people	n1	people	people	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
puissaunt	puissaunt	j	puissant	puissant	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
force	force	n1	force	force	0
:	:	:	:	:	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
affec	affec	fw-la	affec	affec	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
threatnings	threatnings	n2-vvg	threatenings	threaten	0
,	,	,	,	,	0
or	or	cc	or	or	0
eloquent	eloquent	j	eloquent	eloquent	0
and	and	cc	and	and	0
sweete	sweete	j	sweet	sweet	0
woords	woords	n2	words	word	0
?	?	?	?	?	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
our	our	po12	our	our	0
partes	partes	n2	parts	part	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
abide	abide	vvi	abide	abide	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
blowes	blowes	n2	blows	blow	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
what	what	q-crq	what	what	0
wilbe	wilbe	vmb	will	will	0
the	the	dt	the	the	0
issue	issue	n1	issue	issue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
?	?	?	?	?	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
blinde	blinde	j	blind	blind	0
leade	leade	vvi	lead	lead	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
?	?	?	?	?	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
runne	runne	vvi	run	run	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
mischeefe	mischeefe	n1	mischief	mischief	0
headlong	headlong	av-j	headlong	headlong	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
both	both	d	both	both	0
see	see	vvb	see	see	0
and	and	cc	and	and	0
know	know	vvi	know	know	0
?	?	?	?	?	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
farre	farre	av-j	far	far	0
the	the	dt	the	the	0
same	same	d	same	same	0
dooth	dooth	vdz	doth	do	0
differ	differ	vvi	differ	differ	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
alleadged	alleadged	vvd	alleged	allege	0
,	,	,	,	,	0
euen	euen	av	even	even	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
priuate	priuate	j	private	private	0
Souldiour	Souldiour	n1	Soldier	soldier	0
that	that	cst	that	that	0
knoweth	knoweth	vvz	knoweth	know	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
may	may	vmb	may	may	0
iudge	iudge	vvi	judge	judge	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
beastly	beastly	j	beastly	beastly	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
stands	stands	vvz	stands	stand	0
the	the	dt	the	the	0
case	case	n1	case	case	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
doo	doo	vdb	do	do	0
wilfully	wilfully	av-j	wilfully	wilful	0
or	or	cc	or	or	0
ignorantly	ignorantly	av-j	ignorantly	ignorant	0
forsake	forsake	vvi	forsake	forsake	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
so	so	av	so	so	0
long	long	j	long	long	0
time	time	n1	time	time	0
made	made	vvd	made	make	0
iust	iust	j	just	just	0
triall	triall	n1	trial	trial	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
force	force	n1	force	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
doo	doo	vdi	do	do	0
returne	returne	vvi	return	return	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
againe	againe	av	again	again	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
so	so	av	so	so	0
often	often	av	often	often	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
saken	saken	n-vvn	saken	saken	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
disabilitie	disabilitie	n1	disability	disability	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
triall	triall	n1	trial	trial	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
found	found	vvn	found	find	0
ther	ther	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
:	:	:	:	:	0
then	then	av	then	then	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
well	well	av	well	well	0
woorthy	woorthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
abide	abide	vvi	abide	abide	0
the	the	dt	the	the	0
smart	smart	n1	smart	smart	0
thereof	thereof	av	thereof	thereof	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
own	own	d	own	own	0
reproche	reproche	n1	reproach	reproach	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
person	person	n1	person	person	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
iust	iust	j	just	just	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Archers	Archers	n2	Archers	archer	0
that	that	cst	that	that	0
e	e	uh	e	e	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
will	will	n1	will	will	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
choose	choose	vvi	choose	choose	0
be	be	vbb	be	be	0
partaker	partaker	n1	partaker	partaker	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
againe	againe	av	again	again	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
that	that	cst	that	that	0
manye	manye	d	many	many	0
doo	doo	vdb	do	do	0
beare	beare	vvi	bear	bear	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
same	same	d	same	same	0
wea	wea	zz	wea	wea	0
∣	∣	sy	∣	∣	0
pons	pons	fw-la	pons	pons	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	p-acp	passed	past	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
shotte	shotte	n1	shot	shot	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
:	:	:	:	:	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
bloodshed	bloodshed	n1	bloodshed	bloodshed	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
is	is	vbz	is	be	0
vsed	vsed	vvn	used	use	0
:	:	:	:	:	0
and	and	cc	and	and	0
my	my	po11	my	my	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
battailes	battailes	n2	battles	battle	0
and	and	cc	and	and	0
great	great	j	great	great	0
encounters	encounters	n2	encounters	encounter	0
chaunced	chaunced	vvd	chanced	chance	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
that	that	cst	that	that	0
the	the	dt	the	the	0
shot	shot	n1	shot	shot	0
were	were	vbdr	were	be	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
offenciue	offenciue	j	offenciue	offensive	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
long	long	j	long	long	0
Bowes	Bowes	n2	Bows	bow	0
and	and	cc	and	and	0
Crossebowes	Crossebowes	n2	Crossbows	crossbow	0
:	:	:	:	:	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
did	did	vdd	did	do	0
then	then	av	then	then	0
commonlye	commonlye	av-j	commonly	common	0
ioyne	ioyne	vvi	join	join	0
both	both	d	both	both	0
with	with	p-acp	with	with	0
long	long	j	long	long	0
and	and	cc	and	and	0
shorte	shorte	j	short	short	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
dints	dints	n2	dints	dint	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
handed	handed	j-vvn	handed	hand	0
Swoordes	Swoordes	n2	Swords	sword	0
,	,	,	,	,	0
Battell	Battell	n1	Battle	battle	0
Axes	Axes	n2	Axes	axe	0
and	and	cc	and	and	0
Billes	Billes	n2	Bills	bill	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Leade	Leade	n1	Lead	lead	0
malles	malles	vvz	malles	malle	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
fight	fight	n1	fight	fight	0
continued	continued	vvd	continued	continue	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
last	last	ord	last	last	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
party	party	n1	party	party	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
rightlye	rightlye	av-jn	rightly	right	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
scarselye	scarselye	av-j	scarcely	scarce	0
seene	seene	vvn	seen	see	0
that	that	cst	that	that	0
either	either	d	either	either	0
Pike	Pike	n1	Pike	pike	0
or	or	cc	or	or	0
Halberd	Halberd	n1	Halberd	halberd	0
hath	hath	vhz	hath	have	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
ioyne	ioyne	vvi	join	join	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
one	one	crd	one	one	0
partie	partie	n1	party	party	0
did	did	vdd	did	do	0
turne	turne	vvi	turn	turn	0
their	their	po32	their	their	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
terrible	terrible	j	terrible	terrible	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
small	small	j	small	small	0
shot	shot	n1	shot	shot	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
skilfull	skilfull	j	skilful	skilful	0
conductors	conductors	n2	conductors	conductor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
placed	placed	vvn	placed	place	0
vpon	vpon	p-acp	upon	upon	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
by	by	p-acp	by	by	0
vauntage	vauntage	n1	vantage	vantage	0
of	of	pp-f	of	of	0
grounds	grounds	n2	grounds	ground	0
or	or	cc	or	or	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
therwise	therwise	av	therwise	therwise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
time	time	n1	time	time	0
and	and	cc	and	and	0
place	place	n1	place	place	0
hath	hath	vhz	hath	have	0
serued	serued	vvn	served	serve	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heard	heard	vvn	herd	hear	0
so	so	av	so	so	0
many	many	d	many	many	0
seuerall	seuerall	j	several	several	0
opinions	opinions	n2	opinions	opinion	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
:	:	:	:	:	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
parte	parte	n1	part	part	0
and	and	cc	and	and	0
duety	duety	n1	duty	duty	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
learned	learned	vvn	learned	learn	0
by	by	p-acp	by	by	0
vsing	vsing	vvg	using	use	0
of	of	pp-f	of	of	0
diuers	diuers	j	diverse	diverse	0
seuerall	seuerall	j	several	several	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
seruice	seruice	n1	service	service	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
on	on	p-acp	on	on	0
horseback	horseback	n1	horseback	horseback	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	j	better	better	0
sa	sa	fw-fr	sa	sa	0
∣	∣	sy	∣	∣	0
tisfaction	tisfaction	n1	tisfaction	tisfaction	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
not	not	xx	not	not	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
how	how	c-crq	how	how	0
requisite	requisite	j	requisite	requisite	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
resolued	resolued	vvn	resolved	resolve	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
pointes	pointes	n2	points	point	0
,	,	,	,	,	0
not	not	xx	not	not	0
thinking	thinking	vvg	thinking	think	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
my	my	po11	my	my	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
doone	doone	vdn	done	do	0
any	any	d	any	any	0
such	such	d	such	such	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
driuen	driuen	vvn	driven	drive	0
vnto	vnto	p-acp	unto	unto	0
for	for	p-acp	for	for	0
diuers	diuers	j	diverse	diverse	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
not	not	xx	not	not	0
altogither	altogither	av	altogether	altogether	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
parfect	parfect	vvi	perfect	perfect	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
setting	setting	vvg	setting	set	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
vnlearned	vnlearned	j-u	unlearned	learned	0
,	,	,	,	,	0
saue	saue	vvb	save	save	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
a	a	dt	a	a	0
very	very	j	very	very	0
simple	simple	j	simple	simple	0
stile	stile	n1	style	stile	0
:	:	:	:	:	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
is	is	vbz	is	be	0
laudable	laudable	j	laudable	laudable	0
and	and	cc	and	and	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
end	end	n1	end	end	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
good	good	j	good	good	0
Subiects	Subiects	n2-jn	Subjects	subject	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
fauour	fauour	vvi	favour	favour	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
cleere	cleere	j	clear	clear	0
conscience	conscience	n1	conscience	conscience	0
protest	protest	vvb	protest	protest	0
not	not	xx	not	not	0
willinglye	willinglye	av-j	willingly	willing	0
to	to	pc-acp	to	to	0
offend	offend	vvi	offend	offend	0
any	any	d	any	any	0
partie	partie	n1	party	party	0
or	or	cc	or	or	0
parties	parties	n2	parties	party	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
qualitie	qualitie	n1	quality	quality	0
or	or	cc	or	or	0
calling	calling	vvg	calling	call	0
soeuer	soeuer	av	soever	soever	0
he	he	pns31	he	he	0
or	or	cc	or	or	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
treat	treat	vvi	treat	treat	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
auncient	auncient	j-jn	ancient	ancient	0
times	times	n2	times	time	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
occasion	occasion	n1	occasion	occasion	0
may	may	vmb	may	may	0
cause	cause	vvi	cause	cause	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
proofe	proofe	n1	proof	proof	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
within	within	p-acp	within	within	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
knowledge	knowledge	n1	knowledge	knowledge	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
recorded	recorded	vvn	recorded	record	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prooued	prooued	vvn	proved	prove	0
:	:	:	:	:	0
And	And	cc	And	and	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
entred	entred	vvd	entered	enter	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Souldier	Souldier	n1	Soldier	soldier	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
18.	18.	crd	18.	18.	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
second	second	ord	second	second	0
yeere	yeere	n1	year	year	0
of	of	pp-f	of	of	0
tht	tht	d	that	that	0
good	good	j	good	good	0
and	and	cc	and	and	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
King	King	n1	King	king	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
6.	6.	crd	6.	6.	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
our	our	po12	our	our	0
English	English	jp	English	english	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
chers	chers	vvz	chers	cheer	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
force	force	n1	force	force	0
and	and	cc	and	and	0
greatly	greatly	av-j	greatly	great	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
Harquebuziers	Harquebuziers	n2	Harquebuziers	harquebuzier	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
then	then	av	then	then	0
common	common	j	common	common	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
had	had	vhd	had	have	0
any	any	d	any	any	0
whole	whole	j-jn	whole	whole	0
band	band	n1	band	band	0
