WHat	WHat	q-crq	WHat	what	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
had	had	vhd	had	have	0
made	made	vvn	made	make	0
gret	gret	j	great	great	0
slaughter	slaughter	n1	slaughter	slaughter	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Per	Per	np1	Per	Per	0
¦	¦	sy	¦	¦	0
sia	sia	n1	siam	siam	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
corage	corage	n1	courage	courage	0
bolde	bolde	j	bold	bold	0
,	,	,	,	,	0
stoute	stoute	j	stout	stout	0
,	,	,	,	,	0
pacient	pacient	j	patient	patient	0
and	and	cc	and	and	0
hardy	hardy	j	hardy	hardy	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
taken	taken	vvn	taken	take	0
a	a	dt	a	a	0
ca	ca	zz	ca	ca	0
∣	∣	sy	∣	∣	0
stle	stle	n1	stle	stle	0
or	or	cc	or	or	0
hold	hold	vvi	hold	hold	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
&	&	cc	&	and	0
beeing	beeing	vbg	being	be	0
in	in	p-acp	in	in	0
tyme	tyme	n1	time	time	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
subiection	subiection	n1	subjection	subjection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Mace	Mace	n1	Mace	mace	0
∣	∣	sy	∣	∣	0
donians	donians	n1	donians	donians	0
,	,	,	,	,	0
was	was	vbds	was	be	0
demaunded	demaunded	vvn	demanded	demand	0
of	of	pp-f	of	of	0
Alexander	Alexander	np1	Alexander	Alexander	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
poynt	poynt	n1	point	point	0
he	he	pns31	he	he	0
sawe	sawe	vvd	saw	see	0
himselfe	himselfe	px31	himself	himself	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ouercome	ouercome	vvn	overcome	overcome	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
answered	answered	vvd	answered	answer	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
wise	wise	n1	wise	wise	0
:	:	:	:	:	0
Sir	Sir	n1	Sir	sir	0
king	king	n1	king	king	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
point	point	n1	point	point	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
come	come	zz	come	come	0
.	.	.	.	.	1
Alexander	Alexander	np1	Alexander	Alexander	0
hering	hering	vvg	hearing	hear	0
him	him	pno31	him	he	0
saye	saye	vvi	say	say	0
so	so	av	so	so	0
,	,	,	,	,	0
demaunded	demaunded	vvd	demanded	demand	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
lost	lost	vvn	lost	lose	0
both	both	d	both	both	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
cūtries	cūtries	n2	countries	country	0
,	,	,	,	,	0
castles	castles	n2	castles	castle	0
,	,	,	,	,	0
townes	townes	n2	towns	town	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
else	else	av	else	else	0
,	,	,	,	,	0
yes	yes	uh	yes	yes	0
verily	verily	av-j	verily	very	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
he	he	pns31	he	he	0
)	)	)	)	)	0
&	&	cc	&	and	0
yet	yet	av	yet	yet	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
ouercōe	ouercōe	vvn	overcome	overcome	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
al	al	d	all	all	0
be	be	vbb	be	be	0
gone	gone	vvn	gone	go	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
with	with	p-acp	with	with	0
pacience	pacience	n1	patience	patience	0
beare	beare	vvi	bear	bear	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
greate	greate	j	great	great	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
pacience	pacience	n1	patience	patience	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
King	King	n1	King	king	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
verily	verily	av-j	verily	very	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
parison	parison	n1	parison	parison	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
vpon	vpon	p-acp	upon	upon	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
deeming	deeming	vvg	deeming	deem	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
fyt	fyt	j	fit	fit	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
good	good	j	good	good	0
nature	nature	n1	nature	nature	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
so	so	av	so	so	0
notable	notable	j	notable	notable	0
a	a	dt	a	a	0
fact	fact	n1	fact	fact	0
of	of	pp-f	of	of	0
pacience	pacience	n1	patience	patience	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
was	was	vbds	was	be	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
friend	friend	n1	friend	friend	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
drawen	drawen	vvn	drawn	draw	0
the	the	dt	the	the	0
same	same	d	same	same	0
though	though	c-acp	though	though	0
rudely	rudely	av-j	rudely	rude	0
yet	yet	av	yet	yet	0
hoping	hoping	vvg	hoping	hope	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
profite	profite	n1	profit	profit	0
,	,	,	,	,	0
eyther	eyther	d	either	either	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
som	som	d	some	some	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
bicause	bicause	c-acp	because	because	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
euery	euery	d	every	every	0
castle	castle	n1	castle	castle	0
,	,	,	,	,	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
ci	ci	fw-fr	ci	ci	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
,	,	,	,	,	0
worke	worke	n1	work	work	0
or	or	cc	or	or	0
workeman	workeman	n1	workman	workman	0
∣	∣	sy	∣	∣	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
belongeth	belongeth	vvz	belongeth	belong	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
:	:	:	:	:	0
and	and	cc	and	and	0
knowing	knowing	vvg	knowing	know	0
that	that	d	that	that	0
defence	defence	n1	defence	defence	0
canne	canne	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
wythout	wythout	p-acp	without	without	0
some	some	d	some	some	0
one	one	crd	one	one	0
defen	defen	vvb	defen	defen	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
so	so	av	so	so	0
bolde	bolde	j	bold	bold	0
(	(	(	(	(	0
consy	consy	n1	consy	consy	0
∣	∣	sy	∣	∣	0
dering	dering	j	dering	dering	0
mine	mine	png11	mine	i	0
owne	owne	d	own	own	0
weake	weake	j	weak	weak	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
simple	simple	j	simple	simple	0
worke	worke	n1	work	work	0
vnto	vnto	p-acp	unto	unto	0
youre	youre	po22	your	your	0
worship	worship	n1	worship	worship	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
thereof	thereof	av	thereof	thereof	0
agaynst	agaynst	p-acp	against	against	0
the	the	dt	the	the	0
ranco	ranco	n1	ranco	ranco	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
Zoilictes	Zoilictes	vvz	Zoilictes	zoilicte	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
tymes	tymes	n2	times	time	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
begin	begin	vvi	begin	begin	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
readie	readie	j	ready	ready	0
to	to	pc-acp	to	to	0
breathe	breathe	vvi	breathe	breathe	0
the	the	dt	the	the	0
fylth	fylth	n1	filth	filth	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
cancred	cancred	j-vvn	cankered	canker	0
stomackes	stomackes	n2	stomachs	stomach	0
vpon	vpon	p-acp	upon	upon	0
those	those	d	those	those	0
most	most	av-ds	most	most	0
famous	famous	j	famous	famous	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
excellentest	excellentest	js	excellentest	excellent	0
clearkes	clearkes	n2	clerks	clerk	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
whose	whose	r-crq	whose	who	0
bo	bo	uh	bo	bo	0
∣	∣	sy	∣	∣	0
kes	kes	n1	kes	kes	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
worthye	worthye	j	worthy	worthy	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
likewyse	likewyse	av	likewise	likewise	0
that	that	cst	that	that	0
if	if	cs	if	if	0
those	those	d	those	those	0
went	went	vvd	went	go	0
not	not	xx	not	not	0
fre	fre	p-acp	from	from	0
,	,	,	,	,	0
mine	mine	png11	mine	i	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
I	I	pns11	I	i	0
hoping	hoping	vvg	hoping	hope	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worships	worships	ng1	worships	worship	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
am	am	vbm	am	be	0
boldened	boldened	vvn	boldened	bolden	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
prosecuting	prosecuting	vvg	prosecuting	prosecute	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
trusting	trusting	vvg	trusting	trust	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
end	end	vvb	end	end	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
siring	siring	vvg	siring	sire	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
mayntayne	mayntayne	vvi	maintain	maintain	0
your	your	po22	your	your	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
sende	sende	vvb	send	send	0
you	you	pn22	you	you	0
long	long	j	long	long	0
life	life	n1	life	life	0
and	and	cc	and	and	0
good	good	j	good	good	0
health	health	n1	health	health	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
pleasure	pleasure	n1	pleasure	pleasure	0
and	and	cc	and	and	0
your	your	po22	your	your	0
heartes	heartes	ng1	hearts	heart	0
desire	desire	n1	desire	desire	0
.	.	.	.	.	1
