IT's	IT's	pn31|vbz	IT's	it|be	0
first	first	ord	first	first	0
Goodsir	Goodsir	n1	Goodsir	goodsir	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
rehearse	rehearse	vvi	rehearse	rehearse	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
was	was	vbds	was	be	0
Elliot	Elliot	np1	Elliot	Elliot	0
of	of	pp-f	of	of	0
Stobs	Stobs	np1	Stobs	Stobs	0
and	and	cc	and	and	0
Dowglas	Dowglas	np1	Dowglas	Dowglas	0
of	of	pp-f	of	of	0
Cavers	Cavers	np1	Cavers	Cavers	0
,	,	,	,	,	0
Thy	Thy	po21	Thy	thy	0
other	other	j-jn	other	other	0
Goodsir	Goodsir	n1	Goodsir	goodsir	0
and	and	cc	and	and	0
Goodam	Goodam	np1	Goodam	Goodam	0
of	of	pp-f	of	of	0
much	much	d	much	much	0
renown	renown	n1	renown	renown	0
,	,	,	,	,	0
Was	Was	vbds	Was	be	0
Mr.	Mr.	n1	Mr.	mr.	0
of	of	pp-f	of	of	0
Cranston	Cranston	np1	Cranston	Cranston	0
,	,	,	,	,	0
and	and	cc	and	and	0
daughter	daughter	n1	daughter	daughter	0
to	to	p-acp	to	to	0
Lord	Lord	n1	Lord	lord	0
Coldinghame	Coldinghame	np1	Coldinghame	Coldinghame	0
,	,	,	,	,	0
Thy	Thy	po21	Thy	thy	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
Mother	Mother	n1	Mother	mother	0
who	who	r-crq	who	who	0
still	still	av	still	still	0
lives	lives	vvz	lives	live	0
by	by	p-acp	by	by	0
Fame	Fame	n1	Fame	fame	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Gilbert	Gilbert	np1	Gilbert	Gilbert	0
of	of	pp-f	of	of	0
Stobs	Stobs	np1	Stobs	Stobs	0
,	,	,	,	,	0
and	and	cc	and	and	0
sister	sister	n1	sister	sister	0
to	to	p-acp	to	to	0
Lord	Lord	n1	Lord	lord	0
Cranston	Cranston	np1	Cranston	Cranston	0
;	;	;	;	;	0
Although	Although	cs	Although	although	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
write	write	vvi	write	write	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
spent	spent	vvn	spent	spend	0
my	my	po11	my	my	0
breath	breath	n1	breath	breath	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
dilating	dilating	vvg	dilating	dilate	0
thy	thy	po21	thy	thy	0
Descent	Descent	n1	Descent	descent	0
from	from	p-acp	from	from	0
good	good	j	good	good	0
King	King	n1	King	king	0
Iames	Iames	np1	Iames	Iames	0
the	the	dt	the	the	0
fifth	fifth	ord	fifth	five	0
.	.	.	.	.	1
Earl	Earl	n1	Earl	earl	0
Bothwel	Bothwel	np1	Bothwel	Bothwel	0
thy	thy	po21	thy	thy	0
great	great	j	great	great	0
Grandsir	Grandsir	n1	Grandsir	grandsire	0
,	,	,	,	,	0
Was	Was	vbds	Was	be	0
a	a	dt	a	a	0
valiant	valiant	j	valiant	valiant	0
man	man	n1	man	man	0
,	,	,	,	,	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
King	King	n1	King	king	0
Iames	Iames	np1	Iames	Iames	0
the	the	dt	the	the	0
fifth	fifth	ord	fifth	five	0
His	His	po31	His	his	0
own	own	d	own	own	0
Natural-son	Natural-son	n1	Natural-son	natural-son	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
crave	crave	vvb	crave	crave	0
your	your	po22	your	your	0
Worthiness	Worthiness	n1	Worthiness	worthiness	0
excuse	excuse	n1	excuse	excuse	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
boldness	boldness	n1	boldness	boldness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
unlearned	unlearned	j	unlearned	unlearned	0
Muse	Muse	n1	Muse	muse	0
,	,	,	,	,	0
That	That	cst	That	that	0
hath	hath	vhz	hath	have	0
presumed	presumed	vvn	presumed	presume	0
so	so	av	so	so	0
high	high	j	high	high	0
a	a	dt	a	a	0
pitch	pitch	n1	pitch	pitch	0
to	to	pc-acp	to	to	0
flee	flee	vvi	flee	flee	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
Vertue	Vertue	n1	Virtue	virtue	0
and	and	cc	and	and	0
Gentilitie	Gentilitie	n1	Gentility	gentility	0
;	;	;	;	;	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
this	this	d	this	this	0
Task	Task	n1	Task	task	0
is	is	vbz	is	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
Homer	Homer	np1	Homer	Homer	0
,	,	,	,	,	0
Ovid	Ovid	np1	Ovid	Ovid	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
Virgils	Virgils	npg1	Virgils	virgils	0
Pen	Pen	n1	Pen	pen	0
;	;	;	;	;	0
Boldly	Boldly	av-j	Boldly	bold	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
true	true	j	true	true	0
Honours	Honours	ng1	Honours	honour	0
worthiness	worthiness	n1	worthiness	worthiness	0
,	,	,	,	,	0
Whilst	Whilst	cs	While	while	0
better	better	jc	better	better	0
Muses	Muses	n2	Muses	muse	0
pleased	pleased	vvd	pleased	please	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
their	their	po32	their	their	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
And	And	cc	And	and	0
this	this	d	this	this	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
my	my	po11	my	my	0
Verse	Verse	n1	Verse	verse	0
proclaims	proclaims	vvz	proclaims	proclaim	0
,	,	,	,	,	0
That	That	cst	That	that	0
neither	neither	dx	neither	neither	0
Gain	Gain	n1	Gain	gain	0
nor	nor	ccx	nor	nor	0
Flattery	Flattery	n1	Flattery	flattery	0
are	are	vbr	are	be	0
my	my	po11	my	my	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
love	love	vvb	love	love	0
and	and	cc	and	and	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Familie	Familie	n1	Family	family	0
,	,	,	,	,	0
Has	Has	vhz	Has	have	0
caus'd	caus'd	vvn	caused	cause	0
my	my	po11	my	my	0
Muse	Muse	n1	Muse	muse	0
these	these	d	these	these	0
Lines	Lines	n2	Lines	line	0
to	to	p-acp	to	to	0
publish'd	publish'd	vvn	published	publish	0
be	be	vbi	be	be	0
:	:	:	:	:	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
intreat	intreat	vvb	entreat	entreat	0
your	your	po22	your	your	0
generous	generous	j	generous	generous	0
Heart	Heart	n1	Heart	heart	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
accept	accept	vvi	accept	accept	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
pardon	pardon	vvb	pardon	pardon	0
my	my	po11	my	my	0
neglects	neglects	vvz	neglects	neglect	0
,	,	,	,	,	0
Bear	Bear	vvb	Bear	bear	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
weakness	weakness	n1	weakness	weakness	0
,	,	,	,	,	0
wink	wink	vvb	wink	wink	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
Good	Good	j	Good	good	0
purposes	purposes	n2	purposes	purpose	0
do	do	vdb	do	do	0
merit	merit	vvi	merit	merit	0
good	good	j	good	good	0
effects	effects	n2	effects	effect	0
.	.	.	.	.	1
Poor	Poor	j	Poor	poor	0
Earthen-vessels	Earthen-vessels	n2	Earthen-vessels	earthen-vessel	0
may	may	vmb	may	may	0
hold	hold	vvi	hold	hold	0
precious	precious	j	precious	precious	0
Wine	Wine	n1	Wine	wine	0
,	,	,	,	,	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
many	many	d	many	many	0
places	places	n2	places	place	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
something	something	pi	something	something	0
find	find	vvi	find	find	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
please	please	vvi	please	please	0
its	its	po31	its	its	0
noble	noble	j	noble	noble	0
well	well	av	well	well	0
affected	affected	j-vvn	affected	affect	0
Mind	Mind	n1	Mind	mind	0
,	,	,	,	,	0
And	And	cc	And	and	0
for	for	p-acp	for	for	0
excuse	excuse	n1	excuse	excuse	0
,	,	,	,	,	0
my	my	po11	my	my	0
Muse	Muse	n1	Muse	muse	0
doth	doth	vdz	does	do	0
humbly	humbly	av-j	humbly	humble	0
plead	plead	vvi	plead	plead	0
,	,	,	,	,	0
That	That	cst	That	that	0
ye'll	ye'll	pn22|vmb	you'll	you|will	0
forbear	forbear	vvi	forbear	forbear	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
before	before	p-acp	before	before	0
ye	ye	pn22	you	you	0
read	read	vvb	read	read	0
.	.	.	.	.	1
The	The	dt	The	the	0
Persians	Persians	njp2	Persians	persian	0
,	,	,	,	,	0
Egyptians	Egyptians	njp2	Egyptians	egyptian	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
,	,	,	,	,	0
And	And	cc	And	and	0
raging	raging	j-vvg	raging	rage	0
Razin	Razin	np1	Razin	Razin	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Aramites	Aramites	np1	Aramites	Aramites	0
,	,	,	,	,	0
Then	Then	cs	Then	than	0
the	the	dt	the	the	0
Assyrians	Assyrians	njp2	Assyrians	assyrian	0
twice	twice	av	twice	twice	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
again	again	av	again	again	0
The	The	dt	The	the	0
Egyptians	Egyptians	njp2	Egyptians	egyptian	0
over-run	over-run	vvb	overrun	overrun	0
them	them	pno32	them	they	0
all	all	d	all	all	0
amain	amain	av	amain	amain	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
