REuerend	REuerend	n-jn	REuerend	reuerend	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
time	time	n1	time	time	0
much	much	av-d	much	much	0
interrupted	interrupted	vvn	interrupted	interrupt	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Differences	Differences	n2	Differences	difference	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
beeing	beeing	vbg	being	be	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
carri	carri	vvb	carri	carri	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
contrary	contrary	j-jn	contrary	contrary	0
wind	wind	n1	wind	wind	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
dazeled	dazeled	vvn	dazzled	dazzle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
beauty	beauty	n1	beauty	beauty	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
haue	haue	vhb	have	have	0
stūbled	stūbled	vvn	stumbled	stumble	0
at	at	p-acp	at	at	0
her	her	po31	her	her	0
seeming	seeming	j-vvg	seeming	seem	0
blacknes	blacknes	n1	blackness	blackness	0
,	,	,	,	,	0
&	&	cc	&	and	0
pretended	pretended	vvd	pretended	pretend	0
defor	defor	av	defor	defor	0
∣	∣	sy	∣	∣	0
mities	mities	n1	mities	mities	0
;	;	;	;	;	0
&	&	cc	&	and	0
so	so	av	so	so	0
therby	therby	av	thereby	thereby	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
much	much	av-d	much	much	0
distracted	distracted	vvn	distracted	distract	0
in	in	p-acp	in	in	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
different	different	j	different	different	0
in	in	p-acp	in	in	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
thereby	thereby	av	thereby	thereby	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
to	to	p-acp	to	to	0
manifold	manifold	j	manifold	manifold	0
afflicti	afflicti	n1	affliction	affliction	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
seeing	seeing	vvg	seeing	see	0
our	our	po12	our	our	0
gracious	gracious	j	gracious	gracious	0
God	God	np1	God	God	0
turnes	turnes	vvz	turns	turn	0
all	all	d	all	all	0
things	things	n2	things	thing	0
about	about	a-acp	about	about	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
poore	poore	j	poor	poor	0
children	children	n2	children	child	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opposition	opposition	n1	opposition	opposition	0
of	of	pp-f	of	of	0
much	much	d	much	much	0
deceitfulnesse	deceitfulnesse	n1	deceitfulness	deceitfulness	0
and	and	cc	and	and	0
vanitie	vanitie	n1	vanity	vanity	0
in	in	p-acp	in	in	0
men	men	n2	men	man	0
;	;	;	;	;	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
this	this	d	this	this	0
sent	sent	vvn	sent	send	0
mee	mee	pno11	me	i	0
gratiously	gratiously	av-j	graciously	gracious	0
for	for	p-acp	for	for	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
tisfaction	tisfaction	n1	tisfaction	tisfaction	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
mercifully	mercifully	av-j	mercifully	merciful	0
resolued	resolued	vvn	resolved	resolve	0
my	my	po11	my	my	0
vnsetled	vnsetled	j-vvn	unsettled	unsettle	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
&	&	cc	&	and	0
fitted	fitted	vvn	fitted	fit	0
mee	mee	pno11	me	i	0
thereby	thereby	av	thereby	thereby	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
free	free	j	free	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
renuing	renuing	vvg	renewing	renew	0
and	and	cc	and	and	0
pursuite	pursuite	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
mayne	mayne	n1	main	main	0
endeauour	endeauour	vvi	endeavour	endeavour	0
,	,	,	,	,	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
strength	strength	n1	strength	strength	0
∣	∣	sy	∣	∣	0
en	en	fw-fr	en	en	0
the	the	dt	the	the	0
thinges	thinges	n2	things	thing	0
that	that	cst	that	that	0
remain	remain	vvb	remain	remain	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
:	:	:	:	:	0
Wherein	Wherein	c-crq	Wherein	wherein	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
comfortable	comfortable	j	comfortable	comfortable	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Worships	Worships	ng1	Worships	worship	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
piety	piety	n1	piety	piety	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
refreshing	refreshing	vvg	refreshing	refresh	0
me	me	pno11	me	i	0
formerly	formerly	av-j	formerly	former	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
long	long	j	long	long	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
distresse	distresse	n1	distress	distress	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
body	body	n1	body	body	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
furthering	furthering	j-vvg	furthering	further	0
lately	lately	av-j	lately	late	0
my	my	po11	my	my	0
liberty	liberty	n1	liberty	liberty	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
thereby	thereby	av	thereby	thereby	0
reuiuing	reuiuing	vvg	reviving	revive	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
Soule	Soule	n1	Soul	soul	0
and	and	cc	and	and	0
Body	Body	n1	Body	body	0
:	:	:	:	:	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
fitte	fitte	n1	fit	fit	0
to	to	pc-acp	to	to	0
consecrate	consecrate	vvi	consecrate	consecrate	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
these	these	d	these	these	0
first	first	ord	first	first	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
renu	renu	fw-la	renu	renu	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
calling	calling	vvg	calling	call	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
whom	whom	r-crq	whom	who	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
God	God	uh-np	God	god	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
especially	especially	av-j	especially	especial	0
bounden	bounden	vvn	bounden	bind	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
hereof	hereof	av	hereof	hereof	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
heartily	heartily	av-j	heartily	hearty	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Trea	Trea	n1	Trea	trea	0
∣	∣	sy	∣	∣	0
tice	tice	vvb	tice	entice	0
ensuing	ensuing	vvg	ensuing	ensue	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
weigh	weigh	vvi	weigh	weigh	0
the	the	dt	the	the	0
worth	worth	n1	worth	worth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Argument	Argument	n1	Argument	argument	0
equally	equally	av-jn	equally	equal	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
weakenes	weakenes	n1	weakness	weakness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
handling	handling	n-vvg	handling	handle	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
herein	herein	av	herein	herein	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
perceyue	perceyue	vvi	perceive	perceive	0
any	any	d	any	any	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
weakenesse	weakenesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
any	any	d	any	any	0
hiddē	hiddē	j-vvn	hidden	hide	0
pearles	pearles	n2	pearls	pearl	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
rub	rub	n1	rub	rub	0
∣	∣	sy	∣	∣	0
bish	bish	n1	bish	bish	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
infirmitie	infirmitie	n1	infirmity	infirmity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
God	God	np1	God	God	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
:	:	:	:	:	0
so	so	av	so	so	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
also	also	av	also	also	0
prouoke	prouoke	vvi	provoke	provoke	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
Gods	Gods	ng1	Gods	god	0
mercy	mercy	n1	mercy	mercy	0
to	to	pc-acp	to	to	0
lend	lend	vvi	lend	lend	0
your	your	po22	your	your	0
helping	helping	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
defects	defects	n2	defects	defect	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
holpen	holpen	vvn	helped	help	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
weakenesse	weakenesse	n1	weakness	weakness	0
strength	strength	n1	strength	strength	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
Blessed	Blessed	j-vvn	Blessed	bless	0
bee	bee	vbb	be	be	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
hart	hart	n1	heart	hart	0
and	and	cc	and	and	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
,	,	,	,	,	0
so	so	av	so	so	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
supply	supply	vvi	supply	supply	0
any	any	d	any	any	0
good	good	j	good	good	0
means	means	n2	means	mean	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Churches	Churches	n2	Churches	church	0
.	.	.	.	.	1
Whereunto	Whereunto	c-crq	Whereunto	whereunto	0
seing	seing	vvg	sing	sing	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
returned	returned	vvn	returned	return	0
from	from	p-acp	from	from	0
many	many	d	many	many	0
daungerous	daungerous	j	dangerous	dangerous	0
outgoings	outgoings	n2-vdg	outgoings	outgoing	0
of	of	pp-f	of	of	0
Schisme	Schisme	n1	Schism	schism	0
,	,	,	,	,	0
and	and	cc	and	and	0
separation	separation	n1	separation	separation	0
.	.	.	.	.	1
My	My	po11	My	my	0
humble	humble	j	humble	humble	0
request	request	n1	request	request	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Worshippe	Worshippe	n1	Worship	worship	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
seeing	seeing	vvg	seeing	see	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
long	long	av-j	long	long	0
trauelled	trauelled	vvn	traveled	travel	0
of	of	pp-f	of	of	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
burthens	burthens	n2	burdens	burden	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
euen	euen	av	even	even	0
ready	ready	j	ready	ready	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
wants	wants	vvz	wants	want	0
stength	stength	n1	stength	stength	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
am	am	vbm	am	be	0
desirous	desirous	j	desirous	desirous	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
poore	poore	j	poor	poor	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
sure	sure	av-j	sure	sure	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
seruiceable	seruiceable	j	serviceable	serviceable	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
It	It	pn31	It	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
still	still	av	still	still	0
to	to	pc-acp	to	to	0
enlarge	enlarge	vvi	enlarge	enlarge	0
your	your	po22	your	your	0
accusto	accusto	n1	accusto	accusto	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
loue	loue	n1	love	love	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
furtherance	furtherance	n1	furtherance	furtherance	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
performing	performing	vvg	performing	perform	0
some	some	d	some	some	0
Widwife-like	Widwife-like	j	Widwife-like	widwife-like	0
office	office	n1	office	office	0
hereun	hereun	vvi	hereun	hereun	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
people	people	n1	people	people	0
may	may	vmb	may	may	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
mighty	mighty	j	mighty	mighty	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
multiplyed	multiplyed	vvn	multiplied	multiply	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
endeauours	endeauours	n2	endeavours	endeavour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perfec	perfec	fw-la	perfec	perfec	0
∣	∣	sy	∣	∣	0
ting	ting	n1	ting	thing	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
eternall	eternall	j	eternal	eternal	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
commending	commending	vvg	commending	commend	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
gratious	gratious	j	gracious	gracious	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
shippe	shippe	n1	ship	ship	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
euerlasting	euerlasting	j	everlasting	everlasting	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
my	my	po11	my	my	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
Whitecrosse	Whitecrosse	np1	Whitecrosse	Whitecrosse	0
streete	streete	n1	street	street	0
,	,	,	,	,	0
Feb.	Feb.	np1	Feb.	Feb.	1
5.	5.	crd	5.	5.	1
