THIS	THIS	d	THIS	this	0
Things	Things	n2	Things	thing	0
,	,	,	,	,	0
then	then	av	then	then	0
committed	committed	vvn	committed	commit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Administrati	Administrati	np1	Administrati	Administrati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
Affairs	Affairs	n2	Affairs	affair	0
,	,	,	,	,	0
none	none	pix	none	none	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
worse	worse	av-jc	worse	worse	0
judged	judged	vvn	judged	judge	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	d	that	that	0
Precipitate	Precipitate	vvi	Precipitate	precipitate	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
struck	struck	vvd	struck	strike	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Concern	Concern	vvi	Concern	concern	0
and	and	cc	and	and	0
Indignation	Indignation	n1	Indignation	indignation	0
,	,	,	,	,	0
all	all	d	all	all	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
Attention	Attention	n1	Attention	attention	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
Regard	Regard	vvb	Regard	regard	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Constitution	Constitution	n1	Constitution	constitution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realm	Realm	n1	Realm	realm	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
Joy	Joy	n1	Joy	joy	0
and	and	cc	and	and	0
Triumph	Triumph	n1	Triumph	triumph	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
turbulent	turbulent	j	turbulent	turbulent	0
Spirits	Spirits	n2	Spirits	spirit	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ene	Ene	fw-mi	Ene	ene	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
long'd	long'd	vvd	longed	long	0
for	for	p-acp	for	for	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
throw	throw	vvi	throw	throw	0
the	the	dt	the	the	0
State	State	n1	State	state	0
into	into	p-acp	into	into	0
Confusion	Confusion	n1	Confusion	confusion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hopes	hopes	n2	hope's	hope	0
to	to	pc-acp	to	to	0
repair	repair	vvi	repair	repair	0
their	their	po32	their	their	0
shattered	shattered	j-vvn	shattered	shatter	0
Fortunes	Fortunes	n2	Fortune's	fortune	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
acquire	acquire	vvi	acquire	acquire	0
Wealth	Wealth	n1	Wealth	wealth	0
and	and	cc	and	and	0
Power	Power	n1	Power	power	0
;	;	;	;	;	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
glut	glut	vvi	glut	glut	0
their	their	po32	their	their	0
Malice	Malice	n1	Malice	malice	0
and	and	cc	and	and	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
venge	venge	vvi	venge	venge	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
owned	owned	vvd	owned	own	0
,	,	,	,	,	0
the	the	dt	the	the	0
Success	Success	n1	Success	success	0
answered	answered	vvd	answered	answer	0
beyond	beyond	p-acp	beyond	beyond	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
extravagant	extravagant	j	extravagant	extravagant	0
Ima	Ima	np1	Ima	Ima	0
∣	∣	sy	∣	∣	0
ginations	ginations	n2	ginations	gination	0
:	:	:	:	:	0
A	A	dt	A	a	0
great	great	j	great	great	0
Part	Part	n1	Part	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Purposes	Purposes	n2	Purposes	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
even	even	j	even	even	0
Wishes	Wishes	n2	Wishes	wish	0
,	,	,	,	,	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
fatally	fatally	av-j	fatally	fatal	0
effected	effected	vvn	effected	effect	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Managers	Managers	n2	Managers	manager	0
having	having	vhg	having	have	0
crept	crept	vvn	crept	creep	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
high	high	j	high	high	0
Stations	Stations	n2	Stations	station	0
,	,	,	,	,	0
purloined	purloined	vvn	purloined	purloin	0
Titles	Titles	n2	Titles	title	0
,	,	,	,	,	0
and	and	cc	and	and	0
amassed	amassed	vvd	amassed	amass	0
immense	immense	j	immense	immense	0
Sums	Sums	n2	Sums	sum	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
Me	Me	pno11	Me	i	0
∣	∣	sy	∣	∣	0
rits	rits	n2	rits	rite	0
,	,	,	,	,	0
or	or	cc	or	or	0
Qualifications	Qualifications	n2	Qualifications	qualification	0
,	,	,	,	,	0
could	could	vmd	could	can	0
reasonably	reasonably	av-j	reasonably	reasonable	0
have	have	vhi	have	have	0
aspired	aspired	vvn	aspired	aspire	0
no	no	dx	no	no	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
Offi	Offi	n2	Offi	offi	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
.	.	.	.	.	1
FROM	FROM	p-acp	FROM	from	0
Motives	Motives	n2	Motives	motive	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
,	,	,	,	,	0
the	the	dt	the	the	0
Elections	Elections	n2	Elections	election	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
on	on	p-acp	on	on	0
very	very	av	very	very	0
irregularly	irregularly	av-j	irregularly	irregular	0
.	.	.	.	.	1
The	The	dt	The	the	0
Factious	Factious	j	Factious	factious	0
were	were	vbdr	were	be	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
Craft	Craft	n1	Craft	craft	0
and	and	cc	and	and	0
Industry	Industry	n1	Industry	industry	0
,	,	,	,	,	0
and	and	cc	and	and	0
stuck	stuck	vvd	stuck	stick	0
at	at	p-acp	at	at	0
nothing	nothing	pix	nothing	nothing	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
their	their	po32	their	their	0
Point	Point	n1	Point	point	0
.	.	.	.	.	1
Returns	Returns	vvz	Returns	return	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
Persons	Persons	n2	Persons	person	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
Places	Places	n2	Places	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
their	their	po32	their	their	0
Names	Names	n2	Names	name	0
had	had	vhd	had	have	0
never	never	av-x	never	never	0
been	been	vbn	been	be	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
Bribes	Bribes	n2	Bribes	bribe	0
and	and	cc	and	and	0
Artifices	Artifices	fw-la	Artifices	artifices	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
debauch	debauch	vvi	debauch	debauch	0
the	the	dt	the	the	0
Minds	Minds	n2	Minds	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Electors	Electors	n2	Electors	elector	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Returning	Returning	vvg	Returning	return	0
Offi	Offi	n2	Offi	offi	0
∣	∣	sy	∣	∣	0
cers	cers	ng2	cers	cers	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
prevail	prevail	vvi	prevail	prevail	0
,	,	,	,	,	0
Violence	Violence	n1	Violence	violence	0
succeeded	succeeded	vvd	succeeded	succeed	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
was	was	vbds	was	be	0
this	this	d	this	this	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Case	Case	n1	Case	case	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
met	met	vvn	met	meet	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Means	Means	n2	Means	mean	0
,	,	,	,	,	0
the	the	dt	the	the	0
Majority	Majority	n1	Majority	majority	0
was	was	vbds	was	be	0
clearly	clearly	av-j	clearly	clear	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Faction	Faction	n1	Faction	faction	0
,	,	,	,	,	0
they	they	pns32	they	they	0
turned	turned	vvd	turned	turn	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
thought	thought	vvd	thought	think	0
proper	proper	j	proper	proper	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
Modesty	Modesty	n1	Modesty	modesty	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
least	least	ds	least	least	0
attention	attention	n1	attention	attention	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
establish'd	establish'd	vvd	established	establish	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
manifest	manifest	j	manifest	manifest	0
Justice	Justice	n1	Justice	justice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
very	very	av	very	very	0
many	many	d	many	many	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Consent	Consent	vvb	Consent	consent	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
assumed	assumed	vvn	assumed	assume	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Representatives	Representatives	n2	Representatives	representative	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
ordinarily	ordinarily	av-j	ordinarily	ordinary	0
objected	objected	vvn	objected	object	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
any	any	d	any	any	0
Crime	Crime	n1	Crime	crime	0
;	;	;	;	;	0
so	so	av	so	so	0
much	much	d	much	much	0
did	did	vdd	did	do	0
their	their	po32	their	their	0
Conduct	Conduct	vvb	Conduct	conduct	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
House	House	n1	House	house	0
,	,	,	,	,	0
obscure	obscure	vvb	obscure	obscure	0
the	the	dt	the	the	0
Reproach	Reproach	n1	Reproach	reproach	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
having	having	vhg	having	have	0
dishonourably	dishonourably	av-j	dishonourably	dishonourable	0
intruded	intruded	vvn	intruded	intrude	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
.	.	.	.	.	1
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
a	a	dt	a	a	0
great	great	j	great	great	0
Part	Part	n1	Part	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
foul	foul	j	foul	foul	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
nagement	nagement	n1	nagement	nagement	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Elections	Elections	n2	Elections	election	0
,	,	,	,	,	0
happen'd	happen'd	vvn	happened	happen	0
in	in	p-acp	in	in	0
process	process	n1	process	process	0
of	of	pp-f	of	of	0
Time	Time	n1	Time	time	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
grown	grown	vvn	grown	grow	0
Old	Old	j	Old	old	0
and	and	cc	and	and	0
Hardened	Hardened	j-vvn	Hardened	harden	0
in	in	p-acp	in	in	0
Corruptions	Corruptions	n2	Corruptions	corruption	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Kinds	Kinds	n2	Kinds	kind	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
lost	lost	vvn	lost	lose	0
the	the	dt	the	the	0
Remembrance	Remembrance	n1	Remembrance	remembrance	0
of	of	pp-f	of	of	0
Right	Right	n-jn	Right	right	0
and	and	cc	and	and	0
Wrong	Wrong	n-jn	Wrong	wrong	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Infancy	Infancy	n1	Infancy	infancy	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Spirit	Spirit	n1	Spirit	spirit	0
prevail'd	prevail'd	vvn	prevailed	prevail	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
set	set	vvd	set	set	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Assurance	Assurance	n1	Assurance	assurance	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
abandon'd	abandon'd	vvn	abandoned	abandon	0
all	all	d	all	all	0
Decency	Decency	n1	Decency	decency	0
and	and	cc	and	and	0
Remorse	Remorse	n1	Remorse	remorse	0
.	.	.	.	.	1
The	The	dt	The	the	0
difference	difference	n1	difference	difference	0
was	was	vbds	was	be	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
Passion	Passion	n1	Passion	passion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Rage	Rage	n1	Rage	rage	0
,	,	,	,	,	0
and	and	cc	and	and	0
Madness	Madness	n1	Madness	madness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ginning	ginning	n1	ginning	ginning	0
:	:	:	:	:	0
Afterwards	Afterwards	av	Afterwards	afterwards	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
Phlegmatick	Phlegmatick	j-jn	Phlegmatic	phlegmatic	0
,	,	,	,	,	0
impudent	impudent	j	impudent	impudent	0
Villany	Villany	n1	Villainy	villainy	0
,	,	,	,	,	0
and	and	cc	and	and	0
Corruption	Corruption	n1	Corruption	corruption	0
.	.	.	.	.	1
YET	YET	av	YET	yet	0
,	,	,	,	,	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
always	always	av	always	always	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
remembred	remembred	vvn	remembered	remember	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
House	House	n1	House	house	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
as	as	a-acp	as	as	0
great	great	j	great	great	0
Worth	Worth	n1	Worth	worth	0
,	,	,	,	,	0
Integrity	Integrity	n1	Integrity	integrity	0
,	,	,	,	,	0
and	and	cc	and	and	0
Abilities	Abilities	n2	Abilities	ability	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
sate	sate	vvn	sat	sit	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Parliament	Parliament	n1	Parliament	parliament	0
whatever	whatever	r-crq	whatever	whatever	0
:	:	:	:	:	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
Proof	Proof	n1	Proof	proof	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Temptations	Temptations	n2	Temptations	temptation	0
of	of	pp-f	of	of	0
Gain	Gain	n1	Gain	gain	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
over-awed	over-awed	j	overawed	overawed	0
by	by	p-acp	by	by	0
Threats	Threats	n2	Threats	threat	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Torrent	Torrent	n1	Torrent	torrent	0
that	that	cst	that	that	0
then	then	av	then	then	0
raged	raged	vvd	raged	rage	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
these	these	d	these	these	0
were	were	vbdr	were	be	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
numbered	numbered	vvd	numbered	number	0
by	by	p-acp	by	by	0
People	People	n1	People	people	0
of	of	pp-f	of	of	0
different	different	j	different	different	0
Views	Views	n2	Views	view	0
,	,	,	,	,	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
ferent	ferent	j	ferent	ferent	0
Principles	Principles	np1	Principles	Principles	0
:	:	:	:	:	0
The	The	dt	The	the	0
Majority	Majority	n1	Majority	majority	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
pound	pound	n1	pound	pound	0
of	of	pp-f	of	of	0
Pretenders	Pretenders	n2	Pretenders	pretender	0
to	to	p-acp	to	to	0
Zeal	Zeal	n1	Zeal	zeal	0
against	against	p-acp	against	against	0
Popery	Popery	n1	Popery	popery	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
real	real	j	real	real	0
Atheists	Atheists	n2	Atheists	atheist	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
professed	professed	j-vvn	professed	profess	0
Republicans	Republicans	n2	Republicans	republican	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
Slaves	Slaves	n2	Slaves	slave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Managers	Managers	n2	Managers	manager	0
,	,	,	,	,	0
and	and	cc	and	and	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
wretched	wretched	j	wretched	wretched	0
Mercenaries	Mercenaries	n2-jn	Mercenaries	mercenary	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
stituted	stituted	vvn	stituted	stitute	0
their	their	po32	their	their	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
sold	sold	vvd	sold	sell	0
their	their	po32	their	their	0
Coun	Coun	vvi	Con	con	0
∣	∣	sy	∣	∣	0
try	try	vvb	try	try	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Daily	Daily	j	Daily	daily	0
Pay	Pay	n1	Pay	pay	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
Leaders	Leaders	n2	Leaders	leader	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Band	Band	n1	Band	band	0
of	of	pp-f	of	of	0
Conspira	Conspira	np1	Conspira	Conspira	0
∣	∣	sy	∣	∣	0
tors	tors	n2	tors	tor	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
Country	Country	n1	Country	country	0
deserve	deserve	vvi	deserve	deserve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
Posterity	Posterity	n1	Posterity	posterity	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
Marks	Marks	n2	Marks	mark	0
of	of	pp-f	of	of	0
Infamy	Infamy	n1	Infamy	infamy	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
Descendants	Descendants	n2	Descendants	descendant	0
may	may	vmb	may	may	0
attone	attone	vvi	atone	atone	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Wickedness	Wickedness	n1	Wickedness	wickedness	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
often	often	av	often	often	0
degenerate	degenerate	j	degenerate	degenerate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Virtue	Virtue	n1	Virtue	virtue	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
,	,	,	,	,	0
the	the	dt	the	the	0
Names	Names	n2	Names	name	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
