SOme	SOme	d	SOme	some	0
diuers	diuers	j	diverse	diverse	0
res	res	fw-la	res	res	0
∣	∣	sy	∣	∣	0
pects	pects	vvz	pects	pect	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
this	this	d	this	this	0
their	their	po32	their	their	0
woundring	woundring	vvg	wondering	wonder	0
may	may	vmb	may	may	0
cease	cease	vvi	cease	cease	0
,	,	,	,	,	0
I	I	pns11	I	i	0
answere	answere	vvb	answer	answer	0
in	in	p-acp	in	in	0
fewe	fewe	d	few	few	0
words	words	n2	words	word	0
:	:	:	:	:	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
touching	touching	vvg	touching	touch	0
particular	particular	j	particular	particular	0
obligation	obligation	n1	obligation	obligation	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
person	person	n1	person	person	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
none	none	pix	none	none	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
with	with	p-acp	with	with	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
haue	haue	vhb	have	have	0
moued	moued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
alter	alter	vvi	altar	alter	0
this	this	d	this	this	0
my	my	po11	my	my	0
intended	intended	j-vvn	intended	intend	0
course	course	n1	course	course	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
then	then	av	then	then	0
that	that	cst	that	that	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
13.8	13.8	crd	13.8	13.8	0
to	to	pc-acp	to	to	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
exhorteth	exhorteth	vvz	exhorteth	exhort	0
say	say	n1	say	say	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
:	:	:	:	:	0
Nemini	Nemini	fw-la	Nemini	nemini	0
quidquam	quidquam	fw-la	quidquam	quidquam	0
debeatis	debeatis	n2	debeatis	debeati	0
,	,	,	,	,	0
nisi	nisi	fw-la	nisi	nisi	0
vt	vt	fw-la	vt	ut	0
inuicem	inuicem	fw-la	inuicem	inuicem	0
diligatis	diligatis	fw-la	diligatis	diligatis	0
;	;	;	;	;	0
Owe	Owe	vvb	Owe	owe	0
no	no	dx	no	no	0
man	man	n1	man	man	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
loue	loue	vvb	love	love	0
one	one	pi	one	one	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
More	More	n1	More	moor	0
ouer	ouer	a-acp	over	over	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
obligation	obligation	n1	obligation	obligation	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
towards	towards	p-acp	towards	towards	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
certes	certes	av	certes	certes	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
towards	towards	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
my	my	po11	my	my	0
word	word	n1	word	word	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bound	bound	vvn	bound	bind	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
I	I	pns11	I	i	0
pos	pos	vvb	pos	po	0
∣	∣	sy	∣	∣	0
sibly	sibly	av-j	sibly	sible	0
may	may	vmb	may	may	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
good	good	j	good	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
aduance	aduance	vvi	advance	advance	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
so	so	av	so	so	0
much	much	av-d	much	much	0
aspire	aspire	vvi	aspire	aspire	0
.	.	.	.	.	1
Whereunto	Whereunto	c-crq	Whereunto	whereunto	0
I	I	pns11	I	i	0
add	add	vvb	add	add	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
this	this	d	this	this	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
such	such	d	such	such	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
be	be	vbb	be	be	0
aniwise	aniwise	av	aniwise	aniwise	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
neither	neither	av-dx	neither	neither	0
can	can	vmb	can	can	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
deny	deny	vvi	deny	deny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
your	your	po22	your	your	0
often	often	av	often	often	0
,	,	,	,	,	0
and	and	cc	and	and	0
feruent	feruent	j	fervent	fervent	0
calling	calling	n-vvg	calling	call	0
vppon	vppon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
aford	aford	vvi	afford	afford	0
you	you	pn22	you	you	0
sufficient	sufficient	j	sufficient	sufficient	0
matter	matter	n1	matter	matter	0
for	for	p-acp	for	for	0
medita	medita	fw-la	medita	medita	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
donne	donne	vdn	done	do	0
;	;	;	;	;	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
that	that	cst	that	that	0
hauing	hauing	vhg	having	have	0
seene	seene	vvn	seen	see	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
findinge	findinge	vvg	finding	find	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tained	tained	vvd	tained	tain	0
all	all	d	all	all	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
either	either	av-d	either	either	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
could	could	vmd	could	can	0
require	require	vvi	require	require	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
or	or	cc	or	or	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
necessary	necessary	j	necessary	necessary	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
&	&	cc	&	and	0
profit	profit	n1	profit	profit	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
exercise	exercise	n1	exercise	exercise	0
.	.	.	.	.	1
And	And	cc	And	and	0
heere	heere	av	here	here	0
I	I	pns11	I	i	0
wittinglie	wittinglie	av-j	wittingly	witting	0
,	,	,	,	,	0
and	and	cc	and	and	0
willinglie	willinglie	av-j	willingly	willing	0
leaue	leaue	vvi	leave	leave	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
godlie	godlie	j	godly	godly	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
behauiour	behauiour	n1	behaviour	behaviour	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
feruent	feruent	j	fervent	fervent	0
affection	affection	n1	affection	affection	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
almighty	almighty	j-jn	almighty	almighty	0
God	God	np1	God	God	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
holie	holie	j	holy	holy	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
conforme	conforme	vvi	conform	conform	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
words	words	n2	words	word	0
,	,	,	,	,	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
woorks	woorks	n2	works	work	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
holie	holie	j	holy	holy	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
renouncing	renouncing	vvg	renouncing	renounce	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
content	content	n1	content	content	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
generous	generous	j	generous	generous	0
a	a	dt	a	a	0
resolu	resolu	fw-la	resolu	resolu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
continuall	continuall	j	continual	continual	0
mortification	mortification	n1	mortification	mortification	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
inuincible	inuincible	j	invincible	invincible	0
courage	courage	n1	courage	courage	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	av-d	many	many	0
more	more	av-dc	more	more	0
your	your	po22	your	your	0
rare	rare	j	rare	rare	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
vnknowne	vnknowne	j	unknown	unknown	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
,	,	,	,	,	0
whoe	whoe	r-crq	who	who	0
of	of	pp-f	of	of	0
dutie	dutie	n1	duty	duty	0
ougt	ougt	vvd	ougt	ougt	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
them	them	pno32	them	they	0
,	,	,	,	,	0
had	had	vhd	had	have	0
ben	ben	vbn	been	be	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
anie	anie	d	any	any	0
further	further	jc	further	further	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
presented	presented	vvn	presented	present	0
you	you	pn22	you	you	0
these	these	d	these	these	0
my	my	po11	my	my	0
small	small	j	small	small	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
;	;	;	;	;	0
thereby	thereby	av	thereby	thereby	0
to	to	p-acp	to	to	0
forward	forward	j	forward	forward	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
happy	happy	j	happy	happy	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
taken	taken	vvi	taken	take	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
perfect	perfect	vvi	perfect	perfect	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lieth	lieth	vvz	lies	lie	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
Gods	Gods	npg1	Gods	God	0
holie	holie	j	holy	holy	0
assistance	assistance	n1	assistance	assistance	0
profit	profit	vvi	profit	profit	0
others	others	n2-jn	others	other	0
then	then	cs	then	than	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
con	con	vvb	con	con	0
you	you	pn22	you	you	0
thankes	thankes	n2	thanks	thanks	0
,	,	,	,	,	0
whoe	whoe	r-crq	who	who	0
haue	haue	vhb	have	have	0
ben	ben	vbn	been	be	0
the	the	dt	the	the	0
motiue	motiue	n1	motive	motive	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
to	to	av	too	too	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
further	further	jc	further	further	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
spiri	spiri	n1	spiri	spiri	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
good	good	j	good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
nothing	nothing	pix	nothing	nothing	0
doubt	doubt	vvb	doubt	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
vertuous	vertuous	j	virtuous	virtuous	0
endeauour	endeauour	n1	endeavour	endeavour	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
perseuer	perseuer	vvb	persever	persever	0
,	,	,	,	,	0
and	and	cc	and	and	0
continue	continue	vvi	continue	continue	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
meditation	meditation	n1	meditation	meditation	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
begunne	begunne	vvn	begun	begin	0
;	;	;	;	;	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
defrauded	defrauded	vvd	defrauded	defraud	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
merites	merites	n2	merits	merit	0
,	,	,	,	,	0
&	&	cc	&	and	0
praiers	praiers	n2	prayers	prayer	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hartilie	hartilie	av-j	heartily	hearty	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
bred	bred	n1	bred	bread	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
you	you	pn22	you	you	0
all	all	d	all	all	0
abundant	abundant	j	abundant	abundant	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
goodnes	goodnes	n1	goodness	goodness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
growing	growing	vvg	growing	grow	0
from	from	p-acp	from	from	0
vertue	vertue	n1	virtue	virtue	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
83.8	83.8	crd	83.8	83.8	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Psalmist	Psalmist	n1	Psalmist	psalmist	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
in	in	p-acp	in	in	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
see	see	vvb	see	see	0
his	his	po31	his	his	0
diuine	diuine	j-jn	divine	divine	0
Maiestie	Maiestie	n1	Majesty	majesty	0
face	face	n1	face	face	0
to	to	p-acp	to	to	0
face	face	n1	face	face	0
,	,	,	,	,	0
and	and	cc	and	and	0
inioy	inioy	vvi	enjoy	enjoy	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
