DEare	DEare	n1	DEare	deer	0
that	that	d	that	that	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
merciful	merciful	j	merciful	merciful	0
,	,	,	,	,	0
patient	patient	j	patient	patient	0
and	and	cc	and	and	0
long	long	av-j	long	long	0
suffering	suffering	vvg	suffering	suffer	0
:	:	:	:	:	0
euen	euen	av	even	even	0
so	so	av	so	so	0
say	say	vvb	say	say	0
I	I	pns11	I	i	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
receiue	receiue	vvi	receive	receive	0
accordingly	accordingly	av-vvg	accordingly	accord	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
be	be	vbb	be	be	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
patient	patient	j	patient	patient	0
:	:	:	:	:	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
feare	feare	vvb	fear	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
set	set	vvd	set	set	0
his	his	po31	his	his	0
vvord	vvord	n1	word	word	0
before	before	p-acp	before	before	0
your	your	po22	your	your	0
eies	eies	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
thereafter	thereafter	av	thereafter	thereafter	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
lay	lay	vvd	lay	lie	0
his	his	po31	his	his	0
crosse	crosse	n1	cross	cross	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
beare	beare	vvb	bear	bear	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
do	do	vdi	do	do	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
considder	considder	vvb	consider	consider	0
it	it	pn31	it	it	0
,	,	,	,	,	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
present	present	j	present	present	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
.	.	.	.	.	1
Heb.	Heb.	np1	Heb.	Heb.	0
12.	12.	crd	12.	12.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
daily	daily	av-j	daily	daily	0
dying	dying	vvg	dying	die	0
to	to	p-acp	to	to	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
sinfull	sinfull	j	sinful	sinful	0
world	world	n1	world	world	0
:	:	:	:	:	0
Ye	Ye	pn22	You	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
lookes	lookes	vvz	looks	look	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
builder	builder	n1	builder	builder	0
and	and	cc	and	and	0
maker	maker	n1	maker	maker	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
:	:	:	:	:	0
Heb.	Heb.	np1	Heb.	Heb.	1
13.	13.	crd	13.	13.	0
14	14	crd	14	14	1
Ye	Ye	pn22	You	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
knowes	knowes	vvz	knows	know	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
your	your	po22	your	your	0
being	being	n1	being	being	0
,	,	,	,	,	0
Genes	Genes	np1	Genes	Genes	0
.	.	.	.	.	1
15.	15.	crd	15.	15.	0
13.	13.	crd	13.	13.	0
14.	14.	crd	14.	14.	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Pilgrime	Pilgrime	n1	Pilgrim	pilgrim	0
and	and	cc	and	and	0
stranger	stranger	n1	stranger	stranger	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
heere	heere	av	here	here	0
yee	yee	pn22	ye	you	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
byding	byding	vvg	biding	bide	0
place	place	n1	place	place	0
:	:	:	:	:	0
Yee	Yee	pn22	Ye	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
Covenant	Covenant	n1	Covenant	covenant	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
29.	29.	crd	29.	29.	0
14.	14.	crd	14.	14.	0
15.	15.	crd	15.	15.	0
to	to	p-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
sinfull	sinfull	j	sinful	sinful	0
World	World	n1	World	world	0
:	:	:	:	:	0
Yee	Yee	pn22	Ye	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Mal.	Mal.	np1	Mal.	Mal.	1
3.	3.	crd	3.	3.	0
16.	16.	crd	16.	16.	0
vvho	vvho	r-crq	who	who	0
say	say	vvz	say	say	0
,	,	,	,	,	0
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
all	all	d	all	all	0
things	things	n2	things	thing	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
memoriall	memoriall	n1	memorial	memorial	0
book	book	n1	book	book	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
feare	feare	vvb	fear	fear	0
him	him	pno31	him	he	0
&	&	cc	&	and	0
remember	remember	vvi	remember	remember	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
:	:	:	:	:	0
Yee	Yee	pn22	Ye	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
Loynes	Loynes	n2	Loins	loin	0
girded	girded	vvn	girded	gird	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
Luk.	Luk.	np1	Luk.	Luk.	1
52.	52.	crd	52.	52.	0
35	35	crd	35	35	0
and	and	cc	and	and	0
their	their	po32	their	their	0
lights	lights	n2	lights	light	0
burning	burning	vvg	burning	burn	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
Like	Like	av-j	Like	like	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
servants	servants	n2	servants	servant	0
that	that	cst	that	that	0
wayte	wayte	n1	wait	wait	0
vpon	vpon	p-acp	upon	upon	0
their	their	po32	their	their	0
Lordes	Lordes	n2	Lords	lord	0
comming	comming	vvg	coming	come	0
:	:	:	:	:	0
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
certainlie	certainlie	av-j	certainly	certain	0
perswa	perswa	uh	perswa	perswa	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
(	(	(	(	(	0
and	and	cc	and	and	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
Brethren	Brethren	n2	Brothers	brethren	0
and	and	cc	and	and	0
Sister	Sister	n1	Sister	sister	0
,	,	,	,	,	0
)	)	)	)	)	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
portion	portion	n1	portion	portion	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
32.	32.	crd	32.	32.	0
which	which	q-crq	which	which	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
hope	hope	n1	hope	hope	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
Col.	Col.	np1	Col.	Col.	1
1.	1.	crd	1.	1.	0
27.	27.	crd	27.	27.	0
vvhose	vvhose	r-crq	whose	who	0
leader	leader	n1	leader	leader	0
is	is	vbz	is	be	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
gover	gover	av	gover	gover	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
all	all	d	all	all	0
power	power	n1	power	power	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
28.	28.	crd	28.	28.	0
18.	18.	crd	18.	18.	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
God	God	n1	God	god	0
almightie	almightie	j-jn	almighty	almighty	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
praise	praise	vvb	praise	praise	0
vvor	vvor	n1	vvor	vvor	0
∣	∣	sy	∣	∣	0
thie	thie	j-jn	thie	thie	0
for	for	c-acp	for	for	0
euermore	euermore	av	evermore	evermore	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
(	(	(	(	(	0
deare	deare	j-jn	deer	dear	0
sister	sister	n1	sister	sister	0
)	)	)	)	)	0
I	I	pns11	I	i	0
partly	partly	av	partly	partly	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
present	present	j	present	present	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
troubled	troubled	j-vvn	troubled	trouble	0
&	&	cc	&	and	0
perplexed	perplexed	j-vvn	perplexed	perplex	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
test	test	n1	test	test	0
outwarde	outwarde	j	outward	outward	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thoght	thoght	vvd	thought	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
sweet	sweet	j	sweet	sweet	0
Sermon	Sermon	n1	Sermon	sermon	0
(	(	(	(	(	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
godly-learned	godly-learned	j	godly-learned	godly-learned	0
&	&	cc	&	and	0
zealous	zealous	j	zealous	zealous	0
Pastor	Pastor	n1	Pastor	pastor	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
RICHARD	RICHARD	np1	RICHARD	Richard	0
GREEN	GREEN	j-jn	GREEN	green	0
∣	∣	sy	∣	∣	0
HAM	HAM	np1	HAM	Ham	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
providence	providence	n1	providence	providence	0
came	came	vvd	came	come	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
handes	handes	n2	hands	hand	0
;	;	;	;	;	0
containing	containing	vvg	containing	contain	0
a	a	dt	a	a	0
comfort	comfort	n1	comfort	comfort	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
troubled	troubled	j-vvn	troubled	trouble	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
he	he	pns31	he	he	0
being	being	vbg	being	be	0
throgh	throgh	p-acp	through	through	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
greatly	greatly	av-j	greatly	great	0
exercised	exercised	vvn	exercised	exercise	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
taught	taught	vvd	taught	teach	0
the	the	dt	the	the	0
same	same	d	same	same	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
experience	experience	n1	experience	experience	0
:	:	:	:	:	0
hoping	hoping	vvg	hoping	hope	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
also	also	av	also	also	0
mini	mini	fw-la	mini	mini	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
comfort	comfort	vvb	comfort	comfort	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
trobled	trobled	vvn	troubled	trouble	0
mind	mind	n1	mind	mind	0
.	.	.	.	.	1
Ther	Ther	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
(	(	(	(	(	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
sister	sister	n1	sister	sister	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
instāt	instāt	j-jn	instant	instant	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
merciful	merciful	j	merciful	merciful	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
harty	harty	j	hearty	hearty	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
humblenes	humblenes	n1	humbleness	humbleness	0
,	,	,	,	,	0
meeknes	meeknes	n1	meekness	meekness	0
,	,	,	,	,	0
sobriety	sobriety	n1	sobriety	sobriety	0
&	&	cc	&	and	0
repentance	repentance	n1	repentance	repentance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Gods	Gods	ng1	Gods	god	0
Children	Children	n2	Children	child	0
haue	haue	vhb	have	have	0
great	great	j	great	great	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
continuallie	continuallie	av-j	continually	continual	0
prouokes	prouokes	vvz	provokes	provoke	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
our	our	po12	our	our	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
angrie	angrie	j	angry	angry	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
beare	beare	vvi	bear	bear	0
his	his	po31	his	his	0
fatherly	fatherly	j	fatherly	fatherly	0
corrections	corrections	n2	corrections	correction	0
,	,	,	,	,	0
&	&	cc	&	and	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
our	our	po12	our	our	0
faults	faults	n2	faults	fault	0
with	with	p-acp	with	with	0
bitter	bitter	j	bitter	bitter	0
tears	tears	n2	tears	tear	0
,	,	,	,	,	0
and	and	cc	and	and	0
sorrowfull	sorrowfull	j	sorrowful	sorrowful	0
sighes	sighes	n2	sighs	sigh	0
:	:	:	:	:	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
mercifull	mercifull	j	merciful	merciful	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
whome	whome	ro-crq	whom	who	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
be	be	vbb	be	be	0
all	all	d	all	all	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
everlasting	everlasting	j	everlasting	everlasting	0
thanks	thanks	n2	thanks	thank	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
euermore	euermore	av	evermore	evermore	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
