SHeweth	SHeweth	vvz	Shows	show	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
Strength	Strength	n1	Strength	strength	0
and	and	cc	and	and	0
Safety	Safety	n1	Safety	safety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Charter	Charter	n1	Charter	charter	0
taketh	taketh	vvz	takes	take	0
so	so	av	so	so	0
much	much	d	much	much	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
kept	kept	vvn	kept	keep	0
secret	secret	j-jn	secret	secret	0
)	)	)	)	)	0
is	is	vbz	is	be	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
grately	grately	av-j	grately	grate	0
Injured	Injured	vvn	Injured	injure	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
loss	loss	n1	loss	loss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Money	Money	n1	Money	money	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
Pilotage	Pilotage	n1	Pilotage	pilotage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Aliens	Aliens	n2-jn	Aliens	alien	0
under	under	p-acp	under	under	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
name	name	n1	name	name	0
do	do	vdb	do	do	0
Pay	Pay	vvi	Pay	pay	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Corporation	Corporation	n1	Corporation	corporation	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
That	That	cst	That	that	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
a	a	dt	a	a	0
Bond	Bond	n1	Bound	bond	0
not	not	xx	not	not	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Charter	Charter	n1	Charter	charter	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
required	required	vvd	required	require	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
By-Laws	By-Laws	n2	By-Laws	by-law	0
,	,	,	,	,	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Imposed	Imposed	vvn	Imposed	impose	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
condition	condition	n1	condition	condition	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Civil	Civil	j	Civil	civil	0
Demeanor	Demeanor	n1	Demeanour	demeanour	0
,	,	,	,	,	0
Comportment	Comportment	n1	Comportment	comportment	0
,	,	,	,	,	0
and	and	cc	and	and	0
Obedience	Obedience	n1	Obedience	obedience	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Orders	Orders	n1	Order	order	0
;	;	;	;	;	0
and	and	cc	and	and	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
their	their	po32	their	their	0
Civil	Civil	j	Civil	civil	0
Demeanor	Demeanor	n1	Demeanour	demeanour	0
,	,	,	,	,	0
Comportment	Comportment	n1	Comportment	comportment	0
,	,	,	,	,	0
and	and	cc	and	and	0
Obedience	Obedience	n1	Obedience	obedience	0
,	,	,	,	,	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Arested	Arested	vvn	Arrested	arrest	0
lately	lately	av-j	lately	late	0
,	,	,	,	,	0
and	and	cc	and	and	0
troubled	troubled	vvn	troubled	trouble	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
Bonds	Bonds	n2	Bonds	bond	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
almost	almost	av	almost	almost	0
utter	utter	j	utter	utter	0
Ruin	Ruin	n1	Ruin	ruin	0
;	;	;	;	;	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
discharged	discharged	vvn	discharged	discharge	0
until	until	c-acp	until	until	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
paied	paied	vvn	paid	pay	0
the	the	dt	the	the	0
Innovated	Innovated	vvn	Innovated	innovate	0
Duty	Duty	n1	Duty	duty	0
of	of	pp-f	of	of	0
Puondage	Puondage	n1	Puondage	puondage	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
raise	raise	vvi	raise	raise	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
sell	sell	vvi	fell	sell	0
their	their	po32	their	their	0
Goods	Goods	n2-j	Goods	good	0
.	.	.	.	.	1
And	And	cc	And	and	0
your	your	po22	your	your	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
do	do	vdb	do	do	0
conceive	conceive	vvi	conceive	conceive	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
compelled	compelled	vvn	compelled	compel	0
to	to	pc-acp	to	to	0
Seal	Seal	vvi	Seal	seal	0
such	such	d	such	such	0
Bonds	Bonds	n2	Bonds	bond	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Arested	Arested	vvn	Arrested	arrest	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
Matter	Matter	n1	Matter	matter	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Condition	Condition	n1	Condition	condition	0
.	.	.	.	.	1
