FInding	FInding	vvg	FInding	find	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
so	so	av	so	so	0
penn'd	penn'd	vvn	penned	pen	0
,	,	,	,	,	0
that	that	cst	that	that	0
even	even	av	even	even	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
our	our	po12	our	our	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
soon	soon	av	soon	soon	0
perceive	perceive	vvi	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
real	real	j	real	real	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
clearly	clearly	av-j	clearly	clear	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
hibiting	hibiting	vvg	hibiting	hibit	0
both	both	av-d	both	both	0
the	the	dt	the	the	0
Theory	Theory	n1	Theory	theory	0
and	and	cc	and	and	0
Practice	Practice	n1	Practice	practice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Hermetic	Hermetic	n1	Hermetic	hermetic	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
Operations	Operations	n2	Operations	operation	0
must	must	vmb	must	must	0
of	of	pp-f	of	of	0
necessity	necessity	n1	necessity	necessity	0
have	have	vhb	have	have	0
very	very	av	very	very	0
often	often	av	often	often	0
pass'd	pass'd	vvn	passed	pass	0
thrô	thrô	uh	thrô	thrô	0
our	our	po12	our	our	0
own	own	d	own	own	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
giving	giving	vvg	giving	give	0
such	such	d	such	such	0
posi	posi	n1	posi	posi	0
∣	∣	sy	∣	∣	0
tive	tive	j-jn	tive	tive	0
Rules	Rules	n2	Rules	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
infallible	infallible	j	infallible	infallible	0
Instructions	Instructions	n2	Instructions	instruction	0
,	,	,	,	,	0
elucidating	elucidating	vvg	elucidating	elucidate	0
all	all	d	all	all	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
obscure	obscure	j	obscure	obscure	0
and	and	cc	and	and	0
intri	intri	fw-la	intri	intri	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
Enigms	Enigms	n2	Enigms	enigm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
,	,	,	,	,	0
and	and	cc	and	and	0
war	war	n1	war	war	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Accidents	Accidents	n2	Accidents	accident	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
happen	happen	vvi	happen	happen	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Subject	Subject	n-jn	Subject	subject	0
:	:	:	:	:	0
We	We	pns12	We	we	0
are	are	vbr	are	be	0
,	,	,	,	,	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
,	,	,	,	,	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
you	you	pn22	you	you	0
neither	neither	av-dx	neither	neither	0
will	will	n1	will	will	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
blame	blame	vvi	blame	blame	0
us	us	pno12	us	we	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
:	:	:	:	:	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
discern	discern	vvi	discern	discern	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
sign	sign	n1	sign	sign	0
is	is	vbz	is	be	0
purely	purely	av-j	purely	pure	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
our	our	po12	our	our	0
Disci	Disci	np1	Disci	Disci	0
∣	∣	sy	∣	∣	0
ples	ples	fw-fr	ples	ples	0
,	,	,	,	,	0
and	and	cc	and	and	0
prevent	prevent	vvi	prevent	prevent	0
all	all	d	all	all	0
the	the	dt	the	the	0
Well-wishers	Well-wishers	n2	Wellwishers	wellwisher	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Art	Art	n1	Art	art	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
pos'd	pos'd	vvd	posed	pose	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
and	and	cc	and	and	0
cheated	cheated	vvn	cheated	cheat	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
false	false	j	false	false	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
tended	tended	vvd	tended	tend	0
Adept	Adept	vvn	Adept	adept	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
that	that	cst	that	that	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Benignity	Benignity	n1	Benignity	benignity	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
our	our	po12	our	our	0
Aphorisms	Aphorisms	n2	Aphorisms	aphorism	0
,	,	,	,	,	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
have	have	vhb	have	have	0
receiv'd	receiv'd	vvn	received	receive	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
knowledg	knowledg	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
first	first	ord	first	first	0
Matter	Matter	n1	Matter	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	av	very	very	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
three	three	crd	three	three	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
producing	producing	vvg	producing	produce	0
the	the	dt	the	the	0
grand	grand	j	grand	grand	0
Elixir	Elixir	n1	Elixir	elixir	0
,	,	,	,	,	0
may	may	vmb	may	may	0
thrô	thrô	uh	thrô	thrô	0
these	these	d	these	these	0
our	our	po12	our	our	0
certain	certain	j	certain	certain	0
Rules	Rules	n2	Rules	rule	0
obtain	obtain	vvi	obtain	obtain	0
the	the	dt	the	the	0
accomplishment	accomplishment	n1	accomplishment	accomplishment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Desires	Desires	n2	Desires	desire	0
.	.	.	.	.	1
Having	Having	np1	Having	Having	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Travels	Travels	n2	Travels	travel	0
fortun'd	fortun'd	vvd	fortuned	fortune	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Persons	Persons	n2	Persons	person	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Principles	Principles	n2	Principles	principle	0
in	in	p-acp	in	in	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
and	and	cc	and	and	0
Religi	Religi	fw-la	Religi	religi	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
embrace	embrace	vvi	embrace	embrace	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
instruct	instruct	vvi	instruct	instruct	0
them	them	pno32	them	they	0
towards	towards	p-acp	towards	towards	0
its	its	po31	its	its	0
farther	farther	jc	farther	far	0
Perfection	Perfection	n1	Perfection	perfection	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
attai'd	attai'd	vvn	attaied	attay	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
true	true	j	true	true	0
knowledg	knowledg	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Ce	Ce	fw-fr	Ce	ce	0
∣	∣	sy	∣	∣	0
lestial	lestial	j	lestial	lestial	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
comprehending	comprehending	vvg	comprehending	comprehend	0
all	all	d	all	all	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
,	,	,	,	,	0
we	we	pns12	we	we	0
learn	learn	vvb	learn	learn	0
also	also	av	also	also	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
Ob	Ob	fw-la	Ob	ob	0
∣	∣	sy	∣	∣	0
ligation	ligation	n1	ligation	ligation	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
living	living	j-vvg	living	live	0
Soul	Soul	n1	Soul	soul	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledg	ledg	n1	ledg	ledg	0
,	,	,	,	,	0
we	we	pns12	we	we	0
possess	possess	vvb	possess	possess	0
,	,	,	,	,	0
having	having	vhg	having	have	0
attain'd	attain'd	vvd	attained	attain	0
it	it	pn31	it	it	0
all	all	d	all	all	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
only	only	j	only	only	0
Blessing	Blessing	n1	Blessing	blessing	0
of	of	pp-f	of	of	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
Industry	Industry	n1	Industry	industry	0
and	and	cc	and	and	0
Expences	Expences	n2	Expenses	expense	0
:	:	:	:	:	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
therefore	therefore	av	therefore	therefore	0
at	at	p-acp	at	at	0
more	more	dc	more	more	0
liberty	liberty	n1	liberty	liberty	0
than	than	cs	than	than	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
receive	receive	vvb	receive	receive	0
such	such	d	such	such	0
a	a	dt	a	a	0
Favor	Favor	n1	Favour	favour	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
other	other	n-jn	other	other	0
Adept	Adept	vvn	Adept	adept	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
our	our	po12	our	our	0
Deter	Deter	vvi	Deter	deter	0
∣	∣	sy	∣	∣	0
mination	mination	n1	mination	mination	0
,	,	,	,	,	0
whenever	whenever	av	whenever	whenever	0
we	we	pns12	we	we	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
Per	Per	np1	Per	Per	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
so	so	av	so	so	0
qualified	qualified	vvn	qualified	qualify	0
,	,	,	,	,	0
always	always	av	always	always	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
thô	thô	cs	though	though	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
no	no	xx	not	not	0
Native	Native	j-jn	Native	native	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
we	we	pns12	we	we	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
these	these	d	these	these	0
our	our	po12	our	our	0
Aphorisms	Aphorisms	n2	Aphorisms	aphorism	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Tongue	Tongue	n1	Tongue	tongue	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
doubting	doubting	vvg	doubting	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Knowing	Knowing	vvg	Knowing	know	0
,	,	,	,	,	0
mind	mind	n1	mind	mind	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
Sense	Sense	n1	Sense	sense	0
,	,	,	,	,	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
pardon	pardon	vvi	pardon	pardon	0
any	any	d	any	any	0
Impropriety	Impropriety	n1	Impropriety	impropriety	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Expressions	Expressions	n2	Expressions	expression	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
Providence	Providence	n1	Providence	providence	0
shall	shall	vmb	shall	shall	0
carry	carry	vvi	carry	carry	0
us	us	pno12	us	we	0
into	into	p-acp	into	into	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
we	we	pns12	we	we	0
,	,	,	,	,	0
having	having	vhg	having	have	0
attain'd	attain'd	vvd	attained	attain	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
competent	competent	j	competent	competent	0
knowledg	knowledg	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
European	European	jp	European	european	0
Langua	Langua	np1	Langua	Langua	0
∣	∣	sy	∣	∣	0
ges	ges	n1	ges	guess	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
again	again	av	again	again	0
take	take	vvi	take	take	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Speech	Speech	n1	Speech	speech	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Place	Place	n1	Place	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
obtain	obtain	vvi	obtain	obtain	0
the	the	dt	the	the	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Desires	Desires	n2	Desires	desire	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
aim	aim	vvb	aim	aim	0
at	at	p-acp	at	at	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
undeceiving	undeceiving	n-vvg	undeceiving	undeceive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
by	by	p-acp	by	by	0
setting	setting	vvg	setting	set	0
down	down	a-acp	down	down	0
certain	certain	j	certain	certain	0
and	and	cc	and	and	0
evident	evident	j	evident	evident	0
Marks	Marks	n2	Marks	mark	0
,	,	,	,	,	0
distinguishing	distinguishing	vvg	distinguishing	distinguish	0
the	the	dt	the	the	0
Worthy	Worthy	j-jn	Worthy	worthy	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Unworthy	Unworthy	j	Unworthy	unworthy	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
bringing	bringing	n-vvg	bringing	bring	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
their	their	po32	their	their	0
unnecessary	unnecessary	j	unnecessary	unnecessary	0
Forms	Forms	n2	Forms	form	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
instructing	instructing	vvg	instructing	instruct	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
true	true	j	true	true	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Serving	Serving	j-vvg	Serving	serve	0
God	God	np1	God	God	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
only	only	j	only	only	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
them	them	pno32	them	they	0
happy	happy	j	happy	happy	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
.	.	.	.	.	1
