WORTHY	WORTHY	j	WORTHY	worthy	0
occasioned	occasioned	vvn	occasioned	occasion	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
very	very	av	very	very	0
certainly	certainly	av-j	certainly	certain	0
and	and	cc	and	and	0
suffici	suffici	fw-la	suffici	suffici	0
∣	∣	sy	∣	∣	0
ently	ently	av-j	ently	ent	0
oblige	oblige	vvb	oblige	oblige	0
,	,	,	,	,	0
Swanon	Swanon	n1	Swanon	swanon	0
Morley	Morley	np1	Morley	Morley	0
,	,	,	,	,	0
Aug.	Aug.	np1	Aug.	Aug.	1
10.	10.	crd	10.	10.	0
1685.	1685.	crd	1685.	1685.	1
