Dear	Dear	j-jn	Dear	dear	0
no	no	xx	not	not	0
good	good	j	good	good	0
himselfe	himselfe	px31	himself	himself	0
;	;	;	;	;	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
as	as	a-acp	as	as	0
soon	soon	av	soon	soon	0
teach	teach	vvi	teach	teach	0
Physick	Physick	n1	Physic	physic	0
or	or	cc	or	or	0
Astrology	Astrology	n1	Astrology	astrology	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Oake	Oake	n1	Oak	oak	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
creature	creature	n1	creature	creature	0
the	the	dt	the	the	0
center	center	n1	centre	centre	0
of	of	pp-f	of	of	0
whose	whose	rg-crq	whose	who	0
actions	actions	n2	actions	action	0
is	is	vbz	is	be	0
terminated	terminated	vvn	terminated	terminate	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
Surely	Surely	av-j	Surely	sure	0
,	,	,	,	,	0
surely	surely	av-j	surely	sure	0
,	,	,	,	,	0
If	If	cs	If	if	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
communica	communica	fw-la	communica	communica	0
∣	∣	sy	∣	∣	0
tive	tive	n1	tive	tive	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
one	one	crd	one	one	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
continuall	continuall	j	continual	continual	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
another	another	n-jn	another	another	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
wisedome	wisedome	n1	wisdom	wisdom	0
know	know	vvb	know	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
pick	pick	vvi	pick	pick	0
out	out	av	out	out	0
the	the	dt	the	the	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
here	here	av	here	here	0
all	all	d	all	all	0
my	my	po11	my	my	0
Prog	Prog	n1	Prog	prog	0
∣	∣	sy	∣	∣	0
nostications	nostications	n2	nostications	nostication	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Decumbiture	Decumbiture	n1	Decumbiture	decumbiture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sick	sick	j	sick	sick	0
party	party	n1	party	party	0
:	:	:	:	:	0
And	And	cc	And	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
inge	inge	vvb	inge	inge	0
∣	∣	sy	∣	∣	0
nuously	nuously	av-j	nuously	nuous	0
confesse	confesse	vvb	confess	confess	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
true	true	j	true	true	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Horarie	Horarie	n-jn	Horary	horary	0
Que	Que	fw-fr	Que	que	0
∣	∣	sy	∣	∣	0
stion	stion	n1	scion	scion	0
erected	erected	vvn	erected	erect	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
U	U	crd	U	u	0
∣	∣	sy	∣	∣	0
rine	rine	n1	rind	rind	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
at	at	p-acp	at	at	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
,	,	,	,	,	0
That	That	cst	That	that	0
next	next	ord	next	next	0
the	the	dt	the	the	0
Nativity	Nativity	n1	Nativity	nativity	0
,	,	,	,	,	0
the	the	dt	the	the	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
cumbiture	cumbiture	fw-fr	cumbiture	cumbiture	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
safest	safest	js	safest	safe	0
&	&	cc	&	and	0
surest	surest	js	surest	sure	0
ground	ground	n1	ground	ground	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
your	your	po22	your	your	0
judgement	judgement	n1	judgement	judgement	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
;	;	;	;	;	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
always	always	av	always	always	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
.	.	.	.	.	1
Together	Together	av	Together	together	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
presages	presages	n2	presages	presage	0
of	of	pp-f	of	of	0
Hippocrates	Hippocrates	np1	Hippocrates	Hippocrates	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
never	never	av-x	never	never	0
decline	decline	vvb	decline	decline	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Zodiack	Zodiack	n1	Zodiac	zodiac	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sick	sick	j	sick	sick	0
person	person	n1	person	person	0
:	:	:	:	:	0
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
much	much	av-d	much	much	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
found	found	vvd	found	find	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
false	false	j	false	false	0
.	.	.	.	.	1
Make	Make	n1	Make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
both	both	d	both	both	0
together	together	av	together	together	0
;	;	;	;	;	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
two	two	crd	two	two	0
eyes	eyes	n2	eyes	eye	0
;	;	;	;	;	0
why	why	q-crq	why	why	0
may	may	vmb	may	may	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
look	look	vvi	look	look	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Macrocosme	Macrocosme	n1	Macrocosme	macrocosme	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Microcosme	Microcosme	n1	Microcosm	microcosm	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
?	?	?	?	?	1
In	In	p-acp	In	in	0
both	both	d	both	both	0
I	I	pns11	I	i	0
desired	desired	vvd	desired	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
plaine	plaine	j	plain	plain	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
all	all	d	all	all	0
Artists	Artists	n2	Artists	artist	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
Schol	Schol	np1	Schol	Schol	0
∣	∣	sy	∣	∣	0
lers	lers	fw-fr	lers	lers	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
have	have	vhb	have	have	0
you	you	pn22	you	you	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sakes	sakes	n2	sakes	sake	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
now	now	av	now	now	0
remains	remains	vvz	remains	remain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
with	with	p-acp	with	with	0
might	might	n1	might	might	0
and	and	cc	and	and	0
main	main	n1	main	main	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
knowledge	knowledge	n1	knowledge	knowledge	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
diligent	diligent	j	diligent	diligent	0
hand	hand	n1	hand	hand	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
diligent	diligent	j	diligent	diligent	0
mind	mind	n1	mind	mind	0
increa	increa	vvb	increa	increa	0
∣	∣	sy	∣	∣	0
seth	seth	vvi	seth	se	0
knowledg	knowledg	n1	knowledge	knowledge	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
,	,	,	,	,	0
never	never	av-x	never	never	0
feare	feare	vvb	fear	fear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
during	during	p-acp	during	during	0
the	the	dt	the	the	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
you	you	pn22	you	you	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
.	.	.	.	.	1
Spittle-fields	Spittle-fields	n2	Spittle-fields	spittle-field	0
,	,	,	,	,	0
next	next	ord	next	next	0
door	door	n1	door	door	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Red-Lion	Red-Lion	n1	Red-Lion	red-lion	0
.	.	.	.	.	1
