A	A	dt	A	a	0
kill	kill	vvi	kill	kill	0
a	a	dt	a	a	0
Royal	Royal	j	Royal	royal	0
Infant	Infant	n1	Infant	infant	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Serpent	Serpent	n1	Serpent	serpent	0
,	,	,	,	,	0
(	(	(	(	(	0
that	that	cst	that	that	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Evil	Evil	n-jn	Evil	evil	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
Funeral	Funeral	n1	Funeral	funeral	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
intended	intended	vvd	intended	intend	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
if	if	cs	if	if	0
this	this	d	this	this	0
Innocent	Innocent	j-jn	Innocent	innocent	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Thebais	Thebais	np1	Thebais	Thebais	0
;	;	;	;	;	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
either	either	av-d	either	either	0
farther'd	farther'd	vvn	farthered	farther	0
or	or	cc	or	or	0
hinder'd	hinder'd	vvd	hindered	hinder	0
the	the	dt	the	the	0
taking	taking	n-vvg	taking	take	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Town	Town	n1	Town	town	0
,	,	,	,	,	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
found	found	vvn	found	find	0
some	some	d	some	some	0
sorry	sorry	j	sorry	sorry	0
Excuse	Excuse	n1	Excuse	excuse	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
taining	taining	j	taining	taining	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
promis'd	promis'd	j-vvn	promised	promise	0
Siege	Siege	n1	Siege	siege	0
.	.	.	.	.	1
I	I	pns11	I	i	0
can	can	vmb	can	can	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
nothing	nothing	pix	nothing	nothing	0
to	to	pc-acp	to	to	0
plead	plead	vvi	plead	plead	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
verily	verily	av-j	verily	very	0
believe	believe	vvb	believe	believe	0
he	he	pns31	he	he	0
thought	thought	vvd	thought	think	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Funerals	Funerals	n2	Funerals	funeral	0
of	of	pp-f	of	of	0
Anchises	Anchises	np1	Anchises	Anchises	0
were	were	vbdr	were	be	0
solemniz'd	solemniz'd	vvn	solemnized	solemnize	0
in	in	p-acp	in	in	0
Sicily	Sicily	np1	Sicily	Sicily	0
,	,	,	,	,	0
so	so	av	so	so	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
Archemorus	Archemorus	np1	Archemorus	Archemorus	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
celebrated	celebrated	vvn	celebrated	celebrate	0
in	in	p-acp	in	in	0
Candy	Candy	n1	Candy	candy	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
last	last	ord	last	last	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
I	I	sy	I	i	0
∣	∣	sy	∣	∣	0
sland	sland	n1	sland	sland	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
better	better	jc	better	better	0
than	than	cs	than	than	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Jove	Jove	np1	Jove	Jove	0
was	was	vbds	was	be	0
Born	Born	vvn	Born	bear	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
these	these	d	these	these	0
terms	terms	n2	terms	term	0
,	,	,	,	,	0
this	this	d	this	this	0
Capaneus	Capaneus	np1	Capaneus	Capaneus	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Poet	Poet	n1	Poet	poet	0
ingag'd	ingag'd	vvn	engaged	engage	0
his	his	po31	his	his	0
two	two	crd	two	two	0
Immortal	Immortal	j	Immortal	immortal	0
Predeces	Predeces	fw-la	Predeces	predeces	0
∣	∣	sy	∣	∣	0
sours	sours	n2-j	source	sour	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Success	Success	n1	Success	success	0
was	was	vbds	was	be	0
answerable	answerable	j	answerable	answerable	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Enterprise	Enterprise	n1	Enterprise	enterprise	0
.	.	.	.	.	1
If	If	cs	If	if	0
this	this	d	this	this	0
Oeconomy	Oeconomy	np1	Oeconomy	Oeconomy	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
observ'd	observ'd	vvn	observed	observe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
minutest	minutest	js	minutest	minute	0
Parts	Parts	n2	Parts	part	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
pick	pick	vvb	pick	pick	0
Poem	Poem	n1	Poem	poem	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
common	common	j	common	common	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
detach'd	detach'd	vvn	detached	detach	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
independent	independent	j-jn	independent	independent	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
what	what	q-crq	what	what	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
sent	sent	vvn	sent	send	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
World	World	n1	World	world	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
advantages	advantages	n2	advantages	advantage	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
cultivated	cultivated	vvn	cultivated	cultivate	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
liberal	liberal	j	liberal	liberal	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Sciences	Sciences	n2	Sciences	science	0
;	;	;	;	;	0
conversant	conversant	j	conversant	conversant	0
with	with	p-acp	with	with	0
Histories	Histories	n2	Histories	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dead	Dead	j	Dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
rich'd	rich'd	vvn	riched	rich	0
with	with	p-acp	with	with	0
Observations	Observations	n2	Observations	observation	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Living	Living	j-vvg	Living	live	0
,	,	,	,	,	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
inform	inform	vvi	inform	inform	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Work	Work	n1	Work	work	0
?	?	?	?	?	1
I	I	pns11	I	i	0
touch	touch	vvb	touch	touch	0
here	here	av	here	here	0
but	but	cc-acp	but	but	0
transiently	transiently	av-j	transiently	transient	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
any	any	d	any	any	0
strict	strict	j	strict	strict	0
Method	Method	n1	Method	method	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
some	some	d	some	some	0
few	few	d	few	few	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
many	many	d	many	many	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
imitating	imitating	vvg	imitating	imitate	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
drew	drew	vvd	drew	draw	0
from	from	p-acp	from	from	0
Homer's	Homer's	npg1	Homer's	Homer	0
Iliads	Iliads	np2	Iliads	Iliad	0
and	and	cc	and	and	0
Odysses	Odysses	np2	Odysses	Odyssey	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
fitted	fitted	vvn	fitted	fit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Drama	Drama	n1	Drama	drama	0
;	;	;	;	;	0
furnishing	furnishing	vvg	furnishing	furnish	0
