VVHen	VVHen	q-crq	When	when	0
[	[	[	[	[	0
wherein	wherein	c-crq	wherein	wherein	0
their	their	po32	their	their	0
lying	lying	j-vvg	lying	lie	0
prophets	prophets	n2	prophets	prophet	0
had	had	vhd	had	have	0
misled	misled	vvn	misled	mislead	0
them	them	pno32	them	they	0
]	]	]	]	]	0
Ierem.	Ierem.	np1	Ierem.	Ierem.	1
6.16	6.16	crd	6.16	6.16	0
.	.	.	.	.	1
&	&	cc	&	and	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
18.	18.	crd	18.	18.	0
v.	v.	n1	v.	v.	0
15.	15.	crd	15.	15.	0
so	so	av	so	so	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
Englands	Englands	npg1	Englands	England	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
multitudes	multitudes	n2	multitudes	multitude	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
come	come	vvi	come	come	0
neare	neare	av-j	near	near	0
,	,	,	,	,	0
very	very	av	very	very	0
neare	neare	av-j	near	near	0
that	that	cst	that	that	0
desperate	desperate	j	desperate	desperate	0
obstinacy	obstinacy	n1	obstinacy	obstinacy	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
witnesse	witnesse	vvb	witness	witness	0
the	the	dt	the	the	0
imprisoning	imprisoning	n-vvg	imprisoning	imprison	0
so	so	av	so	so	0
many	many	d	many	many	0
grave	grave	j	grave	grave	0
orthodox	orthodox	n1	orthodox	orthodox	0
Divines	Divines	vvz	Divines	divine	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
walked	walked	vvn	walked	walk	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
ancient	ancient	j	ancient	ancient	0
paths	paths	n2	paths	path	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
tur	tur	ng1	tur	tur	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
left	left	j	left	left	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
their	their	po32	their	their	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
their	their	po32	their	their	0
people	people	n1	people	people	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
witnesse	witnesse	vvb	witness	witness	0
also	also	av	also	also	0
the	the	dt	the	the	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
pressing	pressing	n-vvg	pressing	press	0
so	so	av	so	so	0
many	many	d	many	many	0
excellent	excellent	j	excellent	excellent	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
books	books	n2	books	book	0
and	and	cc	and	and	0
tractates	tractates	vvz	tractates	tractate	0
,	,	,	,	,	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
first	first	ord	first	first	0
comming	comming	n-vvg	coming	come	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
and	and	cc	and	and	0
framed	framed	vvn	framed	frame	0
wholly	wholly	av-jn	wholly	whole	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
misled	misled	j-vvn	misled	mislead	0
peoples	peoples	n2	peoples	people	0
informa	informa	fw-la	informa	informa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
error	error	n1	error	error	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
new	new	j	new	new	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
returne	returne	vvi	return	return	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
old	old	j	old	old	0
paths	paths	n2	paths	path	0
of	of	pp-f	of	of	0
duty	duty	n1	duty	duty	0
and	and	cc	and	and	0
loyalty	loyalty	n1	loyalty	loyalty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Sovereigne	Sovereigne	j-jn	Sovereign	sovereign	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
thankes	thankes	n2	thanks	thanks	0
be	be	vbb	be	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
all	all	d	all	all	0
delivered	delivered	vvn	delivered	deliver	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
stupendious	stupendious	j	stupendious	stupendous	0
blindenesse	blindenesse	n1	blindness	blindness	0
and	and	cc	and	and	0
hard	hard	av-j	hard	hard	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
and	and	cc	and	and	0
charity	charity	n1	charity	charity	0
doe	doe	vdb	do	do	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
perswade	perswade	vvi	persuade	persuade	0
my	my	po11	my	my	0
faith	faith	n1	faith	faith	0
to	to	pc-acp	to	to	0
beleeve	beleeve	vvi	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
hundreds	hundreds	crd	hundreds	hundred	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
thousands	thousands	crd	thousands	thousand	0
,	,	,	,	,	0
even	even	av	even	even	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
seduced	seduced	vvn	seduced	seduce	0
wretches	wretches	n2	wretches	wretch	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
horrid	horrid	j	horrid	horrid	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
Gracious	Gracious	j	Gracious	gracious	0
King	King	n1	King	king	0
,	,	,	,	,	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
,	,	,	,	,	0
like	like	av-j	like	like	0
those	those	d	those	those	0
two	two	crd	two	two	0
hundred	hundred	crd	hundred	hundred	0
in	in	p-acp	in	in	0
Absalons	Absalons	npg1	Absalons	Absalon	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
against	against	p-acp	against	against	0
King	King	n1	King	king	0
David	David	np1	David	David	0
,	,	,	,	,	0
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	1
15.	15.	crd	15.	15.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
simplicity	simplicity	n1	simplicity	simplicity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
they	they	pns32	they	they	0
been	been	vbn	been	be	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
fered	fered	zz	fered	fered	0
to	to	p-acp	to	to	0
have	have	vhb	have	have	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
some	some	d	some	some	0
Divines	Divines	n2-jn	Divines	divine	0
were	were	vbdr	were	be	0
willing	willing	j	willing	willing	0
and	and	cc	and	and	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
imparted	imparted	vvn	imparted	impart	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
themselves	themselves	px32	themselves	themselves	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
suffered	suffered	vvn	suffered	suffer	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
have	have	vhb	have	have	0
acted	acted	vvn	acted	act	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
villany	villany	n1	villainy	villainy	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sakes	sakes	n2	sakes	sake	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
adventure	adventure	vvb	adventure	adventure	0
the	the	dt	the	the	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lishing	lishing	n-vvg	lishing	lish	0
these	these	d	these	these	0
three	three	crd	three	three	0
Worthies	Worthies	n2-j	Worthies	worthy	0
opinions	opinions	n2	opinions	opinion	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
Subjects	Subjects	n2-jn	Subject's	subject	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Sovereigne	Sovereigne	n-jn	Sovereign	sovereign	0
though	though	c-acp	though	though	0
wicked	wicked	j	wicked	wicked	0
and	and	cc	and	and	0
tyran	tyran	n1	tyrant	tyrant	0
∣	∣	sy	∣	∣	0
nicall	nicall	j	nicall	nicall	0
;	;	;	;	;	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
soundnes	soundnes	n1	soundness	soundness	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
first	first	ord	first	first	0
Refor	Refor	j	Refor	refor	0
∣	∣	sy	∣	∣	0
mers	mers	np2-n	mers	mer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
the	the	dt	the	the	0
falsenesse	falsenesse	n1	falseness	falseness	0
and	and	cc	and	and	0
rottennesse	rottennesse	n1	rottenness	rottenness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
new	new	j	new	new	0
Reformers	Reformers	n2	Reformers	reformer	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
repu	repu	vvn	repu	repu	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
)	)	)	)	)	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
easilie	easilie	av-j	easily	easy	0
be	be	vbi	be	be	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
such	such	d	such	such	0
an	an	dt	and	a	0
indispensible	indispensible	j	indispensible	indispensible	0
through	through	p-acp	through	through	0
obedience	obedience	n1	obedience	obedience	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
these	these	d	these	these	0
deceived	deceived	j-vvn	deceived	deceive	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
bee	bee	vbi	be	be	0
shamed	shamed	vvn	shamed	shame	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
best	best	js	best	best	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
produced	produced	vvn	produced	produce	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
above	above	p-acp	above	above	0
threescore	threescore	crd	threescore	threescore	0
witnesses	witnesses	n2	witnesses	witness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
famously	famously	av-j	famously	famous	0
renowned	renowned	vvn	renowned	renown	0
for	for	p-acp	for	for	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
piety	piety	n1	piety	piety	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Churches	Churches	n2	Churches	church	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
considerable	considerable	j	considerable	considerable	0
reasons	reasons	n2	reasons	reason	0
perswaded	perswaded	vvd	persuaded	persuade	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
content	content	vvi	content	content	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
satisfie	satisfie	vvi	satisfy	satisfy	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
urging	urging	vvg	urging	urge	0
only	only	av-j	only	only	0
these	these	d	these	these	0
three	three	crd	three	three	0
:	:	:	:	:	0
First	First	ord	First	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
God	God	np1	God	God	0
himselfe	himselfe	px31	himself	himself	0
prescribes	prescribes	vvz	prescribes	prescribe	0
that	that	d	that	that	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
witnesses	witnesses	n2	witnesses	witness	0
as	as	p-acp	as	as	0
sufficient	sufficient	j	sufficient	sufficient	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
establishing	establishing	n-vvg	establishing	establish	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
19.15	19.15	crd	19.15	19.15	0
.	.	.	.	.	1
Matth.	Matth.	np1	Matth.	Matth.	0
18.16	18.16	crd	18.16	18.16	0
.	.	.	.	.	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
Gods	Gods	ng1	Gods	god	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
power	power	n1	power	power	0
,	,	,	,	,	0
that	that	cst	that	that	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
witnesses	witnesses	n2	witnesses	witness	0
prescribed	prescribed	vvn	prescribed	prescribe	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
word	word	n1	word	word	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
prevalency	prevalency	n1	prevalency	prevalency	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
testimonies	testimonies	n2	testimonies	testimony	0
are	are	vbr	are	be	0
grounded	grounded	vvn	grounded	ground	0
upon	upon	p-acp	upon	upon	0
Gods	Gods	npg1	Gods	God	0
word	word	n1	word	word	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
three	three	crd	three	three	0
are	are	vbr	are	be	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
the	the	dt	the	the	0
multiplying	multiplying	j-vvg	multiplying	multiply	0
of	of	pp-f	of	of	0
witnesses	witnesses	n2	witnesses	witness	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
proved	proved	vvn	proved	prove	0
over	over	p-acp	over	over	0
chargeable	chargeable	j	chargeable	chargeable	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sake	sake	n1	sake	sake	0
the	the	dt	the	the	0
vindi	vindi	fw-la	vindi	vindi	0
∣	∣	sy	∣	∣	0
cating	cating	j-vvg	cating	cate	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
fair	fair	j	fair	fair	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
tryall	tryall	n1	trial	trial	0
is	is	vbz	is	be	0
principally	principally	av-j	principally	principal	0
undertaken	undertaken	vvn	undertaken	undertake	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
,	,	,	,	,	0
the	the	dt	the	the	0
common	common	j	common	common	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
content	content	j	content	content	0
poore	poore	j	poor	poor	0
soules	soules	n2	souls	soul	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
Proverb	Proverb	n1	Proverb	proverb	0
.	.	.	.	.	1
23.23	23.23	crd	23.23	23.23	0
.	.	.	.	.	0
yet	yet	av	yet	yet	0
being	being	vbg	being	be	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
sell	sell	vvi	fell	sell	0
it	it	pn31	it	it	0
againe	againe	av	again	again	0
,	,	,	,	,	0
divers	divers	j	diverse	diverse	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
cost	cost	n1	cost	cost	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
any	any	d	any	any	0
great	great	j	great	great	0
rate	rate	n1	rate	rate	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
concernment	concernment	n1	concernment	concernment	0
soever	soever	av	soever	soever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
unworthy	unworthy	j	unworthy	unworthy	0
to	to	pc-acp	to	to	0
partake	partake	vvi	partake	partake	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
price	price	n1	price	price	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
paid	paid	vvd	paid	pay	0
for	for	p-acp	for	for	0
mens	mens	ng2	men's	man	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
that	that	cst	that	that	0
