FRIENDS	FRIENDS	ng1	FRIENDS	friend	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
once	once	a-acp	once	once	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glimps	glimps	n1	glimpse	glimpse	0
appeared	appeared	vvd	appeared	appear	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
carrying	carrying	vvg	carrying	carry	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
great-Brittaine	great-Brittaine	np1	great-Brittaine	great-Brittaine	0
and	and	cc	and	and	0
its	its	po31	its	its	0
Domi	Domi	fw-la	Domi	domi	0
∣	∣	sy	∣	∣	0
nions	nions	n2	nions	nion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
great	great	j	great	great	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
times	times	n2	times	time	0
have	have	vhb	have	have	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
preposterous	preposterous	j	preposterous	preposterous	0
prevarications	prevarications	n2	prevarications	prevarication	0
,	,	,	,	,	0
and	and	cc	and	and	0
flagitious	flagitious	j	flagitious	flagitious	0
vitiated	vitiated	j-vvn	vitiated	vitiate	0
practises	practises	n2	practises	practise	0
banished	banished	vvd	banished	banish	0
their	their	po32	their	their	0
Courts	Courts	n2	Courts	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
Palaces	Palaces	n2	Palaces	palace	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvi	lie	lie	0
an	an	dt	and	a	0
exile	exile	n1	exile	exile	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
captivated	captivated	vvn	captivated	captivate	0
in	in	p-acp	in	in	0
bonds	bonds	n2	bonds	bond	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Iron-chains	Iron-chains	n2	Iron-chains	iron-chain	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
mens	mens	ng2	men's	man	0
lusts	lusts	n2	lustest	lust	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
now	now	av	now	now	0
become	become	vvn	become	become	0
laws	laws	n2	laws	law	0
:	:	:	:	:	0
And	And	cc	And	and	0
Jehovah	Jehovah	np1	Jehovah	Jehovah	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
permit	permit	vvi	permit	permit	0
this	this	d	this	this	0
Cause	Cause	n1	Cause	cause	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
to	to	pc-acp	to	to	0
lye	lye	vvi	lie	lie	0
dead	dead	j	dead	dead	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
(	(	(	(	(	0
would	would	vmd	would	will	0
men	men	n2	men	man	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
would	would	vmd	would	will	0
Saints	Saints	n2	Saints	saint	0
but	but	p-acp	but	but	0
rightly	rightly	av-jn	rightly	right	0
consider	consider	vvi	consider	consider	0
it	it	pn31	it	it	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
great	great	j	great	great	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
suddain	suddain	j	sudden	sudden	0
and	and	cc	and	and	0
good	good	j	good	good	0
event	event	n1	event	event	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
our	our	po12	our	our	0
pen	pen	n1	pen	pen	0
shall	shall	vmb	shall	shall	0
Declare	Declare	vvi	Declare	declare	0
,	,	,	,	,	0
and	and	cc	and	and	0
demonstrate	demonstrate	vvi	demonstrate	demonstrate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
even	even	av	even	even	0
alrea	alrea	vvb	alrea	alrea	0
∣	∣	sy	∣	∣	0
dy	dy	n1	die	die	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
ratling	ratling	j-vvg	rattling	rattle	0
noise	noise	n1	noise	noise	0
,	,	,	,	,	0
and	and	cc	and	and	0
shaking	shaking	vvg	shaking	shake	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
some	some	d	some	some	0
sinews	sinews	n2	sinews	sinew	0
,	,	,	,	,	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
skin	skin	n1	skin	skin	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
premonstrate	premonstrate	vvi	premonstrate	premonstrate	0
a	a	dt	a	a	0
lively	lively	j	lively	lively	0
standing	standing	vvg	standing	stand	0
up	up	a-acp	up	up	0
upon	upon	p-acp	upon	upon	0
its	its	po31	its	its	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
great	great	j	great	great	0
Army	Army	n1	Army	army	0
.	.	.	.	.	1
(	(	(	(	(	0
Come	Come	vvn	Come	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
windes	windes	n2	winds	wind	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
breath	breath	n1	breath	breath	0
,	,	,	,	,	0
and	and	cc	and	and	0
breath	breath	n1	breath	breath	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
stain	stain	n1	stain	stain	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
:	:	:	:	:	0
)	)	)	)	)	0
Now	Now	av	Now	now	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
arisen	arisen	vvn	arisen	arise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prey	prey	n1	prey	prey	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
roaring	roaring	j-vvg	roaring	roar	0
Lyon	Lyon	n1	Lion	lion	0
,	,	,	,	,	0
stirring	stirring	vvg	stirring	stir	0
up	up	a-acp	up	up	0
jealousie	jealousie	n1	jealousy	jealousy	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
war	war	n1	war	war	0
,	,	,	,	,	0
cloathing	cloathing	n1	clothing	clothing	0
himself	himself	px31	himself	himself	0
with	with	p-acp	with	with	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
vengeance	vengeance	n1	vengeance	vengeance	0
,	,	,	,	,	0
preparing	preparing	vvg	preparing	prepare	0
his	his	po31	his	his	0
heavenly	heavenly	j	heavenly	heavenly	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
his	his	po31	his	his	0
Bow	Bow	n1	Bow	bow	0
;	;	;	;	;	0
the	the	dt	the	the	0
Quiver	Quiver	n1	Quiver	quiver	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hosts	Hosts	n2	Hosts	host	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sharp	sharp	j	sharp	sharp	0
Arrows	Arrows	n2	Arrows	arrow	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
furbishing	furbishing	vvg	furbishing	furbish	0
his	his	po31	his	his	0
sharp	sharp	j	sharp	sharp	0
glittering	glittering	j-vvg	glittering	glitter	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
opening	opening	vvg	opening	open	0
his	his	po31	his	his	0
Armoury	Armoury	n1	Armoury	armoury	0
,	,	,	,	,	0
and	and	cc	and	and	0
bringing	bringing	vvg	bringing	bring	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
weapons	weapons	n2	weapons	weapon	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
indignation	indignation	n1	indignation	indignation	0
,	,	,	,	,	0
blowing	blowing	vvg	blowing	blow	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
blasting	blasting	j-vvg	blasting	blast	0
East-wind	East-wind	n1	East-wind	east-wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
shak	shak	vvb	shak	shak	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
these	these	d	these	these	0
men	men	n2	men	man	0
,	,	,	,	,	0
&	&	cc	&	and	0
preparing	preparing	vvg	preparing	prepare	0
his	his	po31	his	his	0
Charriot	Charriot	n1	Chariot	chariot	0
that's	that's	cst|vbz	that's	that|be	0
swift	swift	j	swift	swift	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
While-winde	While-winde	n1	While-winde	while-winde	0
all	all	av-d	all	all	0
now	now	av	now	now	0
co-incident	co-incident	j	coincident	coincident	0
:	:	:	:	:	0
We	We	pns12	We	we	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
cometh	cometh	vvz	comes	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
place	place	n1	place	place	0
to	to	pc-acp	to	to	0
punish	punish	vvi	punish	punish	0
the	the	dt	the	the	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
iniquity	iniquity	n1	iniquity	iniquity	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
also	also	av	also	also	0
shall	shall	vmb	shall	shall	0
disclose	disclose	vvi	disclose	disclose	0
her	her	po31	her	her	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
cover	cover	vvi	cover	cover	0
her	her	pno31	her	she	0
slain	slain	vvn	slave	slay	0
,	,	,	,	,	0
Isai	Isai	np1	Isai	Isai	0
,	,	,	,	,	0
26.21	26.21	crd	26.21	26.21	0
.	.	.	.	.	1
O	O	sy	O	o	0
gastly	gastly	j	ghastly	ghastly	0
fin	fin	n1	fin	fin	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
thou	thou	pns21	thou	thou	0
accuser	accuser	n1	accuser	accuser	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
burthened	burthened	j-vvn	burdened	burden	0
and	and	cc	and	and	0
crying	crying	vvg	crying	cry	0
Consciened	Consciened	j	Consciened	conscienced	0
O	O	fw-fr	O	o	0
impenetrable	impenetrable	j	impenetrable	impenetrable	0
and	and	cc	and	and	0
obdurate	obdurate	j	obdurate	obdurate	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
dreadfull	dreadfull	j	dreadful	dreadful	0
and	and	cc	and	and	0
wrathfull	wrathfull	j	wrathful	wrathful	0
Judge	Judge	n1	Judge	judge	0
?	?	?	?	?	1
O	O	sy	O	o	0
heaven	heaven	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
that	that	cst	that	that	0
witnesse	witnesse	n1	witness	witness	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
?	?	?	?	?	1
O	O	sy	O	o	0
yee	yee	pn22	ye	you	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
deemed	deemed	vvn	deemed	deem	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
yee	yee	pn22	ye	you	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
an	an	dt	and	a	0
nointed	nointed	j-vvn	anointed	anoint	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
made	made	vvd	made	make	0
Bond-slaves	Bond-slaves	n2	Bondslaves	bondslave	0
and	and	cc	and	and	0
Vassals	Vassals	n2	Vassals	vassal	0
!	!	!	!	!	1
Where's	Where's	q-crq|vbz	Where's	where|be	0
the	the	dt	the	the	0
rocks	rocks	n2	rocks	rock	0
and	and	cc	and	and	0
mountains	mountains	n2	mountains	mountain	0
now	now	av	now	now	0
?	?	?	?	?	0
fast	fast	av-j	fast	fast	0
on	on	p-acp	on	on	0
us	us	pno12	us	we	0
?	?	?	?	?	0
fall	fall	vvb	fallen	fall	0
on	on	p-acp	on	on	0
us	us	pno12	us	we	0
!	!	!	!	!	0
hide	hide	vvb	hide	hide	0
us	us	pno12	us	we	0
!	!	!	!	!	0
hide	hide	vvb	hide	hide	0
us	us	pno12	us	we	0
!	!	!	!	!	0
alas	alas	uh	alas	alas	0
!	!	!	!	!	0
alas	alas	uh	alas	alas	0
!	!	!	!	!	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
houre	houre	n1	hour	hour	0
is	is	vbz	is	be	0
so	so	av	so	so	0
great	great	j	great	great	0
Riches	Riches	n2	Riches	riches	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
nought	nought	pix	nought	nought	0
,	,	,	,	,	0
a	a	dt	a	a	0
short	short	j	short	short	0
work	work	n1	work	work	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
make	make	vvb	make	make	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
9.28	9.28	crd	9.28	9.28	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Controversies	Controversies	n2	Controversies	controversy	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
foundations	foundations	n2	foundations	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
be	be	vbb	be	be	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
course	course	n1	course	course	0
:	:	:	:	:	0
Mens	Mens	ng2	Men's	man	0
foundations	foundations	n2	foundations	foundation	0
shall	shall	vmb	shall	shall	0
all	all	d	all	all	0
the	the	dt	the	the	0
broken	broken	j-vvn	broken	break	0
down	down	a-acp	down	down	0
;	;	;	;	;	0
all	all	d	all	all	0
earthly	earthly	j	earthly	earthly	0
Governments	Governments	n2	Governments	government	0
dissolved	dissolved	vvn	dissolved	dissolve	0
;	;	;	;	;	0
all	all	d	all	all	0
Oppression	Oppression	n1	Oppression	oppression	0
and	and	cc	and	and	0
violence	violence	n1	violence	violence	0
arraigned	arraigned	vvn	arraigned	arraign	0
judged	judged	vvn	judged	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
condemned	condemned	vvd	condemned	condemn	0
and	and	cc	and	and	0
great	great	j	great	great	0
will	will	n1	will	will	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
