DEAR	DEAR	j-jn	DEAR	dear	0
less	less	dc	less	less	0
Art	Art	n1	Art	art	0
and	and	cc	and	and	0
Happiness	Happiness	n1	Happiness	happiness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ordering	ordering	n-vvg	ordering	order	0
and	and	cc	and	and	0
expressing	expressing	vvg	expressing	express	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
thoughts	thoughts	n2	thoughts	thought	0
.	.	.	.	.	1
A	A	dt	A	a	0
Man	Man	n1	Man	man	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wonderful	wonderful	j	wondered	wonderful	0
fancy	fancy	n1	fancy	fancy	0
,	,	,	,	,	0
an	an	dt	and	a	0
inimitable	inimitable	j	inimitable	inimitable	0
softness	softness	n1	softness	softness	0
,	,	,	,	,	0
a	a	dt	a	a	0
delicacy	delicacy	n1	delicacy	delicacy	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
justness	justness	n1	justness	justness	0
of	of	pp-f	of	of	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
a	a	dt	a	a	0
politeness	politeness	n1	politeness	politeness	0
of	of	pp-f	of	of	0
Language	Language	n1	Language	language	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
first	first	ord	first	first	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
Wonder	Wonder	n1	Wonder	wonder	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
consider	consider	vvb	consider	consider	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
much	much	d	much	much	0
above	above	p-acp	above	above	0
twenty	twenty	crd	twenty	twenty	0
years	years	n2	years	year	0
between	between	p-acp	between	between	0
Spencer	Spencer	np1	Spencer	Spencer	0
and	and	cc	and	and	0
Him	Him	pno31	Him	he	0
)	)	)	)	)	0
and	and	cc	and	and	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
harmonious	harmonious	j	harmonious	harmonious	0
turn	turn	n1	turn	turn	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
.	.	.	.	.	1
All	All	av-d	All	all	0
is	is	vbz	is	be	0
easy	easy	j	easy	easy	0
,	,	,	,	,	0
natu	natu	fw-la	natu	natu	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
,	,	,	,	,	0
and	and	cc	and	and	0
flowing	flowing	vvg	flowing	flow	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
industry	industry	n1	industry	industry	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
be	be	vbi	be	be	0
says	says	zz	says	says	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
full	full	j	full	full	0
weight	weight	n1	weight	weight	0
,	,	,	,	,	0
and	and	cc	and	and	0
attended	attended	vvd	attended	attend	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Shining	Shining	j-vvg	Shining	shine	0
Graces	Graces	n2	Graces	grace	0
of	of	pp-f	of	of	0
Poetry	Poetry	n1	Poetry	poetry	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
appear	appear	vvb	appear	appear	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
Genius	Genius	n1	Genius	genius	0
,	,	,	,	,	0
and	and	cc	and	and	0
sprightly	sprightly	j	sprightly	sprightly	0
Wit	Wit	n1	Wit	wit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
without	without	p-acp	without	without	0
seeming	seeming	vvg	seeming	seem	0
to	to	pc-acp	to	to	0
inherit	inherit	vvi	inherit	inherit	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
:	:	:	:	:	0
And	And	cc	And	and	0
some	some	d	some	some	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
sensible	sensible	j	sensible	sensible	0
,	,	,	,	,	0
swoln	swoln	vvn	swollen	swell	0
with	with	p-acp	with	with	0
Envy	Envy	n1	Envy	envy	0
and	and	cc	and	and	0
ill	ill	j-jn	ill	ill	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
ture	ture	av	ture	ture	0
(	(	(	(	(	0
failings	failings	n2-vvg	failings	failing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Wit	Wit	n1	Wit	wit	0
and	and	cc	and	and	0
generous	generous	j	generous	generous	0
breeding	breeding	n-vvg	breeding	breed	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
make	make	vvb	make	make	0
a	a	dt	a	a	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
carping	carping	j-vvg	carping	carp	0
at	at	p-acp	at	at	0
every	every	d	every	every	0
trivial	trivial	j	trivial	trivial	0
fault	fault	n1	fault	fault	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
Men's	Men's	ng2	Men's	man	0
Works	Works	vvz	Works	work	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
own	own	d	own	own	0
are	are	vbr	are	be	0
too	too	av	too	too	0
abominable	abominable	j	abominable	abominable	0
even	even	av	even	even	0
to	to	pc-acp	to	to	0
merit	merit	vvi	merit	merit	0
Censure	Censure	n1	Censure	censure	0
.	.	.	.	.	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
confess	confess	vvi	confess	confess	0
a	a	dt	a	a	0
good	good	j	good	good	0
Critick	Critick	n1	Critic	critic	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
use	use	n1	use	use	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Common-Wealth	Common-Wealth	n1	Common-Wealth	commonwealth	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
:	:	:	:	:	0
One	One	pi	One	one	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
just	just	j	just	just	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
separate	separate	vvi	separate	separate	0
a	a	dt	a	a	0
Man's	Man's	ng1	Man's	man	0
Person	Person	n1	Person	person	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Works	Works	vvz	Works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
last	last	ord	last	last	0
to	to	pc-acp	to	to	0
censure	censure	vvi	censure	censure	0
such	such	d	such	such	0
faults	faults	n2	faults	fault	0
only	only	av-j	only	only	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
either	either	d	either	either	0
unnatural	unnatural	j	unnatural	unnatural	0
,	,	,	,	,	0
indecent	indecent	j	indecent	indecent	0
,	,	,	,	,	0
or	or	cc	or	or	0
wholly	wholly	av-jn	wholly	whole	0
disagreeing	disagreeing	vvg	disagreeing	disagree	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
subject	subject	n-jn	subject	subject	0
;	;	;	;	;	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rigidly	rigidly	av-j	rigidly	rigid	0
Censorious	Censorious	j	Censorious	censorious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
the	the	dt	the	the	0
good-natur'd	good-natur'd	j	good-natured	good-natured	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
Horace	Horace	np1	Horace	Horace	0
.	.	.	.	.	1
—	—	—	—	—	0
Ubi	Ubi	fw-la	Ubi	ubi	0
plura	plura	fw-la	plura	plura	0
nitent	nitent	j	nitent	nitent	0
in	in	p-acp	in	in	0
carmine	carmine	vvi	carmine	carmine	0
,	,	,	,	,	0
non	non	fw-la	non	non	0
ego	ego	fw-la	ego	ego	0
paucis	paucis	fw-la	paucis	paucis	0
Offendar	Offendar	n1	Offendar	offendar	0
maculis	maculis	fw-la	maculis	maculis	0
,	,	,	,	,	0
quas	quas	fw-la	quas	quas	0
aut	aut	fw-la	aut	aut	0
incuria	incuria	fw-la	incuria	incuria	0
fudit	fudit	n1	fudit	fudit	0
,	,	,	,	,	0
Aut	Aut	fw-la	Aut	aut	0
humana	humana	fw-la	humana	humana	0
parum	parum	fw-la	parum	parum	0
cavit	cavit	fw-la	cavit	cavit	0
Natura	Natura	fw-la	Natura	natura	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
averse	averse	j	averse	averse	0
our	our	po12	our	our	0
Criticks	Criticks	n2	Critics	critic	0
are	are	vbr	are	be	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
humanity	humanity	n1	humanity	humanity	0
of	of	pp-f	of	of	0
temper	temper	n1	temper	temper	0
,	,	,	,	,	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
mention	mention	vvi	mention	mention	0
;	;	;	;	;	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
truly	truly	av-j	truly	true	0
indu'd	indu'd	vvn	endued	endue	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
have	have	vhb	have	have	0
often	often	av	often	often	0
justly	justly	av-j	justly	just	0
despis'd	despis'd	vvn	despised	despise	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
barbarity	barbarity	n1	barbarity	barbarity	0
in	in	p-acp	in	in	0
attacking	attacking	vvg	attacking	attack	0
the	the	dt	the	the	0
slender	slender	j	slender	slender	0
failings	failings	n2-vvg	failings	failing	0
of	of	pp-f	of	of	0
Great	Great	j	Great	great	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
avoiding	avoiding	vvg	avoiding	avoid	0
their	their	po32	their	their	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
presuming	presuming	vvg	presuming	presume	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
shameful	shameful	j	shameful	shameful	0
vanity	vanity	n1	vanity	vanity	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
sometimes	sometimes	av	sometime	sometime	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
own	own	d	own	own	0
false	false	j	false	false	0
Judgment	Judgment	n1	Judgement	judgement	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
proper	proper	j	proper	proper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
they	they	pns32	they	they	0
censure	censure	vvb	censure	censure	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
part	part	n1	part	part	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
myself	myself	px11	myself	myself	0
below	below	p-acp	below	below	0
their	their	po32	their	their	0
Envy	Envy	n1	Envy	envy	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
dare	dare	vvb	dare	dare	0
speak	speak	vvi	speak	speak	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
Greenwich	Greenwich	np1	Greenwich	Greenwich	0
,	,	,	,	,	0
was	was	vbds	was	be	0
chiefly	chiefly	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
commands	commands	n2	commands	command	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
weight	weight	n1	weight	weight	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
dangers	dangers	n2	dangers	danger	0
of	of	pp-f	of	of	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
and	and	cc	and	and	0
ill-nature	ill-nature	n1	ill-nature	ill-nature	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
Wretches	Wretches	n2	Wretches	wretch	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
unacquainted	unacquainted	j	unacquainted	unacquainted	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
Manners	Manners	n2	Manners	manner	0
and	and	cc	and	and	0
true	true	j	true	true	0
Sense	Sense	n1	Sense	sense	0
,	,	,	,	,	0
make	make	vvb	make	make	0
Detraction	Detraction	n1	Detraction	detraction	0
and	and	cc	and	and	0
Envy	Envy	n1	Envy	envy	0
the	the	dt	the	the	0
Employment	Employment	n1	Employment	employment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Lives	Lives	n2	Lives	life	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
very	very	av	very	very	0
