DEarly	DEarly	av-jn	DEarly	dear	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
may	may	vmb	may	may	0
reach	reach	vvi	reach	reach	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
my	my	po11	my	my	0
voice	voice	n1	voice	voice	0
cannot	cannot	vmbx	cannot	can	0
reach	reach	vvi	reach	reach	0
you	you	pn22	you	you	0
.	.	.	.	.	1
That	That	cst	That	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
still	still	av	still	still	0
approve	approve	vvi	approve	approve	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
twenty	twenty	crd	twenty	twenty	0
Directions	Directions	n2	Directions	direction	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
ordering	ordering	vvg	ordering	order	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lives	Lives	n2	Lives	life	0
and	and	cc	and	and	0
conversations	conversations	n2	conversations	conversation	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dange	dange	n1	dange	dange	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
and	and	cc	and	and	0
sinful	sinful	j	sinful	sinful	0
times	times	n2	times	time	0
;	;	;	;	;	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
whilest	whilest	cs	whilst	while	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
.	.	.	.	.	1
I.	I.	np1	I.	I.	0
First	First	ord	First	first	0
,	,	,	,	,	0
Loath	Loath	j	Loath	loath	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvb	leave	leave	0
sin	sin	n1	since	sin	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
covereth	covereth	vvz	covereth	cover	0
his	his	po31	his	his	0
sins	sins	n2	sins	sin	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
Confesseth	Confesseth	vvz	Confesses	confess	0
and	and	cc	and	and	0
forsaketh	forsaketh	vvz	forsaketh	forsake	0
them	them	pno32	them	they	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
28.13	28.13	crd	28.13	28.13	0
.	.	.	.	.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
confess	confess	vvb	confess	confess	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
just	just	j	just	just	0
to	to	pc-acp	to	to	0
forgive	forgive	vvi	forgive	forgive	0
us	us	pno12	us	we	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cleanse	cleanse	vvi	cleanse	cleanse	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
unrighteousness	unrighteousness	n1	unrighteousness	unrighteousness	0
,	,	,	,	,	0
1	1	crd	1	1	0
John	John	np1	John	John	0
1.9	1.9	crd	1.9	1.9	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
falling	falling	vvg	falling	fall	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
falling	falling	vvg	falling	fall	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
loathing	loathing	n-vvg	loathing	loathe	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
leaving	leaving	vvg	leaving	leave	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
conver	conver	n1	conver	conver	0
∣	∣	sy	∣	∣	0
sations	sations	n2	sations	sation	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
times	times	n2	times	time	0
better	better	av-jc	better	better	0
to	to	pc-acp	to	to	0
part	part	vvi	part	part	0
with	with	p-acp	with	with	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
though	though	cs	though	though	0
never	never	av-x	never	never	0
so	so	av	so	so	0
sweet	sweet	j	sweet	sweet	0
?	?	?	?	?	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
part	part	vvi	part	part	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
Heaven	Heaven	n1	Heaven	heaven	0
?	?	?	?	?	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
.	.	.	.	.	1
One	One	crd	One	one	0
sin	sin	n1	since	sin	0
will	will	vmb	will	will	0
damn	damn	vvi	damn	damn	0
a	a	dt	a	a	0
Soul	Soul	n1	Soul	soul	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
sin	sin	n1	since	sin	0
can	can	vmb	can	can	0
damn	damn	vvi	damn	damn	0
a	a	dt	a	a	0
Soul	Soul	n1	Soul	soul	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
Sin	Sin	n1	since	sin	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
evill	evill	n-jn	evil	evil	0
of	of	pp-f	of	of	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
worse	worse	jc	worse	worse	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Devill	Devill	n1	Devil	devil	0
for	for	p-acp	for	for	0
its	its	po31	its	its	0
that	that	d	that	that	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Devil	Devil	n1	Devil	devil	0
.	.	.	.	.	1
O	O	sy	O	o	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lack	lack	n1	lack	lack	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
will	will	vmb	will	will	0
ruin	ruin	vvi	ruin	ruin	0
and	and	cc	and	and	0
destroy	destroy	vvi	destroy	destroy	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
better	better	av-jc	better	better	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
sinner	sinner	n1	sinner	sinner	0
;	;	;	;	;	0
better	better	av-jc	better	better	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
people	people	n1	people	people	0
,	,	,	,	,	0
than	than	cs	than	than	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
:	:	:	:	:	0
Oh	Oh	uh	O	oh	0
therefore	therefore	av	therefore	therefore	0
kill	kill	vvb	kill	kill	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
that	that	cst	that	that	0
sin	sin	n1	since	sin	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
kill	kill	vvi	kill	kill	0
you	you	pn22	you	you	0
:	:	:	:	:	0
mourn	mourn	vvb	mourn	mourn	0
for	for	p-acp	for	for	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
flye	flye	vvi	fly	fly	0
from	from	p-acp	from	from	0
sin	sin	n1	since	sin	0
:	:	:	:	:	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
commit	commit	vvi	commit	commit	0
new	new	j	new	new	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
repent	repent	vvb	repent	repent	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
Ezek.	Ezek.	np1	Ezek.	Ezek.	1
36.31	36.31	crd	36.31	36.31	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
loath	loath	vvi	loath	loathe	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
sight	sight	n1	sighed	sight	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
iniquities	iniquities	n2	iniquities	iniquity	0
.	.	.	.	.	1
O	O	sy	O	o	0
poor	poor	j	poor	poor	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
hast	hast	vh2	hast	have	0
thou	thou	pns21	thou	thou	0
not	not	xx	not	not	0
served	served	vvn	served	serve	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
long	long	j	long	long	0
enough	enough	av-d	enough	enough	0
?	?	?	?	?	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
hast	hast	vh2	hast	have	0
thou	thou	pns21	thou	thou	0
not	not	xx	not	not	0
had	had	vhd	had	have	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nough	nough	av-d	nough	nough	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
?	?	?	?	?	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
so	so	av	so	so	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
thee	thee	pno21	thee	thou	0
?	?	?	?	?	1
Oh	Oh	uh	O	oh	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
place	place	n1	place	place	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
be	be	vbi	be	be	0
shortly	shortly	av-j	shortly	short	0
in	in	p-acp	in	in	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
or	or	cc	or	or	0
tor	tor	c-acp	tor	for	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
!	!	!	!	!	1
Oh	Oh	uh	O	oh	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
sight	sight	n1	sighed	sight	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
short	short	j	short	short	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
see	see	vvb	see	see	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
or	or	cc	or	or	0
Hell	Hell	n1	Hell	hell	0
!	!	!	!	!	1
Oh	Oh	uh	O	oh	0
what	what	q-crq	what	what	0
thoughts	thoughts	n2	thoughts	thought	0
will	will	vmb	will	will	0
shortly	shortly	av-j	shortly	short	0
fill	fill	vvi	fill	fill	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
with	with	p-acp	with	with	0
unspeakable	unspeakable	j	unspeakable	unspeakable	0
delights	delights	n2	delights	delight	0
or	or	cc	or	or	0
horror	horror	n1	horror	horror	0
!	!	!	!	!	0
what	what	q-crq	what	what	0
work	work	n1	work	work	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
be	be	vbi	be	be	0
imployed	imployed	vvn	employed	employ	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
with	with	p-acp	with	with	0
Saints	Saints	n2	Saints	saint	0
and	and	cc	and	and	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gels	gels	n2	gels	gel	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
cry	cry	vvi	cry	cry	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
fire	fire	n1	fire	fire	0
unquenchable	unquenchable	j	unquenchable	unquenchable	0
with	with	p-acp	with	with	0
Divels	Divels	n2	Devils	devil	0
?	?	?	?	?	1
Oh	Oh	uh	O	oh	0
therefore	therefore	av	therefore	therefore	0
dye	dye	vvi	die	dye	0
unto	unto	p-acp	unto	unto	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
confess	confess	vvb	confess	confess	0
it	it	pn31	it	it	0
,	,	,	,	,	0
mourn	mourn	vvb	mourn	mourn	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
asha	asha	n1	asha	asha	0
∣	∣	sy	∣	∣	0
med	med	n-vvn	med	m	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
hate	hate	vvb	hate	hate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
loath	loath	vvb	loath	loathe	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
flye	flye	vvi	fly	fly	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Serpent	Serpent	n1	Serpent	serpent	0
;	;	;	;	;	0
and	and	cc	and	and	0
though	though	cs	though	though	0
your	your	po22	your	your	0
sins	sins	n2	sins	sin	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
num	num	vvi	num	num	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
God	God	np1	God	God	0
can	can	vmb	can	can	0
pardon	pardon	vvi	pardon	pardon	0
.	.	.	.	.	1
II.	II.	crd	II	ii	0
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Put	Put	vvb	Put	put	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
old	old	j	old	old	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
on	on	p-acp	on	on	0
