IN	IN	p-acp	IN	in	0
the	the	dt	the	the	0
present	present	j	present	present	0
necessite	necessite	n1	necessity	necessity	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
they	they	pns32	they	they	0
bothe	bothe	d	both	both	0
vsed	vsed	vvd	used	use	0
and	and	cc	and	and	0
dyd	dyd	vdd	did	do	0
geue	geue	vvi	give	give	0
abrode	abrode	av	abroad	abroad	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
&	&	cc	&	and	0
further	further	av-jc	further	further	0
appoynted	appoynted	vvn	appointed	appoint	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
fulfill	fulfill	vvi	fulfil	fulfil	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
laye	laye	vvd	say	lie	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
)	)	)	)	)	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
honest	honest	j	honest	honest	0
request	request	n1	request	request	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
The	The	dt	The	the	0
whiche	whiche	r-crq	which	which	0
the	the	dt	the	the	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
to	to	p-acp	to	to	0
execute	execute	vvi	execute	execute	0
and	and	cc	and	and	0
brynge	brynge	vvi	bring	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
I	I	pns11	I	i	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
those	those	d	those	those	0
that	that	cst	that	that	0
sente	sente	vvd	sent	send	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
bothe	bothe	d	both	both	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
riche	riche	j	rich	rich	0
,	,	,	,	,	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
thē	thē	pno32	them	they	0
that	that	d	that	that	0
ease	ease	n1	ease	ease	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
instructe	instructe	vvi	instruct	instruct	0
thē	thē	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
recouery	recouery	n1	recovery	recovery	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
also	also	av	also	also	0
thro	thro	a-acp	through	through	0
∣	∣	sy	∣	∣	0
ughly	ughly	av-j	ughly	ugh	0
,	,	,	,	,	0
the	the	dt	the	the	0
cases	cases	n2	cases	case	0
and	and	cc	and	and	0
circumstaunces	circumstaunces	n2	circumstances	circumstance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
disease	disease	n1	disease	disease	0
in	in	p-acp	in	in	0
diuerse	diuerse	j	diverse	diverse	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
fully	fully	av-j	fully	full	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
noted	noted	vvd	noted	note	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
wrate	wrate	vvd	wrote	write	0
as	as	p-acp	as	as	0
laisure	laisure	n1	laisure	laisure	0
then	then	av	then	then	0
serued	serued	vvn	served	serve	0
,	,	,	,	,	0
and	and	cc	and	and	0
finished	finished	vvd	finished	finish	0
one	one	crd	one	one	0
boke	boke	n1	book	book	0
in	in	p-acp	in	in	0
Englishe	Englishe	jp	English	english	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
for	for	c-acp	for	for	0
Englishe	Englishe	jp	English	english	0
mē	mē	n2	men	man	0
not	not	xx	not	not	0
lerned	lerned	vvn	learned	learn	0
,	,	,	,	,	0
one	one	crd	one	one	0
other	other	j-jn	other	other	0
in	in	p-acp	in	in	0
latine	latine	jp	latin	latin	0
for	for	p-acp	for	for	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
lerninge	lerninge	n1	learning	learning	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
and	and	cc	and	and	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerally	nerally	av-j	nerally	neral	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
after	after	c-acp	after	after	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
nede	nede	n1	need	need	0
,	,	,	,	,	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
coūtreis	coūtreis	n2	countries	country	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
lerne	lerne	vvi	learn	learn	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
harmes	harmes	n2	harms	harm	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
thoughte	thoughte	vvn	thought	think	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
set	set	vvn	set	set	0
furth	furth	av	forth	forth	0
before	before	p-acp	before	before	0
christmas	christmas	n2	christmas	christma	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
geuē	geuē	vvn	given	give	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
lordshippe	lordshippe	n1	lordship	lordship	0
at	at	p-acp	at	at	0
new	new	j	new	new	0
∣	∣	sy	∣	∣	0
yeres	yeres	ng2	years	year	0
tide	tide	n1	tide	tide	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
diuerse	diuerse	j	diverse	diverse	0
other	other	j-jn	other	other	0
busi	busi	n1	busi	busi	0
∣	∣	sy	∣	∣	0
nesses	nesses	n1	nesses	nesses	0
letted	letted	vvd	letted	let	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Neuertheles	Neuertheles	av	Nevertheless	nevertheless	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
then	then	av	then	then	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
cometh	cometh	vvz	comes	come	0
not	not	xx	not	not	0
now	now	av	now	now	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
season	season	n1	season	season	0
,	,	,	,	,	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
ease	ease	vvi	ease	ease	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
after	after	p-acp	after	after	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
this	this	d	this	this	0
shal	shal	vmb	shall	shall	0
,	,	,	,	,	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
good	good	j	good	good	0
wil	wil	vmb	will	will	0
I	I	pns11	I	i	0
geue	geue	vvi	give	give	0
and	and	cc	and	and	0
dedicate	dedicate	vvi	dedicate	dedicate	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lordshippe	Lordshippe	n1	Lordship	lordship	0
,	,	,	,	,	0
trustyng	trustyng	vvg	trusting	trust	0
the	the	dt	the	the	0
same	same	d	same	same	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
this	this	d	this	this	0
with	with	p-acp	with	with	0
as	as	a-acp	as	as	0
good	good	j	good	good	0
a	a	dt	a	a	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
geue	geue	vvb	give	give	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
preserue	preserue	vvi	preserve	preserve	0
and	and	cc	and	and	0
graunt	graunt	vvi	grant	grant	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
London	London	np1	London	London	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
.	.	.	.	.	1
1552.	1552.	crd	1552.	1552.	1
