IF	IF	cs	IF	if	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
that	that	cst	that	that	0
eue	eue	n1	eve	eve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
inde	inde	fw-la	inde	inde	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
function	function	n1	function	function	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
life	life	n1	life	life	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
attayne	attayne	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truly	truly	av-j	truly	true	0
say	say	vvi	say	say	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
only	only	av-j	only	only	0
,	,	,	,	,	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
earthly	earthly	j	earthly	earthly	0
,	,	,	,	,	0
and	and	cc	and	and	0
corpo	corpo	fw-it	corpo	corpo	0
∣	∣	sy	∣	∣	0
rall	rall	j-u	rall	rall	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
entermixe	entermixe	vvi	entermixe	entermixe	0
and	and	cc	and	and	0
in	in	zz	in	in	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
my	my	po11	my	my	0
spirituall	spirituall	j	spiritual	spiritual	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
solation	solation	n1	solation	solation	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
priuate	priuate	j	private	private	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
weake	weake	j	weak	weak	0
)	)	)	)	)	0
Meditations	Meditations	n2	Meditations	meditation	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
purposing	purposing	vvg	purposing	purpose	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
expo	expo	fw-es	expo	expo	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
variable	variable	j	variable	variable	0
censures	censures	n2	censures	censure	0
of	of	pp-f	of	of	0
exquisite	exquisite	j	exquisite	exquisite	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
subiect	subiect	j-jn	subject	subject	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
impartiall	impartiall	j	impartial	impartial	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hold	hold	vvb	hold	hold	0
them	them	pno32	them	they	0
)	)	)	)	)	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
an	an	zz	an	an	0
accidentall	accidentall	j	accidental	accidental	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
vnfit	vnfit	j	unfit	unfit	0
(	(	(	(	(	0
weake	weake	j	weak	weak	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
publike	publike	j	public	public	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
mouing	mouing	n-vvg	moving	move	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
considera	considera	fw-la	considera	considera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
fraile	fraile	j	frail	frail	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
being	being	vbg	being	be	0
all	all	d	all	all	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
mortalitie	mortalitie	n1	mortality	mortality	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
like	like	j	like	like	0
cen	cen	n1	cen	cen	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
vocati	vocati	fw-la	vocati	vocati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
life	life	n1	life	life	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
,	,	,	,	,	0
may	may	vmb	may	may	0
excuse	excuse	vvi	excuse	excuse	0
both	both	d	both	both	0
mine	mine	png11	mine	i	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
taking	taking	vvg	taking	take	0
and	and	cc	and	and	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
weake	weake	j	weak	weak	0
Medi	Medi	fw-la	Medi	medi	0
∣	∣	sy	∣	∣	0
tations	tations	n2	tations	tation	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
also	also	av	also	also	0
be	be	vbi	be	be	0
deman	deman	n1	deman	deman	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
presume	presume	vvi	presume	presume	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honorable	Honorable	j	Honourable	honourable	0
Patronages	Patronages	n2	Patronages	patronage	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
so	so	av	so	so	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
worthy	worthy	j	worthy	worthy	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
conceiue	conceiue	vvi	conceive	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
more	more	av-dc	more	more	0
properly	properly	av-j	properly	proper	0
belong	belong	vvi	belong	belong	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
)	)	)	)	)	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
especially	especially	av-j	especially	especial	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
subiect	subiect	j-jn	subject	subject	0
in	in	p-acp	in	in	0
accompt	accompt	n1	account	account	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
that	that	cst	that	that	0
Honorable	Honorable	j	Honourable	honourable	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
imployments	imployments	n2	employments	employment	0
,	,	,	,	,	0
principally	principally	av-j	principally	principal	0
vndertaken	vndertaken	vvn	undertaken	undertake	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
directions	directions	n2	directions	direction	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mands	mands	vvz	mands	mand	0
:	:	:	:	:	0
And	And	cc	And	and	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
your	your	po22	your	your	0
imployments	imployments	n2	employments	employment	0
require	require	vvb	require	require	0
not	not	xx	not	not	0
the	the	dt	the	the	0
totall	totall	j	total	total	0
allowance	allowance	n1	allowance	allowance	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
little	little	j	little	little	0
profit	profit	n1	profit	profit	0
)	)	)	)	)	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
;	;	;	;	;	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pend	pend	vvn	pend	pen	0
the	the	dt	the	the	0
idle	idle	j	idle	idle	0
interims	interims	n2	interims	interim	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
libertie	libertie	n1	liberty	liberty	0
(	(	(	(	(	0
my	my	po11	my	my	0
dutie	dutie	n1	duty	duty	0
and	and	cc	and	and	0
care	care	n1	care	care	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
answere	answere	vvi	answer	answer	0
your	your	po22	your	your	0
expectations	expectations	n2	expectations	expectation	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
duly	duly	av-jn	duly	due	0
respected	respected	vvn	respected	respect	0
and	and	cc	and	and	0
performed	performed	vvn	performed	perform	0
)	)	)	)	)	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
immediately	immediately	av-j	immediately	immediate	0
concerneth	concerneth	vvz	concerns	concern	0
not	not	xx	not	not	0
your	your	po22	your	your	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
dinarie	dinarie	j	dinarie	dinarie	0
imployments	imployments	n2	employments	employment	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
my	my	po11	my	my	0
future	future	j-jn	future	future	0
accompt	accompt	n1	account	account	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
other	other	n-jn	other	other	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
enioyned	enioyned	vvd	enjoined	enjoin	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
another	another	j-jn	another	another	0
Master	Master	n1	Master	master	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
cannot	cannot	vmbx	cannot	can	0
serue	serue	vvi	serve	serve	0
two	two	crd	two	two	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
sters	sters	n1	sters	sters	0
,	,	,	,	,	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Mammon	Mammon	np1	Mammon	Mammon	0
:	:	:	:	:	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
yet	yet	av	yet	yet	0
serue	serue	vvi	serve	serve	0
GOD	GOD	np1	GOD	God	0
and	and	cc	and	and	0
Man	Man	n1	Man	man	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
in	in	p-acp	in	in	0
seuerall	seuerall	j	several	several	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
spects	spects	n2-jn	spects	spect	0
;	;	;	;	;	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
And	And	cc	And	and	0
Man	Man	n1	Man	man	0
in	in	p-acp	in	in	0
Loue	Loue	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
vocation	vocation	n1	vocation	vocation	0
:	:	:	:	:	0
And	And	cc	And	and	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
so	so	av	so	so	0
serues	serues	vvz	serves	serve	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
neglect	neglect	vvb	neglect	neglect	0
not	not	xx	not	not	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
that	that	d	that	that	0
faithfull	faithfull	j	faithful	faithful	0
seruant	seruant	n1	servant	servant	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
one	one	crd	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
reward	reward	vvi	reward	reward	0
him	him	pno31	him	he	0
here	here	av	here	here	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
inuisible	inuisible	j	invisible	invisible	0
gratuitie	gratuitie	n1	gratuity	gratuity	0
,	,	,	,	,	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
:	:	:	:	:	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shal	shal	vmb	shall	shall	0
recompence	recompence	vvi	recompense	recompense	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
competent	competent	j	competent	competent	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
salarie	salarie	n1	salary	salary	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
that	that	d	that	that	0
gol	gol	n1	gol	gol	0
∣	∣	sy	∣	∣	0
den	den	n1	den	den	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
whoso	whoso	r-crq	whoso	whoso	0
keepes	keepes	vvz	keeps	keep	0
(	(	(	(	(	0
be	be	vbi	be	be	0
he	he	pns31	he	he	0
of	of	pp-f	of	of	0
highest	highest	js	highest	high	0
or	or	cc	or	or	0
lowest	lowest	js	lowest	low	0
function	function	n1	function	function	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
wades	wades	vvz	wades	wade	0
safely	safely	av-j	safely	safe	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
tweene	tweene	p-acp	tween	between	0
the	the	dt	the	the	0
two	two	crd	two	two	0
extremes	extremes	n2-jn	extremes	extreme	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
so	so	av	so	so	0
serues	serues	vvz	serves	serve	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
neglects	neglects	vvz	neglects	neglect	0
God	God	np1	God	God	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
so	so	av	so	so	0
serues	serues	vvz	serves	serve	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
seruiceable	seruiceable	j	serviceable	serviceable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
or	or	cc	or	or	0
Common-weale	Common-weale	n1	Commonweal	commonweal	0
,	,	,	,	,	0
serues	serues	vvz	serves	serve	0
rightly	rightly	av-jn	rightly	right	0
neither	neither	dx	neither	neither	0
God	God	n1	God	god	0
nor	nor	ccx	nor	nor	0
Man.	Man.	n1	Man.	man	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
GOD	GOD	np1	GOD	God	0
crea	crea	fw-la	crea	crea	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
Man	Man	n1	Man	man	0
for	for	p-acp	for	for	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
his	his	po31	his	his	0
spirituall	spirituall	j	spiritual	spiritual	0
:	:	:	:	:	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
hee	hee	pns31	he	he	0
enioyned	enioyned	vvn	enjoined	enjoin	0
labour	labour	n1	labour	labour	0
for	for	p-acp	for	for	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
his	his	po31	his	his	0
corporall	corporall	j	corporal	corporal	0
part	part	n1	part	part	0
.	.	.	.	.	1
And	And	cc	And	and	0
both	both	d	both	both	0
these	these	d	these	these	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
performed	performed	vvn	performed	perform	0
(	(	(	(	(	0
and	and	cc	and	and	0
ought	ought	vmd	ought	ought	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
exception	exception	n1	exception	exception	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
calling	calling	n-vvg	calling	call	0
:	:	:	:	:	0
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
one	one	pi	one	one	0
stands	stands	vvz	stands	stand	0
not	not	xx	not	not	0
with-out	with-out	a-acp	without	without	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
the	the	dt	the	the	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
performed	performed	vvn	performed	perform	0
the	the	dt	the	the	0
better	better	jc	better	better	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
seruing	seruing	vvg	serving	serve	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
no	no	dx	no	no	0
bles	bles	n2	bles	ble	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
is	is	vbz	is	be	0
obtayned	obtayned	vvn	obtained	obtain	0
,	,	,	,	,	0
&	&	cc	&	and	0
with-out	with-out	a-acp	without	without	0
Gods	Gods	n2	Gods	god	0
blessing	blessing	vvg	blessing	bless	0
,	,	,	,	,	0
corporal	corporal	j	corporal	corporal	0
labours	labours	n2	labours	labour	0
neither	neither	av-dx	neither	neither	0
prosper	prosper	vvb	prosper	prosper	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
profit	profit	n1	profit	profit	0
man	man	n1	man	man	0
:	:	:	:	:	0
and	and	cc	and	and	0
with-out	with-out	a-acp	without	without	0
an	an	dt	and	a	0
honest	honest	j	honest	honest	0
calling	calling	n1	calling	calling	0
duly	duly	av-jn	duly	due	0
and	and	cc	and	and	0
truly	truly	av-j	truly	true	0
executed	executed	vvn	executed	execute	0
,	,	,	,	,	0
God	God	np1	God	God	0
nor	nor	ccx	nor	nor	0
Man	Man	n1	Man	man	0
is	is	vbz	is	be	0
rightly	rightly	av-jn	rightly	right	0
serued	serued	vvn	served	serve	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
come	come	vvb	come	come	0
far	far	av-j	far	far	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fection	fection	n1	fection	fection	0
in	in	p-acp	in	in	0
either	either	d	either	either	0
)	)	)	)	)	0
do	do	vdb	do	do	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deuour	deuour	zz	deuour	deuour	0
with	with	p-acp	with	with	0
vnfayned	vnfayned	j	unfeigned	unfeigned	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
and	and	cc	and	and	0
work	work	n1	work	work	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
perform	perform	vvi	perform	perform	0
my	my	po11	my	my	0
dutie	dutie	n1	duty	duty	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
:	:	:	:	:	0
Hum	Hum	np1	Hum	Hum	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
requiring	requiring	vvg	requiring	require	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nours	nours	ng1	nours	nours	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
like	like	j	like	like	0
mind	mind	n1	mind	mind	0
towards	towards	p-acp	towards	towards	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
doth	doth	vdz	does	do	0
my	my	po11	my	my	0
heauenly	heauenly	j	heavenly	heavenly	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
the	the	dt	the	the	0
Will	Will	n1	Will	will	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Deede	Deede	n1	Deed	deed	0
:	:	:	:	:	0
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
thinke	thinke	vvi	think	think	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
reputed	reputed	j-vvn	reputed	repute	0
vnhappinesse	vnhappinesse	n1	unhappiness	unhappiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
deuour	deuour	zz	deuour	deuour	0
to	to	p-acp	to	to	0
bestowe	bestowe	vvi	bestow	bestow	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
vnplea	vnplea	n1	unplea	unplea	0
∣	∣	sy	∣	∣	0
sant	sant	zz	sant	sant	0
pilgrimage	pilgrimage	n1	pilgrimage	pilgrimage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
neere	neere	av-j	near	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
