Worthy	Worthy	j	Worthy	worthy	0
Sir	Sir	n1	Sir	sir	0
Francis	Francis	np1	Francis	Francis	0
Stuart	Stuart	np1	Stuart	Stuart	0
:	:	:	:	:	0
whom	whom	r-crq	whom	who	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
Named	Named	vvn	Nam	name	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
Boun	Boun	fw-fr	Boun	boun	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
my	my	po11	my	my	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
:	:	:	:	:	0
and	and	cc	and	and	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
named	named	vvn	nam	name	0
him	him	pno31	him	he	0
Mine	Mine	png11	Mine	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
Contented	Contented	vvn	Contented	content	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
happinesse	happinesse	n1	happiness	happiness	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
make	make	vvi	make	make	0
mee	mee	pno11	me	i	0
remember	remember	vvi	remember	remember	0
You	You	pn22	You	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
happinesse	happinesse	n1	happiness	happiness	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
,	,	,	,	,	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
His	His	png31	His	he	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
Yours	Yours	png22	Yours	you	0
;	;	;	;	;	0
so	so	av	so	so	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
His	His	png31	His	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	1
